,GRK7 (131890)
ACH-000004,-0.3104781200866026
ACH-000005,0.2575652851818137
ACH-000007,0.009081662191418462
ACH-000009,-0.04109384018464833
ACH-000011,-0.036936419543414666
ACH-000012,-0.08261252067130911
ACH-000013,-0.06626361697888472
ACH-000014,-0.053751169104519415
ACH-000015,-0.0836470238955785
ACH-000017,0.0022008093726480897
ACH-000018,-0.21615253689298056
ACH-000019,-0.08283675392042178
ACH-000021,-0.13027372867338188
ACH-000022,-0.1129106831892693
ACH-000025,-0.24686460317203385
ACH-000028,-0.054119562268302064
ACH-000030,-0.06444280990454146
ACH-000035,-0.04530683327130253
ACH-000036,-0.17611189899942714
ACH-000037,-0.0699222297226317
ACH-000039,-0.20397673967402385
ACH-000040,-0.06115760806516433
ACH-000041,-0.164738197177715
ACH-000042,-0.09178028101342052
ACH-000045,-0.03460789786248683
ACH-000047,-0.1052331870125984
ACH-000052,-0.17058187255577584
ACH-000053,-0.12570510965984494
ACH-000054,-0.11440212145613456
ACH-000055,-0.052017758810123084
ACH-000060,-0.2916558625839101
ACH-000067,-0.2349267841502271
ACH-000070,-0.19610847189560632
ACH-000075,0.042922282369683325
ACH-000078,-0.02796558436457385
ACH-000082,0.04022468275974932
ACH-000085,-0.25775123809414113
ACH-000086,0.13603276988804466
ACH-000087,-0.23648138997043686
ACH-000092,-0.20776129937827773
ACH-000095,-0.04428232675378669
ACH-000097,-0.13854509606498913
ACH-000098,-0.08715329274311882
ACH-000099,-0.03801647444489816
ACH-000108,-0.024220611530243786
ACH-000113,-0.19354121844029448
ACH-000116,-0.09997911604591783
ACH-000118,-0.06568901741089077
ACH-000120,-0.10135028820580128
ACH-000123,-0.10151736659452018
ACH-000127,-0.0971127049388842
ACH-000128,-0.23318859059371855
ACH-000132,-0.0494263853953721
ACH-000133,0.06773064640663744
ACH-000137,-0.13823344181137842
ACH-000138,-0.07713173992664021
ACH-000142,-0.16069352880422946
ACH-000143,-0.21054491376771967
ACH-000146,-0.08338642969401247
ACH-000148,-0.06469073363724515
ACH-000150,-0.03803818273199494
ACH-000152,-0.17208924114674246
ACH-000153,0.0875482365057994
ACH-000159,-0.035083613890348635
ACH-000160,-0.01530423005055576
ACH-000163,-0.09895907453059667
ACH-000167,0.30031215199592715
ACH-000168,-0.19970157277773068
ACH-000169,-0.14122922470214253
ACH-000178,-0.14539101207264496
ACH-000183,-0.008503086129736982
ACH-000188,-0.013126385779902702
ACH-000189,-0.10475961773944137
ACH-000190,-0.2026777497610112
ACH-000198,-0.2333918965722762
ACH-000203,0.4157279872097197
ACH-000204,-0.09137281616396603
ACH-000206,-0.06415655366511762
