,RPS21 (6227)
ACH-000004,-0.01835408240671654
ACH-000005,-0.2494229531661072
ACH-000007,-0.8340141171430043
ACH-000009,-0.3653283612400799
ACH-000011,-0.5810847165000949
ACH-000012,-0.5968168368649199
ACH-000013,-0.2483558016773479
ACH-000014,-0.6539918730279809
ACH-000015,-0.28135259221513026
ACH-000017,-0.18606711768874865
ACH-000018,-0.5790165234093763
ACH-000019,-0.5310648329909677
ACH-000021,-0.3284215288367974
ACH-000022,-0.4282044919239938
ACH-000025,-0.7040402781281745
ACH-000028,-0.5067012325801606
ACH-000030,-0.6025872092155367
ACH-000035,-0.4497412803525927
ACH-000036,-0.8214110322882499
ACH-000037,-0.3005509142116375
ACH-000039,-0.3910679711518459
ACH-000040,-0.5911292070307487
ACH-000041,-0.4744648994365915
ACH-000042,-0.5062462756272961
ACH-000045,-0.4133159468659085
ACH-000047,-0.4865702135221288
ACH-000052,-0.5250319149348484
ACH-000053,-0.7306666891183211
ACH-000054,-0.5566311092034278
ACH-000055,-0.5140545765934983
ACH-000060,-0.6593157436403904
ACH-000067,-0.8802506962195867
ACH-000070,-0.5580061010294027
ACH-000075,-0.6137009437298031
ACH-000078,-0.5334356767100824
ACH-000082,-0.5411517357365315
ACH-000085,-0.6615878534728334
ACH-000086,-0.7203111910814866
ACH-000087,-0.5450130940062647
ACH-000092,-0.6530709070552302
ACH-000095,-0.6077406035780621
ACH-000097,-0.4924531849980157
ACH-000098,-0.6203408785829096
ACH-000099,-0.5240442430012383
ACH-000108,-0.5267973295307979
ACH-000113,-0.43194675010889344
ACH-000116,-0.5804916314041647
ACH-000118,-0.5189631522368162
ACH-000120,-0.43817301751691257
ACH-000123,-0.6174065311907114
ACH-000127,-0.3537795849835724
ACH-000128,-0.7267733043295652
ACH-000132,-0.4652084353955906
ACH-000133,-0.6816306904538822
ACH-000137,-0.5098231330838446
ACH-000138,-0.5380526367785393
ACH-000142,-0.35906917222485274
ACH-000143,-0.5881250397808249
ACH-000146,-0.3940815902366495
ACH-000148,-0.6237891098302583
ACH-000150,-0.44994703294352056
ACH-000152,-0.4872330046775977
ACH-000153,-0.6505192994344179
ACH-000159,-0.43993166659130223
ACH-000160,-0.5318034069156429
ACH-000163,-0.5780124384621238
ACH-000167,2.3258025931097506
ACH-000168,-0.5761467314155205
ACH-000169,-0.3914313116341753
ACH-000178,-0.3473906811925027
ACH-000183,-0.6554220086786362
ACH-000188,-0.5567311665895763
ACH-000189,-0.6518056667547738
ACH-000190,-0.6687206653927729
ACH-000198,-0.6207928271361401
ACH-000203,-0.28570196588279306
ACH-000204,-0.6219943268757717
ACH-000206,-0.4074701566443865
ACH-000207,-0.6273473047386364
ACH-000208,-0.4155499356609521
ACH-000210,-0.3862092593666448
ACH-000211,-0.6821031667567927
ACH-000215,-0.5853722979734731
ACH-000221,-0.18152035542954206
ACH-000222,-0.5883123950033989
ACH-000223,-0.2904921852349224
ACH-000226,-0.5969764385433994
ACH-000227,-0.5155298816503024
ACH-000228,-0.5297952527347602
ACH-000231,-0.6095043498793756
ACH-000232,-0.8085375108929075
ACH-000233,-0.5156244601776091
ACH-000234,-0.34916200708028955
ACH-000235,-0.3684027680485539
ACH-000237,-0.35789733023035564
ACH-000238,-0.4419022842530276
ACH-000242,-0.8029496016007255
ACH-000243,-0.36385357296030857
ACH-000244,-0.4322175759787956
ACH-000246,-0.5695977101406412
ACH-000248,-0.1621752472118129
ACH-000250,-0.5523147636005624
ACH-000251,-0.5568566821193103
ACH-000252,-0.7535017242380583
ACH-000253,-0.4080699423667395
ACH-000255,-0.8560468928284459
ACH-000256,-0.633745453923141
ACH-000257,-0.6383389922172155
ACH-000258,-0.7950440068066652
ACH-000259,-0.3737744492699371
ACH-000260,-0.7771031814030301
ACH-000261,-0.632971582265926
ACH-000262,-0.6755817444129236
ACH-000263,-0.5235418226285031
ACH-000264,-0.5697622601861233
ACH-000265,-0.5660490786733662
ACH-000266,-0.33424091038221426
ACH-000272,-0.6068221470030747
ACH-000274,-0.7882493325629373
ACH-000277,-0.2117698330160884
ACH-000278,-0.4856905701781684
ACH-000279,-0.3822245088461474
ACH-000280,-0.4516978203243506
ACH-000281,-0.5409643601506878
ACH-000288,-0.30050749073924304
ACH-000291,-0.6942576031443567
ACH-000293,-0.5920682542089395
ACH-000294,-0.3502063783474747
ACH-000295,-0.4728491956185338
ACH-000296,-0.3810145762300071
