,NLE1 (54475)
ACH-000004,-0.9639420744067329
ACH-000005,-0.9876884131411532
ACH-000007,-0.7286236209727345
ACH-000009,-1.2486131699886749
ACH-000011,-0.9472804586414001
ACH-000012,-0.9120417614495544
ACH-000013,-0.9724799741709008
ACH-000014,-0.7340398190837826
ACH-000015,-0.9062190604346854
ACH-000017,-1.0693203929660715
ACH-000018,-0.7772543849355945
ACH-000019,-0.8538047397526488
ACH-000021,-0.8452336361563711
ACH-000022,-0.9474240457731832
ACH-000025,-0.9336037283060364
ACH-000028,-1.175764395939157
ACH-000030,-1.0043620626195473
ACH-000035,-1.1575212793888252
ACH-000036,-0.8017012291411033
ACH-000037,-1.1226623522574546
ACH-000039,-0.678752314522484
ACH-000040,-0.8358582825039069
ACH-000041,-0.8015954589634766
ACH-000042,-0.7271157583730287
ACH-000045,-0.8389688837837812
ACH-000047,-0.7573188932638083
ACH-000052,-0.9855541263877792
ACH-000053,-0.9058395067391406
ACH-000054,-1.0058564814715842
ACH-000055,-0.8555354774119776
ACH-000060,-0.9474765900297696
ACH-000067,-0.9780922702557704
ACH-000070,-0.6970562749531146
ACH-000075,-1.0563287824083247
ACH-000078,-0.9046276730118922
ACH-000082,-0.816951255496687
ACH-000085,-0.8455345330868193
ACH-000086,-0.9156034091424826
ACH-000087,-0.9265428286805758
ACH-000092,-0.7008556622557731
ACH-000095,-0.6228310468915988
ACH-000097,-0.8832164103911583
ACH-000098,-0.9225224671140784
ACH-000099,-0.8281151745992383
ACH-000108,-1.0009707306236195
ACH-000113,-0.6609236210679383
ACH-000116,-0.8438892069177194
ACH-000118,-0.9578180149927651
ACH-000120,-0.9231464283606416
ACH-000123,-0.9418696952807529
ACH-000127,-0.7436580054877338
ACH-000128,-0.7159381848883095
ACH-000132,-0.963721201543611
ACH-000133,-0.8905325021254087
ACH-000137,-0.9768060846537876
ACH-000138,-0.8609296163476943
ACH-000142,-0.8559312154205689
ACH-000143,-0.851476844452346
ACH-000146,-0.8904655522787557
ACH-000148,-0.9295676047119268
ACH-000150,-0.8109678155384344
ACH-000152,-1.0366512542852278
ACH-000153,-0.7268245848711417
ACH-000159,-0.8234904161835158
ACH-000160,-0.964262777588792
ACH-000163,-1.1120006840520806
ACH-000167,-1.1526778707800458
ACH-000168,-0.8702284942088108
ACH-000169,-0.9751328759702436
ACH-000178,-0.8563024832728523
ACH-000183,-0.8361300391540609
ACH-000188,-0.9392746366654612
ACH-000189,-0.8756048471434223
ACH-000190,-1.0733789137185823
ACH-000198,-0.807883980200716
ACH-000203,-0.7570199315528271
ACH-000204,-0.9709522441439018
ACH-000206,-0.7887104546538151
ACH-000207,-0.8839039846744984
ACH-000208,-0.7874285913988487
ACH-000210,-0.8889192388097746
ACH-000211,-0.8518572872855676
ACH-000215,-0.9345748269795155
ACH-000221,-1.1227461309628215
ACH-000222,-1.0202358042089237
ACH-000223,-0.8348805106867991
ACH-000226,-0.8531675483227058
ACH-000227,-0.9252561109835524
ACH-000228,-0.8374994799833233
ACH-000231,-0.8968776461801192
ACH-000232,-0.7576438952226678
ACH-000233,-0.9569624969617454
ACH-000234,-0.8181721040010772
ACH-000235,-0.9467970906321715
ACH-000237,-0.9981292620310992
