,MRGPRX1 (259249)
ACH-000004,-0.2355202257461861
ACH-000005,-0.008886771225438834
ACH-000007,-0.3354027087923905
ACH-000009,0.0157716517376701
ACH-000011,-0.3455113146359476
ACH-000012,-0.1021840503669405
ACH-000013,-0.18236427787835666
ACH-000014,-0.4097868844719089
ACH-000015,-0.2930246772174362
ACH-000017,-0.09966764064193487
ACH-000018,-0.3335819910402824
ACH-000019,-0.18553613214445425
ACH-000021,-0.23443786891008225
ACH-000022,-0.2145322830462334
ACH-000025,-0.20701412333169186
ACH-000028,-0.08988453286359363
ACH-000030,-0.257871035473155
ACH-000035,0.052370774113575866
ACH-000036,-0.17294606766744622
ACH-000037,-0.12192046474862392
ACH-000039,-0.2783295968239347
ACH-000040,-0.2340688899124622
ACH-000041,-0.0625899243938539
ACH-000042,-0.07981374398689159
ACH-000045,-0.25963876266222896
ACH-000047,-0.1965013124436667
ACH-000052,-0.1744377033099026
ACH-000053,-0.09584113007782584
ACH-000054,-0.1930637898415455
ACH-000055,0.01566942777118459
ACH-000060,-0.1579647838117848
ACH-000067,-0.44631985349121295
ACH-000070,-0.08529254399392346
ACH-000075,-0.1854990223647678
ACH-000078,-0.3063045140608731
ACH-000082,-0.3855760274137871
ACH-000085,-0.16136986439850914
ACH-000086,-0.4139975272875982
ACH-000087,-0.02808492455282002
ACH-000092,-0.21127573852488046
ACH-000095,-0.3541882119114079
ACH-000097,-0.23861561721276095
ACH-000098,-0.14993343009518598
ACH-000099,-0.17218842705728746
ACH-000108,-0.19000432517562707
ACH-000113,-0.2980455935749765
ACH-000116,-0.1400960229775202
ACH-000118,-0.07355968164624113
ACH-000120,-0.1806664449443057
ACH-000123,-0.21429217334063247
ACH-000127,-0.4509015301771491
ACH-000128,-0.43328361300480217
ACH-000132,-0.20777996522451453
ACH-000133,-0.2955871124560058
ACH-000137,-0.3397391375872052
ACH-000138,-0.25199703874444845
ACH-000142,-0.17361977154948752
ACH-000143,-0.20688309703111568
ACH-000146,-0.2657336468292404
ACH-000148,-0.19938571782077427
ACH-000150,-0.2571730513943804
ACH-000152,-0.07626651641661704
ACH-000153,-0.44723731786500737
ACH-000159,-0.2976130904042686
ACH-000160,-0.21145783618665093
ACH-000163,0.027701088499167418
ACH-000167,-0.323731730284477
ACH-000168,-0.12422359865654788
ACH-000169,-0.3482999475204123
ACH-000178,-0.2864714503718315
ACH-000183,-0.1880881955129189
ACH-000188,-0.22612131295553345
ACH-000189,-0.04589316915581067
ACH-000190,0.0109762815149894
ACH-000198,-0.14209630302731496
ACH-000203,-0.12237488615362199
ACH-000204,-0.14922873023879651
ACH-000206,-0.10349295550452896
ACH-000207,-0.16068024237048556
ACH-000208,-0.20570756331919274
ACH-000210,-0.2613839714137349
ACH-000211,-0.15115078927892012
ACH-000215,-0.2622251459861123
ACH-000221,-0.35209032315450395
ACH-000222,-0.2183315678474288
ACH-000223,-0.12630584390462604
ACH-000226,-0.21459810585572056
ACH-000227,-0.3095142283294209
ACH-000228,-0.2000790311251054
ACH-000231,-0.13099983827039133
ACH-000232,-0.3482925631558987
ACH-000233,-0.12719487154931808
ACH-000234,-0.18470387462488871
ACH-000235,-0.09169345141658428
ACH-000237,-0.1589691253963886
ACH-000238,-0.09582411071076807
ACH-000242,-0.5089796457080273
ACH-000243,-0.38280301266601213
ACH-000244,-0.4035535341820171
ACH-000246,-0.22977574573832074
ACH-000248,-0.2144556373267113
ACH-000250,-0.14571674199798318
ACH-000251,-0.1505063610790281
ACH-000252,-0.10551581737268607
ACH-000253,-0.3399241302088925
ACH-000255,-0.29675621861622464
ACH-000256,-0.3223425698216635
ACH-000257,0.1326177587039752
ACH-000258,-0.2620544451693657
ACH-000259,-0.13513537665716094
ACH-000260,-0.2290437599868103
ACH-000261,-0.2545407920785211
ACH-000262,-0.2153553439787587
ACH-000263,-0.29285163257384805
ACH-000264,-0.03698906294982582
ACH-000265,-0.23097665678314916
ACH-000266,-0.1928652157462352
ACH-000272,-0.20021620329138776
ACH-000274,-0.2534932691269673
ACH-000277,-0.2521337858366422
ACH-000278,-0.16394141071923252
ACH-000279,-0.14024401715694812
ACH-000280,-0.2653055424443229
ACH-000281,-0.3996860881705226
ACH-000288,-0.17551195878584355
ACH-000291,-0.2467986469050278
ACH-000293,-0.21992484442944568
ACH-000294,-0.13389959091046316
ACH-000295,-0.3529980926850481
ACH-000296,-0.07241081855278167
ACH-000302,-0.15552570623791148
ACH-000304,0.02068525491063777
ACH-000307,-0.1781150467810681
ACH-000308,-0.23464932878335545
ACH-000310,-0.3819254107630009
ACH-000311,-0.2742457885021648
ACH-000312,-0.27307858084848563
ACH-000315,-0.3190793835804801
ACH-000316,-0.1478812742741317
ACH-000317,-0.17362043474577138
ACH-000318,-0.13829314617538607
ACH-000319,-0.34982077689965324
ACH-000320,-0.0907790683748268
ACH-000322,-0.06945045350445184
ACH-000323,-0.32171402936602794
ACH-000324,-0.23693265811043004
ACH-000329,-0.2260818236693945
ACH-000330,-0.17785971950028054
ACH-000331,-0.16526800102362454
ACH-000332,-0.22116032932502747
ACH-000334,-0.06911089717514593
ACH-000335,-0.32529908065669805
ACH-000336,-0.08798686916627542
ACH-000337,0.019366701408129544
ACH-000338,0.2649624568537976
ACH-000339,-0.14269500117035136
ACH-000341,-0.13588022445411407
ACH-000348,-0.25579169394688306
ACH-000350,-0.2459614115540019
ACH-000352,-0.1675753733406696
ACH-000356,-0.16300745503191427
ACH-000361,0.09272131372750116
ACH-000362,-0.22208999656151407
ACH-000363,-0.16378020446368444
ACH-000364,-0.3462979197224594
ACH-000365,-0.30439534654521505
ACH-000366,-0.15628004291630174
ACH-000368,-0.2894917861562891
ACH-000374,-0.21064343354467885
ACH-000375,-0.17033224390823098
ACH-000376,-0.2856750598328336
ACH-000381,-0.2103203638303573
ACH-000383,-0.21791887011925945
ACH-000387,-0.18611527716616616
ACH-000389,-0.3023685048571213
ACH-000390,-0.2424241977556373
ACH-000393,-0.2874690049679318
ACH-000395,-0.2639566448297504
ACH-000396,-0.20087607782683914
ACH-000397,-0.22080001844635128
ACH-000401,-0.11996027043351365
ACH-000402,-0.17896856802710587
ACH-000403,-0.2857991436699742
ACH-000404,-0.40730531193571534
ACH-000406,-0.2177519184255448
ACH-000407,-0.1957569372350833
ACH-000408,-0.2973970626900431
ACH-000410,-0.16486931387604584
ACH-000411,-0.09404722651149128
ACH-000414,-0.27789326187785063
ACH-000415,-0.3639045132032728
ACH-000416,-0.17600925042190302
ACH-000420,-0.07203936358830869
ACH-000421,-0.1899871162461628
ACH-000424,-0.15629216849001346
ACH-000425,-0.19573369667595256
ACH-000426,-0.16366678740283974
ACH-000427,-0.14722564858709536
ACH-000433,-0.032217436058391904
ACH-000435,-0.10659785987992436
ACH-000436,-0.4446046869535665
ACH-000444,-0.28932746816096033
ACH-000445,-0.22189291327535968
ACH-000448,-0.23692533938899216
ACH-000450,-0.2782519579518242
ACH-000452,-0.11483787303969875
ACH-000454,-0.2478894541538928
ACH-000458,-0.22670756889939603
ACH-000459,-0.1774544980501818
ACH-000460,-0.15633686262209973
ACH-000461,-0.16738994698354928
ACH-000463,-0.18187901301495327
ACH-000464,-0.2844802853867969
ACH-000466,-0.14989677979874028
ACH-000467,-0.0615796808620857
ACH-000468,-0.2684870876223318
ACH-000469,-0.2796748766389812
ACH-000470,-0.24187580087768776
ACH-000471,-0.07704963999534575
ACH-000472,-0.2632032756472727
ACH-000473,-0.1116205408586007
ACH-000475,-0.1137799421324025
ACH-000476,-0.2505627126083009
ACH-000477,-0.3317873949712857
ACH-000479,-0.4640235596031135
ACH-000480,-0.28069965925740026
ACH-000481,-0.09742421222538304
ACH-000483,-0.08804951113012609
ACH-000484,-0.10581113625548527
ACH-000485,-0.24395288986306315
ACH-000486,-0.18037733587129612
ACH-000487,-0.1872667699821461
ACH-000488,-0.14757245019047496
ACH-000490,-0.20575721337128106
ACH-000491,-0.03349974625042836
ACH-000495,-0.43516322295561866
ACH-000496,-0.10111132842141793
ACH-000499,-0.18346773734111493
ACH-000500,-0.635625683103913
ACH-000502,-0.23401960488874626
ACH-000503,-0.17756990910841608
ACH-000505,-0.08949833478894216
ACH-000507,-0.1736223133730571
ACH-000510,-0.2915174784892523
ACH-000511,-0.2358634787314863
ACH-000512,-0.11157787358927336
ACH-000516,-0.17710762807940764
ACH-000517,-0.2514663996923585
ACH-000518,-0.22397581851819034
ACH-000520,-0.18901098503684224
ACH-000521,-0.11491623204061302
ACH-000522,-0.2170545897142437
ACH-000524,-0.20610409262432144
ACH-000527,-0.166344382765275
ACH-000528,-0.19715727643957864
ACH-000537,-0.12513951347288058
ACH-000541,-0.07218885726379863
ACH-000542,-0.22077886912111572
ACH-000544,-0.2620620658980132
ACH-000545,-0.19600510445513314
ACH-000547,-0.1719010394676632
ACH-000548,-0.17956564390496746
ACH-000549,-0.1949099890054796
ACH-000550,-0.20062977211070807
ACH-000552,-0.053802127020212316
