,TRPM2 (7226)
ACH-000004,-0.4623181037932827
ACH-000005,-0.2034659424522224
ACH-000007,-0.2406762188662759
ACH-000009,-0.2276813090633766
ACH-000011,-0.1895472518413566
ACH-000012,-0.2807641644255047
ACH-000013,-0.1760273118851014
ACH-000014,-0.09325079228871436
ACH-000015,-0.14688459319542302
ACH-000017,-0.2488860046367652
ACH-000018,-0.2754408854300303
ACH-000019,-0.3762456268246876
ACH-000021,-0.11311264213780292
ACH-000022,-0.14388783858458173
ACH-000025,-0.1314551432723791
ACH-000028,-0.1990469373564658
ACH-000030,-0.17362317244493422
ACH-000035,-0.08197235955124801
ACH-000036,-0.28162116849934044
ACH-000037,-0.13946756491331938
ACH-000039,-0.320913136222535
ACH-000040,-0.14366884970720348
ACH-000041,-0.1277258080618809
ACH-000042,-0.1836633800267575
ACH-000045,-0.2655658876664289
ACH-000047,-0.06604872777328663
ACH-000052,-0.2303615615183742
ACH-000053,-0.14445367098669992
ACH-000054,-0.12221513277079045
ACH-000055,-0.07480331196570453
ACH-000060,-0.23785085817492074
ACH-000067,-0.10123743136804876
ACH-000070,-0.1586180304359287
ACH-000075,-0.2507074587025707
ACH-000078,-0.2835587060382861
ACH-000082,-0.12161909558278157
ACH-000085,-0.17022659618723196
ACH-000086,-0.10264585032613756
ACH-000087,-0.2814298078920868
ACH-000092,-0.10325819794972638
ACH-000095,-0.1559734913822486
ACH-000097,-0.1817495797752761
ACH-000098,-0.18071561510026568
ACH-000099,-0.18179323712573706
ACH-000108,-0.1042584441354592
ACH-000113,-0.20860701978483545
ACH-000116,-0.2276954093183725
ACH-000118,-0.08746517327860126
ACH-000120,-0.3668184399638594
ACH-000123,-0.2022331150942848
ACH-000127,-0.20791035617592302
ACH-000128,-0.041609523441275664
ACH-000132,-0.15023727373735934
ACH-000133,-0.08486214333709419
ACH-000137,-0.08824941979218087
ACH-000138,-0.05479039940354707
ACH-000142,-0.19074243765269297
ACH-000143,-0.07038943069903167
ACH-000146,-0.2676471109337218
ACH-000148,-0.2044938042794769
ACH-000150,-0.2964020943724336
ACH-000152,-0.1696392385650034
ACH-000153,-0.08459546471951011
ACH-000159,-0.18049779199093102
ACH-000160,-0.30541228407700605
ACH-000163,-0.14321047632549594
ACH-000167,0.07430911580411842
ACH-000168,-0.4027982324944819
ACH-000169,-0.13358737426909564
ACH-000178,-0.21484139711587188
ACH-000183,-0.02827245438446596
ACH-000188,-0.11671241627743376
ACH-000189,-0.005613873466532457
ACH-000190,-0.14683571924919606
ACH-000198,-0.3010883091491113
ACH-000203,-0.6161059543030563
ACH-000204,-0.2272620826730237
ACH-000206,-0.18934966344374307
ACH-000207,-0.25951080487096656
ACH-000208,0.0837767265723936
ACH-000210,-0.22413475056055468
ACH-000211,-0.13442698536355696
ACH-000215,-0.20227423233243247
ACH-000221,-0.23987094677196735
ACH-000222,-0.4786893759853397
ACH-000223,-0.18360314760424776
ACH-000226,-0.09317330860315856
ACH-000227,-0.17948721756413666
ACH-000228,-0.08810334246885862
ACH-000231,-0.23626917539456235
ACH-000232,-0.2108972693324312
ACH-000233,-0.1931960268749252
ACH-000234,-0.19521719618983605
ACH-000235,-0.180969087694514
ACH-000237,-0.10577719416165313
ACH-000238,-0.2619232840505801
ACH-000242,-0.19761334826965504
ACH-000243,-0.13116644331000202
ACH-000244,-0.3574331341083897
ACH-000246,-0.176673286731219
ACH-000248,-0.14521914541312242
ACH-000250,-0.2783559489123377
ACH-000251,-0.06308625140771304
ACH-000252,-0.09543048294530372
ACH-000253,-0.18222941742445084
ACH-000255,-0.06319212524235211
ACH-000256,-0.2195098182618269
ACH-000257,-0.20055697781411952
ACH-000258,-0.3571461097723705
ACH-000259,-0.15723299986002975
ACH-000260,-0.2470453856098557
ACH-000261,-0.19932893281766745
ACH-000262,-0.06219499994246465
ACH-000263,-0.4222343911597826
ACH-000264,-0.2840788532941601
ACH-000265,-0.1870055731745995
ACH-000266,-0.16909568764796995
ACH-000272,-0.19409229247247128
ACH-000274,-0.21995801222707928
ACH-000277,-0.2287286649168361
ACH-000278,-0.21251114518171094
ACH-000279,-0.10942726407677546
ACH-000280,-0.23713738659595876
ACH-000281,-0.24799423218677066
ACH-000288,-0.3203166012133312
ACH-000291,-0.16766111126344782
ACH-000293,-0.12459537846124505
ACH-000294,-0.13317541869996533
ACH-000295,-0.3572994705966406
ACH-000296,-0.1669558750384669
ACH-000302,-0.19298357859860304
ACH-000304,-0.3210075851339924
ACH-000307,-0.1545282961532152
ACH-000308,-0.18592497951068004
ACH-000310,-0.2282557492169544
ACH-000311,-0.20307673143887325
ACH-000312,-0.1600534530468496
ACH-000315,-0.14541184231810278
ACH-000316,-0.0790769792086295
ACH-000317,-0.17986837907076264
ACH-000318,-0.17810349624239644
ACH-000319,-0.10293727283954314
ACH-000320,-0.09116260822003926
ACH-000322,-0.052204490658428464
ACH-000323,-0.03088453188270556
ACH-000324,-0.2089183723371822
ACH-000329,-0.12597906571820414
ACH-000330,-0.17444030310221256
ACH-000331,-0.14335215569798018
ACH-000332,-0.26343329198157395
ACH-000334,-0.1563137622610399
ACH-000335,-0.1453687511928075
ACH-000336,-0.2835418738569908
ACH-000337,-0.09990498357148277
ACH-000338,-0.024053676441413832
ACH-000339,-0.2436361034897841
ACH-000341,-0.2581467271760368
ACH-000348,-0.11237416922707577
ACH-000350,-0.3349514199502489
ACH-000352,-0.14476587996272058
ACH-000356,-0.1954917806193717
ACH-000361,-0.07383281894480584
ACH-000362,-0.16153503791114818
ACH-000363,-0.3187508828132087
ACH-000364,-0.057503704107223524
ACH-000365,-0.2530455922860799
ACH-000366,-0.058672632733115127
ACH-000368,-0.12747818949399667
ACH-000374,-0.2939348698661037
ACH-000375,-0.05590077023472712
ACH-000376,-0.16864645486804666
ACH-000381,-0.2319137942040479
ACH-000383,-0.31174542002898115
ACH-000387,-0.21026207888993487
ACH-000389,-0.3337064933923887
ACH-000390,-0.20350413621849409
ACH-000393,-0.14170469077600698
ACH-000395,-0.4247839216769656
ACH-000396,-0.3512521590049647
ACH-000397,-0.19478949791966232
ACH-000401,-0.024958992511360068
ACH-000402,-0.12898405001431112
ACH-000403,-0.16003040785801895
ACH-000404,-0.011970691621095526
ACH-000406,-0.25103964032788345
ACH-000407,-0.1951137996574477
ACH-000408,-0.19184024977760386
ACH-000410,-0.0754256040505984
ACH-000411,-0.13708070057506686
ACH-000414,-0.2667374959202156
ACH-000415,-0.35403926714836137
ACH-000416,-0.18919781288426807
ACH-000420,-0.11902058920559094
ACH-000421,-0.20543458431058734
ACH-000424,-0.1950047571202055
ACH-000425,-0.16895698299530235
ACH-000426,-0.3014575409786822
ACH-000427,-0.2374511883084037
ACH-000433,-0.14061249257207725
ACH-000435,-0.4434909570764853
ACH-000436,-0.2101365173428674
ACH-000444,-0.2734708823268386
ACH-000445,-0.1701624692420629
ACH-000448,-0.16008604278072974
ACH-000450,-0.06934581733830099
ACH-000452,-0.21595571179645184
ACH-000454,-0.15513860123758375
ACH-000458,-0.100612273405497
ACH-000459,-0.19301854094244628
ACH-000460,-0.14323763309548582
ACH-000461,-0.26877123491486266
ACH-000463,-0.2138487172572225
ACH-000464,-0.3124488340565195
ACH-000466,-0.11059953646821094
ACH-000467,-0.30220410307276924
ACH-000468,-0.13008668713359972
ACH-000469,-0.18112623521592305
ACH-000470,-0.17531233578444533
ACH-000471,-0.2694685425797123
ACH-000472,-0.15050856127266235
ACH-000473,-0.3470251463600816
ACH-000475,-0.15604911524400888
ACH-000476,-0.16545529988067018
ACH-000477,-0.384292728591192
ACH-000479,-0.0699891830445265
ACH-000480,-0.2296640935203116
ACH-000481,-0.21190986300984727
ACH-000483,-0.07573388563886893
ACH-000484,-0.2543224425735255
ACH-000485,-0.13319247096283654
ACH-000486,-0.09928276923496493
ACH-000487,-0.13486593448107145
ACH-000488,-0.30684339282248074
ACH-000490,-0.1862836493845872
ACH-000491,-0.027773536012948172
ACH-000495,-0.14851316374077794
ACH-000496,-0.28639771115634344
ACH-000499,-0.17607412216273793
ACH-000500,0.29374864368511155
ACH-000502,-0.14528761551739966
ACH-000503,-0.11025681184518712
ACH-000505,-0.140271127552172
ACH-000507,-0.2223174128828833
ACH-000510,-0.08504453927161007
ACH-000511,-0.1671733491241122
ACH-000512,0.09527935768027544
ACH-000516,-0.06554269986642944
ACH-000517,-0.17195824513564267
ACH-000518,-0.193294567531336
ACH-000520,-0.1404601516195137
ACH-000521,-0.17599381701776262
ACH-000522,-0.1632957369712132
ACH-000524,-0.16010500772626904
ACH-000527,-0.1504146720928629
ACH-000528,-0.22080284389542207
ACH-000537,-0.2424359391717761
ACH-000541,-0.07265054617602111
ACH-000542,-0.18007702739769507
ACH-000544,-0.30196623223019264
ACH-000545,-0.29722909832941985
ACH-000547,-0.5287730107427207
ACH-000548,0.0010023924309641493
ACH-000549,-0.2446655760922871
ACH-000550,-0.07412709374091994
ACH-000552,-0.2634410648900798
ACH-000556,-0.2550948137583169
ACH-000557,-0.0725594098698193
ACH-000569,-0.22496751837742998
ACH-000570,-0.15944070957039067
ACH-000571,-0.2191069331803527
ACH-000573,-0.10418119233299332
ACH-000576,-0.19358351417616032
ACH-000579,-0.1748901163994332
ACH-000580,-0.1851572031207939
ACH-000584,-0.24398386266428376
ACH-000585,-0.2262117239135635
ACH-000588,-0.13079763966455954
ACH-000589,-0.23987278947243726
ACH-000591,-0.3420527218673716
ACH-000593,-0.12214851880200625
ACH-000600,-0.16012594038733546
ACH-000601,-0.2077142697966426
ACH-000605,-0.19143229112626867
ACH-000606,-0.206712415744054
ACH-000608,-0.1820375038665274
ACH-000614,-0.18456418821468026
ACH-000616,-0.26888168813146485
ACH-000618,-0.22124013525756672
ACH-000619,-0.2330769085120141
ACH-000620,-0.2980473370966797
ACH-000621,-0.1924573123661699
ACH-000622,-0.09958545693207298
ACH-000623,-0.16466788897973594
ACH-000624,-0.1336155754885352
ACH-000627,-0.1824401025943445
ACH-000630,-0.12969414525090808
ACH-000631,-0.03193729330385624
ACH-000632,-0.19091599071832505
ACH-000633,-0.16858173524225964
ACH-000637,-0.4028942626528806
ACH-000638,-0.07825340718046965
ACH-000646,-0.3241048210200129
ACH-000647,-0.14489552850305687
ACH-000648,-0.17572233603171786
ACH-000649,-0.12759741124364227
ACH-000651,-0.1719944271570634
ACH-000652,-0.2876125140297876
ACH-000653,-0.14970774631755934
ACH-000657,-0.12132278459065107
ACH-000658,-0.4264717164862012
ACH-000661,-0.18220716684605645
ACH-000662,0.16848801799036006
ACH-000663,-0.34736728832352515
ACH-000665,-0.20211525363826266
ACH-000671,-0.16384846531041586
ACH-000672,0.1266889805094075
ACH-000673,-0.2073707084121787
ACH-000676,-0.09017080860877293
ACH-000677,-0.09896063650302067
ACH-000681,-0.21122750359670395
ACH-000683,-0.08550940190267788
ACH-000684,-0.13426519764309575
ACH-000688,-0.2860278306752398
ACH-000693,-0.2615280775988585
ACH-000694,-0.27864369750448315
ACH-000695,-0.11141013814385232
ACH-000696,-0.1762733888562202
ACH-000697,-0.1684325393175119
ACH-000699,-0.16795295775132146
ACH-000701,-0.10997417570658732
ACH-000706,-0.22593586268680646
ACH-000711,-0.08165054880279407
ACH-000713,-0.15752944825694096
ACH-000714,-0.2925727869554122
ACH-000718,-0.08541108710838705
ACH-000720,-0.26514302050201616
ACH-000721,-0.10201472976403583
ACH-000724,-0.0925940268305767
ACH-000725,-0.10899628350265107
ACH-000732,-0.2733200431890473
ACH-000734,-0.2136420396285382
ACH-000735,-0.3193917439076071
ACH-000736,-0.14148998666361984
