,NTN5 (126147)
ACH-000004,-0.15338496469210128
ACH-000005,0.3858602957451849
ACH-000007,-0.28631869842655616
ACH-000009,-0.16812674825352214
ACH-000011,-0.17165097162438114
ACH-000012,-0.11447280424646585
ACH-000013,-0.25126247719010386
ACH-000014,-0.17478387724930902
ACH-000015,-0.2875750452067395
ACH-000017,0.00784641970558213
ACH-000018,-0.18247580917803144
ACH-000019,-0.19702020026823253
ACH-000021,-0.046273760493549865
ACH-000022,-0.04676044791155081
ACH-000025,0.014798961967496863
ACH-000028,-0.08451177427713202
ACH-000030,-0.2040538233000892
ACH-000035,-0.15632718213346553
ACH-000036,-0.1343672197238648
ACH-000037,-0.007604983986405566
ACH-000039,-0.15859093942965707
ACH-000040,-0.025878240459927416
ACH-000041,-0.10342334695360038
ACH-000042,-0.06098368072603345
ACH-000045,-0.09974407639729148
ACH-000047,-0.13887373662403513
ACH-000052,-0.3100661066979019
ACH-000053,-0.06300667343758062
ACH-000054,-0.08134977732267702
ACH-000055,0.2413059106754812
ACH-000060,-0.0031357909839999413
ACH-000067,-0.16923413467375906
ACH-000070,-0.26777548470234125
ACH-000075,-0.062113753909344364
ACH-000078,-0.05722526428493896
ACH-000082,-0.0668352517790526
ACH-000085,0.09948533413833664
ACH-000086,-0.2742521350250308
ACH-000087,-0.2871938687428736
ACH-000092,-0.11100095722253436
ACH-000095,-0.04860179881420007
ACH-000097,-0.1626791592124499
ACH-000098,-0.1783361091050732
ACH-000099,-0.11820226851937607
ACH-000108,-0.17698180806548516
ACH-000113,-0.031454323753823364
ACH-000116,-0.07201845623883714
ACH-000118,-0.08763860845417927
ACH-000120,-0.14521617567336206
ACH-000123,-0.16644355946280046
ACH-000127,-0.09130258046788743
ACH-000128,-0.13987435987694086
ACH-000132,-0.012495191969869571
ACH-000133,0.0018798332325433808
ACH-000137,-0.2191165704671328
ACH-000138,-0.18510185133708174
ACH-000142,-0.1358273508023454
ACH-000143,-0.17315684164112807
ACH-000146,-0.1951192592308444
ACH-000148,-0.11758484298912784
ACH-000150,-0.019817814627064327
ACH-000152,-0.0834959030246535
