,PFAS (5198)
ACH-000004,-0.4782451391070263
ACH-000005,-0.8915548284804897
ACH-000007,-0.30939174350537096
ACH-000009,-0.41794854559270384
ACH-000011,-0.29502000904290315
ACH-000012,-0.14457805763599413
ACH-000013,-0.1630976075081738
ACH-000014,-0.4523386863434651
ACH-000015,-0.364880911531881
ACH-000017,-0.6509113333528644
ACH-000018,-0.23786034280004545
ACH-000019,-0.6421640968266642
ACH-000021,-0.14019840700434355
ACH-000022,-0.31689318185456217
ACH-000025,-0.5029563306519069
ACH-000028,-0.6099981905072864
ACH-000030,-0.7768147212867139
ACH-000035,-0.3763564984923661
ACH-000036,-0.21581571312177156
ACH-000037,-0.52082486789126
ACH-000039,-0.2105029253157852
ACH-000040,-0.3785115284027507
ACH-000041,-0.3153202494847289
ACH-000042,-0.4667248319094376
ACH-000045,-0.5835201930878902
ACH-000047,-0.6382566304301502
ACH-000052,-0.5053039030564628
ACH-000053,-0.7408856108312448
ACH-000054,-0.09854801048322298
ACH-000055,-0.023286447007873388
ACH-000060,-0.11142229806817304
ACH-000067,-0.20559964393776065
ACH-000070,-0.715145989618766
ACH-000075,-0.3664708032353408
ACH-000078,-0.05076464606089375
ACH-000082,-0.3131362089292086
ACH-000085,-0.05269295787822035
ACH-000086,-0.07945744068948775
ACH-000087,-0.3560567154910973
ACH-000092,-0.14562698303117236
ACH-000095,-0.05943363267939643
ACH-000097,-0.7172599556571823
ACH-000098,-0.200270837763642
ACH-000099,-0.12039864744843935
ACH-000108,-0.7933394898671783
ACH-000113,0.03172209933868511
ACH-000116,-0.07840486658990829
ACH-000118,0.048035113987176185
ACH-000120,0.010669143261640458
ACH-000123,0.014190752912787494
ACH-000127,-0.5150011242572708
ACH-000128,-0.4246433344630871
ACH-000132,-0.2790534814609301
ACH-000133,-0.28122305835326983
ACH-000137,-0.4476068781055997
ACH-000138,-0.6122037007506396
ACH-000142,-0.2631536656645542
ACH-000143,-0.26741722727860306
ACH-000146,-0.5468029579041455
ACH-000148,-0.19757060579774655
ACH-000150,-0.14749960623251887
ACH-000152,-0.32991589288129497
ACH-000153,-0.5805502515574621
ACH-000159,-0.4962000944345306
ACH-000160,-0.34492010214311697
ACH-000163,-0.3829012630590007
ACH-000167,-0.4687749345222939
ACH-000168,-0.4062320263540268
ACH-000169,-0.048617205866068915
ACH-000178,-0.4279739401212645
ACH-000183,-0.794317194492994
ACH-000188,0.02476505884233341
ACH-000189,-0.4619939386802823
ACH-000190,-0.4213473411854236
ACH-000198,-0.5898732093301797
ACH-000203,0.048620715260727636
ACH-000204,-0.4472407848507196
ACH-000206,-0.4565034411687158
ACH-000207,-0.6021655975901263
ACH-000208,-0.2619554412722425
ACH-000210,-0.4735075466835626
ACH-000211,-0.11256455279916312
ACH-000215,-0.069754866809148
ACH-000221,-0.20672711688770853
ACH-000222,-0.5985430331364937
ACH-000223,-0.5043835223644269
ACH-000226,-0.5103892736609452
ACH-000227,-0.08258378775360863
ACH-000228,-0.30376214154114
ACH-000231,-0.2163149579831206
ACH-000232,0.11184764252109262
ACH-000233,-0.6064374951455991
ACH-000234,-0.4845192398694746
ACH-000235,-0.7253955360237613
ACH-000237,-0.1838576081582411
ACH-000238,-0.3703334393674204
ACH-000242,-0.13822408139715486
ACH-000243,-0.3246901041270909
ACH-000244,-0.20226889896646505
ACH-000246,-0.12754486263417508
ACH-000248,-0.4868384353480309
ACH-000250,-0.3143041305457656
ACH-000251,-0.7219045233476766
ACH-000252,-0.3558784301952977
ACH-000253,-0.7052900978751928
ACH-000255,-0.050002906663906964
ACH-000256,-0.4271632696763549
ACH-000257,-0.6140113655124256
ACH-000258,-0.6279288743570778
ACH-000259,-0.2489951227475385
ACH-000260,-0.144247721907145
ACH-000261,-0.01946979395378877
ACH-000262,-0.3682275153535893
ACH-000263,-0.9167953959336872
ACH-000264,-0.2458923087677659
ACH-000265,-0.15001273888561495
ACH-000266,-0.298464982550034
ACH-000272,-0.5808916791010504
ACH-000274,-0.3357749011043624
ACH-000277,-0.5966804595032418
ACH-000278,-0.2036227718680704
ACH-000279,-0.6632691824087602
ACH-000280,-0.3543931355391225
ACH-000281,-0.6092140678701262
ACH-000288,-0.2558027732342621
ACH-000291,0.001305918924993963
ACH-000293,-0.4021764162658037
ACH-000294,-0.5364206883956439
ACH-000295,-0.8208892883647797
ACH-000296,-0.4119303524568674
ACH-000302,-0.3411203003954785
ACH-000304,-0.4104899663988452
ACH-000307,-0.7362788931529709
ACH-000308,-0.2375753468967992
ACH-000310,-0.13506134413967286
ACH-000311,-0.44202548856043705
ACH-000312,-0.3556167235384005
ACH-000315,-0.33818017137031603
ACH-000316,-0.3805884856598869
ACH-000317,-0.3706899428190224
ACH-000318,-0.6405870113336988
ACH-000319,-0.25844117050246085
ACH-000320,-0.294236347213913
ACH-000322,-0.29196725009909835
ACH-000323,-0.3151508743292741
ACH-000324,-0.2081341647315311
ACH-000329,-0.12068883930830268
ACH-000330,-0.7230656989240558
ACH-000331,-0.10199883234333752
ACH-000332,-0.2277678844232123
ACH-000334,-0.5384470968349275
ACH-000335,-0.0935765176782212
ACH-000336,-0.15548111089103056
ACH-000337,-0.77526264859339
ACH-000338,-1.0990759237775392
ACH-000339,-0.665287722769489
ACH-000341,-0.17949614628204402
ACH-000348,-0.279745515760576
ACH-000350,-0.2448155437674793
ACH-000352,-0.8039114794834563
ACH-000356,-0.4004353174800482
ACH-000361,-0.2339760750490643
ACH-000362,-0.34917471222751584
ACH-000363,-0.5828770192372573
ACH-000364,-0.08208569076522286
ACH-000365,-0.7467450013249352
ACH-000366,-0.2240798970415436
ACH-000368,-0.21893505324314
ACH-000374,-0.14958473314791107
ACH-000375,-0.3677190167752403
ACH-000376,-0.03674994816848355
ACH-000381,-0.6946541239515452
ACH-000383,-1.0272232004265387
ACH-000387,-0.636308427694114
ACH-000389,0.1885142656051811
ACH-000390,-0.6280167614285332
ACH-000393,-0.274430432828559
ACH-000395,-0.7225745486134568
ACH-000396,-0.3675172228474445
ACH-000397,-0.2680528037285862
ACH-000401,-0.5374194207847993
ACH-000402,-0.4275899252571835
ACH-000403,-0.2742249846617492
ACH-000404,-0.4983418589912784
ACH-000406,-0.8159698003821411
ACH-000407,-0.3370832558737529
ACH-000408,-0.2519958922773806
ACH-000410,-0.16554727818746592
ACH-000411,-0.5005703382964901
ACH-000414,-0.29426687624229675
ACH-000415,-0.2740480820685106
ACH-000416,-0.8914199772911915
ACH-000420,-0.2707397766454208
ACH-000421,-0.7265175556650065
ACH-000424,-0.5655066540252789
ACH-000425,-0.3045814774876878
ACH-000426,-0.3816022055306159
ACH-000427,-0.2504490195190271
ACH-000433,-0.5084288323992836
ACH-000435,-0.5718835448649162
ACH-000436,-0.5502604768434315
ACH-000444,-0.3636722115793945
ACH-000445,-0.39894116175130256
ACH-000448,-0.5395804185651812
ACH-000450,-0.3803608786734037
ACH-000452,-0.291199981148518
ACH-000454,-0.5651470371509499
ACH-000458,-0.1756623253499834
ACH-000459,-0.4248539348952329
ACH-000460,-0.7452964357626057
ACH-000461,-0.4903323714017952
ACH-000463,-0.017939043276809178
ACH-000464,-0.4844454883685357
ACH-000466,-0.2813935864075329
ACH-000467,-0.4305998348968802
ACH-000468,-0.3056184679899973
ACH-000469,-0.221931554977559
ACH-000470,-0.4187817526920421
ACH-000471,-0.6449881990221652
ACH-000472,-0.2703113313638835
ACH-000473,-0.2810271888584248
ACH-000475,-0.36353572482114255
ACH-000476,-0.2833993637142108
ACH-000477,-0.45440687658626505
ACH-000479,-0.19770592360543213
ACH-000480,0.005105267095739841
ACH-000481,-0.2894998575940209
ACH-000483,-0.4354235102105433
ACH-000484,-0.3897267331569884
ACH-000485,-0.5463801583626714
ACH-000486,-0.2309277359776621
ACH-000487,-0.814614169111798
ACH-000488,-0.020059590340725617
ACH-000490,-0.2132753718611771
ACH-000491,-0.5013100916995711
ACH-000495,-0.03497091899108868
ACH-000496,-0.4678497180159422
ACH-000499,-0.40686182584810415
ACH-000500,-0.2145213775595709
ACH-000502,-0.7460174817691708
ACH-000503,-0.27901813051281377
ACH-000505,-0.3148451477897754
ACH-000507,-0.8841057448754149
ACH-000510,-0.4780687827145808
ACH-000511,-0.4129141753822687
ACH-000512,-0.5357196628078219
ACH-000516,-0.21033958015433604
ACH-000517,-0.351180221782594
ACH-000518,-0.32593171217010314
ACH-000520,-0.13058727113545632
ACH-000521,-0.3792112776047349
ACH-000522,-0.3498216247206518
ACH-000524,-0.26026426578289885
ACH-000527,-0.14115036244257864
ACH-000528,-0.03694351508917793
ACH-000537,-0.2184314498021251
ACH-000541,-0.9319997780206316
ACH-000542,-0.36208062156856186
ACH-000544,-0.2507017131332992
ACH-000545,-0.3857523749856407
ACH-000547,-0.16295816210494196
ACH-000548,-0.4502744787551522
ACH-000549,-0.30699805007532066
ACH-000550,-0.5050608185634042
ACH-000552,-0.4627084966156209
ACH-000556,-0.5460788729582072
ACH-000557,-0.9105105916182632
ACH-000569,-0.13418704338676882
ACH-000570,-0.243256405302632
ACH-000571,-0.4251251820731986
ACH-000573,-0.35099714714264263
ACH-000576,-0.4796146439210268
ACH-000579,-0.3030178700455733
ACH-000580,-0.2251984860326143
ACH-000584,-0.050469781116179065
ACH-000585,-0.21938347160318603
ACH-000588,-0.8968238105148244
ACH-000589,-0.13583270931106978
ACH-000591,-0.400373050415546
ACH-000593,-0.4136792738685993
ACH-000600,-0.08725372784083746
ACH-000601,-0.7364074506627538
ACH-000605,-0.3316794844463088
ACH-000606,-0.0036339975639213306
ACH-000608,-0.3674426933050104
ACH-000614,-0.8158598496513393
ACH-000616,-0.2541605612024297
ACH-000618,-0.5327295859669902
ACH-000619,-0.4145259662221129
ACH-000620,-0.25978171748580314
ACH-000621,-0.33309973600170023
ACH-000622,-0.5200551685011514
ACH-000623,-0.3061990529538807
ACH-000624,-0.6667433524445798
ACH-000627,-0.33444787176860497
ACH-000630,-0.1717561885484925
ACH-000631,-0.2974375307549499
ACH-000632,-0.18390365162333247
ACH-000633,-0.34476784300457597
ACH-000637,-0.045724349102251136
ACH-000638,-0.4672526666582202
ACH-000646,-0.5368089039149179
ACH-000647,-0.5304429301920791
ACH-000648,-0.4501142789236912
ACH-000649,-0.30764491824332685
ACH-000651,-0.3814820613408865
ACH-000652,-0.8401495437662658
ACH-000653,-0.5234145464060462
ACH-000657,-0.1166033345775177
ACH-000658,-0.7167726113639108
ACH-000661,-0.2812938075525273
ACH-000662,-0.11473132437142285
ACH-000663,-0.3939308802431167
ACH-000665,-0.3100472294600645
ACH-000671,-0.23038454010777254
ACH-000672,-0.3603051576361191
ACH-000673,-0.2296181076288875
ACH-000676,-0.734510536726212
ACH-000677,-0.18748323866771893
ACH-000681,-0.1014959689943596
ACH-000683,-0.16996322088254426
ACH-000684,-0.15732009132536035
ACH-000688,-0.24857019615688816
ACH-000693,-0.2290800312686189
ACH-000694,-0.2134743036172104
ACH-000695,-0.6463602442386012
ACH-000696,0.004967681708208803
ACH-000697,-0.5526753232422228
ACH-000699,-0.37474120053129395
ACH-000701,-0.18963014905339406
ACH-000706,-0.3519538403455261
