,PPP4C (5531)
ACH-000004,-1.3111398361962716
ACH-000005,-1.2532067784633536
ACH-000007,-0.711329543349285
ACH-000009,-1.0435811164931954
ACH-000011,-0.983065610828618
ACH-000012,-0.977908431504826
ACH-000013,-1.0637498521263855
ACH-000014,-1.1427074327784414
ACH-000015,-1.2263902542630822
ACH-000017,-0.9532389376045466
ACH-000018,-1.0262200849320668
ACH-000019,-0.7040251329107539
ACH-000021,-0.9530575249807915
ACH-000022,-1.0181541900701183
ACH-000025,-0.9663246830287864
ACH-000028,-0.8296021067730892
ACH-000030,-1.0441559841144683
ACH-000035,-0.8481400919104946
ACH-000036,-0.936479576965956
ACH-000037,-1.2190600480504006
ACH-000039,-0.9270528023558678
ACH-000040,-0.8630319086168196
ACH-000041,-1.3580731502490144
ACH-000042,-1.0722027606640994
ACH-000045,-0.7451958658130948
ACH-000047,-1.015810995491368
ACH-000052,-0.8094727732295104
ACH-000053,-0.8810718144215552
ACH-000054,-0.786974382138695
ACH-000055,-1.0509550907614005
ACH-000060,-0.9388044371083518
ACH-000067,-0.8259453192664151
ACH-000070,-0.9861874339075568
ACH-000075,-1.0038093045597305
ACH-000078,-0.9115432219940356
ACH-000082,-0.6068710482539171
ACH-000085,-1.048043274835316
ACH-000086,-1.217358126996135
ACH-000087,-0.7668786142593707
ACH-000092,-1.01786457887637
ACH-000095,-0.9277628024060104
ACH-000097,-0.9090722748145644
ACH-000098,-1.153270062299114
ACH-000099,-0.9454594175348958
ACH-000108,-0.8792362837139025
ACH-000113,-0.8265880539638139
ACH-000116,-0.7863132214850994
ACH-000118,-0.9033653850368816
ACH-000120,-1.1043133152510591
ACH-000123,-0.7881649485454286
ACH-000127,-0.9798901754984866
ACH-000128,-1.1271516657469411
ACH-000132,-1.0893187182497708
ACH-000133,-0.8393113128508926
ACH-000137,-0.9846870210459884
ACH-000138,-1.0556359218449975
ACH-000142,-1.0534909864221258
ACH-000143,-0.9125529452212224
ACH-000146,-1.0579047720714359
ACH-000148,-1.156210248327053
ACH-000150,-1.0236520721848292
ACH-000152,-0.94106087639262
ACH-000153,-0.9970028777015418
ACH-000159,-0.7703948392534472
ACH-000160,-0.5848938447945002
ACH-000163,-1.0351351928090449
ACH-000167,-0.7532014262449589
ACH-000168,-1.1446027749610062
ACH-000169,-1.1356008201946677
ACH-000178,-0.7179106651151667
ACH-000183,-0.8318171297750079
ACH-000188,-0.9864168120387212
ACH-000189,-0.8550904804383799
ACH-000190,-0.8616833168082172
ACH-000198,-0.7286277489608447
ACH-000203,-0.6883770244992223
ACH-000204,-0.8783687989378554
ACH-000206,-1.19418244272794
ACH-000207,-0.8078014180364127
ACH-000208,-0.8798018473649496
ACH-000210,-1.1240673400933887
ACH-000211,-1.1878071709114848
ACH-000215,-1.1457833418456815
ACH-000221,-1.0080522197860369
ACH-000222,-1.0037399814531176
