,TSSK1B (83942)
ACH-000004,-0.12615608501635664
ACH-000005,-0.07768129867423691
ACH-000007,-0.4585217038840892
ACH-000009,-0.12439951347054992
ACH-000011,-0.14484800708569084
ACH-000012,-0.12310728732618112
ACH-000013,-0.13606429934736938
ACH-000014,-0.09244161752953932
ACH-000015,-0.279186871730247
ACH-000017,-0.009181063357442829
ACH-000018,-0.09709920140150773
ACH-000019,-0.1723210859533904
ACH-000021,-0.20648936141040425
ACH-000022,-0.2628330348092908
ACH-000025,-0.17750205811765168
ACH-000028,-0.13482988229658935
ACH-000030,-0.15611860199138086
ACH-000035,-0.15461937597750852
ACH-000036,-0.17007730533231766
ACH-000037,-0.1294215589600792
ACH-000039,-0.18620288309619448
ACH-000040,-0.08552554236823152
ACH-000041,-0.18227796061329707
ACH-000042,-0.2272830578489987
ACH-000045,-0.12427051501958288
ACH-000047,-0.16999353959971264
ACH-000052,-0.3268719816233617
ACH-000053,-0.0493111301612357
ACH-000054,-0.0988048334924152
ACH-000055,-0.31544046753504845
ACH-000060,-0.2790463982624335
ACH-000067,-0.09757662959701677
ACH-000070,-0.19586097664995214
ACH-000075,-0.1170693695515223
ACH-000078,-0.1370348642431969
ACH-000082,-0.15477725360254696
ACH-000085,0.042705976531718266
ACH-000086,-0.09384464919771042
ACH-000087,-0.13215217442331148
ACH-000092,-0.06902231572323439
ACH-000095,-0.17380444721238306
ACH-000097,-0.14099856858311532
ACH-000098,-0.07963337226284041
ACH-000099,-0.101381220071813
ACH-000108,-0.2289973662680876
ACH-000113,-0.06598684084325919
ACH-000116,-0.09738354218686936
ACH-000118,-0.11918402218589695
ACH-000120,0.08431860470623002
ACH-000123,-0.11897933905305202
ACH-000127,-0.14317103018984415
ACH-000128,-0.2038677719084055
ACH-000132,-0.13917015353671489
ACH-000133,-0.2051243400476138
ACH-000137,-0.18405718817829134
ACH-000138,-0.22768703184696445
ACH-000142,-0.08812774791493228
ACH-000143,-0.1815476968137648
ACH-000146,-0.08944912657251669
ACH-000148,-0.10511817513653744
ACH-000150,-0.21632982681573334
ACH-000152,-0.13172472532395899
ACH-000153,-0.28969536388693085
ACH-000159,-0.07130147066902008
ACH-000160,0.08799693786156615
ACH-000163,-0.19090522922377626
ACH-000167,0.039034128495954584
ACH-000168,0.07121506035886803
ACH-000169,-0.127021205729845
ACH-000178,-0.09719131286122852
ACH-000183,-0.2848483806164129
ACH-000188,-0.21188462608087225
ACH-000189,-0.3655653366617519
ACH-000190,-0.2722761341999109
ACH-000198,-0.21739378532257372
ACH-000203,-0.3583039812711275
ACH-000204,-0.4164874440424781
ACH-000206,-0.09411682352656038
ACH-000207,-0.08275224774059023
ACH-000208,-0.1222914260026876
ACH-000210,-0.08782078200723431
ACH-000211,-0.1516659532508762
ACH-000215,-0.1550948401481859
ACH-000221,-0.2555113013610964
ACH-000222,-0.2065255896308968
ACH-000223,-0.04899600224114292
ACH-000226,-0.14941142582339131
ACH-000227,-0.08127498114681772
ACH-000228,-0.27317361685474434
ACH-000231,-0.09777919223953567
ACH-000232,-0.2118283810318614
ACH-000233,-0.12230709007204063
ACH-000234,-0.008657973632613052
ACH-000235,-0.1515466046370633
ACH-000237,-0.11100841364522776
ACH-000238,-0.07529811994417715
ACH-000242,-0.0791743719075223
ACH-000243,-0.19143388031055425
ACH-000244,-0.2352192628889717
ACH-000246,-0.10411389938035373
ACH-000248,0.13938663877318294
ACH-000250,-0.1792438771823734
ACH-000251,-0.536209975962213
ACH-000252,0.009492163931328798
ACH-000253,-0.11437641363982835
ACH-000255,-0.15984153285432098
ACH-000256,-0.11168647954642774
ACH-000257,-0.14251718637013264
ACH-000258,-0.1888225730616008
ACH-000259,-0.13605103637518812
ACH-000260,-0.11002344037379534
ACH-000261,-0.1991519077374428
ACH-000262,-0.3447356793364877
ACH-000263,0.23704029493517986
ACH-000264,-0.13266827506147344
ACH-000265,-0.2772249480447961
ACH-000266,-0.17236596436362173
ACH-000272,-0.1722081251040475
ACH-000274,-0.1307318722358182
ACH-000277,-0.3121936835727485
ACH-000278,-0.14268222963476726
ACH-000279,-0.17029116008432751
ACH-000280,-0.09544102494257313
ACH-000281,-0.3668890657520585
ACH-000288,-0.03973706915652625
ACH-000291,-0.16456830670081346
ACH-000293,0.018113526540440385
ACH-000294,-0.07158830984691071
ACH-000295,0.016128261472153717
ACH-000296,-0.1060056935214104
ACH-000302,-0.1474307960909287
ACH-000304,-0.2891839453910802
ACH-000307,-0.03983520399903607
ACH-000308,-0.05987084046315747
ACH-000310,-0.04996582022541464
ACH-000311,-0.07512488907018673
ACH-000312,-0.1744954686006963
ACH-000315,-0.34388047310205266
ACH-000316,-0.10984556431728484
ACH-000317,-0.2839583535519791
ACH-000318,-0.028998024138150037
ACH-000319,-0.2026953225785538
ACH-000320,-0.2102128507538827
ACH-000322,-0.10325864662641007
ACH-000323,-0.16485870126159055
ACH-000324,-0.13170011403874568
ACH-000329,-0.16107153323904036
ACH-000330,-0.24491243335489316
ACH-000331,-0.13155901251039231
ACH-000332,-0.10552995028393443
ACH-000334,-0.10861689375877367
ACH-000335,-0.047545482607130235
ACH-000336,-0.09267120369403052
ACH-000337,0.13376373904793215
ACH-000338,-0.11815319198965515
ACH-000339,-0.0970919264444112
ACH-000341,-0.27318477666335444
ACH-000348,-0.2488344047974996
ACH-000350,-0.17585076001493438
ACH-000352,-0.11483387513280227
ACH-000356,-0.0035332054919672397
ACH-000361,-0.22726563495409266
ACH-000362,-0.11682821656695765
ACH-000363,-0.1292625789714478
ACH-000364,-0.2101016367287449
ACH-000365,-0.1650970532904482
ACH-000366,-0.17910170176133336
ACH-000368,0.0008791440981054307
ACH-000374,-0.1727541021406459
ACH-000375,-0.021801216524040858
ACH-000376,-0.1991784014496483
ACH-000381,-0.2429775854924869
ACH-000383,-0.15074594042120298
ACH-000387,-0.18190295062063924
ACH-000389,-0.16657732283743046
ACH-000390,-0.0500855532626084
ACH-000393,-0.15058233340814473
ACH-000395,-0.01332145905812989
ACH-000396,-0.3273840171645775
ACH-000397,-0.1334440740834337
ACH-000401,-0.1075720055972414
ACH-000402,-0.04151595296839549
ACH-000403,-0.053855837103619464
ACH-000404,0.12147660729191595
ACH-000406,-0.2366141699848993
ACH-000407,-0.2821414451956797
ACH-000408,-0.08891515033244707
ACH-000410,-0.07034598119964637
ACH-000411,-0.1623621879256952
ACH-000414,-0.13050344097855512
ACH-000415,-0.11974356187819825
ACH-000416,-0.2258769926594997
ACH-000420,0.021393733438638003
ACH-000421,-0.17111883458568045
ACH-000424,0.12745231820254066
ACH-000425,-0.1224733561883052
ACH-000426,-0.12464991556023886
ACH-000427,-0.006246938971661971
ACH-000433,-0.19954655264262935
ACH-000435,-0.27188666329525146
ACH-000436,-0.06157159378665281
ACH-000444,-0.10068421962123457
ACH-000445,-0.10098029133221018
ACH-000448,-0.07563259058498535
ACH-000450,0.0
ACH-000452,-0.17866508396033734
ACH-000454,-0.04867472825295669
ACH-000458,0.1362302972050134
ACH-000459,-0.14247468816575387
ACH-000460,-0.2715911879211522
ACH-000461,-0.14264038035324134
ACH-000463,-0.2735822361069721
ACH-000464,-0.18939233471426936
ACH-000466,-0.08621916842742282
ACH-000467,-0.12386674076051825
ACH-000468,-0.19815707290899287
ACH-000469,-0.05069919134735016
ACH-000470,-0.018303081177929875
ACH-000471,-0.05439951022695089
ACH-000472,-0.17554955501828876
ACH-000473,-0.029613721132486663
ACH-000475,-0.13052481391575352
ACH-000476,-0.2591428832114022
ACH-000477,-0.0427281725983808
ACH-000479,0.18427086674884324
ACH-000480,0.0005338252061629029
ACH-000481,-0.18105010300517954
ACH-000483,-0.27458227126398244
ACH-000484,-0.10132541069790556
ACH-000485,-0.23008214581996614
ACH-000486,-0.13336440572916616
ACH-000487,-0.2739234631103049
ACH-000488,-0.16316629991549664
ACH-000490,-0.12223799558061385
ACH-000491,-0.19673408231943496
ACH-000495,-0.2241314692505604
ACH-000496,0.041795177647661705
ACH-000499,-0.4394211998957603
ACH-000500,-0.4650478427177421
ACH-000502,-0.12006349709575458
ACH-000503,-0.04812525214835965
ACH-000505,-0.1402459792361494
ACH-000507,-0.2002375111504652
ACH-000510,-0.12224045714561604
ACH-000511,-0.17767559881232808
ACH-000512,-0.1885842005733824
ACH-000516,-0.22624144837201465
ACH-000517,-0.030900386968141583
ACH-000518,-0.049457392424270066
ACH-000520,-0.1978835334199312
ACH-000521,-0.16778411090924022
ACH-000522,-0.18822905398918366
ACH-000524,-0.08513783648799489
ACH-000527,-0.15658376239272487
ACH-000528,-0.10707900306896057
ACH-000537,-0.13578237990337338
ACH-000541,-0.06490675967442949
ACH-000542,-0.11237832179031232
ACH-000544,-0.2535947966929862
ACH-000545,-0.2030793898901592
ACH-000547,-0.2047872645115877
ACH-000548,-0.18307598849644224
ACH-000549,-0.11630801113898084
ACH-000550,-0.18242668472332496
ACH-000552,-0.2464666231912169
ACH-000556,-0.2151308330308303
ACH-000557,-0.11541278116776547
ACH-000569,-0.12154825111960392
ACH-000570,-0.15842995331970802
ACH-000571,-0.17577595131612872
ACH-000573,-0.11079383607480084
ACH-000576,-0.03045759901926894
ACH-000579,-0.035850231427719086
ACH-000580,-0.11575596507897833
ACH-000584,-0.11282636778505685
ACH-000585,-0.18404430382907336
ACH-000588,-0.07368192966276002
ACH-000589,-0.15499776165196674
ACH-000591,-0.11049761180990612
ACH-000593,-0.1683803215741232
ACH-000600,-0.13283293226294784
ACH-000601,-0.14029264271240172
ACH-000605,-0.05230510922260407
ACH-000606,-0.15431901453770638
ACH-000608,-0.0950920846145048
ACH-000614,0.05032205718986767
ACH-000616,-0.11543149090455525
ACH-000618,-0.08158919362746334
ACH-000619,-0.167464595711244
ACH-000620,-0.21676707311858034
ACH-000621,-0.08059816850559265
ACH-000622,-0.13683885619043193
ACH-000623,-0.21317769055268648
ACH-000624,-0.15291493858636612
ACH-000627,-0.13035912575092207
ACH-000630,-0.1928805246322136
ACH-000631,0.09807352946192524
ACH-000632,-0.18632632718275494
ACH-000633,-0.12049740766546538
ACH-000637,-0.04336670802354094
ACH-000638,-0.1547445214121883
ACH-000646,-0.2591977561017662
