,UBE2D1 (7321)
ACH-000004,-0.15599311041131406
ACH-000005,0.13090994463163766
ACH-000007,0.005345538957147133
ACH-000009,-0.008594090562692355
ACH-000011,0.10102874852685732
ACH-000012,0.015079375759475397
ACH-000013,0.06306196309791164
ACH-000014,0.13016222385131304
ACH-000015,0.022962622807556208
ACH-000017,-0.016198556450235827
ACH-000018,-0.1122083853827387
ACH-000019,-0.09145564464344677
ACH-000021,0.09072649173394058
ACH-000022,-0.002401942336263564
ACH-000025,-0.24062792510584016
ACH-000028,0.06737279427573413
ACH-000030,-0.1727790141772852
ACH-000035,-0.0679829579485922
ACH-000036,-0.008660616059417767
ACH-000037,0.22574469201474526
ACH-000039,0.15796471526092945
ACH-000040,-0.0459539859535576
ACH-000041,0.12466812279516172
ACH-000042,0.10104451541203303
ACH-000045,0.015921359283132683
ACH-000047,0.1263178241038795
ACH-000052,0.05811012571728025
ACH-000053,0.008320711398667647
ACH-000054,0.09381711758325617
ACH-000055,0.025021301686586613
ACH-000060,0.08366183240531316
ACH-000067,-0.19221416838489525
ACH-000070,0.2895491407509984
ACH-000075,-0.14189664271256608
ACH-000078,-0.005029499539192746
ACH-000082,-0.011628831975544271
ACH-000085,0.07692772401949144
ACH-000086,-0.09878197076489637
ACH-000087,0.12004919444151405
ACH-000092,0.109850702517495
ACH-000095,0.12475076077518872
ACH-000097,-0.03500132231457808
ACH-000098,0.06561951355417545
ACH-000099,0.05749980984899264
ACH-000108,0.17864718888003356
ACH-000113,0.03151925906843153
ACH-000116,0.0013591897877005695
ACH-000118,0.07356609709482967
ACH-000120,0.21573916243488575
ACH-000123,0.00813647473534351
ACH-000127,-0.02062651382887377
ACH-000128,-0.07293114524286451
ACH-000132,-0.03551796231754161
ACH-000133,-0.023672488889606796
ACH-000137,0.2134254309333338
ACH-000138,0.14382903264091504
ACH-000142,0.013569768090372785
ACH-000143,0.06651504341537091
ACH-000146,0.047768908908477695
ACH-000148,0.041139760588074746
ACH-000150,0.10468395295174927
ACH-000152,-0.08594911236635372
ACH-000153,0.2396608275457256
ACH-000159,0.18984319248604326
ACH-000160,-0.008256492237025534
ACH-000163,-0.05764836060635116
ACH-000167,-0.16769656938241487
ACH-000168,-0.097874647996003
ACH-000169,0.055430801852415015
ACH-000178,-0.028617561965943263
ACH-000183,0.15652157214035733
ACH-000188,0.13965315297908756
ACH-000189,-0.04942153139178652
ACH-000190,-0.2277288897765067
ACH-000198,0.08224206988229953
ACH-000203,0.05985792550592998
ACH-000204,-0.06395460534731445
ACH-000206,0.1445998507243654
ACH-000207,0.17778849606212502
ACH-000208,-0.09812488778253182
ACH-000210,0.10609470431072923
ACH-000211,-0.01821938903234765
ACH-000215,0.02628771417503713
ACH-000221,0.18194610374173847
ACH-000222,0.19615336924439533
ACH-000223,-0.11111710581812194
ACH-000226,0.1248957710429459
ACH-000227,0.12521257990327986
ACH-000228,-0.07608142913097023
ACH-000231,-0.0993288233686921
ACH-000232,0.05029213185214761
ACH-000233,0.040809604112957545
ACH-000234,0.2201811102797195
ACH-000235,0.02945602035719235
ACH-000237,0.002025023575970437
ACH-000238,0.031339161925175336
ACH-000242,-0.01989876506648642
ACH-000243,0.03850700204210681
ACH-000244,0.05501859707446
ACH-000246,0.061079108228751185
ACH-000248,0.042533507022828695
ACH-000250,-0.007139529997998315
ACH-000251,0.04668898211412142
ACH-000252,0.1416529026254147
ACH-000253,0.0016103079826466108
ACH-000255,-0.03102667594585984
ACH-000256,-0.0548062671116841
ACH-000257,0.1398201403445313
ACH-000258,-0.1804525231911011
ACH-000259,0.17533136217935874
ACH-000260,-0.0384580287668642
ACH-000261,0.02873589161828081
ACH-000262,0.06854248464142115
ACH-000263,-0.21082204888429612
ACH-000264,-0.022130070184260008
ACH-000265,0.03803805918923259
ACH-000266,0.07885433001603967
ACH-000272,0.04502507124988532
ACH-000274,-0.001518567828177424
ACH-000277,0.11325091552416668
ACH-000278,0.16676068768496854
ACH-000279,0.048230773368837916
ACH-000280,0.04177424299536223
ACH-000281,0.17457283479297042
ACH-000288,0.021684115473869604
ACH-000291,-0.0016224598065370534
ACH-000293,0.05301976832674229
ACH-000294,-0.13691613257352772
ACH-000295,-0.06301727948955863
ACH-000296,-0.030228345872175467
ACH-000302,0.01745594040054867
ACH-000304,0.1548560566237952
ACH-000307,-0.11416595739073612
ACH-000308,0.00024655542465075887
ACH-000310,0.0354218403081099
ACH-000311,0.023956177711243656
ACH-000312,0.13849836017360256
ACH-000315,0.17707134072523875
ACH-000316,-0.010371379050082927
ACH-000317,0.1028164490303877
ACH-000318,0.06971186691872522
ACH-000319,0.014256727666181091
ACH-000320,0.1754064923321019
ACH-000322,0.11232693816203
ACH-000323,-0.11555601894968864
ACH-000324,0.0457627847349325
ACH-000329,0.055209946910772835
ACH-000330,0.1761381884452672
ACH-000331,-0.08087994415268206
ACH-000332,0.05273423343164997
ACH-000334,0.02524658813222225
ACH-000335,-0.04526899535413225
ACH-000336,0.14587621895300795
ACH-000337,-0.04125987568749328
ACH-000338,0.0450787400767396
ACH-000339,-0.053533914577495616
ACH-000341,0.12861180411407627
ACH-000348,-0.034892424870098734
ACH-000350,0.09436056673787888
ACH-000352,0.07779643453025355
ACH-000356,-0.11627291740071355
ACH-000361,0.2870186646519989
ACH-000362,0.06526923713571887
ACH-000363,0.031989447045936786
ACH-000364,0.031170709585394182
ACH-000365,0.03680374213457574
ACH-000366,-0.037390580496617705
ACH-000368,-0.014794050593584237
ACH-000374,-0.16067946113680615
ACH-000375,-0.06027949960283429
ACH-000376,-0.010761856029866745
ACH-000381,-0.03974318204109142
ACH-000383,0.08088227422140222
ACH-000387,0.042070164391343416
ACH-000389,0.1913807260630294
ACH-000390,0.017974213911444145
ACH-000393,0.08520603827163019
ACH-000395,0.15402592313299232
ACH-000396,0.046555792875093184
ACH-000397,0.008242310544045865
ACH-000401,0.16196665739221816
ACH-000402,-0.012875797028210376
ACH-000403,0.13653269054670858
ACH-000404,0.11020870485293603
ACH-000406,0.04549478114258953
ACH-000407,0.17537771511837769
ACH-000408,0.05255443845523105
ACH-000410,0.037123087042652304
ACH-000411,0.03227351793367759
ACH-000414,0.07896545230896983
ACH-000415,-0.0771329972672458
ACH-000416,0.06920541212117927
ACH-000420,0.04097173525603635
ACH-000421,0.0702088526232255
ACH-000424,-0.14116966430740147
ACH-000425,-0.08304146860159048
ACH-000426,0.12078046388375956
ACH-000427,0.04550035243640819
ACH-000433,-0.02376074797710542
ACH-000435,0.12466603262234675
ACH-000436,0.02956406257046702
ACH-000444,-0.06568319715699253
ACH-000445,-0.023079650538011882
ACH-000448,0.0628223335138424
ACH-000450,0.2485506704530766
ACH-000452,-0.06369112384911281
ACH-000454,0.0005612686547748747
ACH-000458,0.09182755683570563
ACH-000459,0.13120692210847484
ACH-000460,0.05885486696112354
ACH-000461,0.011622143224469193
ACH-000463,0.09070810188169004
ACH-000464,0.12265633800660115
ACH-000466,0.20118894782665606
ACH-000467,0.05098425051452378
ACH-000468,-0.013223001318646416
ACH-000469,-0.08545389585650341
ACH-000470,0.13173469826130166
ACH-000471,-0.0006872868627808567
ACH-000472,-0.028180889844381912
ACH-000473,-0.06483297734314515
ACH-000475,0.06452717302690401
ACH-000476,0.045934064167045034
ACH-000477,0.3614708791394373
ACH-000479,0.2390986218341259
ACH-000480,-0.04060397682776253
ACH-000481,0.046084042724358704
ACH-000483,0.2462695808473405
ACH-000484,0.009503560819183273
