,PRRC2A (7916)
ACH-000222,-0.4068831217930532
ACH-000223,-0.7406094228888638
ACH-000226,-0.4175098572794808
ACH-000227,-0.5139620238671491
ACH-000228,-0.5023046658729967
ACH-000231,-0.5511563438803382
ACH-000232,-0.520282563013672
ACH-000233,-0.7877281459006881
ACH-000234,-0.471568731222252
ACH-000235,-0.4452176162817619
ACH-000237,-0.5376247725402422
ACH-000238,-0.5124925430058025
ACH-000242,-0.301480716858122
ACH-000243,-0.3768055745083627
ACH-000244,-0.665585383341291
ACH-000246,-0.43174344511397983
ACH-000248,-0.4390467031225802
ACH-000250,-0.5888716103381115
ACH-000251,-0.5320636123193027
ACH-000252,-0.5251133847354394
ACH-000253,-0.4339727896755436
ACH-000255,-0.7409076153225279
ACH-000256,-0.8866428606997205
ACH-000257,-0.7107233491411659
ACH-000258,-0.3732512679433969
ACH-000259,-0.549684726867866
ACH-000260,-0.6842562905467154
ACH-000261,-0.4987637058568192
ACH-000262,-0.503778782804799
ACH-000263,-0.8431938207368637
ACH-000264,-0.4951943112923642
ACH-000265,-0.5763196796956294
ACH-000266,-0.6255213445919781
ACH-000272,-0.4164508597468441
ACH-000274,-0.5991143895435115
ACH-000277,-0.615580213601585
ACH-000278,-0.4256032128430299
ACH-000279,-0.6027666170317636
ACH-000280,-0.5164535589806415
ACH-000281,-0.6719202593645122
ACH-000288,-0.6221387301137266
ACH-000291,-0.5622544329845651
ACH-000293,-0.8418844891312036
ACH-000294,-0.5321392308653735
ACH-000295,-0.7998401483291776
ACH-000296,-0.7965982707860442
ACH-000302,-0.6935608582565382
ACH-000304,-0.5882832674325678
ACH-000307,-0.5505578015849076
ACH-000308,-0.7240382679704028
ACH-000310,-0.4285372227907895
ACH-000311,-0.7672637624408916
ACH-000312,-0.5175897071087701
ACH-000315,-0.7967804072934024
ACH-000316,-0.453255509458573
ACH-000317,-0.6601373102582684
ACH-000318,-0.4865311026058502
ACH-000319,-0.4788499899212738
ACH-000320,-0.42980407894398703
ACH-000322,-0.404144150946341
ACH-000323,-0.5704008596296898
ACH-000324,-0.7117216546443272
ACH-000329,-0.4725983913902216
ACH-000330,-0.5889077803173741
ACH-000331,-0.6064731646041961
ACH-000332,-0.5855414533945579
ACH-000334,-0.5727217735747561
ACH-000335,-0.3153966671357057
ACH-000336,-0.6381446041366758
ACH-000337,-0.731783285644477
ACH-000338,-1.0394789370767858
ACH-000339,-0.6933839858118696
ACH-000341,-0.7063291700566372
ACH-000348,-0.5435428442973778
ACH-000350,-0.4613373067615728
ACH-000352,-0.8293636922102208
ACH-000356,-0.4742261799822349
ACH-000361,-0.3044289000138093
ACH-000362,-0.5575043456563604
ACH-000363,-0.6900199599251277
ACH-000364,-0.6390390441679877
ACH-000365,-0.3510442296264008
ACH-000366,-0.3739397277126603
ACH-000368,-0.5782315120458508
ACH-000374,-1.0430968595015335
ACH-000375,-0.4154228583337845
ACH-000376,-0.6124285886610351
ACH-000381,-0.4912528219645272
ACH-000383,-0.4863348576111792
ACH-000387,-0.8726528566866304
ACH-000389,-0.5445885326930339
ACH-000390,-0.4421507270660848
ACH-000393,-0.8270067413011905
ACH-000395,-0.5344515000192135
ACH-000396,-0.6150695440132518
ACH-000397,-0.9097497436672238
ACH-000401,-0.70226433603777
ACH-000402,0.14614942659352748
ACH-000403,-0.5546435710146884
ACH-000404,-0.4015408744083971
ACH-000406,-0.6138836021348733
ACH-000407,-0.5716414428426784
ACH-000408,-0.6104446098734793
ACH-000410,-0.3675639035722557
ACH-000411,-0.36746099852504976
ACH-000414,-0.5525378026708625
ACH-000415,-0.5044729809472486
ACH-000416,-0.6241869927317518
ACH-000420,-0.4712051108888096
ACH-000421,-0.7474341461451753
ACH-000424,-0.49520618625708096
ACH-000425,-0.4321630600126761
ACH-000426,-0.4164212309084821
ACH-000427,-0.3431029057692173
ACH-000433,-0.5717268586168986
ACH-000435,-0.3365558524778213
ACH-000436,-0.4883560896503352
ACH-000444,-0.5656043137362216
ACH-000445,-0.6255816178958051
ACH-000448,-0.3889915561526596
ACH-000450,-0.6789688934278986
ACH-000452,-0.6653340988100048
ACH-000454,-0.6870316314100631
ACH-000458,-0.5460947631878136
ACH-000459,-0.4941949081817325
ACH-000460,-0.7308017297962967
ACH-000461,-0.32716546006463265
ACH-000463,-0.5986407433206739
ACH-000464,-0.4090089759221535
ACH-000466,-0.548464654482041
ACH-000467,-0.4767138360212606
ACH-000468,-0.3871573521879816
ACH-000469,-0.7007880771515166
ACH-000470,-0.9018728653008946
ACH-000471,-0.13446986049207438
ACH-000472,-0.7002922766902447
ACH-000473,-0.6670101442140239
ACH-000475,-0.4481704928753499
ACH-000476,-0.95417420737253
ACH-000477,-0.5459367762589493
ACH-000479,-0.6402742890766765
ACH-000480,-0.5017001922289772
ACH-000481,-0.4920533391714039
ACH-000483,-0.8113578936540992
ACH-000484,-0.2900792229829855
ACH-000485,-0.6228651193474939
ACH-000486,-0.4527750857900314
ACH-000487,-0.6162604881725157
ACH-000488,-0.47223403071337
ACH-000490,-0.5849810027618069
ACH-000491,-0.7152365514998118
ACH-000495,-0.5952684061893987
ACH-000496,-0.3786335723028726
ACH-000499,-0.5957876618818926
ACH-000500,-0.34761452973604484
ACH-000502,-0.6330058466753992
ACH-000503,-0.8141639873539226
ACH-000505,-0.5760945806913343
ACH-000507,-0.5117102813119737
ACH-000510,-0.3925165787026951
ACH-000511,-0.5405378026125229
ACH-000512,-0.3714060867409048
ACH-000516,-0.6004447544245758
ACH-000517,-0.7803529762689804
ACH-000518,-0.6710517813830502
ACH-000520,-0.8729472204502593
ACH-000521,-0.31508027661370824
ACH-000522,-0.3965069042934372
ACH-000524,-0.6282114947317017
ACH-000527,-0.5672040562683404
ACH-000528,-0.4905725326842672
ACH-000537,-0.24525052846287115
ACH-000541,-0.780703804769318
ACH-000542,-0.4203824207706332
ACH-000544,-0.6673761834433921
ACH-000545,-0.5423086533674772
ACH-000547,-0.9755644118480528
ACH-000548,-0.6061815854007995
ACH-000549,-0.4857958103458807
ACH-000550,-0.5010741682247537
ACH-000552,-0.6172290851481465
ACH-000556,-0.5257181710800166
ACH-000557,-0.5694844410660179
ACH-000569,-0.6497810144452335
ACH-000570,-0.6708535649774655
ACH-000571,-0.6965011946958543
ACH-000573,-0.5761511166745347
ACH-000576,-0.6708327800548842
ACH-000579,-0.4838020394728762
ACH-000580,-0.4756140363492064
ACH-000584,-0.776083022402862
ACH-000585,-0.4479699485734979
ACH-000588,-0.21569722745705688
ACH-000589,-0.4272561327343759
ACH-000591,-0.7352823021386861
ACH-000593,-0.529741285726458
ACH-000600,-0.7296976376205758
ACH-000601,-0.6826393225876046
ACH-000605,-0.6103073085467887
ACH-000606,-0.7441295769711026
ACH-000608,-0.5358049716699009
ACH-000614,-0.3139597540224101
ACH-000616,-0.5334991872175178
ACH-000618,-0.7036406015302273
ACH-000619,-0.6392702138072918
ACH-000620,-0.6444480694609058
ACH-000621,-0.682786048171771
ACH-000622,-0.5031657258824135
ACH-000623,-0.6045743133862943
ACH-000624,-0.925631466834014
ACH-000627,-0.33520267860714514
ACH-000630,-0.5103291774726653
ACH-000631,-0.3399508371268734
ACH-000632,-0.4381973179474115
ACH-000633,-0.6113716643492699
ACH-000637,-0.5069347172193049
ACH-000638,-0.7991462346108802
ACH-000646,-0.7152584602012889
ACH-000647,-0.6065157189617356
ACH-000648,-0.5538649408768318
ACH-000649,-0.4586523397062085
ACH-000651,-0.37831639105201736
ACH-000652,-0.6795849761279398
ACH-000653,-0.4710206073915096
ACH-000657,-0.4358597915394448
ACH-000658,-0.7891449441538165
ACH-000661,-0.7207381069517809
ACH-000662,-0.5321586449856255
ACH-000663,-0.7064226057721118
ACH-000665,-0.5329472177311937
ACH-000671,-0.6027027122684834
ACH-000672,-0.5799329466454879
ACH-000673,-0.5987660720300825
ACH-000676,-0.4781626546770271
ACH-000677,-0.6764307793614259
ACH-000681,-0.4218378072438799
ACH-000683,-0.5554641043696535
ACH-000684,-0.3637055991293268
ACH-000688,-0.5524132258701341
ACH-000693,-0.5375908005141957
ACH-000694,-0.6545079892153367
ACH-000695,-0.7061958909709697
ACH-000696,-0.6101894374375629
ACH-000697,-0.7377903769609694
ACH-000699,-0.64038104759212
ACH-000701,-0.7283260580482419
ACH-000706,-0.576063370799302
ACH-000711,-0.6140280708905052
ACH-000713,-0.5070298390277723
ACH-000714,-0.3443894088489051
ACH-000718,-0.6551225139659028
ACH-000720,-0.4496150608322902
ACH-000721,-0.5550026484089191
ACH-000724,-0.616395438385453
ACH-000725,-0.44037967594372207
ACH-000732,-0.6279725661201098
ACH-000734,-0.3929792565891342
ACH-000735,-0.492289650804383
ACH-000736,-0.7553027861528955
ACH-000738,-0.7413507255417476
ACH-000746,-0.6469204255460724
ACH-000747,-0.7110213812331928
ACH-000748,-0.3761686403210289
ACH-000753,-0.6324456093441431
ACH-000756,-0.4869495100088772
ACH-000757,-0.7517972310642184
ACH-000758,-0.6558735429205392
ACH-000760,-0.6867414316166889
ACH-000762,-0.5160802859600264
ACH-000763,-0.4087724707987911
ACH-000764,-0.6331042001389277
ACH-000765,-0.3965339042333163
ACH-000766,-0.6841808392442541
ACH-000767,-0.7111515360650746
ACH-000768,-0.4939656705977521
ACH-000769,-0.26088359775010583
ACH-000770,-0.617335812974549
ACH-000771,-0.4644350060167099
ACH-000773,-0.4780466214232141
ACH-000776,-0.6721188002332383
ACH-000777,-0.492714151470797
ACH-000778,-0.6602495358060133
ACH-000781,-0.5978630252807003
ACH-000782,-0.5819483056890528
ACH-000783,-0.8009141050836077
ACH-000784,-0.4701404901936211
ACH-000785,-0.5684923599394475
ACH-000787,-0.40290454945003135
ACH-000788,-0.4185368067870561
ACH-000791,-0.4714196949755447
ACH-000792,-0.5665663204996236
ACH-000794,-0.667910545321835
ACH-000796,-0.5627404476528565
ACH-000798,-0.4492174349975431
ACH-000799,-0.5129370473699248
ACH-000800,-0.8749269637626534
ACH-000802,-0.7126501427352019
ACH-000804,-0.4563986929255035
ACH-000805,-0.3667361730101323
ACH-000809,-0.4203828057921457
ACH-000810,-0.5852321506092831
ACH-000811,-0.522107627976417
ACH-000817,-0.21367603628008405
ACH-000819,-0.6365881404466311
ACH-000820,-0.4460157139126467
ACH-000821,-0.4956216109851802
ACH-000822,-0.6312600211570077
ACH-000823,-0.6428222475490988
ACH-000824,-0.5688934236646457
ACH-000827,-0.7551070679140791
ACH-000829,-0.3869722610031802
ACH-000831,-0.44043485526389003
ACH-000832,-0.5308387033048844
ACH-000833,-0.5573412241589816
ACH-000834,-0.3549197621977297
ACH-000835,-0.5741509839030439
ACH-000836,-0.6851420880775879
ACH-000837,-0.681731180191554
ACH-000838,-0.4207618000348233
ACH-000839,-0.6150253107533427
ACH-000840,-0.49303476839796295
ACH-000841,-0.5275922332584524
ACH-000843,-0.5150382743708741
ACH-000846,-0.5689906707828161
ACH-000847,-0.5400018249198411
ACH-000848,-0.4449546095478547
ACH-000849,-0.5686965328980381
ACH-000851,-0.5597118151804937
ACH-000855,-0.2877316998293309
ACH-000856,-0.6228520776939622
ACH-000858,-0.5995656461112784
ACH-000859,-0.6169403564624804
ACH-000861,-0.6674081173131573
ACH-000862,-0.6186481517821091
ACH-000865,-0.5974661658906874
ACH-000866,-0.5719399037957364
ACH-000867,-0.5507745408618129
ACH-000869,-0.6667737035721393
ACH-000872,-0.5455399734371764
ACH-000873,-0.5453424293079738
ACH-000876,-0.9019692611569368
ACH-000878,-0.7443494716084285
ACH-000880,-0.5567444289406299
ACH-000881,-0.3291841977219676
ACH-000882,-0.6035517652822093
ACH-000884,-0.7865671439639697
ACH-000885,-0.4779180837057699
ACH-000887,-0.3917731226610213
ACH-000889,-0.6507653875961297
ACH-000896,-0.374885824465947
ACH-000898,-0.5876134653548659
ACH-000900,-0.7261679539795559
ACH-000901,-0.5064987490107989
ACH-000905,-0.3654077460928286
ACH-000906,-0.4763467127918576
ACH-000907,-0.9076667717163271
ACH-000910,-0.5380859383596706
ACH-000911,-0.5893367968916294
ACH-000912,-0.6827645341329595
ACH-000913,-0.7320823944732809
ACH-000915,-0.4382389453692455
ACH-000916,-0.5067976032751441
ACH-000917,-0.6837687839405583
ACH-000920,-0.5446618156620379
ACH-000921,-0.7693094963087225
ACH-000924,-0.4046924907670448
ACH-000926,-0.5516297406522553
ACH-000928,-0.5651196427034874
ACH-000929,-0.56242437899775
ACH-000932,-0.4544120891579031
ACH-000935,-0.4043326204259734
ACH-000936,-0.609991061789497
ACH-000937,-0.7074339292316736
ACH-000938,-0.6572372736164452
ACH-000939,-0.6155196814171395
ACH-000941,-0.6695879103979123
ACH-000943,-0.5856492394238625
ACH-000946,-0.5760095293666345
ACH-000947,-0.4941772714435646
ACH-000948,-0.7495238878938779
ACH-000950,-0.5696140126844003
ACH-000953,-0.5445454429737049
ACH-000954,-0.489368574406379
ACH-000957,-0.5571024331408105
ACH-000958,-0.6310136938799001
ACH-000960,-0.5888384108286526
ACH-000963,-0.5541345357089102
ACH-000968,-0.4523931709125738
ACH-000969,-0.45314667839510003
ACH-000972,-0.4854549866335624
ACH-000973,-0.6608133990953738
ACH-000974,-0.5233933576858363
ACH-000978,-0.8250146962182315
ACH-000984,-0.6067769602193761
ACH-000986,-0.6879814281015908
ACH-000988,-0.750818465345575
ACH-000993,-0.8059048782116884
ACH-000994,-0.6207581924502246
ACH-000996,-0.7269449059129222
ACH-001001,-0.5457720844538684
ACH-001020,-0.5481705467875367
ACH-001028,-0.6073698407770675
ACH-001031,-0.7741377236004016
ACH-001038,-0.25866470461414204
ACH-001048,-0.5873387865919042
ACH-001050,-0.74033523531113
ACH-001053,-0.569291253604218
ACH-001054,-0.6534573967088062
ACH-001061,-0.6821621625936467
ACH-001067,-0.606559669018988
ACH-001075,-0.484618130445823
ACH-001096,-0.20773630065496546
ACH-001111,-0.760538749950279
ACH-001119,-0.7345836367527666
ACH-001128,-0.43066584080129655
ACH-001134,-0.5611167991069069
ACH-001151,-0.5055378455402741
ACH-001163,-0.7134808206425928
ACH-001164,-0.5324461733617672
ACH-001183,-0.7321372000534392
ACH-001192,-0.6162320801217874
ACH-001193,-0.2592441694519352
ACH-001196,-0.7669575368984531
ACH-001197,-0.5978232062009089
ACH-001205,-0.6289520191321895
ACH-001211,-0.5267499347140279
ACH-001212,-0.6397328642485178
ACH-001228,-0.3559117860458569
ACH-001232,-0.5875485190391557
ACH-001239,-0.3510047074565937
ACH-001270,-0.739480291258093
ACH-001274,-0.6141842644982015
ACH-001275,-0.6063443816115901
ACH-001277,-0.9043580989963592
ACH-001278,-0.6290585154988605
ACH-001280,-0.31410028577300897
ACH-001283,-0.7306171345791913
ACH-001289,-0.6487700523512362
ACH-001300,-0.42204431866949693
ACH-001301,-0.70540462713246
ACH-001302,-0.4659973523734511
ACH-001306,-0.4154917712882285
ACH-001318,-0.458710355382812
ACH-001322,-0.6215143409608941
ACH-001328,-0.7358078360163153
ACH-001332,-0.5269960334022575
ACH-001336,-0.6481547849101905
ACH-001346,-0.5363306565565619
ACH-001353,-0.6877293536625523
ACH-001354,-0.7903741127067933
ACH-001367,-0.5639705574462702
ACH-001368,-0.6294151632241689
ACH-001374,-0.6807736058703664
ACH-001377,-0.5685691303576516
ACH-001380,-0.6401214237498626
ACH-001391,-0.6947356118244054
ACH-001408,-0.5626200244111511
ACH-001430,-0.7751163728272481
ACH-001431,-0.6539985862522736
ACH-001450,-0.21408142309210984
ACH-001496,-0.5764518205031731
ACH-001500,-0.4378037362753949
ACH-001523,-0.42362438859067947
ACH-001532,-0.8524097609189837
ACH-001550,-0.6594806246033943
ACH-001552,-0.5854892623031742
ACH-001554,-0.5917576218923004
ACH-001654,-0.4085778404364148
ACH-001735,-0.4860319921590142
ACH-001736,-0.5097453973982726
ACH-001737,-0.4293505671850192
ACH-001740,-0.772259289679496
ACH-001745,-0.7464129485899652
ACH-001765,-0.7572783806990281
