,E2F1 (1869)
ACH-000004,-0.451196375181494
ACH-000005,-0.4955857175709698
ACH-000007,-0.3632962869548
ACH-000009,-0.21462496356178865
ACH-000011,-0.03749117841504965
ACH-000012,-0.3070666797553042
ACH-000013,-0.1677141559349091
ACH-000014,-0.2638758240114912
ACH-000015,-0.012186428537435977
ACH-000017,0.16301325034506373
ACH-000018,-0.19505138463486654
ACH-000019,-0.17219889311168896
ACH-000021,-0.07140759237722966
ACH-000022,-0.20695857674745213
ACH-000025,-0.531539122698932
ACH-000028,-0.2139829815201785
ACH-000030,-0.18679089957937856
ACH-000035,-0.13184678989919252
ACH-000036,-0.07897784451352508
ACH-000037,-0.11370673097876027
ACH-000039,-0.1803668688964157
ACH-000040,-0.3331673443074094
ACH-000041,0.09690718355977294
ACH-000042,-0.8155135405813929
ACH-000045,-0.2917370839650433
ACH-000047,-0.30035502919740364
ACH-000052,-0.01822782459179864
ACH-000053,-0.11936447102719848
ACH-000054,-0.28528184440198073
ACH-000055,-0.34509612223291514
ACH-000060,-0.6724394687930332
ACH-000067,-0.21208489349673024
ACH-000070,-0.09294147920039317
ACH-000075,-0.1821957591156331
ACH-000078,-0.262049844338835
ACH-000082,-0.23161153150319602
ACH-000085,-0.2491124146310065
ACH-000086,-0.4022326325412364
ACH-000087,-0.04936554372115973
ACH-000092,-0.21973136772911325
ACH-000095,-0.322185669299258
ACH-000097,-0.22079788278792176
ACH-000098,-0.2039738778844455
ACH-000099,-0.21692695315317054
ACH-000108,-0.038226693649204335
ACH-000113,-0.3546352664442729
ACH-000116,-0.7120380304389448
ACH-000118,-0.2998701488233832
ACH-000120,-0.12468489141824095
ACH-000123,-0.3675861796454394
ACH-000127,-0.2122836180971264
ACH-000128,-0.5483088953417572
ACH-000132,-0.01627520540270776
ACH-000133,-0.4480915079201486
ACH-000137,-0.20541223341369394
ACH-000138,-0.19045969332946805
ACH-000142,-0.1730200516539692
ACH-000143,-0.3415081239923967
ACH-000146,-0.2960852490418759
ACH-000148,-0.27424114601559674
ACH-000150,-0.09004537283239722
ACH-000152,-0.3567078588395997
ACH-000153,-0.3543241335232566
ACH-000159,-0.3366667373106434
ACH-000160,0.1826506783047886
ACH-000163,-0.2649012410056268
ACH-000167,0.2781808275895637
ACH-000168,-0.3240093042825855
ACH-000169,-0.3740785047749143
ACH-000178,-0.4949917613004244
ACH-000183,-0.3716072899018953
ACH-000188,-0.22681037791320044
ACH-000189,-0.5445454771492637
ACH-000190,0.054914794385438136
ACH-000198,-0.0594684148881348
ACH-000203,-0.07014120769188036
ACH-000204,-0.16535684052653316
ACH-000206,-0.5094119252600489
ACH-000207,-0.19479052772566754
ACH-000208,-0.29144356189292103
ACH-000210,-0.478517529383185
ACH-000211,-0.08426713777178528
ACH-000215,-0.19098741204661934
ACH-000221,-0.2648752311104691
ACH-000222,-0.5956105849653517
ACH-000223,-0.43422344547356106
ACH-000226,-0.24728153728109856
ACH-000227,-0.012193940673513759
ACH-000228,-0.4910591008228843
ACH-000231,-0.3811660687103576
ACH-000232,-0.06379295191130623
ACH-000233,-0.2418733808670647
ACH-000234,-0.31207452069692704
ACH-000235,-0.4139066617157767
ACH-000237,-0.3059827534594152
ACH-000238,-0.11077335335523897
ACH-000242,-0.17601591131022512
ACH-000243,-0.23325831125518265
ACH-000244,-0.2482810754526988
ACH-000246,-0.28275635413112343
ACH-000248,0.2260067599877389
ACH-000250,-0.1258164809791912
ACH-000251,-0.3820819035887069
ACH-000252,-0.24777975266282054
ACH-000253,-0.449187265155116
ACH-000255,-0.3214903089172784
ACH-000256,-0.0954117518667062
ACH-000257,-0.2841037836208493
ACH-000258,-0.2759515049874689
ACH-000259,-0.2349712444081609
ACH-000260,-0.2384873711085672
ACH-000261,-0.2688940786711906
ACH-000262,-0.4695494858094577
ACH-000263,-0.4153372292650432
ACH-000264,-0.15012489961072187
ACH-000265,-0.2631094925533441
ACH-000266,-0.40800059557354096
ACH-000272,-0.1733639011225924
ACH-000274,-0.3902982153404401
ACH-000277,0.0013220851155360536
ACH-000278,-0.19658996661205166
ACH-000279,-0.1093384421513256
ACH-000280,-0.2390595662135925
ACH-000281,-0.19247840194228288
ACH-000288,-0.35322690006794083
ACH-000291,-0.15108051641309864
ACH-000293,0.013676761032029456
ACH-000294,-0.11642984346124685
ACH-000295,-0.31671678107100903
