,NOL12 (79159)
ACH-000004,-0.6249161590223677
ACH-000005,-0.8067405051667974
ACH-000007,-0.7261231773597465
ACH-000009,-0.691483904099948
ACH-000011,-0.8214920376920484
ACH-000012,-0.7068513049638796
ACH-000013,-0.7896982596556537
ACH-000014,-0.5568708972283454
ACH-000015,-0.7689992213944374
ACH-000017,-0.6692353933942069
ACH-000018,-0.7023673305560869
ACH-000019,-0.6958601704873609
ACH-000021,-0.7677614780874453
ACH-000022,-0.8296435894186941
ACH-000025,-0.7462839218910555
ACH-000028,-0.8037424232183659
ACH-000030,-0.6280351921027174
ACH-000035,-0.7318914653591948
ACH-000036,-0.9422124201086691
ACH-000037,-0.2379133744999697
ACH-000039,-0.32840135070014403
ACH-000040,-0.7266399397194921
ACH-000041,-0.6051917658855893
ACH-000042,-0.7989566585580588
ACH-000045,-0.6684584671497211
ACH-000047,-0.5516062377821391
ACH-000052,-0.6213683031395126
ACH-000053,-0.7119588359160229
ACH-000054,-0.46209185569565003
ACH-000055,-0.4999846852711906
ACH-000060,-0.7720516751914029
ACH-000067,-0.7145395249541292
ACH-000070,-0.5609333724860556
ACH-000075,-0.7016859552707787
ACH-000078,-0.6627384894571224
ACH-000082,-0.5045364795187698
ACH-000085,-0.3741773596216863
ACH-000086,-0.45264773795234703
ACH-000087,-0.4814764900446154
ACH-000092,-0.6338141135227479
ACH-000095,-0.6705807133401304
ACH-000097,-0.7807342831673427
ACH-000098,-0.7420352342553886
ACH-000099,-0.6346737240378502
ACH-000108,-0.7620998715367636
ACH-000113,-0.6454149561530351
ACH-000116,-0.6733053025901377
ACH-000118,-0.6911567578655157
ACH-000120,-0.5977800596307306
ACH-000123,-0.6358160252634131
ACH-000127,-0.9061353560000484
ACH-000128,-0.8465611016534933
ACH-000132,-0.5747301442979754
ACH-000133,-0.6642060909223324
ACH-000137,-0.44883485137276136
ACH-000138,-0.5936886757645455
ACH-000142,-0.4723425325628677
ACH-000143,-0.7973353893717675
ACH-000146,-0.6344271714274109
ACH-000148,-0.593490624067982
ACH-000150,-0.4474793587353017
ACH-000152,-0.6570918141833072
ACH-000153,-0.8707922024799661
ACH-000159,-0.5647697005559831
ACH-000160,-0.7338992333811065
ACH-000163,-0.7034617681433891
ACH-000167,-0.890885763006109
ACH-000168,-0.8342357426464353
ACH-000169,-0.7321033945324891
ACH-000178,-0.5502863174653679
ACH-000183,-0.6726360021010146
ACH-000188,-0.6994146014179474
ACH-000189,-0.7169146812010688
ACH-000190,-0.7764044355139935
ACH-000198,-0.5663348869795904
ACH-000203,-0.8309347383501035
ACH-000204,-0.5070514879857266
ACH-000206,-0.4080373183557116
ACH-000207,-0.4523075022355278
ACH-000208,-1.0345370891964534
ACH-000210,-0.7143437279775826
ACH-000211,-0.4809047202617984
ACH-000215,-0.6113758750831307
ACH-000221,-0.6383402295980515
ACH-000222,-0.5211355320974838
ACH-000223,-0.6124000509484909
ACH-000226,-0.6262092266900543
ACH-000227,-0.3831230070872589
ACH-000228,-0.5401046594094941
ACH-000231,-0.8776732452988272
ACH-000232,-0.7976790064444313
ACH-000233,-0.5412359347133142
ACH-000234,-0.5621781609596923
ACH-000235,-0.5976173584695071
ACH-000237,-0.6384808022406327
ACH-000238,-0.5546814508510515
ACH-000242,-0.35498967881102816
ACH-000243,-0.7214690653063814
ACH-000244,-0.717147906924983
ACH-000246,-0.6286516996628501
ACH-000248,-0.7440937202284872
ACH-000250,-0.7767541288167472
ACH-000251,-0.5705623326988427
ACH-000252,-0.4388843912730676
ACH-000253,-0.6329163399046976
ACH-000255,-0.7883384729321116
ACH-000256,-0.7780398320930109
ACH-000257,-0.5215558124909204
