,TRPV6 (55503)
ACH-000004,-0.021572593674405952
ACH-000005,0.03523001104560819
ACH-000007,-0.22022550962371604
ACH-000009,-0.16349980281709167
ACH-000011,0.008447805136520275
ACH-000012,-0.05531108074375477
ACH-000013,0.021319161649203038
ACH-000014,-0.3052309719356045
ACH-000015,-0.058658169012633876
ACH-000017,-0.1352255294546652
ACH-000018,-0.00870956497836508
ACH-000019,-0.05832567298638075
ACH-000021,-0.3088441611234803
ACH-000022,-0.10950865621295074
ACH-000025,-0.05971598343688547
ACH-000028,-0.07547502624447862
ACH-000030,-0.15691310526466684
ACH-000035,-0.2034277737893717
ACH-000036,-0.2067168299345187
ACH-000037,-0.14970523150038115
ACH-000039,0.07635898221527662
ACH-000040,-0.15126490579098611
ACH-000041,-0.2451211199952132
ACH-000042,-0.2740329277684988
ACH-000045,-0.17938435425197732
ACH-000047,-0.13041717336326916
ACH-000052,-0.10188890671268123
ACH-000053,-0.18936888138142505
ACH-000054,-0.3235610922372741
ACH-000055,-0.17458988194052816
ACH-000060,-0.32272674771254595
ACH-000067,-0.13310319508333235
ACH-000070,0.015958725816801345
ACH-000075,-0.27895608314360143
ACH-000078,-0.1775256821839647
ACH-000082,-0.2620028044077738
ACH-000085,-0.06341619053025675
ACH-000086,0.0070550588604161345
ACH-000087,0.020648106803810903
ACH-000092,-0.15157096637192866
ACH-000095,-0.23030992351504245
ACH-000097,-0.2910203775166175
ACH-000098,-0.12197821502595868
ACH-000099,-0.10948634110034618
ACH-000108,-0.1577889970782148
ACH-000113,-0.08888885566866067
ACH-000116,-0.2040132655720997
ACH-000118,-0.07528560840419125
ACH-000120,-0.025016243223122552
ACH-000123,-0.044181960947847335
ACH-000127,-0.13539648567946286
ACH-000128,-0.07346009209519624
ACH-000132,-0.09756988768775587
ACH-000133,-0.14380546327122826
ACH-000137,-0.1720182368824868
ACH-000138,-0.22453114762950493
ACH-000142,-0.06405632609224479
ACH-000143,-0.25615685457282755
ACH-000146,-0.12904664272520555
ACH-000148,-0.11501668990761366
ACH-000150,-0.18431733747281484
ACH-000152,-0.20447778708254125
ACH-000153,0.0827439696661217
ACH-000159,-0.14396185796603275
ACH-000160,0.10360899875888632
ACH-000163,-0.062411314937965714
ACH-000167,-0.06656258951290786
ACH-000168,-0.10592624686534424
ACH-000169,0.003637139830562821
ACH-000178,-0.214291977424149
ACH-000183,-0.20632823485709134
ACH-000188,-0.04420032973602798
ACH-000189,-0.12735775231889662
ACH-000190,-0.2027730421553076
ACH-000198,-0.28929560245302977
ACH-000203,0.02622467089904134
ACH-000204,-0.07343746179535134
ACH-000206,-0.013181591343449688
ACH-000207,-0.1325925983020759
ACH-000208,-0.1257948495742066
ACH-000210,0.15085221736386534
ACH-000211,-0.16392546096519206
ACH-000215,-0.11335577336347008
ACH-000221,-0.07485682202602909
ACH-000222,-0.2780798196463765
ACH-000223,-0.1756792510433345
ACH-000226,-0.18049672009384915
ACH-000227,-0.20352128484710488
ACH-000228,-0.00705135329336485
ACH-000231,-0.02809138348326296
ACH-000232,-0.29379981873604305
ACH-000233,-0.2120369512229395
ACH-000234,-0.1677261599518125
ACH-000235,-0.2323191732796416
ACH-000237,-0.23488936664617124
ACH-000238,-0.2924629858493931
ACH-000242,-0.8106653417288381
ACH-000243,-0.1257035176140595
ACH-000244,-0.21858849377554115
ACH-000246,-0.22490687443851967
ACH-000248,-0.12202956456406318
ACH-000250,-0.2754120533658953
ACH-000251,-0.027493548725869645
ACH-000252,-0.4974542821745104
ACH-000253,-0.2695471487891727
ACH-000255,-0.15757883909980172
ACH-000256,-0.2180448785551246
ACH-000257,-0.02284285301057776
ACH-000258,-0.5620892859467504
ACH-000259,-0.1324575005170042
ACH-000260,-0.120005220070239
ACH-000261,-0.12611476196071167
ACH-000262,-0.0046226407004161035
ACH-000263,-0.1953007928644159
ACH-000264,-0.09391331496744744
ACH-000265,-0.00504258547540785
ACH-000266,-0.15452771205598578
ACH-000272,-0.2891606284990367
ACH-000274,-0.19178862491834126
ACH-000277,-0.13012620801025707
ACH-000278,-0.274356599738712
ACH-000279,-0.2221795191651892
ACH-000280,-0.10288041083983636
ACH-000281,-0.2071523489527191
ACH-000288,-0.09669978528407804
ACH-000291,-0.1755262391524082
ACH-000293,-0.29701689479283483
ACH-000294,-0.2476982137943328
ACH-000295,-0.43800760811620737
ACH-000296,-0.22824038666870705
ACH-000302,-0.15135341985567732
ACH-000304,-0.21178822780409495
ACH-000307,-0.2561223984906701
ACH-000308,-0.1480880556047668
ACH-000310,-0.2466453108628361
ACH-000311,-0.22134588252848636
ACH-000312,-0.1842268871829103
ACH-000315,0.054060440835870714
ACH-000316,-0.25295666634882763
ACH-000317,-0.059770398049216376
ACH-000318,-0.0927421678227134
ACH-000319,-0.08893468949343795
ACH-000320,-0.07570921578918195
ACH-000322,-0.05423821031668938
ACH-000323,-0.19898515021546176
