,TMED7 (51014)
ACH-000004,-0.05665643305332645
ACH-000005,-0.12463576675059378
ACH-000007,-0.11771433738461914
ACH-000009,-0.06540532005503022
ACH-000011,0.027611782166634284
ACH-000012,-0.1802392649159824
ACH-000013,-0.05958544474014407
ACH-000014,-0.2324591462628019
ACH-000015,-0.2557189472279469
ACH-000017,0.01768186800873876
ACH-000018,-0.13233788346333727
ACH-000019,-0.14501330400889134
ACH-000021,-0.20475922352126105
ACH-000022,-0.09210603622493356
ACH-000025,-0.05981365871295045
ACH-000028,-0.1675291770313604
ACH-000030,-0.04220405145457075
ACH-000035,-0.04669345146489
ACH-000036,-0.1730360699941278
ACH-000037,-0.15966169230544408
ACH-000039,-0.15075505879829698
ACH-000040,-0.2291812074615115
ACH-000041,-0.13822382974130368
ACH-000042,-0.15225730134815504
ACH-000045,-0.1541758501550765
ACH-000047,-0.0942657812640593
ACH-000052,-0.004825239750482754
ACH-000053,-0.1699686318672146
ACH-000054,-0.18437822239752336
ACH-000055,-0.05978950415410976
ACH-000060,-0.10633446824294568
ACH-000067,-0.11135714753016857
ACH-000070,-0.11317043057303418
ACH-000075,-0.32969323073289003
ACH-000078,-0.13339536731203247
ACH-000082,-0.18521751933551456
ACH-000085,-0.1842532900402956
ACH-000086,-0.17875103349472787
ACH-000087,0.012518653847083422
ACH-000092,-0.1730316021959848
ACH-000095,-0.2172664619971282
ACH-000097,-0.15910146223117091
ACH-000098,-0.08952789331645165
ACH-000099,-0.11687921216312913
ACH-000108,-0.13703466014958535
ACH-000113,-0.1600249703063987
ACH-000116,-0.13608397668573566
ACH-000118,-0.032065224413161966
ACH-000120,-0.06924478539141928
ACH-000123,-0.0321616805191338
ACH-000127,-0.1866563483339817
ACH-000128,-0.19280069294128369
ACH-000132,-0.07852959606614303
ACH-000133,-0.2075865593737603
ACH-000137,-0.08581215681114598
ACH-000138,-0.030876900475980188
ACH-000142,-0.04591263018852432
ACH-000143,-0.06938134767107504
ACH-000146,-0.0592412716513906
ACH-000148,-0.1820560095642331
ACH-000150,-0.06985690633162453
ACH-000152,-0.22753827059760134
ACH-000153,-0.2388534985204101
ACH-000159,-0.2176605486132524
ACH-000160,-0.1468408183166563
ACH-000163,-0.10713770710510932
ACH-000167,-0.012549140513806557
ACH-000168,-0.16760499238104914
ACH-000169,0.02391351211553057
ACH-000178,-0.09395600781396878
ACH-000183,-0.15548562525536969
ACH-000188,-0.060213899360924576
ACH-000189,-0.03656920589755275
ACH-000190,-0.2975729604281511
ACH-000198,-0.16477514601245288
ACH-000203,-0.2074556659085737
ACH-000204,-0.3317687444633841
ACH-000206,0.019874645519847804
ACH-000207,-0.015635730986344222
ACH-000208,-0.1303759929199696
ACH-000210,-0.18637899326325874
ACH-000211,-0.13687712468821758
ACH-000215,-0.1129195305943987
ACH-000221,-0.035350408427932266
ACH-000222,-0.0852725333690463
ACH-000223,-0.01417275938941736
ACH-000226,-0.14528938466606198
ACH-000227,0.12522319044421445
