,SASH1 (23328)
ACH-000004,0.04935282868203118
ACH-000005,0.31184748007748064
ACH-000007,0.21043353853488656
ACH-000009,0.2129726967422046
ACH-000011,0.2507771652129148
ACH-000012,0.14496582018859466
ACH-000013,0.14874542425157852
ACH-000014,0.12879346986963125
ACH-000015,0.2494698807600681
ACH-000017,0.14433439313465368
ACH-000018,0.3019799915940827
ACH-000019,0.08045372142102344
ACH-000021,0.06855160455984327
ACH-000022,0.26627400457327377
ACH-000025,0.11238205881657244
ACH-000028,0.3436304616058093
ACH-000030,0.18394596232430893
ACH-000035,0.18467628215212986
ACH-000036,0.1943270475861811
ACH-000037,0.20664580715614325
ACH-000039,0.13382965537997965
ACH-000040,0.1962248510133016
ACH-000041,0.0921567530569571
ACH-000042,0.1224728117053589
ACH-000045,0.2545356418276746
ACH-000047,0.13333491869341707
ACH-000052,0.17082174070955927
ACH-000053,0.09799491409631213
ACH-000054,0.1916543859851396
ACH-000055,0.15880307246124029
ACH-000060,0.118908460287758
ACH-000067,0.21795103851237602
ACH-000070,0.12146454434325653
ACH-000075,0.09223094944606164
ACH-000078,0.2580358242398541
ACH-000082,0.14293755147964654
ACH-000085,0.2250647974322407
ACH-000086,0.2377324413414849
ACH-000087,0.31125296377129463
ACH-000092,0.12829882343056948
ACH-000095,0.21577621831480967
ACH-000097,0.1962603683916795
ACH-000098,0.17293155960558115
ACH-000099,0.19773396360729564
ACH-000108,0.2116153123159738
ACH-000113,0.09879573245260764
ACH-000116,0.17759419084685948
ACH-000118,0.11478934186118732
ACH-000120,0.1013899302674393
ACH-000123,0.2427538981250837
ACH-000127,0.14666897813646898
ACH-000128,0.25561764918573565
ACH-000132,0.25631740796916685
ACH-000133,0.20849352138379887
ACH-000137,0.14688099810123728
ACH-000138,0.11782994922146507
ACH-000142,0.10416328066018207
ACH-000143,0.2490139551261499
ACH-000146,0.17749078072070246
ACH-000148,0.11443384887461522
ACH-000150,0.1028268247251086
ACH-000152,0.31499794270521025
ACH-000153,0.3110337642042416
ACH-000159,0.1399637347355684
ACH-000160,0.2929681448107241
ACH-000163,0.06551441676079824
ACH-000167,-0.2558708439208813
ACH-000168,0.04745459398064545
ACH-000169,0.20328028244434335
ACH-000178,0.13186597332618696
ACH-000183,0.22282144553347605
ACH-000188,0.12922387194364193
ACH-000189,0.26422473801407925
ACH-000190,0.08657494135106931
ACH-000198,0.15438958063003932
ACH-000203,0.10828965977942012
ACH-000204,0.13984979478583548
ACH-000206,0.2136568460792423
ACH-000207,0.03396430161908933
ACH-000208,0.21630301791409254
