,AFMID (125061)
ACH-000004,-0.049734998138430464
ACH-000005,0.03675783421223641
ACH-000007,-0.045918105611101635
ACH-000009,-0.19537057690084214
ACH-000011,0.05609880536006345
ACH-000012,-0.023869341898924118
ACH-000013,-0.09825549054163647
ACH-000014,0.06688211008960727
ACH-000015,0.035140463806879296
ACH-000017,-0.05221297516869118
ACH-000018,0.16423185102860302
ACH-000019,-0.07442347270698055
ACH-000021,0.030749256708720987
ACH-000022,-0.024596920486443217
ACH-000025,0.11226727801388987
ACH-000028,-0.04646752534220363
ACH-000030,0.029129252779514874
ACH-000035,-0.07064466895102735
ACH-000036,0.03364631581834078
ACH-000037,-0.03468954929394424
ACH-000039,0.017015237019325755
ACH-000040,-0.10748533619293872
ACH-000041,-0.06622539876554671
ACH-000042,-0.021413407063636383
ACH-000045,-0.0867983970707292
ACH-000047,0.024760855052977312
ACH-000052,-0.20473371757900616
ACH-000053,-0.009410094281969044
ACH-000054,-0.006680442277847883
ACH-000055,-0.11646269973701145
ACH-000060,-0.08173028427754549
ACH-000067,-0.013499651426033071
ACH-000070,-0.04403880444727205
ACH-000075,0.04216196740788797
ACH-000078,-0.2232367978462271
ACH-000082,0.004982532161942118
ACH-000085,-0.08054757592743997
ACH-000086,0.048454237447244336
ACH-000087,-0.3105717748698974
ACH-000092,0.0542349681715601
ACH-000095,-0.08328774953061033
ACH-000097,-0.12679882036047754
ACH-000098,0.005305688389607196
ACH-000099,-0.23175715734699165
ACH-000108,-0.18680603743976676
ACH-000113,0.01869057454633314
ACH-000116,-0.1836658539279448
ACH-000118,-0.2513407621229241
ACH-000120,-0.5356119902001002
ACH-000123,0.048109950505294236
ACH-000127,-0.1124353746538327
ACH-000128,0.034512335924664884
ACH-000132,-0.07363034611639198
ACH-000133,0.08953314643106833
ACH-000137,0.018500076073354518
ACH-000138,-0.09405792106034876
ACH-000142,-0.10334335575862667
ACH-000143,-0.006442378715844977
ACH-000146,0.0768759431303862
ACH-000148,-0.01726617901941659
ACH-000150,-0.17729603950807787
ACH-000152,-0.08035177324320876
ACH-000153,0.15454916296109014
ACH-000159,-0.04185066401363407
