,TSC1 (7248)
ACH-000004,-0.5669314109371804
ACH-000005,-0.012124635666108368
ACH-000007,-0.1781912729925575
ACH-000009,-0.28062332880527463
ACH-000011,0.3030695425004761
ACH-000012,-0.3096783620135387
ACH-000013,0.3609854096905145
ACH-000014,0.8113358255819665
ACH-000015,0.2651508084772497
ACH-000017,0.5137272916723941
ACH-000018,0.07146569385662724
ACH-000019,-0.016802086358480437
ACH-000021,0.13553030891424134
ACH-000022,0.010603525729981644
ACH-000025,0.13398373175488554
ACH-000028,0.0913332731593833
ACH-000030,-0.22443300114546466
ACH-000035,0.10215623554063727
ACH-000036,0.8882309048698561
ACH-000037,-0.060460990941505775
ACH-000039,-0.3930218603617953
ACH-000040,0.14868369742816118
ACH-000041,0.8369539728721488
ACH-000042,-0.4006445949733837
ACH-000045,-0.3188464986401025
ACH-000047,-0.15892893414249462
ACH-000052,0.04032936222893669
ACH-000053,0.19548085965053386
ACH-000054,-0.17233585386357195
ACH-000055,-0.2501154857581059
ACH-000060,0.25082815322259244
ACH-000067,0.3908566286611468
ACH-000070,-0.41159723932338543
ACH-000075,-0.060852729069851175
ACH-000078,-0.13526237931295412
ACH-000082,0.5130441809128009
ACH-000085,-0.7227285557667635
ACH-000086,0.23475225576989425
ACH-000087,-0.002416303944129426
ACH-000092,0.10345893192385064
ACH-000095,1.2950709412780017
ACH-000097,-0.12644431106287066
ACH-000098,1.1608574267263647
ACH-000099,-0.0984246208292397
ACH-000108,-0.2394091525352979
ACH-000113,-0.4141770536536719
ACH-000116,0.4995173038961995
ACH-000118,-0.6495526940824989
ACH-000120,1.1070409802729078
ACH-000123,-0.040993750840638464
ACH-000127,0.07025175044753991
ACH-000128,0.3717206264221713
ACH-000132,0.26338113743363856
ACH-000133,0.10590721245678264
ACH-000137,-0.04291820183191192
ACH-000138,0.33633858153912083
ACH-000142,0.07007479927001685
ACH-000143,0.5746585399717241
ACH-000146,-0.4916398611073223
ACH-000148,0.1594930181329119
ACH-000150,0.5093661333207454
ACH-000152,0.15596481497178846
ACH-000153,0.19863030811176352
ACH-000159,0.2938821919911556
ACH-000160,0.09345420124933204
ACH-000163,0.12412404747268838
ACH-000167,0.6067113091706074
ACH-000168,0.500235881364346
ACH-000169,0.3325306900494201
ACH-000178,0.04754235296209662
ACH-000183,-0.6061583383542614
ACH-000188,-0.1787416724553839
ACH-000189,0.1491666257847352
ACH-000190,0.0661448314158205
ACH-000198,-0.2763922509744394
ACH-000203,0.2005690281724966
ACH-000204,-0.52744885395428
ACH-000206,0.09501649856191592
ACH-000207,0.10876888698678608
ACH-000208,-0.3706079239419915
ACH-000210,0.013983815830634886
ACH-000211,-0.02323979632295534
ACH-000215,0.2669979350944346
ACH-000221,0.18336760331995425
ACH-000222,-0.05005975651608728
ACH-000223,-0.12338401128047938
ACH-000226,-0.005584801027889415
ACH-000227,0.19941896738456946
ACH-000228,0.16208856974154154
ACH-000231,0.11367219621877665
ACH-000232,0.8624272475574826
ACH-000233,-0.19513753298035166
ACH-000234,-0.2162859881039413
ACH-000235,-0.10506926711699216
ACH-000237,0.07219232828371583
ACH-000238,-0.08746249050859083
ACH-000242,-0.048767941852722964
ACH-000243,0.07183881246915322
ACH-000244,0.0019757486748293307
ACH-000246,0.5212705023500854
ACH-000248,-0.5818557334328941
ACH-000250,0.057571877073766785
ACH-000251,0.1929403602721527
ACH-000252,-0.31045668461991605
ACH-000253,-0.2673621520893604
ACH-000255,0.5188480277347011
ACH-000256,0.13382052849266038
ACH-000257,0.00324498774416045
