,TTF1 (7270)
ACH-000004,-0.4622103962752445
ACH-000005,-0.33454567666028473
ACH-000007,-0.026172359403392024
ACH-000009,-0.3136921011459099
ACH-000011,-0.2581779140971486
ACH-000012,-0.18643955780457844
ACH-000013,-0.3884796327358056
ACH-000014,-0.27346185182596305
ACH-000015,-0.5017620710583186
ACH-000017,-0.1849581387411403
ACH-000018,-0.2590025527765892
ACH-000019,-0.008235972415227206
ACH-000021,-0.268213843128123
ACH-000022,-0.28765128226120795
ACH-000025,-0.3095689998506166
ACH-000028,-0.1185159226263768
ACH-000030,-0.2509301918147817
ACH-000035,-0.4139466857765892
ACH-000036,-0.16602841267895774
ACH-000037,-0.27116838326870035
ACH-000039,-0.1875101808231962
ACH-000040,-0.48160566579764597
ACH-000041,-0.3123819660926121
ACH-000042,-0.3206878989531633
ACH-000045,-0.3867469427564625
ACH-000047,-0.4063455828946017
ACH-000052,-0.3714282948333487
ACH-000053,-0.2323164563288634
ACH-000054,-0.4393428751188775
ACH-000055,-0.2977490098507657
ACH-000060,-0.3646578525563101
ACH-000067,-0.3002463253072838
ACH-000070,-0.19044026970836656
ACH-000075,-0.5479937554969792
ACH-000078,-0.3257646101645489
ACH-000082,-0.5176174005913861
ACH-000085,-0.2716943378039757
ACH-000086,-0.3491988233023673
ACH-000087,-0.4588254052335754
ACH-000092,-0.2561948365811159
ACH-000095,-0.353671545209136
ACH-000097,-0.3313020320052915
ACH-000098,-0.13428698736248434
ACH-000099,-0.22281448791551328
ACH-000108,-0.3917384513771509
ACH-000113,-0.24303203151296315
ACH-000116,-0.32129783897510605
ACH-000118,-0.3460929675431556
ACH-000120,-0.37532866408816623
ACH-000123,-0.4322432751454465
ACH-000127,-0.3490089673694371
ACH-000128,-0.2604781779593057
ACH-000132,-0.11799675462892527
ACH-000133,-0.2651724045994093
ACH-000137,-0.4504873629340514
ACH-000138,-0.2465681994434469
ACH-000142,-0.2507525034839332
ACH-000143,-0.28638967535748033
ACH-000146,-0.2140078001108686
ACH-000148,-0.3174283118751977
ACH-000150,-0.3503315883617174
ACH-000152,-0.3465809191679503
ACH-000153,-0.14001097920135355
ACH-000159,-0.4377254393282061
ACH-000160,-0.051192143344161285
ACH-000163,-0.3497114488152253
ACH-000167,0.06615517571867834
ACH-000168,-0.2741779228595804
ACH-000169,-0.30038658666588863
ACH-000178,-0.3079419876119353
ACH-000183,-0.25646955549206946
ACH-000188,-0.14824864861914175
ACH-000189,-0.4203613919505159
ACH-000190,-0.1262912802810951
ACH-000198,-0.2702194313706574
ACH-000203,-0.3801307938547511
ACH-000204,-0.0945669458615996
ACH-000206,-0.04751742883321064
ACH-000207,-0.3640538052784403
ACH-000208,-0.4497183687078761
ACH-000210,-0.3058693990660463
ACH-000211,-0.2312956563567581
ACH-000215,-0.2179716405645312
ACH-000221,-0.4070957875585128
ACH-000222,-0.0900538255862575
ACH-000223,-0.3115618103887846
ACH-000226,-0.1403858534621352
ACH-000227,-0.11762970690978801
ACH-000228,-0.2996759416001629
ACH-000231,-0.25291580793435703
ACH-000232,-0.3752352198845028
ACH-000233,-0.20907841561476576
ACH-000234,-0.3857730882383656
ACH-000235,-0.2839153227167619
ACH-000237,-0.3177429896562631
ACH-000238,-0.19396356653120514
ACH-000242,-0.15020122178332074
ACH-000243,-0.26021113478159597
ACH-000244,-0.2627687703236996
ACH-000246,-0.3688933176062647
ACH-000248,-0.20545741105877555
ACH-000250,-0.22424387150761765
ACH-000251,-0.22732342262450106
ACH-000252,-0.20510438314059531
ACH-000253,-0.20354043762213328
ACH-000255,-0.4681087580750206
ACH-000256,-0.3928043770301021
ACH-000257,-0.2698552551010884
ACH-000258,-0.21430159443758864
ACH-000259,-0.37209486714155865
ACH-000260,-0.458119994447163
ACH-000261,-0.2134196849936288
ACH-000262,-0.32765154688652665
ACH-000263,-0.23207151399239515
ACH-000264,-0.2881826834516618
ACH-000265,-0.2521255908388626
ACH-000266,-0.403239243870144
ACH-000272,-0.17466709065083674
ACH-000274,-0.2326198271482117
ACH-000277,-0.3026199132931346
ACH-000278,-0.2957237798514201
ACH-000279,-0.08741829993477514
ACH-000280,-0.3230482417032497
ACH-000281,-0.1876837445582481
ACH-000288,-0.185312414604156
ACH-000291,-0.19725264262289255
ACH-000293,-0.47093822017355
ACH-000294,-0.3089312304047001
ACH-000295,-0.04880550131987308
ACH-000296,-0.2508287392356403
ACH-000302,-0.3530955165113175
ACH-000304,-0.25481916621442297
ACH-000307,-0.2680550273340476
ACH-000308,-0.3911082374955512
ACH-000310,-0.2097553516738359
ACH-000311,-0.3201750276591785
ACH-000312,-0.21575098868251655
ACH-000315,-0.4102025272301911
ACH-000316,-0.2270850307786273
ACH-000317,-0.14660493979152914
ACH-000318,-0.21092580275749315
ACH-000319,-0.34765880140001176
ACH-000320,-0.025971682033156283
ACH-000322,-0.331076452697197
