,TUBB4B (10383)
ACH-000004,-0.08352293769616903
ACH-000005,-0.33968040327098936
ACH-000007,-0.6303832052303868
ACH-000009,-0.353180997269712
ACH-000011,-0.7330255906379937
ACH-000012,-0.8788027679303138
ACH-000013,-0.8186199900144131
ACH-000014,0.07498966590310986
ACH-000015,-0.10836006240852802
ACH-000017,-0.13924569165401873
ACH-000018,-0.09174242722025563
ACH-000019,-0.11754011120670947
ACH-000021,0.014973348062515424
ACH-000022,-0.767477356846876
ACH-000025,-0.11220117082649927
ACH-000028,-0.39460516262350825
ACH-000030,-0.41555818401579697
ACH-000035,0.08679060773397125
ACH-000036,-0.049223137406122185
ACH-000037,-0.13277846059818738
ACH-000039,-0.1087987383430715
ACH-000040,-0.15552049707049562
ACH-000041,-0.12885848375307266
ACH-000042,-1.0206806483025357
ACH-000045,-0.13308010853831492
ACH-000047,-0.4563212867022792
ACH-000052,0.04161354612006466
ACH-000053,-0.14887440559618542
ACH-000054,-0.3265945231083922
ACH-000055,-0.08848029974744337
ACH-000060,-0.4746162756768296
ACH-000067,-0.243924824633668
ACH-000070,-0.21963730393637135
ACH-000075,-0.5448702800186127
ACH-000078,-0.06954567443797577
ACH-000082,0.009032696912240974
ACH-000085,-0.4160952200967123
ACH-000086,-0.14131366495153333
ACH-000087,-0.3178024576932841
ACH-000092,0.07147256652992058
ACH-000095,-0.13287836310316847
ACH-000097,-0.9185058377262364
ACH-000098,-0.022587705578242388
ACH-000099,-0.09744660955168284
ACH-000108,-0.3316124530605985
ACH-000113,-0.029437963240647482
ACH-000116,-0.4654640385634073
ACH-000118,0.0329122228868259
ACH-000120,-0.16284180380770033
ACH-000123,-0.10962731617692854
ACH-000127,-0.13643210117983345
ACH-000128,-0.09572455005164678
ACH-000132,-0.13438525250373706
ACH-000133,-0.1862269941720124
ACH-000137,0.15843300109834568
ACH-000138,-0.014227055582753128
ACH-000142,-0.15576327715744742
ACH-000143,-0.05671801180287536
ACH-000146,-1.072826982540645
ACH-000148,-0.029185251238586313
ACH-000150,-0.16750555326223862
ACH-000152,0.05226108645492877
ACH-000153,-0.5209437579512114
ACH-000159,-0.16656085249639527
ACH-000160,-0.38823182225152175
ACH-000163,-0.05194817750462371
ACH-000167,0.07897828216582851
ACH-000168,-0.055149899876180214
ACH-000169,-0.3797376454061371
ACH-000178,-0.3318841080843913
ACH-000183,-0.016743272742539634
ACH-000188,-0.6681774467367815
ACH-000189,-0.14900873226524192
ACH-000190,-0.0366165935909501
ACH-000198,-0.07979884057979078
ACH-000203,-0.1231004460044512
ACH-000204,0.03575618520767918
ACH-000206,0.02155310541587646
ACH-000207,-0.4555136197345506
ACH-000208,-0.06917095104365267
ACH-000210,0.07793455709104634
ACH-000211,0.01832296560429686
ACH-000215,0.052772034876862765
ACH-000221,-0.047704864662684636
ACH-000222,-0.5395302489401989
ACH-000223,-0.5778367645465955
ACH-000226,-0.021936333076932518
ACH-000227,0.001399256277449522
ACH-000228,-0.6591063800288659
ACH-000231,-0.07569346520447252
ACH-000232,-0.17989289902013916
ACH-000233,-0.131479610466753
ACH-000234,-0.1614067858829733
ACH-000235,-0.35036032913461995
ACH-000237,-0.056645492254329965
ACH-000238,-1.004595098524885
ACH-000242,-0.23658734066222856
ACH-000243,0.014132812561834475
ACH-000244,-0.3372195183331697
ACH-000246,-0.2118857357305191
ACH-000248,-0.05500940221211256
ACH-000250,-0.6928520779307955
ACH-000251,-0.049741039669347564
ACH-000252,-0.5089183200679556
ACH-000253,-0.21651611726074266
ACH-000255,-0.30765059952237706
ACH-000256,-0.1988858324437921
ACH-000257,0.025795335491447063
ACH-000258,0.12839316507537232
ACH-000259,-0.12533785641297635
ACH-000260,-0.05341065499881338
ACH-000261,-0.18592121871765094
ACH-000262,-0.6524291246738146
ACH-000263,-0.23507688705220464
ACH-000264,-0.251493625896147
ACH-000265,-0.12164687337269448
ACH-000266,-0.2326823156269477
ACH-000272,-0.056971850926669815
ACH-000274,-0.02161026144264789
ACH-000277,-0.096785290967698
ACH-000278,-0.02533459748550801
ACH-000279,-0.07304159283179718
ACH-000280,-0.4848868813046862
ACH-000281,0.0068638066097758965
ACH-000288,0.07105628765032597
ACH-000291,-0.41387093512295703
ACH-000293,-0.06290955208888757
ACH-000294,-0.3019166865664924
ACH-000295,-0.3142886512763109
ACH-000296,-0.03457813155682104
ACH-000302,-0.17315886013475554
ACH-000304,-0.1251284941167414
ACH-000307,-1.0941582295780414
ACH-000308,0.02616888198754684
ACH-000310,0.045011391528708214
ACH-000311,-0.2450037305911713
ACH-000312,-0.01844807949298684
