,KRTAP10-8 (386681)
ACH-000004,-0.3155164396347441
ACH-000005,-0.3170220633871849
ACH-000007,-0.21863850710326416
ACH-000009,-0.13238402307996375
ACH-000011,-0.10091790273870613
ACH-000012,-0.14158403053279772
ACH-000013,-0.18052054427575312
ACH-000014,-0.1903911216785739
ACH-000015,-0.07484334611491954
ACH-000017,-0.2119823036785838
ACH-000018,-0.2220201491625005
ACH-000019,-0.3595832067325489
ACH-000021,-0.07882406950542405
ACH-000022,-0.2409186560857093
ACH-000025,-0.10550498447945574
ACH-000028,-0.2043698953882885
ACH-000030,-0.2648960133390241
ACH-000035,-0.11747205351254275
ACH-000036,-0.09246926065703573
ACH-000037,-0.2446180552971296
ACH-000039,0.014146388317559462
ACH-000040,-0.2707285319695376
ACH-000041,-0.27155831783995904
ACH-000042,-0.19226850324424805
ACH-000045,-0.0915326600316511
ACH-000047,-0.02019863392163267
ACH-000052,-0.11656031336996575
ACH-000053,-0.15438810327104285
ACH-000054,-0.24976616869164825
ACH-000055,-0.325132273778353
ACH-000060,-0.4243187160852992
ACH-000067,-0.24941779010662174
ACH-000070,-0.14054102303843785
ACH-000075,-0.1183765175036767
ACH-000078,-0.14567845089367662
ACH-000082,-0.15957873392569644
ACH-000085,-0.2985364118537029
ACH-000086,-0.12155406858611978
ACH-000087,-0.20186231198187665
ACH-000092,-0.2005444854889354
ACH-000095,-0.17567176947660915
ACH-000097,-0.232669603519228
ACH-000098,-0.055181417256288064
ACH-000099,-0.16123635377891465
ACH-000108,-0.12090845237839015
ACH-000113,-0.26007143765692586
ACH-000116,-0.2989696687403641
ACH-000118,-0.11384018995685367
ACH-000120,-0.003479303911415871
ACH-000123,-0.2257359016268495
ACH-000127,-0.2706889807895572
ACH-000128,-0.3061495987743301
ACH-000132,-0.2621968167400713
ACH-000133,-0.06980047700614793
ACH-000137,-0.14858229286286534
ACH-000138,-0.08769225328927015
ACH-000142,-0.12029796361294336
ACH-000143,-0.2709285784357511
ACH-000146,-0.3427255138065637
ACH-000148,-0.2479402061167665
ACH-000150,-0.3319350555801696
ACH-000152,-0.0903821027396066
ACH-000153,-0.25837323562102466
ACH-000159,-0.17899631195269336
ACH-000160,-0.1841863078027206
ACH-000163,-0.3662786654343551
ACH-000167,-0.2313886471415032
ACH-000168,-0.2847766412858398
ACH-000169,-0.4052127888222208
ACH-000178,-0.24896847747016804
ACH-000183,-0.12146556171960865
ACH-000188,-0.004244016139569509
ACH-000189,-0.2050899151462772
ACH-000190,0.11426612938379305
ACH-000198,-0.07927841765542283
ACH-000203,-0.3279225854596751
ACH-000204,-0.006575734857972913
ACH-000206,-0.13038584281560472
ACH-000207,-0.3646784199285049
ACH-000208,-0.1694743424183206
ACH-000210,-0.04443016327602542
ACH-000211,-0.24016227840060306
ACH-000215,-0.17686958452859755
ACH-000221,-0.11774770331274174
ACH-000222,-0.3011433726245825
ACH-000223,-0.28264104854061245
ACH-000226,-0.13608851865971305
ACH-000227,-0.4130368748781744
ACH-000228,-0.1295294473940278
ACH-000231,-0.1744501486404702
ACH-000232,-0.21392152059871666
ACH-000233,-0.14813560396291173
ACH-000234,-0.09192430405853944
ACH-000235,-0.20653373541243125
ACH-000237,-0.12928880326101833
ACH-000238,-0.07849050823531778
ACH-000242,-0.2076544160827084
ACH-000243,-0.2276289660683468
ACH-000244,0.02090641085899975
ACH-000246,-0.2838401994952729
ACH-000248,-0.27225096983869235
ACH-000250,-0.2618078570482867
ACH-000251,-0.15817854966261324
ACH-000252,-0.3520232133097286
ACH-000253,-0.3790817697419089
ACH-000255,-0.09370009350379416
ACH-000256,-0.11309453662239452
ACH-000257,-0.36491439961694605
ACH-000258,-0.36193911294520864
ACH-000259,-0.17610453740915874
ACH-000260,-0.2663697657725561
ACH-000261,-0.22469499773608975
ACH-000262,-0.1525418909773655
ACH-000263,-0.15852783863229342
ACH-000264,-0.20359124048576369
ACH-000265,-0.12676535723655685
ACH-000266,-0.24737241718216665
ACH-000272,-0.09827412902725624
ACH-000274,-0.22094356969364412
ACH-000277,-0.33274864777340096
ACH-000278,-0.26928504552731986
ACH-000279,-0.26215596941260993
ACH-000280,-0.28737374424043544
ACH-000281,-0.20902630802795585
ACH-000288,-0.2634864252104638
ACH-000291,-0.13404359643084165
ACH-000293,-0.08912669329562993
ACH-000294,-0.0955860753321285
ACH-000295,-0.21875154209262065
ACH-000296,-0.1708166992559317
ACH-000302,-0.17875364580073466
