,DENND1A (57706)
ACH-000004,-0.06491652026801481
ACH-000005,-0.3034226713325057
ACH-000007,0.2691262866432591
ACH-000009,-0.030788419910868017
ACH-000011,-0.01861434771857157
ACH-000012,-0.14454880734479725
ACH-000013,-0.11033927380496696
ACH-000014,0.03383588028872163
ACH-000015,-0.09114653867102013
ACH-000017,-0.011061902061097315
ACH-000018,-0.07447363613247983
ACH-000019,0.02988131774056432
ACH-000021,-0.10144214286522538
ACH-000022,0.04503122245834201
ACH-000025,0.0697966580120267
ACH-000028,0.04202976434820823
ACH-000030,0.11269145458655125
ACH-000035,-0.04392578450417831
ACH-000036,-0.04020406777863374
ACH-000037,-0.012568329747210269
ACH-000039,0.24620653085873104
ACH-000040,-0.051314470609608163
ACH-000041,-0.202681406480168
ACH-000042,-0.12593823237149027
ACH-000045,0.04950110504978391
ACH-000047,0.08162227517832968
ACH-000052,-0.09970866443706412
ACH-000053,0.11804582763611715
ACH-000054,0.05033832531582322
ACH-000055,0.10919483003650672
ACH-000060,0.0879649080147195
ACH-000067,-0.156272595411694
ACH-000070,-0.03842450157077035
ACH-000075,-0.21317783618575045
ACH-000078,-0.05441704432685168
ACH-000082,0.05548028305466337
ACH-000085,0.02147198335730525
ACH-000086,-0.001586764079766368
ACH-000087,-0.2736624053762689
ACH-000092,-0.07684743322737685
ACH-000095,0.0043124677949359
ACH-000097,-0.00861207021294808
ACH-000098,-0.044322553086342704
ACH-000099,-0.07665724641580199
ACH-000108,0.011216253066398028
ACH-000113,0.07997837463545973
ACH-000116,0.03756924125326984
ACH-000118,-0.03450296875774233
ACH-000120,0.0941151964525255
ACH-000123,-0.09706265330536852
ACH-000127,-0.08255762171952484
ACH-000128,-0.04880722259987744
ACH-000132,0.04252383777888493
ACH-000133,8.03623223782108e-05
ACH-000137,-0.0682753276911114
ACH-000138,-0.11470158967169082
ACH-000142,0.05542334698447597
ACH-000143,0.11308563028560978
ACH-000146,-0.04865132910572213
ACH-000148,-0.06159715818664216
ACH-000150,-0.05012803682251669
ACH-000152,-0.05816243720620577
ACH-000153,-0.10003934255135803
ACH-000159,-0.10471972533062927
ACH-000160,-0.05448052677860126
ACH-000163,-0.03311187670508725
ACH-000167,-0.1502216852058841
ACH-000168,0.059865893276981184
ACH-000169,-0.04398738374132993
ACH-000178,-0.09439495989123718
ACH-000183,-0.05349996754461606
ACH-000188,0.1325090877238888
ACH-000189,0.33194873159877003
ACH-000190,0.07478129390187196
ACH-000198,0.015552809599586513
ACH-000203,-0.3669530810644783
ACH-000204,-0.07109113751499227
ACH-000206,0.014979777348017325
ACH-000207,-0.10013086954974122
ACH-000208,0.18273061254880585
ACH-000210,-0.19739839554443248
ACH-000211,-0.008487412092894463
ACH-000215,-0.11271530771410528
ACH-000221,-0.0387755797665795
ACH-000222,-0.15284778851988856
ACH-000223,-0.07691456200110719
ACH-000226,0.04689474343358191
ACH-000227,-0.15660145880438167
ACH-000228,0.10916407175829908
ACH-000231,0.0340956495428481
ACH-000232,0.012418777257998951
ACH-000233,0.09397498706059652
ACH-000234,-0.09597782417370612
ACH-000235,-0.027378303490113838
ACH-000237,-0.08632690008751567
ACH-000238,-0.19929619253372066
ACH-000242,0.037623889601148534
ACH-000243,-0.016797364212726415
ACH-000244,0.0488270725686379
ACH-000246,-0.15159671924987106
ACH-000248,-0.048979434171557916
ACH-000250,0.04277703156543984
ACH-000251,0.24932914192191044
ACH-000252,0.07457808122805823
ACH-000253,-0.04623027398100038
ACH-000255,-0.114405439633119
ACH-000256,0.0557590780831026
ACH-000257,-0.13809354301651072
ACH-000258,-0.09425730586365508
ACH-000259,-0.041204189212582586
ACH-000260,0.02992797083232761
ACH-000261,-0.0009213568382925707
ACH-000262,-0.11122324734967144
