,RABAC1 (10567)
ACH-000004,-0.0680879296823503
ACH-000005,-0.28281741780870023
ACH-000007,-0.15147361967154818
ACH-000009,-0.22394140883911634
ACH-000011,-0.17965165912803305
ACH-000012,-0.12738148450733916
ACH-000013,-0.20103151035542724
ACH-000014,-0.09249449038112596
ACH-000015,-0.1462825096417629
ACH-000017,-0.17122486896457095
ACH-000018,-0.187491241824186
ACH-000019,-0.03103521500849435
ACH-000021,-0.2956756320281952
ACH-000022,-0.16235568984159002
ACH-000025,-0.09235945685027426
ACH-000028,0.07824226702199875
ACH-000030,-0.26953335493503744
ACH-000035,-0.1663119507259547
ACH-000036,-0.17865033871759115
ACH-000037,-0.20264802259713707
ACH-000039,-0.1620506804348275
ACH-000040,-0.20262934668543048
ACH-000041,-0.03351250470390217
ACH-000042,-0.043648746007161385
ACH-000045,-0.08407141595040624
ACH-000047,-0.178119017280346
ACH-000052,-0.2168611963153904
ACH-000053,-0.18671694707413347
ACH-000054,-0.2797303383921609
ACH-000055,-0.09644726570073417
ACH-000060,0.03359456990652555
ACH-000067,-0.150749953546651
ACH-000070,0.014219176633814954
ACH-000075,-0.1943405066530416
ACH-000078,-0.2262143431097565
ACH-000082,-0.08128216156234143
ACH-000085,-0.017552013346160883
ACH-000086,-0.20141177710096728
ACH-000087,-0.1695102318772449
ACH-000092,-0.19725582524581303
ACH-000095,-0.14279831818777802
ACH-000097,-0.17048588226330094
ACH-000098,-0.26952362295216725
ACH-000099,-0.2766179183804671
ACH-000108,-0.13879979884401605
ACH-000113,-0.17089235353257085
ACH-000116,-0.12388664867221776
ACH-000118,-0.12130331667398912
ACH-000120,-0.12827768789390168
ACH-000123,-0.3010163197768833
ACH-000127,-0.2618707161731971
ACH-000128,-0.041317662865816056
ACH-000132,-0.19147762858993952
ACH-000133,-0.327866205111283
ACH-000137,-0.18754438587501795
ACH-000138,-0.14768537859228684
ACH-000142,-0.3874410015668725
ACH-000143,-0.4169483624352249
ACH-000146,-0.18306914931531307
ACH-000148,-0.048664096870616964
ACH-000150,-0.14398622334869438
ACH-000152,0.0704546988241046
ACH-000153,-0.2028971497564715
ACH-000159,-0.1774610166570697
ACH-000160,-0.2606272983922784
ACH-000163,-0.130779079153183
ACH-000167,-0.23328901259012105
ACH-000168,-0.06279828782113976
ACH-000169,-0.18439610129633788
ACH-000178,-0.21351627635110806
ACH-000183,-0.01222838166701005
ACH-000188,-0.22099614851073773
ACH-000189,-0.022196583298426557
ACH-000190,-0.4660491644505151
ACH-000198,-0.03366645724433403
ACH-000203,-0.4931588896194812
ACH-000204,-0.21245814423467446
ACH-000206,-0.0847609631854552
ACH-000207,-0.3378373348959109
ACH-000208,-0.36221728688739663
ACH-000210,-0.34646791237293983
ACH-000211,-0.10902993897205207
ACH-000215,-0.14617508265284504
ACH-000221,-0.19901288116856888
ACH-000222,-0.11100007855074204
ACH-000223,-0.2525599906143772
ACH-000226,-0.21990966748105026
ACH-000227,-0.033171725876864136
ACH-000228,-0.2433237340861157
ACH-000231,-0.028268051242129343
ACH-000232,-0.13156227120654224
ACH-000233,-0.1669988348231562
ACH-000234,-0.13760609627092354
ACH-000235,-0.201880421196702
ACH-000237,-0.20659361842424756
ACH-000238,-0.17238504557752515
ACH-000242,-0.07387093577964894
ACH-000243,-0.16497764024809805
ACH-000244,0.02050449998173736
ACH-000246,-0.1172987289576816
ACH-000248,-0.15815904158082514
ACH-000250,-0.12156200388005126
ACH-000251,-0.17769134609919868
ACH-000252,-0.07724108323022706
ACH-000253,-0.3180404597625556
ACH-000255,-0.35189179173225665
ACH-000256,-0.25706210061851315
ACH-000257,-0.17063760394106006
ACH-000258,-0.04926208214046037
ACH-000259,-0.11049883615212597
ACH-000260,-0.2378647766797991
ACH-000261,-0.20049317412207385
ACH-000262,-0.14819409894866709
ACH-000263,-0.1009566940935562
ACH-000264,-0.07245716419588986
ACH-000265,-0.3208829940906257
ACH-000266,-0.2426033495935998
ACH-000272,-0.03788609192273995
ACH-000274,-0.10559848204229744
ACH-000277,-0.213747075486184
ACH-000278,-0.2950357589029384
ACH-000279,-0.06037487092825836
ACH-000280,-0.24921184262932586
ACH-000281,-0.06210998958041921
ACH-000288,-0.07839049174160274
ACH-000291,-0.3078021832425261
ACH-000293,-0.045445957229593256
ACH-000294,-0.12723028440332793
ACH-000295,-0.22191483566716347
ACH-000296,-0.04452520232528928
ACH-000302,-0.3087269398541686
ACH-000304,0.004190739475648588
ACH-000307,-0.014158012466316785
ACH-000308,-0.2957067143409549
ACH-000310,-0.2779122363432197
ACH-000311,-0.012205205746973341
ACH-000312,-0.13833292945468104
ACH-000315,-0.10790499969658038
ACH-000316,0.09218788283802716
ACH-000317,0.12315583564596536
ACH-000318,-0.2076477248922968
ACH-000319,-0.296943954733698
ACH-000320,-0.19370552896777266
ACH-000322,0.04193220163217517
ACH-000323,-0.06241811003809451
ACH-000324,-0.15257049101229356
ACH-000329,-0.07453156994373555
ACH-000330,-0.21584095987308397
ACH-000331,-0.1596525203072073
ACH-000332,-0.1626185593798736
ACH-000334,-0.088812479021595
ACH-000335,-0.5145417594878294
ACH-000336,-0.14396143892172533
