,EMC3 (55831)
ACH-000004,-1.2967373736232726
ACH-000005,-1.5797336044192332
ACH-000007,-0.9947789067956334
ACH-000009,-0.7161253305385248
ACH-000011,-0.9488089869314288
ACH-000012,-0.6396000656680366
ACH-000013,-0.8025265073175879
ACH-000014,-1.2465404851346962
ACH-000015,-1.25131229601571
ACH-000017,-1.040199663391134
ACH-000018,-1.398019058110283
ACH-000019,-0.5739898956529674
ACH-000021,-0.6604619298265049
ACH-000022,-0.4026888513415642
ACH-000025,-1.010150023285805
ACH-000028,-0.5027978108449357
ACH-000030,-1.2250927342859197
ACH-000035,-0.7754800327520536
ACH-000036,-0.7930440059022317
ACH-000037,-0.7853113661180607
ACH-000039,-1.13585933846618
ACH-000040,-1.00429121161714
ACH-000041,-0.9769579562035496
ACH-000042,-1.1820009675866174
ACH-000045,-1.0579103643502883
ACH-000047,-1.0988882299114058
ACH-000052,-0.7314545779189874
ACH-000053,-0.6459005345084148
ACH-000054,-0.8142344914245063
ACH-000055,-1.0868153315114255
ACH-000060,-1.0726092343946492
ACH-000067,-0.40561994834863896
ACH-000070,-0.8913279337338109
ACH-000075,-0.811232029613446
ACH-000078,-0.8289910983606389
ACH-000082,-0.5919743047568704
ACH-000085,-0.9549745305110616
ACH-000086,-0.7410218924727208
ACH-000087,-0.9407865065650066
ACH-000092,-1.125654060761973
ACH-000095,-1.1539894358937863
ACH-000097,-0.7417083556149374
ACH-000098,-1.0470439886466432
ACH-000099,-0.8826800607494306
ACH-000108,-0.9253304001464856
ACH-000113,-0.7973352214573161
ACH-000116,-0.987928063378008
ACH-000118,-1.1435652979735702
ACH-000120,-0.4281183846724985
ACH-000123,-0.7418101663413528
ACH-000127,-1.1063070209139587
ACH-000128,-1.08805772176545
ACH-000132,-0.5072508342378287
ACH-000133,-1.2958050199195732
ACH-000137,-0.7678803756603959
ACH-000138,-0.8021302606995586
ACH-000142,-1.0285031297884573
ACH-000143,-0.8421757035352954
ACH-000146,-1.3845191366930063
ACH-000148,-0.935409889111347
ACH-000150,-1.0044736403542192
ACH-000152,-0.9032074783318128
ACH-000153,-1.4184960616331967
ACH-000159,-0.9960784896640126
ACH-000160,-0.7456729266393086
ACH-000163,-0.9559375150298219
ACH-000167,-0.9378670047720244
ACH-000168,-1.0480235881807751
ACH-000169,-1.139189773252128
ACH-000178,-1.1187371990710135
ACH-000183,-1.0329979480218214
ACH-000188,-0.8740862085773347
ACH-000189,-1.0324258763760812
ACH-000190,-1.1986551149295863
ACH-000198,-0.7282601517519253
ACH-000203,-0.39224687124879504
ACH-000204,-0.9175427990134912
ACH-000206,-1.5145414462238624
ACH-000207,-0.9769440759543772
ACH-000208,-1.2579476967027456
ACH-000210,-0.4696655267965831
ACH-000211,-0.997737649082822
ACH-000215,-1.0697087346083067
ACH-000221,-0.5416738308997514
ACH-000222,-1.0756799309376606
ACH-000223,-0.5971115370513458
ACH-000226,-0.6177451802267628
ACH-000227,-0.8243163705186706
ACH-000228,-0.7136986519682471
ACH-000231,-0.8790517631630814
ACH-000232,-0.8204196252092131
ACH-000233,-1.0028708573136196
ACH-000234,-0.5474202736261755
ACH-000235,-1.0913528640590502
ACH-000237,-1.0970247278272232
ACH-000238,-0.7442603773326676
ACH-000242,-0.6752140762325761
ACH-000243,-0.8215309611172239
ACH-000244,-0.7779637835779987
ACH-000246,-0.9607531227436148
