,TENM4 (26011)
ACH-000004,-0.092835951298753
ACH-000005,0.1996733091779609
ACH-000007,-0.014656290367978834
ACH-000009,-0.03168291714760831
ACH-000011,0.17271793798837776
ACH-000012,-0.04805886838646368
ACH-000013,0.02094351641719219
ACH-000014,-0.03315920055636979
ACH-000015,0.05502439224108098
ACH-000017,0.050416188766948186
ACH-000018,-0.033182642414038524
ACH-000019,-0.0461801626840453
ACH-000021,0.06056214474191125
ACH-000022,-0.040949947961826084
ACH-000025,0.06812430610052869
ACH-000028,0.018033647301741416
ACH-000030,-0.03893159019273437
ACH-000035,-0.04338529969988055
ACH-000036,0.03842468945816187
ACH-000037,-0.0013237314310216533
ACH-000039,-0.06565959465042237
ACH-000040,0.13563868311510074
ACH-000041,-0.04837787032039872
ACH-000042,-0.04301983152464595
ACH-000045,-0.0733820403527462
ACH-000047,-0.05093589301872588
ACH-000052,0.09524830925873963
ACH-000053,-0.0263918388857018
ACH-000054,0.03615233773390247
ACH-000055,-0.12953406662358513
ACH-000060,0.0288542741430088
ACH-000067,0.11342747167155283
ACH-000070,-0.13156589923867548
ACH-000075,-0.12185977436791655
ACH-000078,0.09442202289168286
ACH-000082,0.0486494551418234
ACH-000085,-0.14886501078577274
ACH-000086,-0.08764508404570118
ACH-000087,-0.031427461249011794
ACH-000092,0.03239944795822446
ACH-000095,0.03562163803920032
ACH-000097,-0.017243485410138468
ACH-000098,0.03820159405481527
ACH-000099,0.004484795541560919
ACH-000108,0.0175177723006552
ACH-000113,0.08340906674813371
ACH-000116,0.010216146604600858
ACH-000118,-0.09985348399276743
ACH-000120,0.09694256786738976
ACH-000123,-0.2025110294951928
ACH-000127,-0.019246987550940217
ACH-000128,-0.03586366924376397
ACH-000132,0.04493028543425557
ACH-000133,0.053318182697100834
ACH-000137,-0.043599875107302496
ACH-000138,-0.09189624913249478
ACH-000142,0.031504356130101385
ACH-000143,0.005836477286372535
ACH-000146,0.059715052291556575
ACH-000148,-0.026921820617804498
ACH-000150,-0.020697425544225868
ACH-000152,0.06995507190668245
ACH-000153,-0.13921825412726835
ACH-000159,0.006956876811929882
ACH-000160,0.05296502161434137
ACH-000163,0.06784115654333457
ACH-000167,0.21095888128987905
ACH-000168,-0.11264718181366498
ACH-000169,-0.06705713251880648
ACH-000178,0.059310949648779365
ACH-000183,0.1165528023286063
ACH-000188,-0.14286178771405575
ACH-000189,0.0964321754779016
ACH-000190,0.05191098470361637
ACH-000198,0.06181425171441887
ACH-000203,-0.4355844138522912
ACH-000204,0.07569380361544402
ACH-000206,-0.04648985900556552
ACH-000207,-0.05736726342280176
ACH-000208,-0.3346779734550375
ACH-000210,0.033646520777239015
ACH-000211,0.02482573464962249
ACH-000215,0.003420044819018893
ACH-000221,0.008240295093740099
ACH-000222,0.03913820592540322
ACH-000223,0.0407307822254835
ACH-000226,-0.02021315335056157
ACH-000227,0.03786317658254858
ACH-000228,-0.3273118141289357
ACH-000231,0.04041581490820773
ACH-000232,0.0749407388616236
ACH-000233,0.08818107785682291
