,CLIP2 (7461)
ACH-000004,0.046852648083896616
ACH-000005,0.16484240766646474
ACH-000007,-0.12185401889620315
ACH-000009,0.03231220556603618
ACH-000011,0.06320746119214428
ACH-000012,-0.10280710774378456
ACH-000013,0.026924185630728775
ACH-000014,0.08222486067187351
ACH-000015,0.07000644600350953
ACH-000017,0.12013870318163587
ACH-000018,0.06353719629005848
ACH-000019,0.0032365433549964213
ACH-000021,-0.2825440752869939
ACH-000022,-0.16640599120015914
ACH-000025,0.040787066248268375
ACH-000028,0.07841250007751069
ACH-000030,0.010604407326392316
ACH-000035,-0.21674232064807866
ACH-000036,0.025372688019524803
ACH-000037,0.09780973819529153
ACH-000039,-0.09575674079183004
ACH-000040,0.11357911470497127
ACH-000041,0.01912020344373173
ACH-000042,-0.007856079021073653
ACH-000045,0.08368510962987748
ACH-000047,0.04786226144956559
ACH-000052,-0.15984901964368606
ACH-000053,-0.07418548952216664
ACH-000054,0.1346627872082612
ACH-000055,0.1664572831633265
ACH-000060,-0.01491535307638574
ACH-000067,0.022321191264269544
ACH-000070,-0.21530346600902944
ACH-000075,-0.02791842639396347
ACH-000078,-0.09375298385218583
ACH-000082,0.05648846825718438
ACH-000085,0.03700576666085385
ACH-000086,0.020675284524271958
ACH-000087,0.11277133967201974
ACH-000092,-0.003163317834860325
ACH-000095,-0.024797221311499824
ACH-000097,-0.0027667203541583605
ACH-000098,-0.019362092351329702
ACH-000099,-0.02745910833372686
ACH-000108,-0.02230586947134869
ACH-000113,0.09116086086085573
ACH-000116,0.016935815883823018
ACH-000118,0.0004025580804833577
ACH-000120,0.08089368872322272
ACH-000123,-0.0272086086122766
ACH-000127,-0.047100718977877584
ACH-000128,0.03378650587603985
ACH-000132,0.10165645274774993
ACH-000133,0.06520744702854728
ACH-000137,0.03519557206810524
ACH-000138,0.0816501301510547
ACH-000142,-0.09488267448155767
ACH-000143,-0.07518576940217926
ACH-000146,-0.042517732814343685
ACH-000148,-0.10775486597146458
ACH-000150,-0.01246287999845274
ACH-000152,-0.050025491209034184
ACH-000153,0.025753405952763816
ACH-000159,0.008749308778650466
ACH-000160,0.009062357595268432
ACH-000163,-0.13907589196549752
ACH-000167,0.02068518909949552
ACH-000168,-0.14416142202906518
ACH-000169,-0.06572381924940322
ACH-000178,0.06426277238215293
ACH-000183,0.04676102933678681
ACH-000188,0.0009810857749762204
ACH-000189,-0.1339899801833977
ACH-000190,-0.0773190992359788
ACH-000198,0.015580996992284962
ACH-000203,-0.4286879298180725
ACH-000204,-0.13573745850826674
ACH-000206,0.07277367594151242
ACH-000207,0.12569530242451682
ACH-000208,0.023551616556728244
ACH-000210,0.08846784437512721
ACH-000211,-0.07412899263650767
ACH-000215,-0.09523713380038114
ACH-000221,-0.2032092394180951
ACH-000222,0.06861136580656467
ACH-000223,0.02664240008841437
ACH-000226,0.0012437301202500473
ACH-000227,0.01062176229421635
ACH-000228,0.08048410511722386
ACH-000231,-0.0021904384750043074
ACH-000232,-0.015614043915307853
ACH-000233,-0.04160594061083773
ACH-000234,0.06858120552842115
ACH-000235,0.028487471278263208
ACH-000237,-0.08808252362669974
ACH-000238,-0.03754254669367908
