,BLOC1S3 (388552)
ACH-000004,-0.4707584636113088
ACH-000005,-0.2002627418286286
ACH-000007,-0.14276483590484665
ACH-000009,-0.12555282781521904
ACH-000011,-0.39468778244618985
ACH-000012,-0.22037532751114705
ACH-000013,-0.4281148074935929
ACH-000014,-0.21065692672879865
ACH-000015,-0.2303999621256596
ACH-000017,-0.22325804571298846
ACH-000018,-0.2742279473040656
ACH-000019,-0.3039945151297658
ACH-000021,-0.295363644087671
ACH-000022,-0.09841843499680082
ACH-000025,-0.006847826721087887
ACH-000028,-0.2544594245770316
ACH-000030,-0.29243758734967323
ACH-000035,-0.260512584782584
ACH-000036,-0.11466573681432275
ACH-000037,-0.22859249255595865
ACH-000039,-0.1787665156284749
ACH-000040,-0.1148378592743311
ACH-000041,-0.277377400761365
ACH-000042,-0.19868655458440107
ACH-000045,-0.2419562225274063
ACH-000047,-0.24840813195767586
ACH-000052,-0.35079612682102
ACH-000053,-0.3185083469911007
ACH-000054,-0.30412054554293155
ACH-000055,-0.361626096258028
ACH-000060,-0.18706253495823366
ACH-000067,-0.4634131692411676
ACH-000070,-0.28152662919510785
ACH-000075,-0.10651865726055276
ACH-000078,-0.13150237886382302
ACH-000082,-0.2281763875336531
ACH-000085,-0.2515227466878259
ACH-000086,-0.18469401871218075
ACH-000087,-0.10794343787944947
ACH-000092,-0.33760360785551513
ACH-000095,-0.2618217272234205
ACH-000097,-0.26523698505349874
ACH-000098,-0.18316407524374506
ACH-000099,-0.22040430562727
ACH-000108,-0.3171990437007317
ACH-000113,-0.2235782897541547
ACH-000116,-0.26757323478542
ACH-000118,-0.22066872168251608
ACH-000120,-0.11984505397687795
ACH-000123,-0.0849225096211828
ACH-000127,-0.3288353022693976
ACH-000128,-0.21645659280509716
ACH-000132,-0.21187281934225569
ACH-000133,-0.30790273358798176
ACH-000137,-0.3164738286896178
ACH-000138,-0.2856225096888864
ACH-000142,-0.18518257885273945
ACH-000143,-0.2766055435220903
ACH-000146,-0.29267514377376275
ACH-000148,-0.06790547658448805
ACH-000150,-0.26043358410601763
