,APEX1 (328)
ACH-000004,-0.031099341176434626
ACH-000005,0.02745645310353119
ACH-000007,-0.2154529309831297
ACH-000009,-0.0636311204174001
ACH-000011,-0.06313543323580817
ACH-000012,0.060441240178459615
ACH-000013,0.030438701174105732
ACH-000014,-0.09412081019495493
ACH-000015,-0.002370199011742757
ACH-000017,0.0301199567783702
ACH-000018,0.1075718657824236
ACH-000019,-0.07060168410413377
ACH-000021,-0.046469656449583216
ACH-000022,-0.013633777873460344
ACH-000025,0.054048398545328565
ACH-000028,0.05312043464290064
ACH-000030,-0.04820803924758662
ACH-000035,0.0071315498885858065
ACH-000036,-0.043305020986940265
ACH-000037,0.0263954398304022
ACH-000039,-0.15024261373778586
ACH-000040,-0.05687128422253737
ACH-000041,-0.05158743200292671
ACH-000042,-0.048345372037371916
ACH-000045,0.03521790536364462
ACH-000047,-0.001009000609256456
ACH-000052,-0.2409737192532341
ACH-000053,0.04722235768654173
ACH-000054,-0.014263243540810568
ACH-000055,-0.02168749644826092
ACH-000060,-0.013998791687603832
ACH-000067,-0.16339972298436234
ACH-000070,-0.06867499221662207
ACH-000075,-0.13294963045251265
ACH-000078,0.04674385779119841
ACH-000082,-0.11067722936959466
ACH-000085,-0.09136944995861693
ACH-000086,-0.07761100552926338
ACH-000087,0.01675386923266697
ACH-000092,-0.14692377235720627
ACH-000095,-0.023676122072034227
ACH-000097,-0.1409072497852789
ACH-000098,0.01205908022975785
ACH-000099,0.033121744608167934
ACH-000108,-0.0412163185920261
ACH-000113,0.03755524579634606
ACH-000116,-0.0023518960583003203
ACH-000118,-0.04150870667527794
ACH-000120,-0.013243976052536513
ACH-000123,-0.017300547609506795
ACH-000127,-0.052969829365100814
ACH-000128,-0.11254304047255774
ACH-000132,0.008322837309690106
ACH-000133,-0.001283422593466361
ACH-000137,0.01947879060719864
ACH-000138,0.020273992500128356
ACH-000142,-0.030980893033513174
ACH-000143,-0.17637378137472398
ACH-000146,0.023261445468593062
ACH-000148,0.0583054557595652
ACH-000150,0.06480779642284464
ACH-000152,-0.18241215311011694
ACH-000153,-0.016025434408675238
ACH-000159,-0.11584034512859025
ACH-000160,0.20490660047020498
ACH-000163,0.03479299283479777
ACH-000167,0.5688034373712365
ACH-000168,0.034765454594457734
ACH-000169,-0.14678393995299566
ACH-000178,-0.004000957107088431
ACH-000183,0.016992302260866968
ACH-000188,-0.09904504148552526
ACH-000189,-0.25985443858296203
ACH-000190,0.10812818513392157
ACH-000198,-0.11846154933730435
ACH-000203,0.4056327968195125
ACH-000204,-0.117872438867878
ACH-000206,0.018774351809396614
ACH-000207,-0.04030527494848307
ACH-000208,-0.16260268618423984
ACH-000210,0.07505364488847321
ACH-000211,-0.08818910440480925
ACH-000215,-0.09785372030696113
ACH-000221,0.0044432187021994
ACH-000222,-0.04295609558977484
ACH-000223,-0.05575175867605256
ACH-000226,-0.07839112395534077
ACH-000227,-0.029085861223098294
ACH-000228,-0.04241938671179808
ACH-000231,0.008614056355273304
ACH-000232,-0.3878226173916773
ACH-000233,-0.0318958179456514
ACH-000234,-0.011978247060880309
ACH-000235,0.002505185116940453
ACH-000237,0.10884792837911007
ACH-000238,0.10991319201014828
ACH-000242,-0.7086655352137347
ACH-000243,-0.0743904123216694
ACH-000244,-0.22743343409361336
ACH-000246,0.0019397945182369348
ACH-000248,0.0812739943266269
ACH-000250,-0.010828726003494415
ACH-000251,0.12366738494487195
ACH-000252,-0.0038993274226965056
ACH-000253,0.05942830184888046
ACH-000255,-0.02608789494715694
ACH-000256,-0.03227728747475974
ACH-000257,-0.07192040696602607
ACH-000258,-0.0910737779037501
ACH-000259,0.02310090168572157
ACH-000260,-0.039327799830437486
ACH-000261,-0.1074663275079212
ACH-000262,-0.11746553339864338
ACH-000263,0.005187832068343804
ACH-000264,0.04288132799497033
ACH-000265,-0.14920525014838756
ACH-000266,-0.05998971733281733
ACH-000272,-0.12597932425121838
ACH-000274,-0.017592553536336646
ACH-000277,-0.04619771110525138
ACH-000278,-0.2416416456082437
ACH-000279,-0.06158996192093157
ACH-000280,-0.002833177500363438
ACH-000281,-0.01506519307770824
ACH-000288,-0.02338239501959148
ACH-000291,-0.0635117144658954
ACH-000293,-0.13044836604587978
