,SIMC1 (375484)
ACH-000004,-0.3004236671879057
ACH-000005,0.019239672332784674
ACH-000007,-0.20633832327965626
ACH-000009,-0.36732411574983975
ACH-000011,-0.2468757719748173
ACH-000012,-0.16159955707618665
ACH-000013,-0.14009364199079247
ACH-000014,-0.10905249585886602
ACH-000015,-0.16847512610316542
ACH-000017,-0.3231142561974191
ACH-000018,-0.2416877233630272
ACH-000019,-0.16529728165480248
ACH-000021,-0.20878310637644526
ACH-000022,-0.24833399517531266
ACH-000025,-0.12325199973615293
ACH-000028,-0.2667950238587085
ACH-000030,-0.09472827795524273
ACH-000035,0.0031350455193044826
ACH-000036,-0.14840981463043385
ACH-000037,-0.42580089808283617
ACH-000039,-0.3804081554438906
ACH-000040,-0.14205196566893355
ACH-000041,-0.012089456644815257
ACH-000042,-0.12251218680462272
ACH-000045,-0.3409522882542573
ACH-000047,-0.2110720325597102
ACH-000052,-0.1746723934962253
ACH-000053,-0.28266609809331084
ACH-000054,-0.38828505390725215
ACH-000055,-0.2642764158503345
ACH-000060,-0.2289303144588233
ACH-000067,-0.2509458329690727
ACH-000070,-0.06744577217221745
ACH-000075,-0.1973297727172373
ACH-000078,-0.1232247634939076
ACH-000082,-0.32443225371349343
ACH-000085,-0.4160110997862927
ACH-000086,-0.0751297293298801
ACH-000087,-0.13366131071147924
ACH-000092,-0.11737328893715065
ACH-000095,-0.2749526579664012
ACH-000097,-0.3268151610774427
ACH-000098,-0.10734290859008704
ACH-000099,-0.2154394607319733
ACH-000108,-0.4142512760007194
ACH-000113,-0.14248040368073545
ACH-000116,-0.15149767123945962
ACH-000118,-0.10168890864063723
ACH-000120,-0.106304155804749
ACH-000123,-0.2026365194003944
ACH-000127,-0.4514022666975054
ACH-000128,-0.431130537032038
ACH-000132,-0.12731049893153967
ACH-000133,-0.2018727214528514
ACH-000137,-0.261546158312314
ACH-000138,-0.3509583031774078
ACH-000142,-0.3881941532149555
ACH-000143,-0.3471221472371117
ACH-000146,-0.2273587492290679
ACH-000148,-0.2093489975937953
ACH-000150,-0.2864996322023853
ACH-000152,-0.22681188333940785
ACH-000153,-0.0665384129429894
ACH-000159,-0.2937851006849798
ACH-000160,-0.15358127943715233
ACH-000163,-0.2312649757320376
ACH-000167,-0.7311148317406296
