,SPP2 (6694)
ACH-000004,0.28655624730854995
ACH-000005,0.4331760407641307
ACH-000007,0.2422699343481639
ACH-000009,0.12905267205330762
ACH-000011,0.17383538177993318
ACH-000012,0.2592948081352241
ACH-000013,0.22452220590970373
ACH-000014,-0.0053629870241157646
ACH-000015,0.1920739815952469
ACH-000017,0.11855884043734682
ACH-000018,0.2308074770062713
ACH-000019,0.10458291629471564
ACH-000021,0.18298598306597366
ACH-000022,0.15979004746581602
ACH-000025,0.19391298087656592
ACH-000028,0.19215388493950444
ACH-000030,0.27197133261381795
ACH-000035,0.15890100258340265
ACH-000036,0.17742437099435648
ACH-000037,0.03183178686778411
ACH-000039,0.07351685078301333
ACH-000040,0.18919452785815305
ACH-000041,0.11573870381866988
ACH-000042,0.13347267461079831
ACH-000045,0.10485199443979568
ACH-000047,0.19632897614140254
ACH-000052,0.1301022561330114
ACH-000053,0.2244700505993615
ACH-000054,0.2136200585834748
ACH-000055,0.2265410328765005
ACH-000060,0.2263529909295766
ACH-000067,0.15176625761246454
ACH-000070,0.21500086812600144
ACH-000075,0.3177100951851167
ACH-000078,0.027889628279704187
ACH-000082,0.17200189886072775
ACH-000085,0.07664598552349358
ACH-000086,0.24787564928708875
ACH-000087,0.2298561545024555
ACH-000092,0.1747191669588106
ACH-000095,0.2202688444308721
ACH-000097,0.1351322416414727
ACH-000098,0.1504549837428205
ACH-000099,0.1901839545346861
ACH-000108,0.21775442084766256
ACH-000113,0.2282100407166916
ACH-000116,0.2474912696023133
ACH-000118,0.24438437612217745
ACH-000120,0.19695341139492625
ACH-000123,0.15961636988600172
ACH-000127,0.25080075120783263
ACH-000128,0.09638621769271093
ACH-000132,0.12546412306668794
ACH-000133,0.05172513566643958
ACH-000137,0.11570243096761525
ACH-000138,0.2455290446003209
ACH-000142,0.17871937816233738
ACH-000143,0.21699076033480805
ACH-000146,0.1756256666908673
ACH-000148,0.14512363430803613
ACH-000150,0.08171543978393385
ACH-000152,0.2477079625616732
ACH-000153,0.1645131257303888
ACH-000159,0.1729144992039995
ACH-000160,0.1996328784507789
ACH-000163,0.06811850663326548
ACH-000167,0.1320614039610445
ACH-000168,0.1862544761082971
ACH-000169,0.06659289859676817
ACH-000178,0.16675948434727414
ACH-000183,0.15554659185733785
ACH-000188,0.18332540118136287
ACH-000189,0.028727280000138668
ACH-000190,0.17329789076225188
ACH-000198,0.10312263238421754
ACH-000203,0.3391148011299363
ACH-000204,0.07451597923358473
ACH-000206,0.1922704106654795
ACH-000207,0.10181096733672164
ACH-000208,0.31745294004980396
ACH-000210,0.2206370880700097
ACH-000211,0.15598499338859745
ACH-000215,0.1425911850360063
ACH-000221,0.118147875363435
ACH-000222,0.3895534571239502
ACH-000223,0.21895806711988408
ACH-000226,0.31860905576023274
ACH-000227,0.0708667013269877
ACH-000228,0.1857523969964633
ACH-000231,0.11161610133460496
ACH-000232,0.1801793358813085
ACH-000233,0.18095978334170348
ACH-000234,0.13214697763372255
ACH-000235,0.17236989526857066
ACH-000237,0.18901158308636604
ACH-000238,0.1876801664414453
ACH-000242,0.3758119856318957
ACH-000243,0.19653915369080288
ACH-000244,0.30344221226552764
ACH-000246,0.12353120624482836
ACH-000248,0.2817581841823457
ACH-000250,0.11856735299430295
ACH-000251,0.25214789117289993
ACH-000252,0.04650545574447047
ACH-000253,0.0974416289692314
ACH-000255,0.09886075691301956
ACH-000256,0.007953039275222087
ACH-000257,0.4111426949701512
ACH-000258,0.171744547658083
ACH-000259,0.2210962489735372
ACH-000260,0.13267320719997186
ACH-000261,0.2542182432980927
ACH-000262,0.023746753236983
ACH-000263,0.1358636539660559
ACH-000264,0.124569736991537
ACH-000265,0.0917803200762285
ACH-000266,0.17828699885258933
ACH-000272,0.15431081075351671
ACH-000274,0.1817136659805525
ACH-000277,0.1864435573785196
ACH-000278,0.19431922356221834
ACH-000279,0.22253585653331445
ACH-000280,0.20342042228172205
ACH-000281,0.31648586142048435
ACH-000288,0.07634675600994621
ACH-000291,0.1596891086942598
ACH-000293,0.19258598381117745
ACH-000294,0.06943363854248985
ACH-000295,-0.033954287329914616
ACH-000296,0.3979916940615748
ACH-000302,0.1979645571171174
ACH-000304,0.20234003160619046
ACH-000307,0.1696001300594248
ACH-000308,0.16195498873431155
ACH-000310,0.06621626702436488
ACH-000311,0.1839923704379501
ACH-000312,0.13397936558497275
ACH-000315,0.20089419669335465
ACH-000316,0.12438687928085937
ACH-000317,0.12030389559843012
ACH-000318,0.2279328428548789
ACH-000319,0.2140540058407745
ACH-000320,0.2658635402080197
ACH-000322,0.18759765917249066
ACH-000323,0.02874326415774912
ACH-000324,0.09268832677600254
ACH-000329,0.16197052026415995
ACH-000330,0.2187085673408466
ACH-000331,0.15391509148409058
ACH-000332,0.18823862162153096
ACH-000334,0.19936751809141973
ACH-000335,0.09410181691263472
ACH-000336,0.30508592578182786
ACH-000337,0.13693832421702062
ACH-000338,0.6838538384209446
ACH-000339,0.134401797374943
ACH-000341,0.16293844144804467
ACH-000348,0.14366869120948486
ACH-000350,0.030725820205822464
ACH-000352,0.1879472889632328
ACH-000356,0.139435381395915
ACH-000361,0.2138773589206052
ACH-000362,0.15380515503795766
ACH-000363,0.1169121260037662
ACH-000364,0.3155113633689273
ACH-000365,0.1563632720747485
ACH-000366,0.2305234795077296
ACH-000368,0.2848668220634272
ACH-000374,0.2640393331610292
ACH-000375,0.006692766729766749
ACH-000376,0.21999434509154947
ACH-000381,0.07436352375009984
ACH-000383,0.1750046360006721
ACH-000387,0.1944792326464303
ACH-000389,0.13994586938823686
ACH-000390,0.2808707318788729
ACH-000393,0.11571393264999533
ACH-000395,0.1946869381375073
ACH-000396,0.2670683991829141
ACH-000397,0.278775216444339
ACH-000401,0.1992992052610753
ACH-000402,-0.025630064320752655
ACH-000403,0.1788621631278479
ACH-000404,0.13531568959424972
ACH-000406,0.21944413206954147
ACH-000407,0.21151084187585667
ACH-000408,0.19192335917005104
ACH-000410,0.1933793221757015
ACH-000411,0.14391517664587278
ACH-000414,0.2309102165523109
ACH-000415,0.17587487230547907
ACH-000416,0.1941496659437159
ACH-000420,0.15794798705220636
ACH-000421,0.11896383920535478
ACH-000424,0.12000983819243015
ACH-000425,0.1602647513885369
ACH-000426,0.2277150724082789
ACH-000427,0.21678936036120894
ACH-000433,0.12446063219503865
ACH-000435,0.47793289086543106
ACH-000436,0.2491222725462336
ACH-000444,0.17797913280781688
ACH-000445,0.14198485794712545
ACH-000448,0.12315285171528338
ACH-000450,0.03921203828898975
ACH-000452,0.17591286459654912
ACH-000454,0.1969554667781253
ACH-000458,0.18461355006479604
ACH-000459,0.08300342481843784
ACH-000460,0.18967654971739484
ACH-000461,0.14842079512929954
ACH-000463,0.16312039709686202
ACH-000464,0.14456725663022804
ACH-000466,0.17884525527496573
ACH-000467,0.11337009108718815
ACH-000468,0.2155430808782473
ACH-000469,0.1341506313574711
ACH-000470,0.1601515201356416
ACH-000471,0.1349544350928751
ACH-000472,0.19639422351686298
ACH-000473,0.14124340802266436
ACH-000475,0.23143364925542995
ACH-000476,0.04683933029204637
ACH-000477,0.2335605999616356
ACH-000479,0.4202992126163373
ACH-000480,0.1694746448439635
ACH-000481,0.18400109065140452
ACH-000483,0.27628308059541035
ACH-000484,0.1376393358109539
ACH-000485,0.10417682772533113
ACH-000486,0.2879859531724609
ACH-000487,0.16011008766154522
ACH-000488,0.10353232751435812
ACH-000490,0.175090413938665
ACH-000491,0.20095331684409493
ACH-000495,0.062419921839847035
ACH-000496,0.12535197792306285
ACH-000499,0.19142531842420746
ACH-000500,0.03553255048727246
ACH-000502,0.21333422190791504
ACH-000503,0.2241745323571386
ACH-000505,0.19074891211684336
ACH-000507,0.06443587593596557
ACH-000510,0.2149790072031792
ACH-000511,0.1005058786460686
ACH-000512,0.4170823045449862
ACH-000516,0.2888909089941113
ACH-000517,0.22026650432213926
