,BMP8B (656)
ACH-000004,0.17239866045418162
ACH-000005,-0.0884166891616084
ACH-000007,-0.18165433332715025
ACH-000009,-0.1122379948398864
ACH-000011,-0.12959799439596248
ACH-000012,0.03023414463439252
ACH-000013,-0.01777428858356875
ACH-000014,-0.08730409696055524
ACH-000015,-0.10476511857842506
ACH-000017,0.12333209472314367
ACH-000018,0.02709264483776424
ACH-000019,0.1993143882869038
ACH-000021,0.016411221888988116
ACH-000022,0.008748381010489106
ACH-000025,0.1361178644957823
ACH-000028,0.07625642166959745
ACH-000030,-0.09262858117305177
ACH-000035,-0.10816226867732733
ACH-000036,0.151603922142349
ACH-000037,0.0011293277200706967
ACH-000039,0.09306201082082168
ACH-000040,-0.0284177244798852
ACH-000041,0.1124376674459349
ACH-000042,0.04567451996256836
ACH-000045,0.03335531630394484
ACH-000047,0.0025961694629257057
ACH-000052,0.03715547291026152
ACH-000053,-0.08781348037160032
ACH-000054,0.07825741897271518
ACH-000055,-0.03205399710531056
ACH-000060,-0.17345157498141828
ACH-000067,-0.039798255087665935
ACH-000070,-0.14685827098746265
ACH-000075,0.1182535964627444
ACH-000078,0.024114945878764702
ACH-000082,0.08374452806303889
ACH-000085,-0.2312189706289528
ACH-000086,-0.050338937036439386
ACH-000087,0.0691631301388372
ACH-000092,-0.15049768226906798
ACH-000095,-0.108180840180209
ACH-000097,-0.03826398655126239
ACH-000098,0.03785766946620863
ACH-000099,-0.08372808922219198
ACH-000108,0.004550255355177699
ACH-000113,-0.0521439881294113
ACH-000116,-0.17593404504409646
ACH-000118,0.011771408705540744
ACH-000120,-0.10130705466751988
ACH-000123,-0.19474309409497534
ACH-000127,-0.07408739194939107
ACH-000128,0.07788726319041278
ACH-000132,-0.14423164499394606
ACH-000133,-0.004521669088628232
ACH-000137,-0.033126869929314406
ACH-000138,0.03884536034249127
ACH-000142,-0.008238599854359407
ACH-000143,0.0646107038028354
ACH-000146,-0.2848450470481603
ACH-000148,0.04940208139274406
ACH-000150,-0.34383145065146303
ACH-000152,0.031265118735415286
ACH-000153,0.2584808713427679
ACH-000159,0.10028100303491992
ACH-000160,0.03161940462558396
ACH-000163,0.02671278653918984
ACH-000167,-0.032373312614690036
ACH-000168,-0.011413302923728457
ACH-000169,-0.05600681433721055
ACH-000178,-0.09886406418688054
ACH-000183,-0.11390298419266387
ACH-000188,-0.12615304457032206
ACH-000189,-0.3402523363088476
ACH-000190,0.010334619902031198
ACH-000198,0.049687934521499
ACH-000203,0.07028307774890565
ACH-000204,-0.2104862660768013
ACH-000206,-0.09178610068564176
ACH-000207,0.02557694513427451
ACH-000208,0.1043207424739608
ACH-000210,0.17929522535844986
ACH-000211,0.05733114401913386
ACH-000215,-0.010739478157917287
ACH-000221,-0.0216777817243195
ACH-000222,-0.0406025302846873
ACH-000223,-0.055148068310741004
ACH-000226,0.0749825370885645
ACH-000227,-0.0698399918674276
ACH-000228,-0.17799843625834408
ACH-000231,0.021248713952992496
ACH-000232,0.04354260711137757
ACH-000233,0.07458141465059027
ACH-000234,-0.008375057036557396
ACH-000235,0.007397283018100068
ACH-000237,0.07076928037764832
ACH-000238,0.11267480401805477
ACH-000242,0.1641232391764899
ACH-000243,-0.004792335689733907
ACH-000244,0.047792401321155184
ACH-000246,-0.11317848091034192
ACH-000248,0.052962092781492685
ACH-000250,-0.042934088154763884
ACH-000251,-0.11243334742179127
ACH-000252,-0.08035469327352741
ACH-000253,0.012742944582049266
ACH-000255,-0.004888179507040075
ACH-000256,-0.02321933373264953
ACH-000257,0.2768884806356631
ACH-000258,-0.07891386643439198
ACH-000259,-0.010847228482129682
ACH-000260,-0.1807199919862222
ACH-000261,0.07516997290143873
ACH-000262,-0.09162965483926512
ACH-000263,-0.06318657137931051
ACH-000264,-0.011246511736626249
ACH-000265,0.07703790298264618
ACH-000266,0.057953385917745785
ACH-000272,-0.14505381060268382
ACH-000274,-0.01981184899792044
ACH-000277,-0.023018758712743125
ACH-000278,-0.03573945546588362
ACH-000279,0.008845123936235032
ACH-000280,0.04781703189393615
ACH-000281,0.04540121828520555
ACH-000288,-0.030438417434008113
ACH-000291,-0.015817046243683842
ACH-000293,-0.16810798540489194
ACH-000294,-0.004717932544683143
ACH-000295,-0.04958491502370434
ACH-000296,0.05745994221758927
ACH-000302,-0.17746428872025144
ACH-000304,-0.3155817301083093
ACH-000307,0.03449031387879446
ACH-000308,0.0961441181708323
ACH-000310,-0.06867571029849193
ACH-000311,0.02154962065577572
ACH-000312,0.0865770390170252
ACH-000315,0.17570223165058155
ACH-000316,0.04391367302371142
ACH-000317,-0.04963662987919752
ACH-000318,-0.09917568677011393
ACH-000319,0.06851967723507314
ACH-000320,0.08415117784292292
ACH-000322,-0.03239373151871345
ACH-000323,-0.18226096678156292
ACH-000324,0.015812605328767576
ACH-000329,0.10421425552776424
ACH-000330,-0.2080993587461468
ACH-000331,-0.13508356510924516
