,ASH2L (9070)
ACH-000769,-0.10590788172454066
ACH-000770,-0.33964570626136675
ACH-000771,-0.5210219440021732
ACH-000773,-0.2797925438456707
ACH-000776,-0.1292947998930692
ACH-000777,-0.26165049826708026
ACH-000778,-0.16025175344765122
ACH-000781,-0.2434724673637184
ACH-000782,-0.20766393961027
ACH-000783,-0.15279147230510914
ACH-000784,-0.3509429957514976
ACH-000785,-0.4046696112625557
ACH-000787,-0.33679927537914794
ACH-000788,-0.28576090769917223
ACH-000791,-0.1904531687335281
ACH-000792,-0.4379266400415465
ACH-000794,-0.4820419396189106
ACH-000796,-0.24521454747482466
ACH-000798,-0.2997474827464134
ACH-000799,-0.3962312188868484
ACH-000800,-0.24750384360484945
ACH-000802,-0.3136887547158463
ACH-000804,-0.2023170393193965
ACH-000805,-0.26547804715764634
ACH-000809,-0.16728835695352998
ACH-000810,-0.5212073457363321
ACH-000811,-0.2417284716148632
ACH-000817,-0.4763350831155478
ACH-000819,-0.359924465522236
ACH-000820,-0.3505728901035398
ACH-000821,-0.20119306722573
ACH-000822,-0.2760644681237853
ACH-000823,-0.24954731919640774
ACH-000824,-0.13409672677817802
ACH-000827,-0.31012745057015983
ACH-000829,-0.17823871779303502
ACH-000831,-0.2096000911624235
ACH-000832,-0.5789561667003315
ACH-000833,-0.4788876489737684
ACH-000834,-0.18486036671214912
ACH-000835,-0.40903196721430135
ACH-000836,-0.1998575116252872
ACH-000837,-0.36627432761295103
ACH-000838,-0.2865919764729165
ACH-000839,-0.461081819457411
ACH-000840,-0.41226988130541736
ACH-000841,-0.20139608834815093
ACH-000843,-0.2006337940557613
ACH-000846,-0.5710558939550798
ACH-000847,-0.3922683727208528
ACH-000848,-0.4707691168401162
ACH-000849,-0.3222670612471785
ACH-000851,-0.5165661475483843
ACH-000855,-0.3822949193346567
ACH-000856,-0.2917001904419164
ACH-000858,-0.3016449118731851
ACH-000859,-0.2546823183988428
ACH-000861,-0.11606938179997787
ACH-000862,-0.10977956428005442
ACH-000865,-0.2347566324225372
ACH-000866,-0.4580874808057966
ACH-000867,-0.4714564300714736
ACH-000869,-0.3116197214991316
ACH-000872,-0.5603199795948407
ACH-000873,-0.2450894967726301
ACH-000876,-0.1050088497100754
ACH-000878,-0.26265907546148803
ACH-000880,-0.4537437475801491
ACH-000881,-0.18830314449344926
ACH-000882,-0.31938208941005264
ACH-000884,-0.23493315516853086
ACH-000885,-0.2928363179573581
ACH-000887,-0.3290992336644267
ACH-000889,-0.4258881882969398
ACH-000896,-0.2960477106806311
ACH-000898,-0.32925403404707193
ACH-000900,-0.5089333987065001
ACH-000901,-0.11177385739346908
ACH-000905,-0.3067582000034293
ACH-000906,-0.2387892896763737
ACH-000907,-0.21703355804518293
ACH-000910,-0.14018606074226542
ACH-000911,-0.3616836036830984
ACH-000912,-0.5896683152382921
ACH-000913,-0.1839079230718022
ACH-000915,-0.2869783722896702
ACH-000916,-0.43036884112438895
ACH-000917,-0.5431856186286476
ACH-000920,-0.4169332111925661
ACH-000921,-0.441579230765544
ACH-000924,-0.4716352578146037
ACH-000926,-0.16307809695299988
ACH-000928,-0.33845866588609097
ACH-000929,-0.4495352380636747
ACH-000932,-0.3472641904025381
ACH-000935,-0.17238219993181722
ACH-000936,-0.2965108665216165
ACH-000937,-0.14447509299785616
ACH-000938,-0.20670523202454105
ACH-000939,-0.08165670810488243
ACH-000941,-0.2096390279820889
ACH-000943,-0.3888291416215513
ACH-000946,-0.2714364282311864
ACH-000947,-0.2942266992350446
ACH-000948,-0.3697422910433511
ACH-000950,-0.2676693217808627
ACH-000953,-0.14485143024858246
ACH-000954,-0.4113345154378957
ACH-000957,-0.4708007709505443
ACH-000958,-0.3923657532521085
ACH-000960,-0.3677855947849105
ACH-000963,-0.21553904804777455
ACH-000968,-0.3539729920082318
ACH-000969,-0.4048163670333712
ACH-000972,-0.6031318186031144
ACH-000973,-0.3426275953731698
ACH-000974,-0.37652287974934495
ACH-000978,-0.08397205727169131
ACH-000984,-0.3267526462733326
ACH-000986,-0.3790831347029943
ACH-000988,-0.3217554713100044
ACH-000993,-0.16616406747226556
ACH-000994,-0.24750971314815295
ACH-000996,-0.5979554925871555
ACH-001001,-0.3077881196208844
ACH-001020,-0.01943483800334211
ACH-001028,-0.1123104202543754
ACH-001031,-0.35903158649916384
ACH-001038,-0.2816582472344566
ACH-001048,-0.22913018429777796
ACH-001050,-0.17621785564553213
ACH-001053,-0.4522305495189123
ACH-001054,-0.4034644504431919
ACH-001061,-0.4202834843614156
ACH-001067,-0.2903046948248753
ACH-001075,-0.3512847913619508
ACH-001096,-0.3962017589319326
ACH-001111,-0.09122100286524977
ACH-001119,-0.24839628057688
ACH-001128,0.3488301855529125
ACH-001134,-0.24587916914456096
ACH-001151,-0.6206381118220619
ACH-001163,-0.2586148330637819
ACH-001164,-0.3218471002123364
ACH-001183,-0.5174711955877792
ACH-001192,-0.4778830728807304
ACH-001193,-0.5066266735293177
ACH-001196,-0.2930285934676181
ACH-001197,-0.3132012129130339
ACH-001205,-0.5089357809934125
ACH-001211,-0.2123955981117936
ACH-001212,-0.4396115439022973
ACH-001228,-0.18578772455570566
ACH-001232,-0.29346274775242764
ACH-001239,-0.2344584683845802
ACH-001270,-0.3691804134107072
ACH-001274,-0.14618354414962156
ACH-001275,-0.1500057148958155
ACH-001277,-0.4354624308541902
ACH-001278,-0.2582829692665916
ACH-001280,-0.32154320000703385
ACH-001283,-0.4069087857056439
ACH-001289,-0.2087129399927177
ACH-001300,-0.3611909870751811
ACH-001301,-0.3134307555906309
ACH-001302,-0.26728192957693386
ACH-001306,-0.4135868213082058
ACH-001318,-0.3291167900306623
ACH-001322,-0.3265287861260363
ACH-001328,-0.26168300770596303
ACH-001332,-0.3260619320348793
ACH-001336,-0.2907783314769486
ACH-001346,-0.4889174919138671
ACH-001353,-0.2103580498497981
ACH-001354,-0.3240725889271862
ACH-001367,-0.4300040026462152
ACH-001368,-0.34408878270250176
ACH-001374,-0.37759334025731256
ACH-001377,-0.4149931517293563
ACH-001380,-0.5632116806547562
ACH-001391,-0.3231446772775293
ACH-001408,-0.2766460452088206
ACH-001430,-0.09689983774273413
ACH-001431,-0.3123300385543009
ACH-001450,-0.5455312315002222
ACH-001496,-0.33321292861205937
ACH-001500,-0.13997933991458353
ACH-001523,-0.4827914630960661
ACH-001532,-0.2776186267885186
ACH-001550,-0.0692376081922873
ACH-001552,-0.3212915008550736
ACH-001554,-0.17630711954976566
ACH-001654,-0.3653651940797024
ACH-001735,-0.20265266992565736
ACH-001736,-0.32957956708766195
ACH-001737,-0.3692533102473046
ACH-001740,-0.14308886647541813
ACH-001745,-0.18488134991265825
ACH-001765,-0.3802891469557122
