,ASH2L (9070)
ACH-000004,-0.3077056835645151
ACH-000005,-0.395230119370424
ACH-000007,-0.24856009285749506
ACH-000009,-0.4240472494678147
ACH-000011,-0.5277083779007895
ACH-000012,-0.4314127961697212
ACH-000013,-0.42944240378080606
ACH-000014,-0.3389425010143353
ACH-000015,-0.2246652179432423
ACH-000017,-0.3486348233596436
ACH-000018,-0.2165973246094073
ACH-000019,-0.35172486528246744
ACH-000021,-0.10961580805730076
ACH-000022,-0.15004426184982894
ACH-000025,-0.7846643966324064
ACH-000028,-0.4381801431107061
ACH-000030,-0.3964473242993233
ACH-000035,-0.6269167298102671
ACH-000036,-0.2543041115648043
ACH-000037,-0.3718466475661245
ACH-000039,-0.14611633400974025
ACH-000040,-0.1985024785860198
ACH-000041,-0.3071901188276351
ACH-000042,-0.5037292511247977
ACH-000045,-0.14466869659046178
ACH-000047,-0.4261291069965276
ACH-000052,-0.5524648772993407
ACH-000053,-0.1587676023979586
ACH-000054,-0.31772421225310177
ACH-000055,-0.25112461414298154
ACH-000060,-0.7779104611832733
ACH-000067,-0.12563069895361273
ACH-000070,-0.2983232710150661
ACH-000075,-0.05223061784665646
ACH-000078,-0.10525651777060067
ACH-000082,-0.2055535194471925
ACH-000085,-0.3752358165607799
ACH-000086,-0.4555909418516635
ACH-000087,-0.37088539082921096
ACH-000092,-0.3285718365866618
ACH-000095,-0.17358733736833054
ACH-000097,-0.20452957852002826
ACH-000098,-0.3053830476456642
ACH-000099,-0.3697402638566242
ACH-000108,-0.21720410435697204
ACH-000113,-0.16862928531890525
ACH-000116,-0.5196683695716775
ACH-000118,-0.4568030716751291
ACH-000120,-0.4178085345284643
ACH-000123,-0.35742368290738336
ACH-000127,-0.3638006446957692
ACH-000128,-0.35463262339636303
ACH-000132,-0.4359649213414975
ACH-000133,-0.02201034973100176
ACH-000137,-0.35223152143007513
ACH-000138,-0.1372265237288595
ACH-000142,-0.3472306189340392
ACH-000143,-0.13373402492359418
ACH-000146,-0.1285372402729751
ACH-000148,-0.2694309775015236
ACH-000150,-0.3178738738781844
ACH-000152,-0.16409378040933734
ACH-000153,-0.21278047776630166
ACH-000159,-0.4204346028874871
ACH-000160,-0.009560154309793529
ACH-000163,-0.11212747171837516
ACH-000167,0.5065322942318483
ACH-000168,-0.1308525473581026
ACH-000169,-0.2814936517118768
ACH-000178,-0.3349309121514067
ACH-000183,-0.14081960739898114
ACH-000188,-0.17904066627549814
ACH-000189,-0.132206201682035
ACH-000190,-0.03219043621489565
ACH-000198,-0.12113232948376465
ACH-000203,-0.37821600436922903
ACH-000204,-0.08497367528513305
ACH-000206,-0.14347021403291238
ACH-000207,-0.274160787080252
ACH-000208,-0.5763187954118335
ACH-000210,-0.3383319602240051
ACH-000211,-0.2005859673359909
ACH-000215,-0.11048258423694222
ACH-000221,-0.5403861808827097
ACH-000222,-0.16447081304077024
ACH-000223,-0.23617725655233265
ACH-000226,-0.3423965786815125
ACH-000227,-0.2454589819262039
ACH-000228,-0.24827442911408976
ACH-000231,-0.19629804207271334
ACH-000232,-0.3085708348202499
ACH-000233,-0.184046624552751
ACH-000234,-0.2929455654424857
ACH-000235,-0.22514344889343196
ACH-000237,-0.21084528387760396
ACH-000238,-0.15230585084815348
ACH-000242,-0.35449102882805994
ACH-000243,0.04003966981141751
ACH-000244,-0.195831367558082
ACH-000246,-0.1709961262096297
ACH-000248,-0.4246968290282462
ACH-000250,-0.1820236275251467
ACH-000251,-0.5361410565038349
ACH-000252,-0.24617609820037145
ACH-000253,-0.371012577057007
ACH-000255,-0.18027428836224485
ACH-000256,-0.5689092631155179
ACH-000257,-0.4977941881283919
ACH-000258,-0.3325434796256785
ACH-000259,-0.3265659095112237
ACH-000260,-0.3959168272636431
ACH-000261,-0.5731884323318032
ACH-000262,-0.4415208199958761
ACH-000263,0.06467270290774478
ACH-000264,-0.4380183373593231
ACH-000265,-0.5950437889038973
ACH-000266,-0.12092230916079427
ACH-000272,-0.3104177526673643
ACH-000274,-0.23465965505773415
ACH-000277,-0.10802238286918964
ACH-000278,-0.4651019198422878
ACH-000279,-0.3267496653356466
ACH-000280,-0.33852514663684496
ACH-000281,-0.3361967018545361
ACH-000288,-0.0005212037327487212
ACH-000291,-0.3869507373078159
ACH-000293,-0.31991066428988274
ACH-000294,-0.2903004588923508
ACH-000295,-0.2659232195268294
ACH-000296,-0.5698291491405165
ACH-000302,-0.25596149486515524
ACH-000304,-0.19051852797272215
ACH-000307,-0.4485966075825126
ACH-000308,-0.30386349030273746
ACH-000310,-0.3271103738185273
ACH-000311,-0.21710790282267256
ACH-000312,-0.2728344391542306
ACH-000315,-0.4426868114836406
ACH-000316,-0.3129902464412979
ACH-000317,-0.20932676337510836
ACH-000318,-0.26396683424900835
ACH-000319,-0.3335597822075104
ACH-000320,-0.2123957346199304
ACH-000322,-0.24676808115395565
ACH-000323,-0.2819950018982436
ACH-000324,-0.23357463535922346
ACH-000329,-0.2611308304348317
ACH-000330,-0.5089547289145684
ACH-000331,-0.5297589555308725
ACH-000332,-0.3935538314560035
ACH-000334,-0.07735220254731172
ACH-000335,-0.35707143668254754
ACH-000336,0.017446167739946734
ACH-000337,-0.4208834152988919
ACH-000338,-0.4991316408483404
ACH-000339,-0.2804073651646469
ACH-000341,-0.4504612118183282
ACH-000348,-0.29037355684504124
ACH-000350,-0.21628405614116936
ACH-000352,-0.2774650764813204
ACH-000356,-0.4869241674963336
ACH-000361,-0.2866698483181459
ACH-000362,0.06469726311303127
ACH-000363,-0.44474440980242025
ACH-000364,-0.2280861613577667
ACH-000365,-0.07565189579368017
ACH-000366,-0.3157683227321293
ACH-000368,-0.2494908095346656
ACH-000374,-0.3403420783087756
ACH-000375,-0.22256793771036107
ACH-000376,-0.1185332327147765
ACH-000381,-0.2473415530620806
ACH-000383,-0.2068465370543265
ACH-000387,-0.425189971855968
ACH-000389,-0.3547757466755657
ACH-000390,-0.5601785618572278
ACH-000393,-0.4256227482356437
ACH-000395,0.03058876072589812
ACH-000396,-0.20324653329751471
ACH-000397,-0.21842521477236
ACH-000401,-0.287256569571584
ACH-000402,-0.4390376995104277
ACH-000403,-0.384698787835989
ACH-000404,-0.4464584540004412
ACH-000406,-0.11803793208775495
ACH-000407,-0.4372676201532996
ACH-000408,-0.319477137362007
ACH-000410,-0.6800966660583152
ACH-000411,-0.2877591467683531
ACH-000414,-0.2698025482309818
ACH-000415,-0.2656095576019131
ACH-000416,-0.5209582112326081
ACH-000420,-0.2544604681551986
ACH-000421,-0.3574089681145464
ACH-000424,-0.17554108522230966
ACH-000425,-0.2203320918994396
ACH-000426,-0.2778146672714655
ACH-000427,-0.5658366262220849
ACH-000433,-0.2837108083869645
ACH-000435,-0.5577590098599223
ACH-000436,-0.1363985137636193
ACH-000444,-0.23604319636459595
ACH-000445,-0.6492118091428579
ACH-000448,-0.4395921781613541
ACH-000450,-0.2853600423171043
ACH-000452,-0.3839711281475381
ACH-000454,-0.10968567412338943
ACH-000458,-0.17263617250487232
ACH-000459,-0.00440747279159114
ACH-000460,-0.3637393776263984
ACH-000461,-0.0046229145766464655
ACH-000463,-0.2755145937351048
ACH-000464,-0.32270060645233484
ACH-000466,-0.17587079951836934
ACH-000467,-0.6818151609550277
ACH-000468,-0.2039164458996989
ACH-000469,-0.2253826775034348
ACH-000470,-0.4453417538762124
ACH-000471,-0.4773032983513645
ACH-000472,-0.2711784459039642
ACH-000473,-0.4918070132787068
ACH-000475,-0.4690196235266591
ACH-000476,-0.2998237089771193
ACH-000477,-0.2094935513912355
ACH-000479,-0.13931182673350193
ACH-000480,-0.25552123587986303
ACH-000481,-0.40586281745702457
ACH-000483,-0.5436309770030302
ACH-000484,-0.3872245400925565
ACH-000485,-0.2864888246437309
ACH-000486,-0.4609400410153207
ACH-000487,-0.22496378686567184
ACH-000488,-0.2403001908454773
ACH-000490,-0.3633982855276821
ACH-000491,-0.5643897628247772
ACH-000495,-0.4939323257486677
ACH-000496,-0.4904830617700178
ACH-000499,-0.6202445029660179
ACH-000500,-0.7411218493907472
ACH-000502,-0.17679527674939632
ACH-000503,-0.5046128670396208
ACH-000505,-0.3780440266660331
ACH-000507,-0.5501872828208281
ACH-000510,-0.19368033883140076
ACH-000511,-0.3009069739140028
ACH-000512,-0.060298494433025235
ACH-000516,-0.203136639365992
ACH-000517,-0.3533881246926787
ACH-000518,-0.3902014777961777
ACH-000520,-0.1710700429392708
ACH-000521,-0.3902064851423398
ACH-000522,-0.3603306170021943
ACH-000524,-0.5010069561814987
ACH-000527,-0.4560161791098506
ACH-000528,-0.38154204601605135
ACH-000537,-0.3897778041417128
ACH-000541,-0.4934469382680266
ACH-000542,-0.23142272402656386
ACH-000544,-0.4619777185237681
ACH-000545,-0.3199797913174506
ACH-000547,-0.4987637814426569
ACH-000548,-0.2579591347631123
ACH-000549,-0.2526731421728304
ACH-000550,-0.050685199669506735
ACH-000552,-0.6355511607930191
ACH-000556,-0.4875796356437804
ACH-000557,-0.2443910233514705
ACH-000569,-0.4146475135240269
ACH-000570,-0.3358823983836253
ACH-000571,-0.2639673677548843
ACH-000573,-0.31111512510676803
ACH-000576,-0.4305982478389866
ACH-000579,-0.21037364504810285
ACH-000580,-0.4798064313215467
ACH-000584,-0.26572191366520065
ACH-000585,-0.149108746083294
ACH-000588,-0.010031197492401316
ACH-000589,-0.19303091575351533
ACH-000591,-0.09516222044762283
ACH-000593,-0.12525466106483485
ACH-000600,-0.15219056793189772
ACH-000601,-0.4405033714008649
ACH-000605,-0.2529814674491286
ACH-000606,-0.3585146120939634
ACH-000608,-0.18009521002910245
ACH-000614,-0.11861589782108815
ACH-000616,-0.316994585180894
ACH-000618,-0.3144641608814708
ACH-000619,-0.2421260934954577
ACH-000620,-0.1998012878232452
ACH-000621,-0.4514236821134318
ACH-000622,-0.38536824748402504
ACH-000623,-0.14038002993337165
ACH-000624,-0.4590842014388187
ACH-000627,-0.27806974449770056
ACH-000630,-0.5407942250265741
ACH-000631,-0.3586702342393598
ACH-000632,-0.2795173933056739
ACH-000633,-0.3244943960260967
ACH-000637,-0.2878223826314804
ACH-000638,-0.5293537419870769
ACH-000646,-0.3481365843652488
ACH-000647,-0.2882008268024967
ACH-000648,-0.4456426821587063
ACH-000649,-0.5586190147206941
ACH-000651,-0.39379682339219535
ACH-000652,-0.3394981558678041
ACH-000653,-0.1073178656346114
ACH-000657,-0.3863789247014303
ACH-000658,-0.2508137948797053
ACH-000661,-0.3062354738405221
ACH-000662,-0.33775175246562555
ACH-000663,-0.208060810551026
ACH-000665,-0.4599708043344028
ACH-000671,-0.26788308405525324
ACH-000672,-0.2756320828137662
ACH-000673,-0.12890632339721533
ACH-000676,-0.27265635099974184
ACH-000677,-0.20767276842836235
ACH-000681,-0.4163341188608801
ACH-000683,-0.26778642291779
ACH-000684,-0.4845477194742798
ACH-000688,-0.1602443193940928
ACH-000693,-0.3563720977127238
ACH-000694,-0.2257749253206335
ACH-000695,-0.18619591591610973
ACH-000696,-0.3165850352878485
ACH-000697,-0.18447010474838516
ACH-000699,-0.39747403942626297
ACH-000701,-0.318516595512243
ACH-000706,-0.3868344100988504
ACH-000711,0.009145411641067098
ACH-000713,-0.27377588769136896
ACH-000714,-0.339936265205091
ACH-000718,-0.2462722516760153
ACH-000720,-0.12346444629824865
ACH-000721,-0.2576430904229447
ACH-000724,-0.21839189631396672
ACH-000725,-0.4446523706487019
ACH-000732,-0.20445467166820167
ACH-000734,-0.2159537994136486
ACH-000735,-0.2448369171687679
ACH-000736,-0.4265190646759115
ACH-000738,-0.3879779908589918
ACH-000746,-0.2830045243742292
ACH-000747,-0.36878298728049735
ACH-000748,-0.4571959820194034
ACH-000753,-0.5212877035930004
ACH-000756,-0.011156759093650184
ACH-000757,-0.28525876464814576
ACH-000758,-0.2676487500139232
ACH-000760,-0.2592025434715523
ACH-000762,-0.26650435958736085
ACH-000763,-0.2197421461565111
ACH-000764,-0.156640811802325
ACH-000765,-0.25934097043785426
ACH-000766,-0.1600669645147547
ACH-000767,-0.07787629738232707
ACH-000768,-0.3146227097789485
