,CSDC2 (27254)
ACH-000004,-0.2595520231728193
ACH-000005,-0.4303226129659111
ACH-000007,-0.23894472327304175
ACH-000009,-0.2527869593385857
ACH-000011,-0.2560309141452029
ACH-000012,-0.3490721053223053
ACH-000013,-0.2541706234199455
ACH-000014,-0.2102082589569816
ACH-000015,-0.2418694350873885
ACH-000017,-0.2642011170242226
ACH-000018,-0.2807009625275653
ACH-000019,-0.2705088979114745
ACH-000021,-0.24929919385970464
ACH-000022,-0.2151666701784767
ACH-000025,-0.3108924130329739
ACH-000028,-0.2632198814181861
ACH-000030,-0.3402230405876874
ACH-000035,-0.1597025704726018
ACH-000036,-0.3102061606907017
ACH-000037,-0.1592030381514991
ACH-000039,-0.10731352568955138
ACH-000040,-0.09744315688175964
ACH-000041,-0.20598751241375773
ACH-000042,-0.2628015904573435
ACH-000045,-0.20715122365774907
ACH-000047,-0.14154765147331538
ACH-000052,-0.4717579313716815
ACH-000053,-0.2019106470616264
ACH-000054,-0.17493195976004067
ACH-000055,-0.2384776054155256
ACH-000060,-0.3764571781421656
ACH-000067,-0.30316415968794075
ACH-000070,-0.013069086679130057
ACH-000075,-0.1941017475551433
ACH-000078,-0.2354825851288637
ACH-000082,-0.0944123703464241
ACH-000085,-0.05977056294855069
ACH-000086,-0.11646774850282232
ACH-000087,-0.22101432244749886
ACH-000092,-0.2508150454512024
ACH-000095,-0.3524103191379102
ACH-000097,-0.3101757242855451
ACH-000098,-0.3131714232220064
ACH-000099,-0.17902533588642633
ACH-000108,-0.2911041413909648
ACH-000113,-0.24688562687785945
ACH-000116,-0.17634892239027575
ACH-000118,-0.16813120471196966
ACH-000120,-0.25624654119177115
ACH-000123,-0.21006500909042106
ACH-000127,-0.19241756668779514
ACH-000128,-0.23107668305882503
ACH-000132,-0.2564830368051005
ACH-000133,-0.19729534744176624
ACH-000137,-0.24884117996673336
ACH-000138,-0.18285136825259146
ACH-000142,-0.2206487651997721
ACH-000143,-0.09780102431293512
ACH-000146,-0.17126574215692508
ACH-000148,-0.18842044839269112
ACH-000150,-0.11331854304959925
ACH-000152,-0.18311223726479495
ACH-000153,-0.28056869507580673
ACH-000159,-0.116990327106028
ACH-000160,-0.19368664417395584
ACH-000163,-0.2500452118157613
ACH-000167,-0.054434237514104734
ACH-000168,-0.0918671830005442
ACH-000169,-0.29382892557678003
ACH-000178,-0.1025972763208734
ACH-000183,-0.33937576827530913
ACH-000188,-0.2741373234251707
ACH-000189,-0.3402859203802321
ACH-000190,-0.12389220096130678
ACH-000198,-0.3493506453861214
ACH-000203,-0.5894198428541612
ACH-000204,-0.25368314929146585
ACH-000206,0.058120495198772826
ACH-000207,-0.2899131202860852
ACH-000208,0.09193861161489192
ACH-000210,-0.2506655145114393
ACH-000211,-0.3024178044625576
ACH-000215,-0.19488687210366396
ACH-000221,-0.253759266863906
ACH-000222,-0.2111815784660923
ACH-000223,-0.2813133454228352
ACH-000226,-0.11064294194069037
ACH-000227,-0.3374807965338279
ACH-000228,-0.22585677846715865
ACH-000231,-0.27194939816305874
ACH-000232,-0.3205633926676861
ACH-000233,-0.23649184245691576
ACH-000234,-0.1931652025144579
ACH-000235,-0.30076265003348496
ACH-000237,-0.1649088372114285
ACH-000238,-0.13490292337590212
ACH-000242,-0.13210154782615596
ACH-000243,-0.20669960113389693
ACH-000244,-0.07443435816450679
ACH-000246,-0.1859746140987854
ACH-000248,-0.13684422817473885
ACH-000250,-0.13807957090511822
ACH-000251,-0.13735448416604304
ACH-000252,-0.13745798340347595
ACH-000253,-0.1104962498603721
ACH-000255,-0.20214483804164532
ACH-000256,-0.18387006581936935
ACH-000257,-0.051229057495668716
ACH-000258,-0.15908293417629973
ACH-000259,-0.20059033779105664
ACH-000260,-0.09522755558438796
ACH-000261,-0.24057942063693466
ACH-000262,-0.09816178904686744
ACH-000263,-0.09061170559122987
ACH-000264,-0.24173834363804106
ACH-000265,-0.16543924352918554
ACH-000266,-0.1656974701024042
ACH-000272,-0.27261174774203445
ACH-000274,-0.232321481346288
ACH-000277,-0.1635997723350143
ACH-000278,-0.2395052892187091
ACH-000279,-0.1994034284588802
ACH-000280,-0.1981178171418236
ACH-000281,-0.1779822349778153
ACH-000288,-0.22271493260080147
ACH-000291,-0.09429268449690567
ACH-000293,-0.21968703284555535
ACH-000294,-0.19068014157117924
ACH-000295,-0.02593543664576237
ACH-000296,-0.4508343683628363
ACH-000302,-0.22684378116815515
ACH-000304,-0.19760943031468056
ACH-000307,-0.19388214119825856
ACH-000308,-0.20259940226037748
ACH-000310,-0.2098420301747281
ACH-000311,-0.10041694746161632
ACH-000312,-0.22376453712248776
ACH-000315,-0.06483485156174182
ACH-000316,-0.10119062133492447
ACH-000317,-0.06784446803488778
ACH-000318,-0.3834215776710128
ACH-000319,-0.12746841631678693
ACH-000320,-0.3392531056101733
ACH-000322,-0.0529207709981398
ACH-000323,-0.3120880079841785
ACH-000324,-0.2575831774370332
ACH-000329,-0.17798227731072822
ACH-000330,-0.2162088668928047
ACH-000331,-0.005285376099685017
ACH-000332,-0.21123487065372293
ACH-000334,-0.42321453844570256
ACH-000335,-0.3901250794627679
ACH-000336,-0.1118733464946512
ACH-000337,-0.25468816440730296
ACH-000338,-0.02860833817854768
ACH-000339,-0.12636347442177415
ACH-000341,-0.1678421345481352
ACH-000348,-0.14335924394960456
ACH-000350,-0.2493674971968405
ACH-000352,-0.2766816155283555
ACH-000356,-0.297950136429904
ACH-000361,-0.27759317127387045
ACH-000362,-0.22467437904622173
ACH-000363,-0.2288567109911301
ACH-000364,-0.26925050261742395
ACH-000365,-0.33284633475622044
ACH-000366,-0.2183787866757232
ACH-000368,-0.37137241589532816
ACH-000374,-0.1685803212979285
ACH-000375,-0.18161258903268504
ACH-000376,-0.16952875365217046
ACH-000381,-0.14864980559301458
ACH-000383,-0.2458146606299912
ACH-000387,-0.2821969362212517
ACH-000389,-0.2710965300510386
ACH-000390,-0.2929730939642894
ACH-000393,-0.2384659120919799
ACH-000395,-0.201290371107374
ACH-000396,-0.06974878680537824
ACH-000397,-0.3279185880565939
ACH-000401,-0.3949825046814674
ACH-000402,-0.2804847749416588
ACH-000403,-0.23122022510242216
ACH-000404,-0.12843600636899696
ACH-000406,-0.17500487266223416
