,LUC7L (55692)
ACH-000004,0.09218844295025276
ACH-000005,0.2003530203099048
ACH-000007,0.09701945741780092
ACH-000009,0.10425026073883643
ACH-000011,-0.005285745284625079
ACH-000012,0.09478909863454668
ACH-000013,-0.015564856425412813
ACH-000014,0.12183352987467305
ACH-000015,0.0015083377662457695
ACH-000017,0.07512298246962579
ACH-000018,-0.029491481106595486
ACH-000019,0.0018173628023134191
ACH-000021,0.06509665881981756
ACH-000022,0.06002891081996984
ACH-000025,0.03425449005768942
ACH-000028,0.0016583756417190311
ACH-000030,0.02271562655130294
ACH-000035,0.09750393074774387
ACH-000036,0.07114382365899795
ACH-000037,-0.17921193608887406
ACH-000039,-0.04004722043877302
ACH-000040,-0.01830913430046929
ACH-000041,0.023495244040069828
ACH-000042,-0.03078925086588957
ACH-000045,-0.0008941273658133242
ACH-000047,-0.04753172058566646
ACH-000052,-0.08634452955888207
ACH-000053,0.0428359558797985
ACH-000054,0.09850370136644956
ACH-000055,0.1503107713945517
ACH-000060,0.04275816220705902
ACH-000067,-0.02376158693555917
ACH-000070,0.19923649439326013
ACH-000075,0.06637051554546564
ACH-000078,-0.02043840971796543
ACH-000082,-0.0268130981920648
ACH-000085,-0.12934340611687015
ACH-000086,0.14219567629177604
ACH-000087,-0.011862767120676531
ACH-000092,-0.01356602931409093
ACH-000095,0.012682399484241208
ACH-000097,0.05072811387186558
ACH-000098,0.08609225947079492
ACH-000099,-0.1367196062860763
ACH-000108,0.12085718272804573
ACH-000113,0.1545344025917318
ACH-000116,0.038498921749081184
ACH-000118,-0.11490268461769153
ACH-000120,-0.08731190122025194
ACH-000123,0.051582245025178684
ACH-000127,0.10485170502439696
ACH-000128,0.1243835928494692
ACH-000132,-0.11617035767536135
ACH-000133,-0.02878037327780793
ACH-000137,0.07246708735544588
ACH-000138,0.08401689279865943
ACH-000142,-0.03687999055756165
ACH-000143,-0.0058619386095772824
ACH-000146,0.061391022849890335
ACH-000148,-0.06047203291675346
ACH-000150,0.14306469911397005
ACH-000152,0.01716878437173362
ACH-000153,0.21520112376756773
ACH-000159,0.07805804760857799
ACH-000160,0.06494131187831602
ACH-000163,-0.03787433721458744
ACH-000167,0.21378074791193688
ACH-000168,0.04801058826633702
ACH-000169,-0.1399568687362486
ACH-000178,-0.03525143011647813
ACH-000183,0.062472006453820374
ACH-000188,-0.13260421909088266
ACH-000189,0.061485709429501816
ACH-000190,0.05649393866006532
ACH-000198,0.1714558167561955
ACH-000203,0.3434564784518349
ACH-000204,0.09643090098552784
ACH-000206,0.12463241017367635
ACH-000207,0.004939728714532254
ACH-000208,0.008634123369529987
ACH-000210,0.06003967329180936
ACH-000211,0.02932194540540028
ACH-000215,0.04546006095419258
ACH-000221,0.04548753652933578
ACH-000222,0.054101251973206525
ACH-000223,0.06113820077299952
ACH-000226,0.04959217338714754
ACH-000227,-0.0883103652230315
ACH-000228,-0.03429000800276487
ACH-000231,0.01094794795585908
ACH-000232,0.08076923873922204
