,HUS1B (135458)
ACH-000004,0.13550429482742146
ACH-000005,0.1839252915436988
ACH-000007,0.2475477507674991
ACH-000009,0.05719744247638794
ACH-000011,0.2181238741442549
ACH-000012,0.1631367001165353
ACH-000013,0.2471517074942881
ACH-000014,0.1192951163976525
ACH-000015,0.16950884680192208
ACH-000017,0.03692761866624188
ACH-000018,0.14615944069386466
ACH-000019,0.1325229293708062
ACH-000021,0.09278650082700343
ACH-000022,0.1070848425904132
ACH-000025,0.1885191274324502
ACH-000028,0.20042705487481632
ACH-000030,0.1415352057196511
ACH-000035,0.22375086361478705
ACH-000036,0.3280850039628787
ACH-000037,0.01845290194182816
ACH-000039,0.21430845077537256
ACH-000040,0.17499213380581444
ACH-000041,0.10616085414285344
ACH-000042,0.1079749027468244
ACH-000045,0.22972778498394544
ACH-000047,0.07378507276022739
ACH-000052,0.14004771549277886
ACH-000053,0.06682465182717524
ACH-000054,0.13744510908109758
ACH-000055,-0.022895862394981682
ACH-000060,0.10492150091445962
ACH-000067,0.21873522658611105
ACH-000070,0.20000196898222464
ACH-000075,0.1560971199960192
ACH-000078,0.04757809978198097
ACH-000082,0.1070724002530148
ACH-000085,0.08034834097081743
ACH-000086,0.236984380699631
ACH-000087,0.2213584810541311
ACH-000092,0.12873047145941302
ACH-000095,0.12436827970188892
ACH-000097,0.07379919836099877
ACH-000098,0.05331544782608758
ACH-000099,0.11926733168536954
ACH-000108,0.07608847515953793
ACH-000113,0.02243916431486196
ACH-000116,0.13111238896166955
ACH-000118,0.10666196925738564
ACH-000120,0.04387227042465936
ACH-000123,0.25086396857959903
ACH-000127,0.06268454810207971
ACH-000128,0.09964351518382113
ACH-000132,0.2236830845366649
ACH-000133,0.06645618708380065
ACH-000137,0.08717070765265515
ACH-000138,0.07866535413956915
ACH-000142,0.13853156855092813
ACH-000143,0.2623389117242865
ACH-000146,0.12313602141324542
ACH-000148,0.14466721372432642
ACH-000150,0.2309616777104866
ACH-000152,0.12493135705361814
ACH-000153,0.18658030737625
ACH-000159,0.04636243489760162
ACH-000160,0.15649734039851312
ACH-000163,0.07848624234037582
ACH-000167,-0.17312637824716978
ACH-000168,0.12201119008808915
ACH-000169,0.04179668817506465
ACH-000178,0.040034165117514266
ACH-000183,0.015224933194074374
ACH-000188,0.2317357882768221
ACH-000189,0.2555470929542881
ACH-000190,0.3412076318364154
ACH-000198,0.15228299485591776
ACH-000203,0.2694636570597141
ACH-000204,0.17793961940898995
ACH-000206,0.1300259857741064
ACH-000207,0.2496385443458516
ACH-000208,-0.16436155560545776
ACH-000210,0.2293457712542538
ACH-000211,0.11613329908655574
ACH-000215,0.05952525086818135
ACH-000221,0.2193874903592696
ACH-000222,0.0714553452115325
ACH-000223,0.07965520532207025
ACH-000226,0.2874647679012785
ACH-000227,0.11525675663192192
ACH-000228,0.02708101900882157
ACH-000231,0.041450412385829694
ACH-000232,0.10369001091025228
ACH-000233,-0.0826654580681952
ACH-000234,0.15165633653207078
ACH-000235,0.13435591745698175
ACH-000237,0.12939397314875814
ACH-000238,0.14516014598329416
ACH-000242,0.2921363308955028
ACH-000243,0.16549495550776186
ACH-000244,0.29065571380490474
ACH-000246,0.11937780307711846
ACH-000248,0.11380228132889107
ACH-000250,0.14177882497830693
ACH-000251,0.13590565434113552
ACH-000252,0.07540996728038107
ACH-000253,0.11804161441449786
ACH-000255,0.056308262247705534
ACH-000256,0.0957318006457759
ACH-000257,0.03585420111346226
ACH-000258,0.17358233710356274
ACH-000259,0.06357500180338037
ACH-000260,0.14393449288483295
ACH-000261,0.1187677193106942
ACH-000262,0.0681895590144137
ACH-000263,0.09014215154979427
ACH-000264,0.1112198269840288
ACH-000265,0.17296532489300012
ACH-000266,0.07303821677055868
ACH-000272,0.04931938325456495
ACH-000274,-0.008482206759511463
ACH-000277,0.1997442444915721
ACH-000278,0.08968682512959744
ACH-000279,0.07102012590029774
ACH-000280,0.2647918940848869
ACH-000281,0.15552288501152706
ACH-000288,0.16519338900752828
ACH-000291,0.1574457675791885
ACH-000293,0.17555126777403826
ACH-000294,0.1712956004462635
ACH-000295,0.06166473476116451
ACH-000296,0.2041311814491048
ACH-000302,0.09831224367373133
ACH-000304,-0.0525123392659484
ACH-000307,0.2325545927005088
ACH-000308,0.05173543594619018
ACH-000310,0.3257016093459347
ACH-000311,0.125201445233067
ACH-000312,0.14514263158079346
ACH-000315,0.11913066000963017
ACH-000316,-0.023834142979550256
ACH-000317,0.0782261755581196
ACH-000318,0.10796355579003596
ACH-000319,0.15057273956384826
ACH-000320,0.10732821034080396
ACH-000322,0.3054867895292601
ACH-000323,0.09142409798794557
ACH-000324,0.10558330815097784
ACH-000329,0.08615695210733422
ACH-000330,0.19763919581021736
ACH-000331,0.07010123193336504
ACH-000332,0.11676088527426698
ACH-000334,0.09829972983505747
ACH-000335,0.16473760736165172
ACH-000336,0.19901159057785855
ACH-000337,0.1508776342017465
ACH-000338,0.04635980370289819
ACH-000339,0.1811321660185976
ACH-000341,0.1958457911175876
ACH-000348,0.17303441741821846
ACH-000350,0.2026899061701428
ACH-000352,0.0774978759864037
ACH-000356,0.05396147410802568
ACH-000361,0.07250845028157031
ACH-000362,0.2072401444790384
ACH-000363,0.08567942888370146
ACH-000364,0.24366512770037196
ACH-000365,0.1741238040944842
ACH-000366,0.13696161437507104
ACH-000368,0.08781620678589577
ACH-000374,-0.08382416824512086
ACH-000375,0.07650566868326696
ACH-000376,0.0958831121931616
ACH-000381,0.07930360583427422
ACH-000383,0.046585953428739724
ACH-000387,0.2611050798662741
ACH-000389,0.043795435975715655
ACH-000390,0.15208448656005413
ACH-000393,0.16506946302741546
ACH-000395,0.2342957154936991
ACH-000396,-0.01837761057491943
ACH-000397,0.19491192895206505
ACH-000401,0.09597348462416927
ACH-000402,0.04267809747533227
ACH-000403,0.11100443257168144
ACH-000404,0.013717638933088602
ACH-000406,0.12976958928396085
ACH-000407,0.008829176504537645
ACH-000408,0.2804833840683009
ACH-000410,0.1472966078310929
ACH-000411,0.2606287794897126
ACH-000414,0.118021681840094
ACH-000415,0.12434736792323645
ACH-000416,0.13083606612411064
ACH-000420,0.13946163625387545
ACH-000421,0.1229138953264588
ACH-000424,0.23699640928873705
ACH-000425,0.1098859054859624
ACH-000426,0.10608565280549584
ACH-000427,0.05722374662626285
ACH-000433,0.15459554261247782
ACH-000435,0.30749228174666576
ACH-000436,-0.13966536194128135
ACH-000444,0.0328906787219574
ACH-000445,0.1551335572048116
ACH-000448,0.08109621379355228
ACH-000450,0.12797639913642228
ACH-000452,0.06612442889261975
ACH-000454,0.15987466641631248
ACH-000458,0.16373735545634047
ACH-000459,0.15821472865529893
ACH-000460,0.1627385426948845
ACH-000461,0.2041701916159784
ACH-000463,0.08034319047454021
ACH-000464,-0.016331346333862108
ACH-000466,0.1974249998264677
ACH-000467,0.09321902650714804
ACH-000468,0.1794524327521896
ACH-000469,0.06645824584636366
ACH-000470,0.08617740299710193
ACH-000471,0.16898112151417288
ACH-000472,0.1242179134573552
ACH-000473,0.14796282300947086
ACH-000475,0.04883344280676388
ACH-000476,0.21331150012901934
ACH-000477,0.12790604967942812
ACH-000479,-0.13509756108026327
ACH-000480,0.21031371020507494
ACH-000481,0.14913079017776712
