,GCK (2645)
ACH-000004,0.015003598891287972
ACH-000005,0.1838417597781348
ACH-000007,0.11007859724823807
ACH-000009,0.0124627716144526
ACH-000011,0.09132383449043284
ACH-000012,0.06623524867959336
ACH-000013,0.029279590448684494
ACH-000014,-0.009252928232108146
ACH-000015,0.07418696316745406
ACH-000017,0.2289888045262615
ACH-000018,-0.07097748483782564
ACH-000019,0.04102429837533138
ACH-000021,0.09216675280084413
ACH-000022,0.0249316658760341
ACH-000025,0.07728781691334026
ACH-000028,0.19531176951284795
ACH-000030,0.10725632610017063
ACH-000035,-0.05594659350275763
ACH-000036,0.07902949937957404
ACH-000037,0.018135310213522042
ACH-000039,0.1624608985122724
ACH-000040,-0.0807489840340327
ACH-000041,-0.004822723420704494
ACH-000042,-0.03080289443049969
ACH-000045,0.110473300607753
ACH-000047,0.05169791854972817
ACH-000052,0.08454593119462715
ACH-000053,0.04552185405897654
ACH-000054,0.10917186326610297
ACH-000055,0.036864875742564335
ACH-000060,0.0006002037089343921
ACH-000067,0.13949793775729807
ACH-000070,0.05818141177779192
ACH-000075,-0.01685438285554836
ACH-000078,0.16926124938386594
ACH-000082,0.0229427689888616
ACH-000085,0.1306925697267469
ACH-000086,0.21185658364994545
ACH-000087,0.10646332571843092
ACH-000092,0.15108813019196402
ACH-000095,0.053836646748872966
ACH-000097,0.20929228112309067
ACH-000098,0.10002379276653624
ACH-000099,0.10381972719302256
ACH-000108,0.03331448192347312
ACH-000113,0.054421386249028106
ACH-000116,0.11793796147907122
ACH-000118,0.08869860416659082
ACH-000120,0.03573315388442797
ACH-000123,0.2401596962229355
ACH-000127,0.1043642091627498
ACH-000128,-0.00598347102000066
ACH-000132,0.29397004847189384
ACH-000133,0.021642663246160848
ACH-000137,-0.048270227876946264
ACH-000138,0.04256840501326462
ACH-000142,-0.123950278470756
ACH-000143,0.09314396332759467
ACH-000146,0.07251986484099139
ACH-000148,0.19826877172635746
ACH-000150,0.16157916826560956
ACH-000152,0.11956278133407668
ACH-000153,0.12920324821397966
ACH-000159,-0.03724969810506288
ACH-000160,0.042807433098176514
ACH-000163,0.12314297658869533
ACH-000167,0.1124943931452806
ACH-000168,-0.04140180004769637
ACH-000169,0.04190727429441177
ACH-000178,0.07790474104491862
ACH-000183,0.06092874653777194
ACH-000188,0.03969061634280286
ACH-000189,0.03230617649237807
ACH-000190,0.0745406308182157
ACH-000198,0.18138186298568806
ACH-000203,0.5145796234147391
ACH-000204,-0.03279973969207412
ACH-000206,0.09036203789910348
ACH-000207,0.0002431202226891212
ACH-000208,-0.10322229718611887
ACH-000210,0.08378176666777841
ACH-000211,0.0663319818630519
ACH-000215,0.11499733825054133
ACH-000221,-0.031977339310946186
ACH-000222,-0.042214770050516534
ACH-000223,0.09979869826274514
ACH-000226,0.0655859871426917
ACH-000227,0.05494118837047837
ACH-000228,-0.05990334292622707
ACH-000231,0.01137948321558026
ACH-000232,0.14761844227933502
ACH-000233,0.03237649947396992
ACH-000234,0.03924278464044596
ACH-000235,0.11826230175772964
ACH-000237,0.021364221865950075
ACH-000238,-0.027323910539859532
ACH-000242,0.09053874595934376
ACH-000243,-0.037457373613299705
ACH-000244,-0.0575262722692191
ACH-000246,0.09199458019058042
ACH-000248,0.19187081655063865
ACH-000250,0.04469876678256977
ACH-000251,0.28492693623744203
ACH-000252,0.04710208976282306
ACH-000253,0.07917943563293267
ACH-000255,0.0690350546287855
ACH-000256,0.11406588543020513
ACH-000257,0.019527734858282055
ACH-000258,0.008222681639486673
ACH-000259,0.025679105309324875
ACH-000260,0.045915758176982
ACH-000261,-0.0001239116741341555
ACH-000262,0.04261391289574673
ACH-000263,0.1558150201097976
ACH-000264,0.024816990533280767
ACH-000265,0.1792715084829803
ACH-000266,0.02590036355674969
ACH-000272,0.09069020105208983
ACH-000274,0.11642147865519135
ACH-000277,0.02693317798056629
ACH-000278,0.09279256917690012
ACH-000279,0.07515068150714023
ACH-000280,0.008516650940208544
ACH-000281,-0.018104705647553027
ACH-000288,0.010301416778069516
