,PKP3 (11187)
ACH-000004,0.04356039770004022
ACH-000005,-0.3395141663899111
ACH-000007,0.0729781563817562
ACH-000009,0.13035436911376486
ACH-000011,-0.05313532798814242
ACH-000012,-0.06643717834028813
ACH-000013,0.09294976983461056
ACH-000014,-0.18924780772434652
ACH-000015,0.0831707814413922
ACH-000017,0.16866726920916494
ACH-000018,0.15715954777650898
ACH-000019,0.007043606807357148
ACH-000021,-0.030439475572761818
ACH-000022,-0.08891579549737827
ACH-000025,-0.00939052524240482
ACH-000028,0.041792443467328536
ACH-000030,0.019558289399308364
ACH-000035,0.08680736779353465
ACH-000036,0.036349767722553605
ACH-000037,-0.011900516851139908
ACH-000039,-0.050212149664973824
ACH-000040,0.025374138609188083
ACH-000041,-0.17102102873729394
ACH-000042,-0.01935585947079213
ACH-000045,-0.12988871912928265
ACH-000047,-0.1600984116409123
ACH-000052,0.20604232611476875
ACH-000053,-0.041946664454471295
ACH-000054,-0.02252249804243001
ACH-000055,0.007205359649993552
ACH-000060,-0.04425413877841585
ACH-000067,-0.12948361327458047
ACH-000070,0.0632524118498305
ACH-000075,-0.055440320835858696
ACH-000078,-0.2205654084415197
ACH-000082,-0.07012383342301365
ACH-000085,0.11203204991426058
ACH-000086,-0.01926603074702194
ACH-000087,0.10155983713817368
ACH-000092,0.1345733012067426
ACH-000095,-0.022875635841436832
ACH-000097,0.042443611159917585
ACH-000098,-0.008448315412424794
ACH-000099,-0.05082826969312442
ACH-000108,-0.07632764819146146
ACH-000113,-0.004669475668972818
ACH-000116,-0.06519291330660268
ACH-000118,0.02484875648981339
ACH-000120,0.025165363895319967
ACH-000123,-0.08641538923505797
ACH-000127,0.006186509805246562
ACH-000128,-0.045758263416881134
ACH-000132,-0.04594403666203732
ACH-000133,0.051078613224903285
ACH-000137,-0.05400703185986687
ACH-000138,-0.06863536287941895
ACH-000142,0.024175172288963112
ACH-000143,-0.026173638319436216
ACH-000146,0.05552483149012199
ACH-000148,-0.04958958814114737
ACH-000150,0.04263528326821508
ACH-000152,-0.011497713175367508
ACH-000153,0.10079621161245296
ACH-000159,-0.06081614632454198
ACH-000160,0.0763255199690105
ACH-000163,-0.055992154246652194
ACH-000167,0.03849779551799605
ACH-000168,0.012738501417565877
ACH-000169,0.010207523329239446
ACH-000178,0.06688185659915444
ACH-000183,0.05575331988490314
ACH-000188,-0.0052406436690776975
ACH-000189,-0.02104936324617852
ACH-000190,-0.2216517026528771
ACH-000198,0.03460649325065779
ACH-000203,0.03759841505893823
ACH-000204,0.3243618490778269
ACH-000206,0.18430668827169625
ACH-000207,-0.03416132909640732
ACH-000208,-0.045675607792264115
ACH-000210,-0.18434078215440786
ACH-000211,0.08464960790783264
ACH-000215,0.02101405477692822
ACH-000221,0.07170206878773595
ACH-000222,0.029630266996347774
ACH-000223,-0.04137118190280198
ACH-000226,0.015355258468060663
ACH-000227,-0.08496635550964529
