,PRTG (283659)
ACH-000004,0.05064824630449053
ACH-000005,0.04138476108786597
ACH-000007,0.1864143898253518
ACH-000009,0.09005503321836802
ACH-000011,0.06547359545935555
ACH-000012,0.01878928482882837
ACH-000013,0.10091919294351792
ACH-000014,0.09510398711132144
ACH-000015,0.15873471021152755
ACH-000017,0.007464387335992372
ACH-000018,0.10969099872673624
ACH-000019,0.1656442982127743
ACH-000021,0.11383448195079965
ACH-000022,0.033487251746440856
ACH-000025,0.22045724834544414
ACH-000028,0.09111402218084813
ACH-000030,0.09334672256614926
ACH-000035,0.11318659308665835
ACH-000036,0.235499709445642
ACH-000037,0.1153685643300468
ACH-000039,0.14056571528402306
ACH-000040,-0.11262504596747153
ACH-000041,0.22975313918404305
ACH-000042,0.1437601948285931
ACH-000045,0.04583044962819122
ACH-000047,0.06938697571257607
ACH-000052,0.11081240712464002
ACH-000053,0.1810978451988284
ACH-000054,0.07502959273361147
ACH-000055,-0.3576141589470445
ACH-000060,0.1787043443084179
ACH-000067,0.03213455678722588
ACH-000070,0.09381024957087876
ACH-000075,-0.06639714599090736
ACH-000078,-0.12385187605850018
ACH-000082,0.06540723954873383
ACH-000085,0.12012444045217745
ACH-000086,-0.14550751893770794
ACH-000087,-0.07969677131351606
ACH-000092,0.14496939424198796
ACH-000095,0.03830098839907587
ACH-000097,0.04296682585881758
ACH-000098,0.08931313691068726
ACH-000099,-0.07849821307743547
ACH-000108,0.03456203505018248
ACH-000113,0.20830547627883114
ACH-000116,0.1696272029647846
ACH-000118,0.14245257350923105
ACH-000120,0.14354047763916478
ACH-000123,0.06250804431533719
ACH-000127,0.14249344626163873
ACH-000128,0.12927338414522013
ACH-000132,-0.08038529269320767
ACH-000133,0.11973714593458334
ACH-000137,-0.06262643133513424
ACH-000138,0.14604004466273282
ACH-000142,0.12917530902495294
ACH-000143,0.06569814655245182
ACH-000146,0.11864038772028165
ACH-000148,-0.02797960514595661
ACH-000150,0.041433741086897485
ACH-000152,0.2432554547010789
ACH-000153,0.14567073492661956
ACH-000159,0.15982597527749925
ACH-000160,0.18254851113926854
ACH-000163,0.05779870233519607
ACH-000167,0.2496200581297425
ACH-000168,0.08656906063269734
ACH-000169,0.17037720091659178
ACH-000178,-0.08700319979223912
ACH-000183,0.26552460267032196
ACH-000188,0.10265721780753843
ACH-000189,0.2827860665451033
ACH-000190,-0.010957167676146443
ACH-000198,-0.0029119505542665905
ACH-000203,-0.09276414830292028
ACH-000204,-0.15405619686024305
ACH-000206,0.005770249854364954
ACH-000207,0.1849656826442847
ACH-000208,0.04806003761930192
ACH-000210,-0.13946479263042347
ACH-000211,0.19643492411378946
ACH-000215,0.10175237139768442
ACH-000221,-0.05941004903383264
ACH-000222,-0.07773087246719915
ACH-000223,0.11693480810197245
ACH-000226,0.16131581036086548
ACH-000227,0.07776565913514681
ACH-000228,-0.0713045308799445
ACH-000231,-0.014714679815218125
ACH-000232,0.226569131845317
ACH-000233,0.09737870155845624
ACH-000234,0.14355062056658466
ACH-000235,0.06765691751739558
ACH-000237,0.07139103257764352
ACH-000238,0.2458055736379662
ACH-000242,0.22912504653273616
ACH-000243,0.06681996964800595
ACH-000244,0.3074268483682477
ACH-000246,0.11957529855506413
ACH-000248,-0.006036048386926173
ACH-000250,-0.004337636324921661
ACH-000251,0.09322157490309924
ACH-000252,0.055429044965479284
ACH-000253,0.003535821203429028
ACH-000255,0.1320882422264129
ACH-000256,0.03467258383072348
ACH-000257,-0.08866788636651189
ACH-000258,0.07522398707209757
ACH-000259,-0.12170418529274375
ACH-000260,-0.06617729818835469
ACH-000261,0.02082376066533897
ACH-000262,0.14847049316962008
ACH-000263,-0.18447563670932768
ACH-000264,0.0858754706394119
ACH-000265,-0.07785776717802015
ACH-000266,-0.006681896434967349
ACH-000272,0.049906413737003205
ACH-000274,0.02096583282089664
ACH-000277,0.06849857567853307
ACH-000278,0.044578593641975486
ACH-000279,0.025395133167842573
ACH-000280,0.09499880629622896
ACH-000281,0.07884926774587593
ACH-000288,0.05724921315083269
ACH-000291,0.05800637362307949
ACH-000293,0.13263818699804955
ACH-000294,-0.05754884281301612
ACH-000295,-0.32143376105572924
ACH-000296,0.0989395711558234
ACH-000302,0.05340642869672826
ACH-000304,0.062234856103662424
ACH-000307,0.1642274934370103
ACH-000308,0.16473775368789095
ACH-000310,-0.11922452784968456
ACH-000311,0.14641974416356066
ACH-000312,0.04217994220930989
ACH-000315,-0.2515514187663312
ACH-000316,-0.06574491568933276
ACH-000317,0.2729179600625741
ACH-000318,0.012124627745288358
ACH-000319,0.13961550249695398
ACH-000320,0.05873513932579859
ACH-000322,0.09987096534951566
ACH-000323,0.23820568449770765
ACH-000324,0.047618078553141936
ACH-000329,0.07978934253121486
ACH-000330,0.0653876919454714
ACH-000331,0.128245929708284
ACH-000332,0.08256399784444375
ACH-000334,0.08905720061481548
ACH-000335,-0.03337573136289894
