,DDX19B (11269)
ACH-000004,-0.5075471773827525
ACH-000005,-0.4614403107334085
ACH-000007,-0.2260531836454181
ACH-000009,-0.3386810874840961
ACH-000011,-0.2439610719153885
ACH-000012,-0.5054431976967755
ACH-000013,-0.4691093277054693
ACH-000014,-0.25635210283923965
ACH-000015,-0.4577123915457274
ACH-000017,-0.353012243202269
ACH-000018,-0.5429531637694909
ACH-000019,-0.6120754522263344
ACH-000021,-0.4303548337722095
ACH-000022,-0.2890341843422205
ACH-000025,-0.4303235564452181
ACH-000028,-0.1998595510215707
ACH-000030,-0.5271493595080613
ACH-000035,-0.348266365095248
ACH-000036,-0.2693875607611869
ACH-000037,-0.14277478795543674
ACH-000039,-0.5339090855017012
ACH-000040,-0.3457823900302702
ACH-000041,-0.26230071072215644
ACH-000042,-0.4646821511694009
ACH-000045,-0.2202710565797515
ACH-000047,-0.5037331260755757
ACH-000052,-0.3796654425625461
ACH-000053,-0.3710344371102664
ACH-000054,-0.29757212309055425
ACH-000055,-0.20002073346094526
ACH-000060,-0.3065505597120405
ACH-000067,-0.4873447105533308
ACH-000070,-0.2117708095799337
ACH-000075,-0.4874612514486633
ACH-000078,-0.31146143696348505
ACH-000082,-0.5516130683272494
ACH-000085,-0.4348403540070608
ACH-000086,-0.6369329562404018
ACH-000087,-0.2280485760877612
ACH-000092,-0.3955990627120212
ACH-000095,-0.38802963812535135
ACH-000097,-0.4916953794594066
ACH-000098,-0.4773093944225829
ACH-000099,-0.3259895940292783
ACH-000108,-0.3341895529263948
ACH-000113,-0.3892872318356599
ACH-000116,-0.3487721068871429
ACH-000118,-0.4053675954535243
ACH-000120,-0.3277335842825776
ACH-000123,-0.4154384392556883
ACH-000127,-0.28747417694574023
ACH-000128,-0.3371923058202996
ACH-000132,-0.5828018353080855
ACH-000133,-0.490253808359457
ACH-000137,-0.4814803250806428
ACH-000138,-0.4010600471248753
ACH-000142,-0.3983413751781671
ACH-000143,-0.21730036902435865
ACH-000146,-0.2822343240023906
ACH-000148,-0.32159872201954776
ACH-000150,-0.3370914757117747
ACH-000152,-0.5113750385295298
ACH-000153,-0.2828244873346609
ACH-000159,-0.3986825933897599
ACH-000160,-0.2328181712828672
ACH-000163,-0.17705079259208284
ACH-000167,-1.063584542907786
ACH-000168,-0.38108826770340815
ACH-000169,-0.44466465201225
ACH-000178,-0.2465967333439305
ACH-000183,-0.4220714521214085
ACH-000188,-0.3670788983804241
ACH-000189,-0.3201819043698169
ACH-000190,-0.5156223668095858
ACH-000198,-0.40403116108402215
ACH-000203,0.7734061876587214
ACH-000204,-0.3776276367561953
ACH-000206,-0.18888732841137207
ACH-000207,-0.500235435210992
ACH-000208,-0.7318528959102855
ACH-000210,-0.25745176201674597
ACH-000211,-0.5515377045722203
ACH-000215,-0.5176263750526846
ACH-000221,-0.4564430750293947
ACH-000222,-0.7076823544165411
ACH-000223,-0.4747619318057558
ACH-000226,-0.3066516459650528
ACH-000227,-0.35674564624663385
ACH-000228,-0.2327262397720131
ACH-000231,-0.2717928252250328
ACH-000232,-0.4844956919153733
ACH-000233,-0.468381473717805
ACH-000234,-0.4312492392256135
ACH-000235,-0.4281335334591253
ACH-000237,-0.4374580016939848
ACH-000238,-0.30244876504033785
ACH-000242,-0.2497689303858323
ACH-000243,-0.3809234766893647
ACH-000244,-0.30508027785298136
ACH-000246,-0.3626213682163064
ACH-000248,-0.24394188385529256
ACH-000250,-0.4874356008024339
ACH-000251,-0.5039861774605854
ACH-000252,-0.4919061635970102
ACH-000253,-0.4630285912774599
ACH-000255,-0.5332407210108742
ACH-000256,-0.35988565119384125
ACH-000257,-0.4312791038771609
ACH-000258,-0.4494915659819257
ACH-000259,-0.4352007163221406
ACH-000260,-0.4954863749288412
ACH-000261,-0.4800378208828323
ACH-000262,-0.4610631607737637
ACH-000263,-0.6302297566161732
ACH-000264,-0.4582158317419355
ACH-000265,-0.3688749382623254
ACH-000266,-0.5702437772852109
ACH-000272,-0.5044902793613418
ACH-000274,-0.533055281991908
ACH-000277,-0.49966114718856
ACH-000278,-0.6115040247745397
ACH-000279,-0.26831212464425663
ACH-000280,-0.5320683256440201
ACH-000281,-0.3348895863501847
ACH-000288,-0.4923104669149266
ACH-000291,-0.3831661269130962
ACH-000293,-0.5502652357054756
ACH-000294,-0.2913692974502764
ACH-000295,-0.39240870993421617
ACH-000296,-0.4444309760371624
ACH-000302,-0.3804412024383661
ACH-000304,-0.2605883529186397
ACH-000307,-0.4495720148918294
ACH-000308,-0.5530293164858362
ACH-000310,-0.4045582431675959
ACH-000311,-0.2381962157052418
ACH-000312,-0.3720129123295014
