,ATP6V0A2 (23545)
ACH-000004,-0.2281559156094876
ACH-000005,-0.18610696436308247
ACH-000007,-0.13157605884812051
ACH-000009,-0.2846278493530565
ACH-000011,-0.07510714239816578
ACH-000012,-0.07148345054559296
ACH-000013,-0.08986335558031386
ACH-000014,-0.3543279653082084
ACH-000015,-0.07731929855363326
ACH-000017,-0.19962281656818529
ACH-000018,-0.012410537065513087
ACH-000019,-0.08968179114316968
ACH-000021,-0.34157311002657875
ACH-000022,-0.07646021912203098
ACH-000025,-0.09210210784628196
ACH-000028,-0.03553577640986365
ACH-000030,-0.035407390462179784
ACH-000035,-0.09265381902989284
ACH-000036,-0.14250775605319568
ACH-000037,-0.1906939398476253
ACH-000039,-0.11604447404331253
ACH-000040,-0.08098394656712203
ACH-000041,-0.1590653314712358
ACH-000042,-0.26868412594000035
ACH-000045,-0.15235192498104647
ACH-000047,-0.061294252505087174
ACH-000052,-0.19686049468516567
ACH-000053,-0.1071480838816509
ACH-000054,-0.12819513293193754
ACH-000055,-0.1880412620137261
ACH-000060,-0.050853852584389216
ACH-000067,-0.06457712883282937
ACH-000070,-0.8213213499307078
ACH-000075,-0.16531824820126154
ACH-000078,-0.1774709468293689
ACH-000082,-0.0853989436385244
ACH-000085,-0.11812307146532887
ACH-000086,-0.10058881910777348
ACH-000087,-0.04845129669054042
ACH-000092,-0.06830345308315006
ACH-000095,-0.17093523551841078
ACH-000097,0.02082397434152593
ACH-000098,-0.18108062075824927
ACH-000099,-0.11571463076732845
ACH-000108,-0.11575962326977365
ACH-000113,-0.1874508973758064
ACH-000116,-0.05191721159748424
ACH-000118,-0.19088452505149414
ACH-000120,-0.20576852617073174
ACH-000123,-0.12430336250586878
ACH-000127,-0.02876610324251414
ACH-000128,-0.10288144638016908
ACH-000132,-0.09575206789259688
ACH-000133,-0.129001290618388
ACH-000137,-0.15693567899755395
ACH-000138,-0.1598956004580445
ACH-000142,-0.046430656001101085
ACH-000143,-0.17741283360219584
ACH-000146,-0.08391761837351185
ACH-000148,-0.16012791692273698
ACH-000150,-0.25565077985214224
ACH-000152,-0.12691461691213798
ACH-000153,0.00803963567531679
ACH-000159,-0.08437674484713541
ACH-000160,-0.2571124145774976
ACH-000163,-0.08818285908979699
ACH-000167,0.1485462448024126
ACH-000168,0.05117592589715075
ACH-000169,-0.15889987178588533
ACH-000178,-0.06928001459668914
ACH-000183,-0.03384472631078534
ACH-000188,-0.03706516501466578
ACH-000189,0.04764785542560394
ACH-000190,-0.3025005087952234
ACH-000198,0.013478988468059451
ACH-000203,0.310016805059584
ACH-000204,-0.19723900118760898
ACH-000206,0.03438572160066401
ACH-000207,-0.21286076449081745
ACH-000208,-0.03946661536503712
ACH-000210,-0.2602865586641501
ACH-000211,-0.1923930116150394
ACH-000215,-0.1628932639020303
ACH-000221,-0.05140352261796239
ACH-000222,-0.2707314675379457
ACH-000223,-0.1162547414964495
ACH-000226,-0.06952749158253188
ACH-000227,-0.16540087676807433
ACH-000228,-0.14602648078522135
ACH-000231,-0.0738298629778497
ACH-000232,0.013793163304984814
ACH-000233,-0.11461917369602947
ACH-000234,-0.052899747288036376
ACH-000235,-0.17495667797809647
ACH-000237,-0.1279984354537072
ACH-000238,-0.2290874423696036
ACH-000242,-0.0992861096090495
ACH-000243,-0.15860437979021316
