,MOS (4342)
ACH-000004,-0.15522593141845284
ACH-000005,-0.07934015312786005
ACH-000007,-0.2647021301269081
ACH-000009,0.02060741580346361
ACH-000011,-0.0946466145170082
ACH-000012,-0.17484416391035112
ACH-000013,-0.02636817596847094
ACH-000014,-0.2674697578945105
ACH-000015,-0.034740163529050856
ACH-000017,-0.1024213428739182
ACH-000018,-0.257055505715557
ACH-000019,-0.11407914576189072
ACH-000021,-0.04094160839532195
ACH-000022,-0.19437781017759126
ACH-000025,-0.24515176551615875
ACH-000028,-6.499203876906927e-05
ACH-000030,-0.13106890585458164
ACH-000035,-0.028332267470046007
ACH-000036,-0.13972598639570807
ACH-000037,-0.04231456465518491
ACH-000039,-0.1615253294304381
ACH-000040,-0.2865528909855805
ACH-000041,0.05605033996587912
ACH-000042,-0.2078238844117547
ACH-000045,-0.13335054385306114
ACH-000047,0.010785634924946969
ACH-000052,0.010256084310465641
ACH-000053,-0.18321231353345124
ACH-000054,-0.16030114598784784
ACH-000055,-0.015449537480937716
ACH-000060,-0.06115225716641905
ACH-000067,-0.08199458330782237
ACH-000070,-0.3318391577244494
ACH-000075,-0.033959880134233185
ACH-000078,-0.006881783917258429
ACH-000082,-0.0951023742235558
ACH-000085,0.2456960272072778
ACH-000086,0.09915057827218487
ACH-000087,0.07889300500610626
ACH-000092,-0.1713739001095928
ACH-000095,0.062142355498349136
ACH-000097,-0.08840138158680738
ACH-000098,-0.14388066062128976
ACH-000099,0.023558216627651347
ACH-000108,-0.1660321119036183
ACH-000113,-0.18896886772476046
ACH-000116,-0.010317193361970144
ACH-000118,-0.18490443669329945
ACH-000120,-0.15761630191156364
ACH-000123,-0.11186366744595297
ACH-000127,-0.1210596270583282
ACH-000128,-0.18450554863501206
ACH-000132,-0.08329746033858104
ACH-000133,-0.1463391248055911
ACH-000137,-0.03175052922541872
ACH-000138,-0.01672066303276127
ACH-000142,-0.01170256857776433
ACH-000143,0.048268571035045116
ACH-000146,-0.01342266322069431
ACH-000148,-0.13186506019299513
ACH-000150,-0.20792362109680054
ACH-000152,-0.1137727145731176
ACH-000153,-0.2614667301475275
ACH-000159,-0.03247817596082494
ACH-000160,-0.13815605483826265
ACH-000163,-0.050351580294299036
ACH-000167,-0.08687655521846205
ACH-000168,-0.10447431500075996
ACH-000169,-0.09428289456357698
ACH-000178,-0.10395938510344603
ACH-000183,-0.08745682179732649
ACH-000188,-0.052158236108673935
ACH-000189,-0.13489778971067098
ACH-000190,0.2721640097688033
ACH-000198,-0.18891346873282008
ACH-000203,-0.18050438238530245
ACH-000204,0.06696361664995515
ACH-000206,-0.21420719857988724
ACH-000207,0.08566795526613558
ACH-000208,-0.00559436559091227
ACH-000210,-0.20758177105846187
ACH-000211,0.02116645781316409
ACH-000215,-0.08896650529372138
ACH-000221,-0.11890547927097568
ACH-000222,-0.05449393392189091
ACH-000223,-0.04990805411257163
ACH-000226,-0.1680282584843325
ACH-000227,-0.17923724274045968
ACH-000228,-0.10727411446272522
ACH-000231,-0.062388639877209426
ACH-000232,-0.15406447155538938
ACH-000233,-0.005565807280176501
ACH-000234,-0.014201310765342985
ACH-000235,-0.14312353339829842
ACH-000237,0.040763812782196006
ACH-000238,-0.043712171146065605
ACH-000242,-0.06083092433193898
ACH-000243,-0.04699491085021793
ACH-000244,0.0753736315460115
ACH-000246,-0.10712878477303267
ACH-000248,-0.1761335597919923
ACH-000250,-0.06338591382130741
ACH-000251,0.015586912374964559
ACH-000252,-0.02681141935855869
ACH-000253,-0.05455033492215453
ACH-000255,0.08086880141905188
ACH-000256,-0.2053777980024026
ACH-000257,-0.16684554834216553
ACH-000258,-0.28491259682618
ACH-000259,-0.08870853963522474
ACH-000260,-0.08465546988672118
ACH-000261,-0.05022114474157015
ACH-000262,-0.08087179186306938
ACH-000263,-0.033185074096515485
ACH-000264,-0.12349860774498066
ACH-000265,-0.3436882100277063
ACH-000266,-0.1305724289681732
ACH-000272,-0.08884176485775834
ACH-000274,-0.2018043375160528
ACH-000277,0.045922560324374286
ACH-000278,-0.2219905561296528
ACH-000279,-0.08194007106721578
ACH-000280,-0.11152351979477518
ACH-000281,-0.07005281298703261
ACH-000288,-0.03104693891349168
ACH-000291,-0.2179681012690643
ACH-000293,-0.14731904139577834
ACH-000294,-0.22404489982146333
ACH-000295,-0.16398758636481847
ACH-000296,0.13589861019179755
ACH-000302,-0.057815731478379234
ACH-000304,-0.15749357365647926
ACH-000307,-0.1300306838643653
ACH-000308,-0.13523325636805686
ACH-000310,0.11390904732217907
ACH-000311,-0.18592889684417208
ACH-000312,-0.08191543002207391
ACH-000315,-0.14071468174173218
ACH-000316,-0.14518362712471766
ACH-000317,-0.09444870696430263
ACH-000318,-0.11302974261715915
ACH-000319,-0.10565392952281773
ACH-000320,-0.2261707103869125
ACH-000322,-0.04903952805530011
ACH-000323,-0.1254706675951852
ACH-000324,-0.08050592841390332
ACH-000329,-0.11689010269569107
ACH-000330,-0.2988842280206849
ACH-000331,-0.06093049114227185
ACH-000332,-0.05247355995550016
ACH-000334,-0.2869267375811717
ACH-000335,-0.20372440832274208
ACH-000336,-0.19568585371874794
ACH-000337,-0.16370223668204206
ACH-000338,-0.03046287794807865
ACH-000339,-0.14857704338155972
ACH-000341,-0.2076972647717848
ACH-000348,-0.011071914301338349
ACH-000350,0.06598039356166335
ACH-000352,-0.14013761198719624
ACH-000356,-0.27208739492335554
ACH-000361,-0.24744342519440435
ACH-000362,-0.259478834205365
ACH-000363,-0.1930450501678886
ACH-000364,-0.01358470372391467
ACH-000365,-0.26164629965296426
ACH-000366,-0.011905699808338669
ACH-000368,-0.028403710185747645
ACH-000374,0.1147166130258858
ACH-000375,-0.1655614496948301
ACH-000376,-0.08802484295932182
ACH-000381,-0.15868083661046695
ACH-000383,-0.08305666218738954
ACH-000387,-0.11027968683089444
ACH-000389,-0.043911877117218674
ACH-000390,-0.2280537634917431
ACH-000393,-0.11735556079483594
ACH-000395,0.002860958262905391
ACH-000396,-0.39375335841537823
ACH-000397,-0.06679345018788094
ACH-000401,-0.038773546926359856
ACH-000402,0.006522216178783572
ACH-000403,-0.14312357326078473
ACH-000404,0.006629809802819992
ACH-000406,-0.038915424633879064
ACH-000407,-0.026799854689049867
ACH-000408,-0.1673595139748468
ACH-000410,-0.1681394984790072
ACH-000411,-0.003984638615692056
ACH-000414,-0.09932148145355403
ACH-000415,-0.01610642979203407
ACH-000416,-0.08638898322345093
ACH-000420,0.08560157354957168
ACH-000421,-0.1424764084283779
ACH-000424,-0.18002295253087722
ACH-000425,-0.2134756349411228
ACH-000426,-0.2805571820167172
ACH-000427,-0.10332116090720933
ACH-000433,0.1304432861282689
ACH-000435,-0.39661848939413735
ACH-000436,-0.06916260033762582
ACH-000444,-0.036147739513956
ACH-000445,-0.1139045251187155
ACH-000448,-0.16667792967457865
ACH-000450,-0.21776578841453664
ACH-000452,-0.17483612521408115
ACH-000454,0.02508377296814291
ACH-000458,-0.020614242966776112
ACH-000459,-0.06991342367779704
ACH-000460,0.0019381123634220575
ACH-000461,-0.11866844568886704
ACH-000463,-0.21558502767932688
ACH-000464,-0.18758269932565355
ACH-000466,-0.1565729130419971
ACH-000467,-0.2022825645533902
ACH-000468,0.011842200670751141
ACH-000469,-0.039024092919706564
ACH-000470,-0.06285165178644471
ACH-000471,-0.11557715533396792
ACH-000472,-0.15960599620265545
ACH-000473,-0.1129776342098074
ACH-000475,-0.027304680959254483
ACH-000476,-0.1106562076447624
ACH-000477,-0.2133849668167491
ACH-000479,0.02665853913976188
ACH-000480,-0.017677316508998984
ACH-000481,-0.1777611169446227
ACH-000483,-0.12238215990164768
ACH-000484,0.03426571255501988
ACH-000485,0.0017930945518953804
ACH-000486,-0.09453841165914778
ACH-000487,-0.11798175074627748
ACH-000488,-0.059403595814223616
ACH-000490,-0.22014841651287448
ACH-000491,-0.16461146723711145
ACH-000495,-0.1161963324755066
ACH-000496,-0.19100305248879032
ACH-000499,-0.09066005324991874
ACH-000500,-0.2371275176366362
ACH-000502,-0.08903125179268155
ACH-000503,-0.0769134253781159
ACH-000505,-0.15849662160086328
ACH-000507,-0.1512643912604318
ACH-000510,-0.006698129600617614
ACH-000511,-0.3174895589091534
ACH-000512,-0.14442989415468538
ACH-000516,-0.11509904344542699
ACH-000517,-0.005820608272321938
ACH-000518,-0.17249978105824396
ACH-000520,0.09016812574680057
ACH-000521,0.0889995006332375
ACH-000522,-0.27076244842856106
ACH-000524,-0.018905719183959543
ACH-000527,-0.04114624367129717
ACH-000528,-0.03903839555879563
ACH-000537,-0.14615439585442
ACH-000541,-0.01712749200614549
ACH-000542,-0.24532335895036425
ACH-000544,-0.06056538649479658
ACH-000545,-0.1610060868954371
ACH-000547,0.04019878603740794
ACH-000548,-0.14020373190338278
ACH-000549,-0.05170537798601906
ACH-000550,0.022910892047492026
ACH-000552,-0.13289045601554128
ACH-000556,-0.09923430956960554
ACH-000557,-0.3372408398792866
ACH-000569,-0.13099792077208328
ACH-000570,-0.13231329860372046
ACH-000571,-0.08972697416807271
ACH-000573,-0.15942429502548333
ACH-000576,0.10972806070064073
ACH-000579,-0.19246777467639506
ACH-000580,-0.11559574291755224
ACH-000584,-0.043285077701717765
ACH-000585,-0.1103146945720945
ACH-000588,-0.036634303443020884
ACH-000589,-0.2078356378966064
ACH-000591,-0.07029251373941961
ACH-000593,0.08626311145074309
ACH-000600,-0.0033777902276972463
ACH-000601,-0.0864001136408455
ACH-000605,-0.2246478526697309
ACH-000606,-0.16581070281394658
ACH-000608,-0.08476845652646718
ACH-000614,-0.1419697161172019
ACH-000616,-0.17860083628915005
ACH-000618,-0.04905301917585867
ACH-000619,-0.12050421520101168
ACH-000620,0.04312716033397383
ACH-000621,-0.15294856885685498
ACH-000622,-0.127334123885956
ACH-000623,0.03119355557460288
ACH-000624,-0.04301691784488549
ACH-000627,-0.043137024783557125
ACH-000630,-0.0341063872620824
ACH-000631,-0.029252748537208606
ACH-000632,0.05263041970212075
ACH-000633,-0.024890978441375045
ACH-000637,-0.12255773977767742
ACH-000638,-0.41269979233934256
ACH-000646,-0.018542180757706486
ACH-000647,-0.20266898715350226
ACH-000648,-0.056732141382047185
ACH-000649,-0.09612120950675664
ACH-000651,-0.10974741720728302
ACH-000652,-0.12527217420798986
ACH-000653,-0.054032609334507126
ACH-000657,-0.07412887018440119
ACH-000658,-0.152646147200069
ACH-000661,-0.16984865986548098
ACH-000662,-0.17369486794360373
ACH-000663,-0.0477915396476192
ACH-000665,-0.10081165375923763
ACH-000671,-0.011232885256258136
ACH-000672,0.08180320716636721
ACH-000673,-0.06719831661878851
ACH-000676,-0.13906282231866102
ACH-000677,-0.1792629532957872
ACH-000681,-0.11829503282346188
ACH-000683,-0.1291949020301283
ACH-000684,-0.004044963013704657
ACH-000688,-0.1131673692429599
ACH-000693,-0.05122006013831478
ACH-000694,-0.1482100920690303
ACH-000695,-0.08685418438336462
ACH-000696,-0.058785040171523875
ACH-000697,-0.002918341103862701
ACH-000699,-0.012969763547081145
ACH-000701,-0.21523415634878448
ACH-000706,-0.11835736317869475
ACH-000711,-0.08694050185408307
ACH-000713,-0.033130696673891374
ACH-000714,0.03994820940799357
ACH-000718,-0.06117317923117601
ACH-000720,-0.054079053268717814
ACH-000721,-0.12660449280025102
ACH-000724,0.008151116207156422
ACH-000725,-0.10454090585548402
ACH-000732,-0.18491553635008498
ACH-000734,-0.1157656223471814
ACH-000735,-0.015559568343622873
ACH-000736,-0.039008306714555664
ACH-000738,-0.16661934542411524
ACH-000746,0.08018309788121927
ACH-000747,-0.03833151007762426
ACH-000748,-0.09140606202153702
ACH-000753,-0.06380493034938002
ACH-000756,0.04612199384815602
ACH-000757,-0.2993538317892745
ACH-000758,0.006097939542011754
ACH-000760,-0.00047570113815312775
ACH-000762,-0.019916669648395703
ACH-000763,-0.10517580691976534
ACH-000764,0.021704903131262845
ACH-000765,0.005512460438133029
ACH-000766,-0.1347865749212074
ACH-000767,-0.038687861831209834
ACH-000768,-0.22783729329733
ACH-000769,-0.2728110974961858
ACH-000770,-0.061298967927265184
ACH-000771,-0.1608042671422676
ACH-000773,-0.043100054280011936
ACH-000776,-0.07925486455203759
ACH-000777,-0.2345750304591031
ACH-000778,-0.23235091090351465
ACH-000781,-0.08966448754797353
ACH-000782,-0.11517570005003995
ACH-000783,-0.062363209378587435
ACH-000784,-0.2520985075285832
ACH-000785,0.020040702257026536
ACH-000787,0.04209677553259708
ACH-000788,-0.022257337992114514
ACH-000791,-0.11447150434578185
ACH-000792,-0.0857246784534734
ACH-000794,-0.05270896598370516
ACH-000796,-0.052126830726142784
ACH-000798,-0.189801409097914
ACH-000799,0.018922689268909727
ACH-000800,-0.021583467443635127
ACH-000802,-0.13016662228066078
ACH-000804,0.13588028392597426
ACH-000805,-0.14840588609874802
ACH-000809,-0.08251805954941509
ACH-000810,-0.17085951708033856
ACH-000811,-0.22819876494215
ACH-000817,-0.11944617564519007
ACH-000819,-0.08894191352779986
ACH-000820,0.3112961631563569
ACH-000821,-0.21661812569491545
ACH-000822,-0.08361284049718991
ACH-000823,-0.09745072963364343
ACH-000824,-0.2446420272690343
ACH-000827,-0.13782392440541422
ACH-000829,-0.16831108135254472
ACH-000831,-0.01579725137198774
ACH-000832,-0.3299845638400394
ACH-000833,-0.10466284068380866
ACH-000834,-0.30036779017142035
ACH-000835,-0.012077913649467234
ACH-000836,-0.019091137116327858
ACH-000837,-0.0214909207558892
ACH-000838,-0.1939308895777175
ACH-000839,-0.18520507744861897
ACH-000840,0.12281959302396984
ACH-000841,-0.10714239609869293
ACH-000843,-0.1849993920961334
ACH-000846,-0.34021224045591736
ACH-000847,-0.202987975437303
ACH-000848,-0.2478348725037231
ACH-000849,-0.1871141758923584
ACH-000851,-0.10675256063164867
ACH-000855,-0.1044970637524422
ACH-000856,-0.12664686673454395
ACH-000858,-0.15772117408634667
ACH-000859,-0.12605351261678555
ACH-000861,-0.02843203636739483
ACH-000862,0.004966219147751677
ACH-000865,-0.12397085369965785
ACH-000866,-0.1140022082887627
ACH-000867,-0.08364368758768409
ACH-000869,-0.08946005291669523
ACH-000872,-0.12091695953180864
ACH-000873,-0.26110026583847995
ACH-000876,-0.1841508056662794
ACH-000878,-0.017443781428905725
ACH-000880,0.057767797307557475
ACH-000881,-0.053181799611339516
ACH-000882,-0.21104662458024026
ACH-000884,-0.07969647620526947
ACH-000885,-0.05848968968549775
ACH-000887,-0.015426142841663574
ACH-000889,-0.06177122974242464
ACH-000896,-0.3050966172408776
ACH-000898,-0.06796750725318808
