,MAT2B (27430)
ACH-000004,0.19137143424266295
ACH-000005,0.12231997234626643
ACH-000007,0.1556505123426749
ACH-000009,0.14548001056276025
ACH-000011,0.14477331515141298
ACH-000012,0.20978397209611246
ACH-000013,0.18309004857891226
ACH-000014,0.13073605781519027
ACH-000015,0.1244247770701276
ACH-000017,0.13634228599845055
ACH-000018,-0.03416581297364634
ACH-000019,0.23802199821872316
ACH-000021,0.1256656582115326
ACH-000022,0.10312873887390753
ACH-000025,0.2537793429102192
ACH-000028,0.21143533633843367
ACH-000030,0.18309632939330495
ACH-000035,0.10469076231102313
ACH-000036,-0.022950342904180104
ACH-000037,0.02525789767662601
ACH-000039,0.0031633339611487838
ACH-000040,0.1343457931991074
ACH-000041,0.1223319339546877
ACH-000042,0.1454517731830728
ACH-000045,0.16227633041321102
ACH-000047,0.09015089120030677
ACH-000052,0.0117809120258456
ACH-000053,0.0678668553547982
ACH-000054,0.04406592204736015
ACH-000055,0.11743845122550722
ACH-000060,0.17690316262433264
ACH-000067,0.0188031147077826
ACH-000070,-0.02283217305059502
ACH-000075,-0.041716128939629685
ACH-000078,0.17414823021646147
ACH-000082,0.08790662526547491
ACH-000085,0.2041563908451235
ACH-000086,0.12895037819774952
ACH-000087,0.18258663522747345
ACH-000092,0.11634765282749356
ACH-000095,0.1001809249459794
ACH-000097,0.10616152011621707
ACH-000098,0.14689702744800198
ACH-000099,0.09910404607795988
ACH-000108,0.09246335867652412
ACH-000113,0.1480013500025814
ACH-000116,0.1792974809819917
ACH-000118,0.1783351705084202
ACH-000120,0.02991639874084178
ACH-000123,0.12061150122876885
ACH-000127,0.1099403223627646
ACH-000128,0.1709315102300443
ACH-000132,0.1501292825822732
ACH-000133,0.08396212845404423
ACH-000137,0.046950444865160916
ACH-000138,0.13658502465135602
ACH-000142,0.3768095707232876
ACH-000143,0.13598716229054802
ACH-000146,0.12195598267378036
ACH-000148,0.10351241139684073
ACH-000150,0.06069137829000067
ACH-000152,0.09361226896937963
ACH-000153,0.2897651330239344
ACH-000159,0.2305769905357923
ACH-000160,0.11714609365978755
ACH-000163,0.13664356943205
ACH-000167,0.16427017966845056
ACH-000168,0.04985258078245628
ACH-000169,0.19235594687888788
ACH-000178,0.10582809831142567
ACH-000183,0.17175868685381976
ACH-000188,-0.03417165865749725
ACH-000189,0.054693346409622784
ACH-000190,0.20272139642594045
ACH-000198,0.1510453804447944
ACH-000203,-0.037570045037140086
ACH-000204,0.26274537145610993
ACH-000206,0.02397167885439056
ACH-000207,0.15270639177224302
ACH-000208,0.10119616042852556
ACH-000210,0.056948437864401014
ACH-000211,0.12638044529667491
ACH-000215,0.13173288195830787
ACH-000221,0.14923358075676701
ACH-000222,0.03523181731760426
ACH-000223,-0.03665410307716733
ACH-000226,0.18586325854107386
ACH-000227,0.08060951945979303
ACH-000228,0.14383999254448784
ACH-000231,0.13251107108839738
ACH-000232,0.10205809617369888
ACH-000233,-0.001735158677726956
ACH-000234,0.05022147581056275
ACH-000235,0.10046785975221564
ACH-000237,0.16759054951797298
ACH-000238,0.02090613457375097
ACH-000242,0.19353156720761247
ACH-000243,0.1130981163213004
ACH-000244,-0.13375210785334832
ACH-000246,0.08273256796937753
ACH-000248,0.1850127902129261
ACH-000250,0.12803112419773924
ACH-000251,0.3208148220676205
ACH-000252,0.19160517439316305
ACH-000253,0.12451794291802992
ACH-000255,0.061788331727895426
ACH-000256,0.22308790621153196
ACH-000257,-0.03490998054717801
ACH-000258,0.10069069875176273
ACH-000259,0.14431980607948286
ACH-000260,0.10219181707749916
ACH-000261,0.08981410530460666
ACH-000262,0.07494417124027987
ACH-000263,0.3198884439093031
ACH-000264,0.18853371991953355
ACH-000265,0.15460660587803882
ACH-000266,0.09633169383956776
ACH-000272,0.1592225291739349
ACH-000274,-0.021932823956296543
ACH-000277,0.10019874459264566
ACH-000278,0.1198312484759394
