,NRF1 (4899)
ACH-000004,-0.9688149838946952
ACH-000005,-0.6734500259737175
ACH-000007,-0.6034347337854504
ACH-000009,-0.8484360757808167
ACH-000011,-0.6250172954379973
ACH-000012,-0.7774504507778008
ACH-000013,-0.8988700761779369
ACH-000014,-0.7632036471261332
ACH-000015,-0.9038667555610068
ACH-000017,-0.8272293774805428
ACH-000018,-0.9463332541401586
ACH-000019,-0.8057009771945816
ACH-000021,-0.8858825809747247
ACH-000022,-0.8793216720325371
ACH-000025,-1.1850430115556485
ACH-000028,-0.8361295282695438
ACH-000030,-0.7698906276304333
ACH-000035,-0.8925491903606745
ACH-000036,-0.6948626228201462
ACH-000037,-0.6823808724730611
ACH-000039,-0.7567392097026511
ACH-000040,-0.7054963000475195
ACH-000041,-1.0034293925679916
ACH-000042,-0.975558995836933
ACH-000045,-0.8806420549411093
ACH-000047,-0.7943727563323797
ACH-000052,-1.0212439940884537
ACH-000053,-0.974274926434596
ACH-000054,-0.7118830095114553
ACH-000055,-1.0138134427356502
ACH-000060,-0.9591331494531672
ACH-000067,-0.7089067182361596
ACH-000070,-0.8538643185544599
ACH-000075,-0.8716322689988123
ACH-000078,-0.8048564994632836
ACH-000082,-0.7778104752430558
ACH-000085,-1.1291148600905865
ACH-000086,-0.8237136759393745
ACH-000087,-0.7807074394391417
ACH-000092,-0.8473942300646703
ACH-000095,-0.8886292609014605
ACH-000097,-0.8076082106515852
ACH-000098,-0.9224348303761732
ACH-000099,-0.7677422230666393
ACH-000108,-1.0807076883266602
ACH-000113,-0.8007643861565177
ACH-000116,-0.7599440597336922
ACH-000118,-0.8389214700050269
ACH-000120,-0.64987532029759
ACH-000123,-0.8100229690131584
ACH-000127,-0.679345020983537
ACH-000128,-0.8607175514651946
ACH-000132,-0.8343402751632883
ACH-000133,-0.9786778754810204
ACH-000137,-0.8463130077055859
ACH-000138,-0.9289317137163452
ACH-000142,-0.6845043831584093
ACH-000143,-0.9061213387362956
ACH-000146,-0.8810833082307223
ACH-000148,-0.8566410678863937
ACH-000150,-0.7017574038633758
ACH-000152,-0.954657425319116
ACH-000153,-0.9680081530041371
ACH-000159,-0.8805183272966383
ACH-000160,-1.1497226923105963
ACH-000163,-0.8068301249783033
ACH-000167,-1.3280523324687372
ACH-000168,-1.0029320596586078
ACH-000169,-0.6820191308302748
ACH-000178,-0.7758537141843285
ACH-000183,-0.6409440955153141
ACH-000188,-0.965853181078208
ACH-000189,-0.8424918630962147
ACH-000190,-0.6332070384098608
ACH-000198,-0.7413702943987808
ACH-000203,0.8095118116820736
ACH-000204,-0.7666151396601429
ACH-000206,-0.8677149206681006
ACH-000207,-0.6565137971144435
ACH-000208,-0.8363236151532019
ACH-000210,-1.1472691167487274
ACH-000211,-0.8097184985865441
ACH-000215,-0.6970035340487187
ACH-000221,-1.1094490683045113
ACH-000222,-0.6641268953467049
ACH-000223,-0.7894024922239229
ACH-000226,-0.8947918052983943
ACH-000227,-0.7412458842743858
ACH-000228,-0.8290211564994068
ACH-000231,-0.7921095800938772
ACH-000232,-0.8977756279696788
ACH-000233,-0.7078323451830932
ACH-000234,-0.7248396442184952
ACH-000235,-0.8070235968496382
ACH-000237,-0.9389514236051688
ACH-000238,-1.1098246449452498
ACH-000242,-0.9513201245186168
ACH-000243,-0.7718198933332766
ACH-000244,-0.9163809401794828
ACH-000246,-0.7438549753459265
ACH-000248,-0.7066308409089836
ACH-000250,-0.7036408253490284
ACH-000251,-0.5848692976289044
ACH-000252,-0.7254174794424844
ACH-000253,-0.8654480901262364
ACH-000255,-0.8438037465958657
ACH-000256,-0.7761512539879888
ACH-000257,-0.7367393049809561
ACH-000258,-0.4375766483727079
ACH-000259,-0.647976498760695
ACH-000260,-0.8598739643147889
ACH-000261,-0.6214518654021636
ACH-000262,-0.8624918633406914
ACH-000263,-0.93484874749489
ACH-000264,-0.7384412954228756
ACH-000265,-0.6685755490138703
ACH-000266,-0.9758950201050706
ACH-000272,-0.7896225179795492
ACH-000274,-0.8155961185772298
ACH-000277,-0.8735302105188806
ACH-000278,-0.7586507879928232
ACH-000279,-0.9612339426629896
ACH-000280,-0.5863658636445599
ACH-000281,-0.8455557418821023
ACH-000288,-0.8126584403850359
ACH-000291,-0.6054898224022363
ACH-000293,-0.8117496148292407
ACH-000294,-0.8403418137602086
ACH-000295,-0.7883634030529478
ACH-000296,-0.6314864818966596
ACH-000302,-0.8849246336528725
ACH-000304,-0.4785025295030434
ACH-000307,-0.8334943454892457
ACH-000308,-0.850472905357587
ACH-000310,-0.6854902481202159
ACH-000311,-0.7233588518467567
ACH-000312,-1.0075266137395151
ACH-000315,-1.0378512662582826
ACH-000316,-0.5928978955342565
ACH-000317,-0.9653636156755132
ACH-000318,-0.8662124115432865
ACH-000319,-0.8516791835773314
ACH-000320,-0.8605367222443868
ACH-000322,-0.8601998815287196
ACH-000323,-0.9691423643174094
ACH-000324,-0.8794147725195343
ACH-000329,-0.8056926944813101
ACH-000330,-0.6579660369970979
ACH-000331,-0.7396680434465904
ACH-000332,-0.8271696000754495
ACH-000334,-0.8776096348198579
ACH-000335,-0.8095117042049751
ACH-000336,-0.4206205910171564
ACH-000337,-1.056212145354397
ACH-000338,-0.36942597645710457
ACH-000339,-0.8670539786667864
ACH-000341,-0.8965774111369876
ACH-000348,-0.791272008270143
ACH-000350,-0.6792329398479346
ACH-000352,-0.90432726898009
ACH-000356,-0.9150392686160924
ACH-000361,-0.417522563289525
ACH-000362,-0.8219118449151804
ACH-000363,-0.7028731664411002
ACH-000364,-0.9771474278743522
ACH-000365,-0.8965510558832475
ACH-000366,-0.8145299317180063
ACH-000368,-0.9627369854471404
ACH-000374,-0.8466267986943049
ACH-000375,-0.8668056420799719
ACH-000376,-0.8535351764144122
ACH-000381,-0.9194639553910102
ACH-000383,-0.9406051252776731
ACH-000387,-0.8514279734307612
ACH-000389,-0.6603476056844377
ACH-000390,-0.8420901820677532
ACH-000393,-0.7895426601751179
ACH-000395,-1.0383056699766215
ACH-000396,-0.6395743578880916
ACH-000397,-0.8351977492402897
ACH-000401,-0.9326406957888038
ACH-000402,-0.7999180278175493
ACH-000403,-0.921022018112958
ACH-000404,-0.6612619869765655
ACH-000406,-0.851233052462787
ACH-000407,-0.8101461445179281
ACH-000408,-1.0976028021396869
ACH-000410,-0.849080063090231
ACH-000411,-0.8871885356673442
ACH-000414,-0.6653098925632229
ACH-000415,-1.0637701336879453
ACH-000416,-0.8009596268309247
ACH-000420,-0.7767164631477759
ACH-000421,-0.6997189341026951
ACH-000424,-0.9500378959045699
ACH-000425,-0.9044635717529442
ACH-000426,-0.5387462891041644
ACH-000427,-1.0819519215830593
ACH-000433,-0.6357777247872737
ACH-000435,-1.0131670587758372
ACH-000436,-0.5725060849598743
ACH-000444,-0.9543228176781576
ACH-000445,-0.7767894620663455
ACH-000448,-0.5954608213983605
ACH-000450,-0.7313809687091851
ACH-000452,-1.1142121334736406
ACH-000454,-0.6907635817514037
ACH-000458,-0.7122034001364058
ACH-000459,-0.82501280566733
ACH-000460,-0.8985324731154962
ACH-000461,-0.9273188155438687
ACH-000463,-0.8172685748272163
ACH-000464,-0.809507768852356
ACH-000466,-0.9020162183152204
ACH-000467,-0.8108133528726313
ACH-000468,-0.7867784342332008
ACH-000469,-0.6724615856257962
ACH-000470,-0.8482277235927308
ACH-000471,-0.7454009419265568
ACH-000472,-0.8490957104399245
ACH-000473,-0.8509317956872061
ACH-000475,-0.7205267750180602
ACH-000476,-0.9168921401258489
ACH-000477,-0.542789127933158
ACH-000479,-0.5389947653431738
ACH-000480,-0.7819839798558654
ACH-000481,-0.843043476938307
ACH-000483,-0.7921192782269674
ACH-000484,-0.7771374726513242
ACH-000485,-0.9045793194197344
ACH-000486,-0.748299501607496
ACH-000487,-0.8164453541239934
ACH-000488,-0.8832521343484028
ACH-000490,-0.8193042392016373
ACH-000491,-0.5777309037430467
ACH-000495,-0.6011301700136038
ACH-000496,-0.8126029312288251
ACH-000499,-0.6805373808613023
ACH-000500,-1.0147925881164006
ACH-000502,-0.7444151984723532
ACH-000503,-0.6715149793626415
ACH-000505,-0.9518494912563191
ACH-000507,-0.724869174682603
ACH-000510,-0.9626529742697392
ACH-000511,-0.8502159828270413
ACH-000512,-0.8110844405128197
ACH-000516,-0.7432667970984623
ACH-000517,-0.7195979059933434
ACH-000518,-1.2198829362607455
ACH-000520,-0.8274584293251274
ACH-000521,-0.9159686263978292
ACH-000522,-0.7961051530482788
ACH-000524,-0.809139270539698
ACH-000527,-0.9423653849472708
ACH-000528,-0.8051787274400849
ACH-000537,-0.7542421819654619
ACH-000541,-0.7458741215116724
ACH-000542,-0.9073806449884336
ACH-000544,-0.7882875846415622
ACH-000545,-0.8344381983999268
ACH-000547,-0.6839570116189261
ACH-000548,-0.7689335303676932
ACH-000549,-0.8621819914158185
ACH-000550,-0.6851192161988948
ACH-000552,-0.9663505689331428
ACH-000556,-0.7702563982190865
ACH-000557,-0.6663363499299446
ACH-000569,-0.5035131585648193
ACH-000570,-0.8002300800058526
ACH-000571,-0.8547451819494528
ACH-000573,-0.7670630062567549
ACH-000576,-0.9726310189999816
ACH-000579,-1.0541206104217258
ACH-000580,-0.29072080976884057
ACH-000584,-0.9822418798269325
ACH-000585,-1.1157316337419076
ACH-000588,-1.01441797958014
ACH-000589,-0.6940961982162802
ACH-000591,-0.849283700770105
ACH-000593,-0.8850574413583452
ACH-000600,-0.6757186859392471
ACH-000601,-0.7149490080663482
ACH-000605,-0.9840303369524132
ACH-000606,-0.793340277478794
ACH-000608,-0.8908926896961193
ACH-000614,-0.8528287043089147
ACH-000616,-0.7556137682666417
ACH-000618,-1.0915056740938671
ACH-000619,-0.7790181440182005
ACH-000620,-0.8370340810434267
ACH-000621,-0.8497082586203335
ACH-000622,-0.9349283481915672
ACH-000623,-0.8686139549064459
ACH-000624,-0.8871245949798982
ACH-000627,-0.8612933571831947
ACH-000630,-0.7521152965618159
ACH-000631,-1.1555868499693114
ACH-000632,-1.1730862106251965
ACH-000633,-0.7631774950203198
ACH-000637,-0.7462860828482049
ACH-000638,-0.7679621341285301
ACH-000646,-0.8192003085161786
ACH-000647,-0.5854887634740386
ACH-000648,-0.7343336054069954
ACH-000649,-0.7227472461113459
ACH-000651,-0.986403206950944
ACH-000652,-1.0208215905550533
ACH-000653,-0.9834032478263616
ACH-000657,-0.6695992831872938
ACH-000658,-0.9304448303443048
ACH-000661,-0.7435860090266083
ACH-000662,-1.0550664221775186
ACH-000663,-0.8988350015929585
ACH-000665,-0.8855160409981047
ACH-000671,-0.6177348791112647
ACH-000672,-0.8622941405735234
ACH-000673,-0.8408371182439035
ACH-000676,-0.8084230568868843
ACH-000677,-0.722659036974552
ACH-000681,-0.7314076236901529
ACH-000683,-0.7347376768302728
ACH-000684,-0.9037951951315368
ACH-000688,-1.0355940259447658
ACH-000693,-0.7479520134275063
ACH-000694,-1.022635132222535
ACH-000695,-0.9333351669909876
ACH-000696,-0.9050400119660048
ACH-000697,-0.83312421314821
ACH-000699,-0.7024447963767363
ACH-000701,-0.7114577660706662
ACH-000706,-0.7117741926339477
ACH-000711,-0.6996511119941292
ACH-000713,-0.8584404346683717
ACH-000714,-0.6446321994138686
ACH-000718,-0.8363234507890701
ACH-000720,-0.7430027707258727
ACH-000721,-0.795444442328822
ACH-000724,-0.8922438439258626
ACH-000725,-0.8699037613657068
ACH-000732,-0.9464607348646222
ACH-000734,-0.7245463358394882
ACH-000735,-1.0326821034285234
ACH-000736,-0.9913436665303906
ACH-000738,-0.9544535245345234
ACH-000746,-0.9496617563597108
ACH-000747,-0.8940236814491841
ACH-000748,-0.6631453253193285
ACH-000753,-0.8443159734405582
ACH-000756,-0.7249396255141564
ACH-000757,-0.7589916931769399
ACH-000758,-1.0130289186528676
ACH-000760,-0.8300876822271505
ACH-000762,-0.5912803560491348
ACH-000763,-0.6973949685246862
ACH-000764,-0.618535199683495
ACH-000765,-1.0937477714717672
ACH-000766,-0.6278938646715616
ACH-000767,-0.6853154144146029
ACH-000768,-0.8664337191050314
ACH-000769,-0.7398879614414843
ACH-000770,-0.7959025484496758
ACH-000771,-0.8820514329665791
ACH-000773,-0.7112915312272304
ACH-000776,-0.8005836330098395
ACH-000777,-0.8550431961335752
ACH-000778,-0.7801523257976929
ACH-000781,-0.7843698986755657
ACH-000782,-0.7846753621995683
ACH-000783,-0.7914560353116304
ACH-000784,-0.9287587589418648
ACH-000785,-0.7884201807380551
ACH-000787,-0.926088070448934
ACH-000788,-0.8313828669970095
ACH-000791,-0.7482907151269763
ACH-000792,-0.6475244554042386
ACH-000794,-0.7843686755723275
