,AP1G1 (164)
ACH-000004,-0.12538003865936126
ACH-000005,-0.1601322838046585
ACH-000007,-0.07376727594130991
ACH-000009,0.11971334285935502
ACH-000011,-0.0736300726422565
ACH-000012,-0.07706980776456293
ACH-000013,-0.23378425070186065
ACH-000014,-0.021259319558504963
ACH-000015,0.03410816834879975
ACH-000017,-0.3642357303462138
ACH-000018,-0.04311926364484806
ACH-000019,-0.15877822846165512
ACH-000021,-0.4795492069042172
ACH-000022,0.03126370665937224
ACH-000025,-0.2608880131736158
ACH-000028,0.15665895939794325
ACH-000030,0.007147734630485145
ACH-000035,-0.4683056181940365
ACH-000036,-0.2668521309410923
ACH-000037,-0.2718255202394006
ACH-000039,-0.07043640485289053
ACH-000040,-0.4370827199259493
ACH-000041,0.11489491289273555
ACH-000042,-0.2054465003128915
ACH-000045,-0.5238221749085711
ACH-000047,0.02483932321131773
ACH-000052,-0.12449227420590765
ACH-000053,-0.2142610676945039
ACH-000054,0.007149305608018816
ACH-000055,0.14839135163360762
ACH-000060,-0.14922200854596707
ACH-000067,-0.4730185105738434
ACH-000070,-0.23345004532568325
ACH-000075,-0.034347591810175784
ACH-000078,-0.0935412026098867
ACH-000082,-0.3975137205945399
ACH-000085,-0.1878927845104822
ACH-000086,-0.12546896597471688
ACH-000087,-0.03322832270979244
ACH-000092,-0.26158884880877065
ACH-000095,-0.2475901264041264
ACH-000097,-0.11319310908941617
ACH-000098,-0.15431540890028608
ACH-000099,-0.10113500914632563
ACH-000108,-0.07235563515769998
ACH-000113,-0.04716047232075276
ACH-000116,-0.19592811008570726
ACH-000118,-0.1734923957820337
ACH-000120,-0.021121367335644837
ACH-000123,-0.057782212879822686
ACH-000127,-0.11355063365598815
ACH-000128,-0.10587908348579987
ACH-000132,-0.17017106612883404
ACH-000133,-0.2752042858037761
ACH-000137,-0.0625771124074971
ACH-000138,0.0028968874852197705
ACH-000142,-0.0196583265582408
ACH-000143,-0.2137131719128063
ACH-000146,-0.1165724880930588
ACH-000148,-0.09271768502982428
ACH-000150,-0.12332933447136353
ACH-000152,-0.12239145910580712
ACH-000153,-0.2809113816395121
ACH-000159,-0.07151259051916639
ACH-000160,-0.12044243956438408
ACH-000163,-0.1897503821618705
ACH-000167,-0.24834363058149594
ACH-000168,-0.4563923162488913
ACH-000169,-0.3161478901900083
ACH-000178,-0.332054912181174
ACH-000183,0.190914336164738
ACH-000188,-0.1216093994165194
ACH-000189,-0.0530197871921566
ACH-000190,-0.2757583841501192
ACH-000198,-0.17705105747091324
ACH-000203,-0.1327045402193487
ACH-000204,-0.3297883375342688
ACH-000206,-0.0781881614173397
ACH-000207,-0.25213894327080394
ACH-000208,0.04782741690686938
ACH-000210,0.08186561514052812
ACH-000211,-0.1668593700058744
ACH-000215,-0.044126438055650516
ACH-000221,-0.1111723516068372
ACH-000222,-0.2422336388189424
ACH-000223,-0.15870474502458126
ACH-000226,-0.028237308172639936
ACH-000227,-0.24681632675014256
ACH-000228,-0.11969595862081715
ACH-000231,-0.15705432168510922
ACH-000232,-0.3227060183385426
ACH-000233,-0.09515959884771913
ACH-000234,-0.08053298998417716
ACH-000235,-0.13913118361632465
ACH-000237,-0.08375137408726623
ACH-000238,-0.18778018718614609
ACH-000242,0.1059336449998117
ACH-000243,0.1550502216830513
ACH-000244,-0.2825454338101101
ACH-000246,-0.03803175691821317
ACH-000248,-0.2241333885578812
ACH-000250,-0.06072142237621614
ACH-000251,-0.2316306828537901
ACH-000252,-0.041058748614658205
ACH-000253,-0.13741128538242367
ACH-000255,-0.26832099313685004
ACH-000256,0.0056344217306899995
ACH-000257,-0.16154298486195165
ACH-000258,0.0492746534969632
ACH-000259,-0.14506599654716798
ACH-000260,-0.04591541740786398
ACH-000261,-0.11582732674901774
ACH-000262,-0.029075402819194
ACH-000263,-0.40182786072861704
ACH-000264,-0.1191330373710978
ACH-000265,0.03158150697964265
ACH-000266,0.2088303635486984
ACH-000272,-0.10584391980781722
ACH-000274,0.07695366538226169
ACH-000277,-0.7936422791065145
ACH-000278,-0.040590924839300234
ACH-000279,-0.027922330531507042
ACH-000280,0.0683174546815418
ACH-000281,-0.197925998944946
ACH-000288,-0.09559580533967056
ACH-000291,-0.08576355362481232
ACH-000293,-0.13910607815218162
ACH-000294,-0.8194812741347376
ACH-000295,-0.2776364803932224
ACH-000296,0.777604317673399
ACH-000302,0.01803911188440644
ACH-000304,-0.12340232373359852
ACH-000307,-0.20680623477187654
ACH-000308,-0.06618720646207016
ACH-000310,-0.06320611620280345
ACH-000311,-0.09265034921348317
ACH-000312,0.047488262573671086
ACH-000315,-0.2036401107522379
ACH-000316,-0.24875717837310846
ACH-000317,0.0056567690033212615
ACH-000318,-0.05389747683904488
ACH-000319,-0.054531387941231184
ACH-000320,-0.057071601387394165
ACH-000322,-0.33052619995813703
ACH-000323,-0.08307350345581853
ACH-000324,-0.2265320070985539
ACH-000329,-0.29035822797745553
ACH-000330,-0.09332695414994943
ACH-000331,-0.042245244516789585
ACH-000332,-0.06463113003970386
ACH-000334,-0.2476563809605887
ACH-000335,-0.24582265395094585
ACH-000336,-0.09079196519537598
ACH-000337,-0.1549885958756782
ACH-000338,-0.037056847660062175
ACH-000339,-0.10961855118857733
ACH-000341,-0.08179886559161383
ACH-000348,-0.1709191702505402
ACH-000350,-0.13306036617510464
ACH-000352,-0.14278388721964805
ACH-000356,-0.6782428608377683
ACH-000361,-0.11696889980360707
ACH-000362,-0.7684791648360226
ACH-000363,-0.1896207932115348
ACH-000364,-0.12464483218927895
ACH-000365,-0.25445326155984704
ACH-000366,-0.2297591130121411
ACH-000368,-0.33892024059691545
ACH-000374,-0.07180759883397829
ACH-000375,-0.02740595510212139
ACH-000376,-0.2361919965179586
ACH-000381,-0.15961226807419118
ACH-000383,-0.24066196063272535
ACH-000387,-0.4648631099617016
ACH-000389,-0.3157546712680546
ACH-000390,-0.5347137746108676
ACH-000393,-0.09718653150946334
ACH-000395,0.04555990811118533
ACH-000396,-0.2676634846326727
ACH-000397,0.052480271713170865
ACH-000401,-0.09296862493846073
ACH-000402,0.12856615173626415
ACH-000403,0.00408780905502115
ACH-000404,0.07871811230466971
ACH-000406,-0.24090813169389425
ACH-000407,-0.3910758525831386
ACH-000408,0.09584788962162603
ACH-000410,-0.2633418759712303
ACH-000411,-0.19608125720820566
ACH-000414,-0.14623558490622685
ACH-000415,-0.16738338339152595
ACH-000416,-0.06859377271097708
ACH-000420,-0.20827741444150555
ACH-000421,-0.26318035353716995
ACH-000424,0.1141711890039653
ACH-000425,0.0011417631857154492
ACH-000426,-0.261895118998468
ACH-000427,-0.14593820686518014
ACH-000433,-0.17131844240566205
ACH-000435,-0.26833193991939885
ACH-000436,-0.2040189662969566
ACH-000444,-0.3191849878089557
ACH-000445,-0.13639683981025358
ACH-000448,-0.10291930201176576
ACH-000450,0.17186757751696055
ACH-000452,-0.009293544807760722
ACH-000454,-0.04443614650839767
ACH-000458,-0.20266606687522887
ACH-000459,-0.2348534149662821
ACH-000460,0.2430823660656149
ACH-000461,-0.20976699081437108
ACH-000463,-0.056520387358068476
ACH-000464,-0.1271886970202904
ACH-000466,0.14493150293584595
ACH-000467,-0.2341208571227356
ACH-000468,-0.33109884829900105
ACH-000469,-0.478237967559609
ACH-000470,0.11381626310333852
ACH-000471,-0.1597098227918739
ACH-000472,-0.24612004817697206
ACH-000473,-0.020101577597573327
ACH-000475,-0.028820049751233225
ACH-000476,-0.06331402772119712
ACH-000477,-0.03112225385945845
ACH-000479,-0.30799165234507736
ACH-000480,-0.13592002007976256
ACH-000481,-0.3744215936682481
ACH-000483,-0.164897910127837
ACH-000484,-0.1099595355723124
ACH-000485,-0.06297287151758726
ACH-000486,-0.08545416000480187
ACH-000487,0.02484906484295228
ACH-000488,0.009531666117562941
ACH-000490,-0.06397411305275763
ACH-000491,-0.20627252888099185
ACH-000495,-0.316011588939154
ACH-000496,-0.24112847915192334
ACH-000499,-0.21775875920130705
ACH-000500,-0.22402504663183828
ACH-000502,-0.05361258360217098
ACH-000503,0.08969202677065709
ACH-000505,-0.030414405198507383
ACH-000507,-0.5202523606058621
ACH-000510,-0.20863799833530725
ACH-000511,-0.3876823788760404
ACH-000512,-0.17006022311317426
ACH-000516,-0.5342118886625467
ACH-000517,-0.03670083933957907
ACH-000518,-0.19951622055826604
ACH-000520,0.006366367433585064
ACH-000521,0.177399868695089
ACH-000522,-0.3219080487182629
ACH-000524,-0.2156504169886348
ACH-000527,-0.11248949930240276
ACH-000528,-0.009910919598842702
ACH-000537,-0.004071048667974758
ACH-000541,-0.3854705556019614
ACH-000542,-0.2045119513022077
ACH-000544,-0.07285559278980665
ACH-000545,-0.08114172383341987
ACH-000547,-0.10082749015589647
ACH-000548,-0.21291198397272296
ACH-000549,-0.08679840536377204
ACH-000550,-0.3415493101923236
ACH-000552,-0.4270823164191746
ACH-000556,0.03272798291930052
ACH-000557,-0.3589825212018078
ACH-000569,-0.05715180311659561
ACH-000570,-0.07632232664300402
ACH-000571,-0.2482958890015513
ACH-000573,-0.003952610428583011
ACH-000576,0.13570540460110433
ACH-000579,0.11622751306228392
ACH-000580,0.008021611015296975
ACH-000584,-0.005811158848553987
ACH-000585,-0.3876183761790393
ACH-000588,0.10471399694726223
ACH-000589,-0.2094807423356278
ACH-000591,-0.14418318311526845
ACH-000593,-0.18860138142911265
ACH-000600,-0.013401331396905232
ACH-000601,-0.10209633565167922
ACH-000605,0.00836905058027858
ACH-000606,-0.009998930505428522
ACH-000608,-0.4322745795238769
ACH-000614,0.02799372010591504
ACH-000616,-0.15667445018835108
ACH-000618,-0.105566116175626
ACH-000619,0.3364624510801541
ACH-000620,-0.19504164451323636
ACH-000621,-0.196670221881752
ACH-000622,-0.09273279643377083
ACH-000623,-0.2908399840177399
