,ELOF1 (84337)
ACH-000004,-0.5656459559238047
ACH-000005,-0.21041598282724472
ACH-000007,-0.34410920624650104
ACH-000009,-0.481014284348708
ACH-000011,-0.28050096721402346
ACH-000012,-0.3703672071139544
ACH-000013,-0.6209921793733549
ACH-000014,-0.4267789373997801
ACH-000015,-0.3713271609100444
ACH-000017,-0.42158697022638864
ACH-000018,-0.4619203192071186
ACH-000019,-0.6144182475757827
ACH-000021,-0.5371047436154354
ACH-000022,-0.09945958303610423
ACH-000025,-0.4924490915398024
ACH-000028,-0.4565847689146303
ACH-000030,-0.28337465177621546
ACH-000035,-0.4521311255506767
ACH-000036,-0.2603555303555768
ACH-000037,-0.2781712321067415
ACH-000039,-0.4391871924867823
ACH-000040,-0.3862140351303108
ACH-000041,-0.2499472998835053
ACH-000042,-0.0960354968559385
ACH-000045,-0.14947264925195858
ACH-000047,-0.2118489845265084
ACH-000052,-0.4783629649747339
ACH-000053,-0.35762026871795705
ACH-000054,-0.003867652500247171
ACH-000055,-0.6861304630053412
ACH-000060,-0.4153653694726033
ACH-000067,-0.33027846091273605
ACH-000070,-0.5336727355528467
ACH-000075,-0.28827533373781866
ACH-000078,-0.21734642365263696
ACH-000082,-0.21758691966227936
ACH-000085,-0.5639280495152433
ACH-000086,-0.0825408123696305
ACH-000087,-0.3640610657583776
ACH-000092,-0.3732249773156495
ACH-000095,-0.12241514292159927
ACH-000097,-0.21944223818471176
ACH-000098,-0.12838629704382382
ACH-000099,-0.3349387194215961
ACH-000108,-0.4453522274295219
ACH-000113,-0.3555497536460219
ACH-000116,-0.5198065096566692
ACH-000118,-0.36134472489965264
ACH-000120,-0.3127268502466684
ACH-000123,-0.5032808971538183
ACH-000127,-0.353922282829815
ACH-000128,-0.3985565398547172
ACH-000132,-0.3870207410633827
ACH-000133,-0.3501305379977214
ACH-000137,-0.315488749044444
ACH-000138,-0.288929456035596
ACH-000142,-0.2874652080536801
ACH-000143,-0.1804646311526352
ACH-000146,-0.017479683113745082
ACH-000148,-0.2243721747919647
ACH-000150,-0.3283474914530929
ACH-000152,-0.01666536859521415
ACH-000153,-0.4936226973651361
ACH-000159,-0.4279095554782164
ACH-000160,-0.3445891159930737
ACH-000163,-0.1251054215652788
ACH-000167,0.05085247406932659
ACH-000168,-0.0036619675960023936
ACH-000169,-0.01346430760249008
ACH-000178,-0.4974106501182206
ACH-000183,-0.43591887005108615
ACH-000188,-0.6435482920733193
ACH-000189,-0.4221264258352415
ACH-000190,-0.3681636544699605
ACH-000198,-0.5041383903764867
ACH-000203,-0.6968786659183572
ACH-000204,-0.6290019396158602
ACH-000206,-0.23471010347493776
ACH-000207,-0.2488257211982065
ACH-000208,-0.1896721711513175
ACH-000210,-0.3643998416822648
ACH-000211,-0.4507003037015791
ACH-000215,-0.4646108502904863
ACH-000221,-0.05365606302396093
ACH-000222,-0.2652649215207414
ACH-000223,-0.26563641852968034
ACH-000226,-0.4287077094267034
ACH-000227,-0.3866138573885103
ACH-000228,-0.4693303030210965
ACH-000231,-0.11891819231319235
ACH-000232,-0.4525242280794416
ACH-000233,-0.7641916947607296
ACH-000234,-0.3325108361711118
ACH-000235,-0.2562600903903325
ACH-000237,-0.35857528003596545
ACH-000238,-0.2654652103050752
ACH-000242,0.09262694581102277
ACH-000243,-0.1363777408143271
ACH-000244,-0.14690243331355812
ACH-000246,-0.5294427965318007
ACH-000248,-0.6669925836782156
ACH-000250,-0.3705115119715485
ACH-000251,-0.6657066501301898
ACH-000252,0.3065940252406895
ACH-000253,-0.30231273843340506
ACH-000255,-0.16835512723274465
ACH-000256,-0.4610908941705652
ACH-000257,-0.4509072586429689
ACH-000258,-0.2937853956381496
ACH-000259,-0.4145947184013436
ACH-000260,-0.5184992236868314
ACH-000261,-0.3554001327088753
ACH-000262,-0.12442382817301728
ACH-000263,-0.36080923564501854
ACH-000264,-0.2311756055523505
ACH-000265,-0.26329225601464906
ACH-000266,-0.06786429890971885
ACH-000272,-0.2538375608495844
ACH-000274,-0.17070382369380918
ACH-000277,-0.2473907542832734
ACH-000278,-0.44262956449750496
ACH-000279,-0.5660627180540246
ACH-000280,0.020503511703422246
ACH-000281,-0.3203539447078895
ACH-000288,-0.18286108754646654
ACH-000291,-0.3714899787086916
ACH-000293,-0.3991278702375782
ACH-000294,-0.4158074698024953
ACH-000295,-0.5321468368462142
ACH-000296,-0.4953771009526302
ACH-000302,-0.38092348187117697
ACH-000304,-0.6299886267099177
ACH-000307,-0.19866485446483628
ACH-000308,-0.5616312644027555
ACH-000310,-0.3220262271186722
ACH-000311,-0.14656893619995598
ACH-000312,-0.40475436023432
ACH-000315,-0.4722687371929781
ACH-000316,-0.3892999629370862
ACH-000317,-0.3084228165259636
ACH-000318,-0.299408263539414
ACH-000319,-0.332361827255513
ACH-000320,-0.053246589374222685
ACH-000322,-0.28337795449123826
ACH-000323,-0.3928700524143711
ACH-000324,-0.0945060438939716
ACH-000329,-0.030195669227516923
ACH-000330,-0.42387275292122384
ACH-000331,-0.4015389247273696
ACH-000332,-0.0923408034727445
ACH-000334,-0.695551797189176
ACH-000335,-0.35883894766931484
ACH-000336,-0.4506274952840952
ACH-000337,-0.3125936599424695
ACH-000338,-1.058228028291812
ACH-000339,-0.724933271535339
ACH-000341,-0.5080402630097326
ACH-000348,-0.3789519259136017
ACH-000350,-0.226913413610334
ACH-000352,-0.6932487212089531
ACH-000356,-0.3526964035384428
ACH-000361,-0.5446900149944537
ACH-000362,-0.2768559165349387
ACH-000363,-0.5096973335413151
ACH-000364,-0.16429564629736804
ACH-000365,-0.5116380918028267
ACH-000366,-0.5134890230724892
ACH-000368,-0.31573468712981084
ACH-000374,-0.4967840486513821
ACH-000375,-0.4541460715817544
ACH-000376,-0.1625863610704126
ACH-000381,-0.4889712038274044
ACH-000383,-0.22359704090484975
ACH-000387,-0.3248763305626505
ACH-000389,-0.2714485133828624
ACH-000390,-0.2319511222783143
ACH-000393,-0.4687011995348969
ACH-000395,-0.436758023951308
ACH-000396,-0.22868109103365375
ACH-000397,-0.3247135126915713
ACH-000401,-0.4162722360555621
ACH-000402,-0.8007567866226407
ACH-000403,-0.10157446728408397
ACH-000404,-0.4315896880077295
ACH-000406,-0.3105679496368654
ACH-000407,-0.2763655918355307
ACH-000408,-0.648763724843599
ACH-000410,-0.3788039017742721
ACH-000411,-0.4650059023772001
ACH-000414,-0.2903766731128913
ACH-000415,-0.3812840442179734
ACH-000416,-0.2860588220475517
ACH-000420,-0.1915739398743752
ACH-000421,-0.5410339188855754
ACH-000424,-0.4410667837210789
ACH-000425,-0.3942867331742664
ACH-000426,-0.3903551933018318
ACH-000427,-0.05668367598628589
ACH-000433,-0.5734705520105305
ACH-000435,-0.6001040449734595
ACH-000436,-0.5241414914963917
ACH-000444,-0.34099015884405875
ACH-000445,-0.4508275356996009
