,ARF4 (378)
ACH-000004,-0.603765973260469
ACH-000005,-0.4540061020936211
ACH-000007,-0.35875874596293444
ACH-000009,-1.0938721987432465
ACH-000011,-0.9252389511914332
ACH-000012,-0.3019843940668303
ACH-000013,-0.5668580171495986
ACH-000014,-0.5831001113815203
ACH-000015,-0.36121013436324667
ACH-000017,-0.20290253075910464
ACH-000018,-0.7780277845272958
ACH-000019,-0.3739606890746704
ACH-000021,-0.3183718913791336
ACH-000022,-0.5726222981639559
ACH-000025,-0.9663262565018664
ACH-000028,-0.2691600566540279
ACH-000030,-0.2707124327527591
ACH-000035,-0.7328212892779598
ACH-000036,-0.6584802899344258
ACH-000037,-0.5267719910255193
ACH-000039,-0.3691198615582905
ACH-000040,-0.6179475741343651
ACH-000041,-0.5148122535556654
ACH-000042,-0.5390267487689838
ACH-000045,-0.616219394931192
ACH-000047,-0.36006605213967185
ACH-000052,-0.9782528504081336
ACH-000053,-0.2111382104826061
ACH-000054,-0.5314783333093033
ACH-000055,-0.5689814242481179
ACH-000060,-0.5187795595974529
ACH-000067,-0.8409866993788917
ACH-000070,-0.2776537920605444
ACH-000075,-0.7428416955911432
ACH-000078,-0.5143785643430772
ACH-000082,-0.9513437422060452
ACH-000085,-0.7578520736582731
ACH-000086,-0.6163531563115229
ACH-000087,-0.5498475393997947
ACH-000092,-0.9652750067672258
ACH-000095,-0.354509037207042
ACH-000097,-0.8150952559397415
ACH-000098,-0.458503428841348
ACH-000099,-0.4593112693757705
ACH-000108,-0.9788454518482796
ACH-000113,-0.7939520571588952
ACH-000116,-0.3272817591494804
ACH-000118,-0.4863760941486003
ACH-000120,-0.6014094997613625
ACH-000123,-0.4520320804510018
ACH-000127,-1.0299570655911108
ACH-000128,-0.3121561177185157
ACH-000132,-0.7580018069476704
ACH-000133,-0.6375794830604873
ACH-000137,-0.6424840873384123
ACH-000138,-0.3997497454402516
ACH-000142,-0.3539502768680263
ACH-000143,-0.3182622545121819
ACH-000146,-0.2692675433014413
ACH-000148,-0.7154295459455929
ACH-000150,-0.6971525212882841
ACH-000152,-0.6275995223974847
ACH-000153,-0.8468099651376295
ACH-000159,-0.4779208840715266
ACH-000160,-0.35059293983677264
ACH-000163,-1.1080580105609108
ACH-000167,-0.6541105421950171
ACH-000168,-0.9395117668995924
ACH-000169,-0.8738667692070792
ACH-000178,-0.7813623471132607
ACH-000183,-0.6537496956051754
ACH-000188,-0.8861177387135808
ACH-000189,-0.4314792165335882
ACH-000190,-0.6717033711265156
ACH-000198,-0.3760234263220486
ACH-000203,-0.5594997482771066
ACH-000204,-0.4461684406893874
ACH-000206,-0.8540399891256041
ACH-000207,-0.4442231058955027
ACH-000208,-0.6857202060077421
ACH-000210,-0.4095994137092521
ACH-000211,-0.5419176173791507
ACH-000215,-0.7582550951538404
ACH-000221,-0.4098088629899935
ACH-000222,-0.6885653114919092
ACH-000223,-0.30841111998883936
ACH-000226,-0.2782232201130163
ACH-000227,-0.491046065093006
ACH-000228,-0.3894328194497019
ACH-000231,-0.5947378910028596
ACH-000232,-0.38827078285973865
ACH-000233,-0.32571871119840656
ACH-000234,-0.8487649668894038
ACH-000235,-0.3786718905329901
ACH-000237,-0.7696129730335977
ACH-000238,-0.5504828230749375
ACH-000242,-0.3746799115296864
ACH-000243,-0.3976043998711064
ACH-000244,-0.8427180418534885
ACH-000246,-0.8361408575924004
ACH-000248,-0.37709891065239376
