,CDKN1B (1027)
ACH-000004,-0.21795511545683835
ACH-000005,-0.025043652709344732
ACH-000007,0.2455994123420891
ACH-000009,-0.09197750572171752
ACH-000011,0.16940422571873207
ACH-000012,-0.05734495843558909
ACH-000013,-0.0210852837027442
ACH-000014,0.3383260608762459
ACH-000015,-0.15984159583585272
ACH-000017,-0.013981044392668493
ACH-000018,-0.13116629223481416
ACH-000019,0.013034861055490376
ACH-000021,-0.07890914395778573
ACH-000022,-0.013643285469775395
ACH-000025,0.05636042852432108
ACH-000028,-0.08613650030392983
ACH-000030,-0.026355081601602742
ACH-000035,-0.02539853609112581
ACH-000036,0.1815949385536946
ACH-000037,-0.10535678542038264
ACH-000039,-0.17064472613289064
ACH-000040,-0.07482903253979027
ACH-000041,0.03028738504064642
ACH-000042,0.03742222773284696
ACH-000045,0.04619230101063665
ACH-000047,-0.06229599618268916
ACH-000052,-0.1452471173948867
ACH-000053,0.039914066351599074
ACH-000054,-0.1172677408465314
ACH-000055,0.022616733491179115
ACH-000060,0.008711392033426725
ACH-000067,0.07548583507225151
ACH-000070,-0.037459348574724056
ACH-000075,0.0035315865816996726
ACH-000078,0.0271399482070817
ACH-000082,-0.031396503736267754
ACH-000085,0.044229958031221636
ACH-000086,0.11909332502384165
ACH-000087,-0.4694215636664414
ACH-000092,0.052966977309031056
ACH-000095,-0.02623727159406736
ACH-000097,0.046761205255090116
ACH-000098,0.09642202555835147
ACH-000099,0.13917941145351154
ACH-000108,0.18477811187483092
ACH-000113,0.01412997324062836
ACH-000116,0.05666655964166618
ACH-000118,-0.051474160990582316
ACH-000120,0.04075373927125255
ACH-000123,-0.06336611589051071
ACH-000127,-0.005119687344480772
ACH-000128,0.1574718961475096
ACH-000132,0.1517649689167997
ACH-000133,0.02250059467940416
ACH-000137,0.025754812489736174
ACH-000138,-0.09559110703157757
ACH-000142,-0.03417732983547698
ACH-000143,0.003937003351442441
ACH-000146,-0.11578457318550392
ACH-000148,0.1884384864467639
ACH-000150,0.10440144774830892
ACH-000152,0.03853103813190815
ACH-000153,-0.08707243237513924
ACH-000159,-0.11716371274339347
ACH-000160,-0.31368511152047385
ACH-000163,0.18216140013780216
ACH-000167,-0.21897676237437333
ACH-000168,-0.15938351963119196
ACH-000169,0.014233199624093888
ACH-000178,-0.06899331500968962
ACH-000183,-0.1955602603596125
ACH-000188,-0.0035865232530148507
ACH-000189,0.2873466619749214
ACH-000190,-0.04963276464521889
ACH-000198,0.2461897485090345
ACH-000203,0.5147734974294776
ACH-000204,0.04178578516888334
ACH-000206,0.037795883324761616
ACH-000207,0.1798013880093845
ACH-000208,0.034389780643393535
ACH-000210,-0.280530193349731
ACH-000211,-0.03199506688163263
ACH-000215,0.06805835327919281
ACH-000221,0.12572035259097458
ACH-000222,0.02519800599411589
ACH-000223,-0.041196285283179465
ACH-000226,-0.2289204143212314
ACH-000227,-0.07966683944636731
ACH-000228,-0.08113148022501712
ACH-000231,-0.06184313408498096
ACH-000232,-0.01728379237679922
ACH-000233,-0.15645168194249387
ACH-000234,0.010139356898577916
ACH-000235,-0.14256836708030218
ACH-000237,0.06926076304570175
ACH-000238,-0.2754227002051091
ACH-000242,-0.05472828079596294
ACH-000243,-0.11899240091218725
ACH-000244,-0.0003508162230562349
ACH-000246,0.12838599321611294
ACH-000248,0.10985800215558468
ACH-000250,-0.1110507333939018
ACH-000251,0.2885352400165511
ACH-000252,-0.34640430156165164
ACH-000253,-0.15604779904125954
ACH-000255,-0.23454570062871
ACH-000256,-0.07087653710265633
ACH-000257,0.1507406501932438
ACH-000258,-0.09737322373437854
ACH-000259,0.04596651297575771
ACH-000260,0.41827233946685016
ACH-000261,0.005688282248842042
ACH-000262,-0.11175993851514657
ACH-000263,-0.1547418803794983
ACH-000264,-0.10267286682447617
ACH-000265,-0.047286128855247744
ACH-000266,-0.02137140040132134
ACH-000272,-0.17121832809782395
ACH-000274,-0.1155833039761868
ACH-000277,0.07528063219022167
ACH-000278,0.0025123757437483948
ACH-000279,-0.07817004083564931
ACH-000280,0.21943192644013407
ACH-000281,-0.0822691202379236
ACH-000288,0.012598690437676844
ACH-000291,-0.10182521314605124
ACH-000293,-0.07567365337164499
ACH-000294,-0.029458066603401386
ACH-000295,-0.08255848143349807
ACH-000296,-0.3161025462981371
ACH-000302,-0.1050744611482189
ACH-000304,0.1235100990902492
ACH-000307,-0.07348568561133248
ACH-000308,-0.027516531664529758
ACH-000310,-0.08437291423008861
ACH-000311,0.29294815433047955
ACH-000312,0.10244126611723896
ACH-000315,-0.006215340811729471
ACH-000316,0.06599394748186166
ACH-000317,0.03208440476901209
ACH-000318,0.13313524351064168
ACH-000319,-0.1201483109056746
ACH-000320,-0.16392801988042247
ACH-000322,-0.0224315541431811
ACH-000323,0.19727060322509385
ACH-000324,0.217613654007877
ACH-000329,0.03567636217740255
ACH-000330,-0.045031603107199725
ACH-000331,0.18858559298184066
ACH-000332,-0.038732197988411855
ACH-000334,-0.011417374155361256
ACH-000335,-0.15254798958641402
ACH-000336,0.11080379726059683
ACH-000337,0.16585954077904586
ACH-000338,-0.1286137701580318
ACH-000339,-0.05019166062948551
ACH-000341,0.3200171622165641
ACH-000348,-0.12881914999407315
ACH-000350,-0.12906103560966034
ACH-000352,0.058530406560410364
ACH-000356,-0.038784359896394144
ACH-000361,-0.26763950567749634
ACH-000362,0.2718363226935026
ACH-000363,-0.08174300718068392
ACH-000364,-0.045300980687114085
ACH-000365,-0.09599127361037038
ACH-000366,0.1451952074719757
ACH-000368,0.013305150244255524
ACH-000374,-0.016268095800801362
ACH-000375,0.16121769311485568
ACH-000376,0.03245960358147928
ACH-000381,-0.33642873279433005
ACH-000383,-0.04619410090374354
ACH-000387,-0.06398301786506923
ACH-000389,0.08808389073895621
ACH-000390,-0.02385605339563541
ACH-000393,-0.06856082725783581
ACH-000395,-0.13890040018012606
ACH-000396,-0.021296545224897184
ACH-000397,0.04142928779940724
ACH-000401,-0.510122677285083
ACH-000402,0.011043099372902009
ACH-000403,-0.08488953750516229
ACH-000404,1.060626977598314
ACH-000406,0.016690958053736337
ACH-000407,-0.000420723381212608
ACH-000408,-0.13852213292372675
ACH-000410,0.008995949958252336
ACH-000411,0.1472501662807003
ACH-000414,0.13091132408525355
ACH-000415,0.07496798176972792
ACH-000416,0.022720729259494556
ACH-000420,-0.0954247177832464
ACH-000421,-0.13587249130558327
ACH-000424,-0.29418373340929954
ACH-000425,0.012027064369132787
ACH-000426,0.21166725098522365
ACH-000427,-0.150832758959779
ACH-000433,-0.09018935102375708
ACH-000435,-0.08912459744794972
ACH-000436,0.06320772403081408
ACH-000444,-0.033874606759548516
ACH-000445,0.2952264724604011
ACH-000448,-0.1262196627298897
ACH-000450,-0.05847106269493555
ACH-000452,-0.2556214352539539
ACH-000454,-0.2469018114778221
ACH-000458,-0.15430601091689305
ACH-000459,0.2426658431862909
ACH-000460,-0.008861704811487344
ACH-000461,-0.00694679283329456
ACH-000463,-0.018487538350561262
ACH-000464,-0.1927492368817466
ACH-000466,0.04176158262914752
ACH-000467,0.1370373354140611
