,CAMK1G (57172)
ACH-000004,-0.019531224797929615
ACH-000005,0.10082012981683744
ACH-000007,0.012810916095145073
ACH-000009,-0.11668851801051093
ACH-000011,0.04528454792498689
ACH-000012,0.03486902164005765
ACH-000013,0.030535546299058844
ACH-000014,-0.11595324184548153
ACH-000015,0.08386951313589387
ACH-000017,0.0031760462280597
ACH-000018,0.1846318099310364
ACH-000019,0.058264340509078485
ACH-000021,0.027755619903249644
ACH-000022,-0.006408406297058233
ACH-000025,-0.10900626951200583
ACH-000028,0.00461956324272204
ACH-000030,0.06902308301764087
ACH-000035,0.09542597605746768
ACH-000036,-0.02771691405719672
ACH-000037,-0.05442683302589951
ACH-000039,-0.04117585366032714
ACH-000040,-0.027288922400900414
ACH-000041,0.15114930511283264
ACH-000042,-0.14801029437223762
ACH-000045,0.07944769468028176
ACH-000047,-0.05894557555516335
ACH-000052,0.2002787832774247
ACH-000053,-0.031421587983298103
ACH-000054,-0.07965831031273696
ACH-000055,-0.08770868802218673
ACH-000060,0.10167712488192662
ACH-000067,0.0666078137843546
ACH-000070,0.07978936242890676
ACH-000075,-0.15305744739924007
ACH-000078,-0.0088768056408893
ACH-000082,-0.041636734208550456
ACH-000085,-0.09654160450579093
ACH-000086,0.052772409768449886
ACH-000087,-0.014674177614350718
ACH-000092,-0.09981503617570826
ACH-000095,0.08467420279753905
ACH-000097,0.021011803429823613
ACH-000098,0.01621150881162666
ACH-000099,-0.046177706799363914
ACH-000108,0.004825013889542482
ACH-000113,-0.02531164376955816
ACH-000116,-0.05943174891088214
ACH-000118,0.07930375892084983
ACH-000120,0.10204261324597713
ACH-000123,0.07031414163416122
ACH-000127,0.021623810641341227
ACH-000128,0.0060848371647052825
ACH-000132,-0.2079254998113754
ACH-000133,-0.062351556370127084
ACH-000137,-0.17311564699403795
ACH-000138,-0.00901506920470548
ACH-000142,-0.07950146299876229
ACH-000143,-0.004360491779035072
ACH-000146,-0.08845678624269533
ACH-000148,0.003653866606528014
ACH-000150,0.09031560554863688
ACH-000152,0.07184903547972972
ACH-000153,-0.0315418227508059
ACH-000159,0.05323018669929938
ACH-000160,0.10871699969035327
ACH-000163,-0.062094636479432586
ACH-000167,-0.03919935017051047
ACH-000168,-0.12946628071770427
ACH-000169,-0.08036387543532615
ACH-000178,0.014170408523773844
ACH-000183,-0.028579335833043836
ACH-000188,0.0392111118286742
ACH-000189,-0.16476129058082747
ACH-000190,0.2634298989206709
ACH-000198,-0.1434648267696423
ACH-000203,-0.052326345065489166
ACH-000204,0.2493646364491574
ACH-000206,-0.08970390634577817
ACH-000207,0.21869797352446707
ACH-000208,0.061875097133331836
ACH-000210,-0.14247332256135298
ACH-000211,0.031235796860454162
ACH-000215,0.03272960312722912
ACH-000221,0.019257020859340272
ACH-000222,0.08858464636129805
ACH-000223,0.016085273535514
ACH-000226,-0.04907066227874586
ACH-000227,-0.17302391131133554
ACH-000228,-0.06318433787455502
ACH-000231,-0.1364361622891699
ACH-000232,0.039980054763450006
ACH-000233,-0.1163593428574599
ACH-000234,-4.1661745083010575e-05
ACH-000235,-0.017349912126116692
ACH-000237,0.042903451731637315
ACH-000238,-0.09759035272445282
ACH-000242,0.03227081742347676
ACH-000243,0.05794082040641167
ACH-000244,-0.16283862042202776
ACH-000246,0.03797021100947317
ACH-000248,0.07142726645498676
ACH-000250,0.11883996885337267
ACH-000251,-0.498124307205635
ACH-000252,0.2254736526522778
ACH-000253,0.07306548592696628
ACH-000255,0.07900032927292189
ACH-000256,-0.05269144120740536
ACH-000257,-0.0017403661101839185
ACH-000258,-0.015889499141685144
ACH-000259,-0.039107795657462065
ACH-000260,0.037266376562755915
ACH-000261,0.023797853446109917
ACH-000262,0.19106376909191355
ACH-000263,-0.010428361176273609
ACH-000264,-0.018630682495389232
ACH-000265,0.15104302709240575
ACH-000266,-0.02825917009174875
ACH-000272,0.058135521632474464
ACH-000274,-0.06402953171650708
ACH-000277,-0.009049383559983377
ACH-000278,0.07245816358100603
ACH-000279,-0.007671334335684362
ACH-000280,-0.00031708870571809397
ACH-000281,-0.09704406293614527
ACH-000288,-0.0018214408615530573
ACH-000291,-0.0639654701448807
ACH-000293,0.062177900869217824
ACH-000294,-0.029317924558609012
ACH-000295,0.09695227113082718
ACH-000296,-0.11410839899854132
ACH-000302,-0.018859696248020592
ACH-000304,-0.12049460768999365
ACH-000307,0.012183942990652615
ACH-000308,0.06850316125863726
ACH-000310,-0.07216449927578092
ACH-000311,0.06508965619108269
ACH-000312,-0.0005388715355087319
ACH-000315,0.121878987764
ACH-000316,0.04524624613655533
ACH-000317,0.12232331978126725
ACH-000318,0.06260809806370192
ACH-000319,0.03846427347529528
ACH-000320,-0.07282025527351389
ACH-000322,0.014825489369558159
ACH-000323,-0.03785317157148612
ACH-000324,0.033267311177143544
ACH-000329,-0.02867089545975322
ACH-000330,0.019795496408637026
ACH-000331,-0.056276115901900486
ACH-000332,0.012108360595886786
ACH-000334,0.06845373977006403
ACH-000335,-0.13935511588692626
ACH-000336,-0.1034577192790086
ACH-000337,0.15496020323905146
ACH-000338,-0.5425273796899299
ACH-000339,0.06752966344132251
ACH-000341,-0.1408838697139435
ACH-000348,0.020721920102871414
ACH-000350,-0.09564080557397654
ACH-000352,-0.08896598991701199
ACH-000356,-0.08410130392870314
ACH-000361,0.03787213374165301
ACH-000362,0.0032233303653016864
ACH-000363,-0.020128564305971663
ACH-000364,0.022124224134970654
