,SLK (9748)
ACH-000569,-0.3951914194411613
ACH-000570,-0.19096125910257386
ACH-000571,-0.11240902664608604
ACH-000573,-0.009102431136026693
ACH-000576,-0.04702607660684598
ACH-000579,-0.062392050450470624
ACH-000580,0.07303217814754973
ACH-000584,-0.06633363975310437
ACH-000585,-0.04277839025677065
ACH-000588,-0.04636933122376896
ACH-000589,0.08505939029891993
ACH-000591,-0.5093588024768584
ACH-000593,-0.03759942864412338
ACH-000600,-0.11527280234824325
ACH-000601,-0.06859259690068095
ACH-000605,-0.13010437162772728
ACH-000606,-0.2558870722017904
ACH-000608,-0.17960712333592987
ACH-000614,-0.047667056963207485
ACH-000616,-0.2279472248016748
ACH-000618,-0.1628012289050184
ACH-000619,-0.18066145711841766
ACH-000620,-0.061302908593818976
ACH-000621,-0.034659468487487945
ACH-000622,-0.05181882173422361
ACH-000623,-0.2516098067183639
ACH-000624,-0.0889733538308492
ACH-000627,-0.02762602613935646
ACH-000630,-0.15476794639532213
ACH-000631,-0.3848032802803878
ACH-000632,-0.07058817523635512
ACH-000633,-0.11512879809529356
ACH-000637,0.006465527263538936
ACH-000638,-0.10359590658384996
ACH-000646,-0.09408657597863848
ACH-000647,-0.09788695225275013
ACH-000648,-0.16181209030539492
ACH-000649,-0.17117053458390807
ACH-000651,-0.2145260836716193
ACH-000652,-0.21515888082332893
ACH-000653,-0.13054902944895333
ACH-000657,-0.05096368336947543
ACH-000658,0.04434931013536756
ACH-000661,0.005885485855634872
ACH-000662,-0.14164794855686985
ACH-000663,-0.2260853897668477
ACH-000665,-0.2293275428603664
ACH-000671,-0.1501430872588268
ACH-000672,-0.11496814423412803
ACH-000673,-0.10661629483652152
ACH-000676,-0.18203351811319424
ACH-000677,-0.2957106391455749
ACH-000681,0.056740340406123115
ACH-000683,-0.17694943525575885
ACH-000684,-0.09733822849687657
ACH-000688,-0.27438548400747204
ACH-000693,-0.05934569807046813
ACH-000694,-0.17159210009073253
ACH-000695,-0.15624954309200273
ACH-000696,-0.11410200109871847
ACH-000697,-0.08996784650908207
ACH-000699,-0.0690373857170321
ACH-000701,0.02791116551501603
ACH-000706,-0.07765779938890438
ACH-000711,-0.2357600381978725
ACH-000713,0.03878990443647053
ACH-000714,-0.06816747900333467
ACH-000718,-0.15617292615038736
ACH-000720,-0.055314131304160456
ACH-000721,-0.16096088844097312
ACH-000724,0.04155825179190608
ACH-000725,0.0584146935003387
ACH-000732,-0.21114946671658066
ACH-000734,-0.016858038326376872
ACH-000735,-0.049443276880196084
ACH-000736,-0.1561276080280928
ACH-000738,-0.29544733354802644
ACH-000746,-0.09305657358389592
ACH-000747,-0.24886902354022905
ACH-000748,-0.27134706184763
ACH-000753,0.028619582758193693
ACH-000756,-0.17444018985555315
ACH-000757,0.0551783085109873
ACH-000758,-0.002751156673487441
ACH-000760,-0.1278583913215937
ACH-000762,-0.03164849970074509
ACH-000763,-0.06994077111994766
ACH-000764,-0.2105564209318404
ACH-000765,-0.061567254321268985
ACH-000766,-0.07810505054479139
ACH-000767,-0.28237740325990945
ACH-000768,-0.00628954273905385
ACH-000769,-0.2646699989835046
ACH-000770,-0.06795077587102316
ACH-000771,-0.15887299378119502
ACH-000773,-0.17634963684650398
ACH-000776,-0.20077167808521035
ACH-000777,-0.13035387044298422
ACH-000778,-0.08127358025721038
ACH-000781,-0.05957947928852626
ACH-000782,-0.27208652284794244
ACH-000783,-0.10109831943841847
ACH-000784,-0.18040532649957106
ACH-000785,-0.02956762797964085
ACH-000787,-0.05841650345110284
ACH-000788,-0.008587241543148052
ACH-000791,-0.015256926445842143
ACH-000792,-0.02489239869389356
ACH-000794,-0.07648793975681822
ACH-000796,-0.31818781690344994
ACH-000798,0.10468779751564612
ACH-000799,-0.052874589499599736
ACH-000800,0.04931639170228819
ACH-000802,-0.06370172341886134
ACH-000804,-0.05329708253194474
ACH-000805,-0.11364528540682906
ACH-000809,-0.18611425188050865
ACH-000810,0.017751632001507717
ACH-000811,-0.15776288282755752
ACH-000817,-0.07874323708789506
ACH-000819,-0.055923483974859536
ACH-000820,0.21422254430427132
ACH-000821,-0.07747453133273209
ACH-000822,-0.09018157217696897
ACH-000823,-0.25782643921389903
ACH-000824,-0.21396563738210675
ACH-000827,-0.07044683610223244
ACH-000829,-0.009567925880338205
ACH-000831,-0.13454012920238628
ACH-000832,-0.18718932755297435
ACH-000833,0.005531327165194882
ACH-000834,-0.16329085365694676
ACH-000835,-0.16842692580166754
ACH-000836,-0.19567235537620484
ACH-000837,0.0467410889713971
ACH-000838,-0.12706922143643234
ACH-000839,0.048732742257650376
ACH-000840,-0.2070987560775201
ACH-000841,-0.27971927138697805
ACH-000843,-0.1436086078632735
ACH-000846,-0.11014668448288006
ACH-000847,-0.07390266495919194
ACH-000848,-0.13090116458442794
ACH-000849,-0.16230657655793956
ACH-000851,-0.09549022150724476
ACH-000855,-0.1149910894699094
ACH-000856,-0.44153077671750496
ACH-000858,-0.167439712371989
ACH-000859,-0.2376263990960865
ACH-000861,-0.21439720428079287
ACH-000862,-0.041712911491363164
ACH-000865,-0.07891206633821614
ACH-000866,-0.08116294445992185
ACH-000867,-0.0879404032317867
ACH-000869,-0.03363688439729982
ACH-000872,0.028928976565310807
ACH-000873,-0.2250838551550088
ACH-000876,-0.03958709270570778
ACH-000878,-0.15238897773765622
ACH-000880,-0.1813254856387136
ACH-000881,0.039917932042231694
ACH-000882,0.0009851324361839244
ACH-000884,-0.07192551528363322
ACH-000885,-0.1969442610159806
ACH-000887,-0.10896840722307764
ACH-000889,-0.057968027631658016
ACH-000896,-0.0243429780780315
ACH-000898,0.08942088969301266
ACH-000900,-0.14099396598919273
ACH-000901,-0.17041547177069946
ACH-000905,-0.2417915908619131
ACH-000906,-0.01966999249561855
ACH-000907,-0.18540313610459475
ACH-000910,-0.08339211792565761
ACH-000911,-0.10682076502625673
ACH-000912,-0.15665507340156334
ACH-000913,-0.0907867059093975
ACH-000915,-0.03083452695697345
ACH-000916,-0.4875412152908284
ACH-000917,-0.013417924345130188
ACH-000920,0.02638220556670987
ACH-000921,-0.06984487382443495
ACH-000924,-0.04608123519454257
ACH-000926,-0.1820297309705053
ACH-000928,-0.170321754155965
ACH-000929,-0.1220471122368762
ACH-000932,-0.11015759654324027
ACH-000935,-0.09850511133114537
ACH-000936,-0.16379241104367792
ACH-000937,-0.0410537967120297
ACH-000938,-0.06961720548624732
ACH-000939,-0.0604016340656464
ACH-000941,-0.09628603897339896
ACH-000943,-0.2138204150131202
ACH-000946,-0.23980266137192816
ACH-000947,-0.1551469498491472
ACH-000948,0.20085841934527635
ACH-000950,-0.2182085533795744
ACH-000953,0.056631018014359526
ACH-000954,0.09250622390021583
ACH-000957,-0.04294225514385979
ACH-000958,-0.03821707342208988
ACH-000960,-0.0952395712796714
ACH-000963,-0.08190733867597251
ACH-000968,-0.09694070815492953
ACH-000969,-0.18508421524569493
ACH-000972,-0.21680944303662408
ACH-000973,-0.15535757768073954
ACH-000974,-0.09780805121273424
ACH-000978,0.09229893735093901
ACH-000984,-0.1627708690432876
ACH-000986,-0.12494924049098854
ACH-000988,-0.07297986823285943
ACH-000993,-0.16001010458264275
ACH-000994,-0.2381318618694977
ACH-000996,-0.21578006714333056
ACH-001001,-0.10415006365589573
ACH-001020,-0.11521586598170835
ACH-001028,-0.17556709869144432
ACH-001031,-0.3349264984606595
ACH-001038,-0.14602993748811166
ACH-001048,-0.06765599484178811
ACH-001050,0.0043890402824839185
ACH-001053,-0.1951090311915005
ACH-001054,-0.0626895520714094
ACH-001061,-0.09851011052929487
ACH-001067,-0.1770890383441294
ACH-001075,-0.021857500685482027
ACH-001096,-0.1236198506456343
ACH-001111,-0.1592437405243845
ACH-001119,-0.08390123850881966
ACH-001128,0.052579021183035535
ACH-001134,-0.07930481243957144
ACH-001151,0.02790794816740256
ACH-001163,-0.3532050632090196
ACH-001164,-0.05016744338032773
ACH-001183,-0.13444855989084645
ACH-001192,-0.040733880179927816
ACH-001193,0.030622610985458168
ACH-001196,-0.17556162906882258
ACH-001197,-0.025212846884209054
ACH-001205,0.09175259536938744
ACH-001211,-0.03227491022318529
ACH-001212,-0.3084398488986283
ACH-001228,-0.0725486453875427
ACH-001232,-0.14664142894337384
ACH-001239,-0.17927027256876674
ACH-001270,-0.197837586887704
ACH-001274,-0.20415898861953485
ACH-001275,-0.15629126364756332
ACH-001277,-0.2282136090539812
ACH-001278,-0.17713837927475698
ACH-001280,-0.05457990194030425
ACH-001283,-0.1750110300229154
ACH-001289,-0.1362696779596576
ACH-001300,-0.05360065765122461
ACH-001301,-0.09319615196133213
ACH-001302,0.18675007459477666
ACH-001306,-0.14181324503785564
ACH-001318,-0.1153279718947291
ACH-001322,-0.3920552008185868
ACH-001328,-0.20238702951327306
ACH-001332,-0.11222975732331336
ACH-001336,-0.3243947749849169
ACH-001346,-0.09849159806602888
ACH-001353,-0.10115561792949612
ACH-001354,-0.17495723087273995
ACH-001367,-0.12176745647537425
ACH-001368,-0.08752372548182465
ACH-001374,-0.11760663181514053
ACH-001377,-0.1406358147890219
ACH-001380,-0.14477479375196875
ACH-001391,-0.2904245104871094
ACH-001408,-0.02304955959931117
ACH-001430,-0.6246690299010336
ACH-001431,0.0734535269897202
ACH-001450,-0.06779802682256368
ACH-001496,-0.1108990482431745
ACH-001500,0.029868361836091657
ACH-001523,-0.10214024907558174
ACH-001532,-0.0024492979106016718
ACH-001550,-0.12028626765336962
ACH-001552,-0.17106442749141104
ACH-001554,-0.1653306724711502
ACH-001654,-0.1740301775000973
ACH-001735,-0.05108563539212643
ACH-001736,-0.09455182568171866
ACH-001737,-0.1807119113428445
ACH-001740,-0.15792938604630075
ACH-001745,-0.14945299848887095
ACH-001765,-0.11094413080089903
