,VASH1 (22846)
ACH-000004,-0.1054728529832709
ACH-000005,-0.04303003705720177
ACH-000007,0.2207400997780259
ACH-000009,-0.037474894922737374
ACH-000011,0.05818452571049172
ACH-000012,-0.0773954278035207
ACH-000013,-0.022349878685093357
ACH-000014,-0.03789469594408138
ACH-000015,-0.0213529510323202
ACH-000017,-0.004877916974723607
ACH-000018,-0.2766940773218685
ACH-000019,-0.1171955164464952
ACH-000021,-0.0597221224276244
ACH-000022,-0.041136496050437656
ACH-000025,-0.0889042936093725
ACH-000028,-0.06623214290698
ACH-000030,0.02514846035314355
ACH-000035,0.04088044895210775
ACH-000036,-0.03972489460770636
ACH-000037,-0.031850196473790886
ACH-000039,-0.19331010880690214
ACH-000040,-0.027004351921995268
ACH-000041,0.062238145011889234
ACH-000042,-0.09400023856091992
ACH-000045,-0.08472596486015069
ACH-000047,-0.14168631462991252
ACH-000052,0.14370923490344134
ACH-000053,-0.1360457611325677
ACH-000054,-0.09186690671563273
ACH-000055,0.11882427305901727
ACH-000060,-0.2329615091209137
ACH-000067,-0.2804113382667432
ACH-000070,-0.06752346882861465
ACH-000075,-0.06052603801076638
ACH-000078,-0.012113688944255508
ACH-000082,-0.1874454629643039
ACH-000085,0.06589280524266007
ACH-000086,-0.05533326472240455
ACH-000087,-0.21718792796266664
ACH-000092,-0.08354596776984033
ACH-000095,-0.13164094830918108
ACH-000097,-0.10990155408322737
ACH-000098,-0.16328565115946714
ACH-000099,0.05510648556124734
ACH-000108,-0.08556855234223197
ACH-000113,-0.17110050751370234
ACH-000116,-0.043486358141221884
ACH-000118,-0.1559970422483585
ACH-000120,-0.17759164430759408
ACH-000123,-0.1390077775905005
ACH-000127,0.01010511741481199
ACH-000128,-0.1489486610829717
ACH-000132,-0.02558249926207871
ACH-000133,0.0005405203896629899
ACH-000137,-0.1162929966921714
ACH-000138,-0.06588019342878447
ACH-000142,0.106679280065096
ACH-000143,-0.06481664133931939
ACH-000146,0.015365488792950969
ACH-000148,-0.026450068145059284
ACH-000150,-0.006009524495036219
ACH-000152,-0.032099637164742144
ACH-000153,0.07290191926253646
ACH-000159,-0.08175929447184556
ACH-000160,-0.2835884248903266
ACH-000163,-0.06763515205674918
ACH-000167,0.2603808617938741
ACH-000168,-0.0401740746818547
ACH-000169,0.17159336838547004
ACH-000178,0.044522982709000895
ACH-000183,-0.2925436575225908
ACH-000188,-0.03337636361145674
ACH-000189,-0.014571657667212015
ACH-000190,-0.11536120638526585
ACH-000198,0.005606184408316856
ACH-000203,-0.12942490826112468
ACH-000204,-0.3733051380264617
ACH-000206,-0.2530721835818877
ACH-000207,-0.2605736998115268
ACH-000208,-0.1791600828305969
ACH-000210,0.350512722821077
ACH-000211,0.08654036964355058
ACH-000215,-0.033210545039664204
ACH-000221,0.08259789614541838
ACH-000222,-0.18464643927392066
ACH-000223,0.00511981880544924
ACH-000226,-0.07733049164826801
ACH-000227,0.10703499310356354
ACH-000228,-0.0756940152974132
ACH-000231,-0.042064203122710184
ACH-000232,-0.04293163163648698
ACH-000233,-0.2068693651693512
ACH-000234,0.011616814576351957
ACH-000235,-0.0964480308644228
ACH-000237,0.02188363703012345
ACH-000238,-0.11361933832824425
ACH-000242,-0.01666625956636729
ACH-000243,-0.044539321075743314
ACH-000244,-0.28808467359091305
ACH-000246,-0.08894193985871439
ACH-000248,-0.17769954323655826
ACH-000250,-0.07151002632374026
ACH-000251,-0.11883221755050348
ACH-000252,-0.1131122272559543
ACH-000253,0.0295452325707173
ACH-000255,0.022458238871448585
ACH-000256,-0.07974514537907815
ACH-000257,0.0010237260487510938
ACH-000258,0.03846705138199618
ACH-000259,-0.03968114710032091
ACH-000260,-0.02628620088587435
ACH-000261,-0.000784524801988671
ACH-000262,-0.11574271231113932
ACH-000263,-0.06418571990375305
ACH-000264,-0.0020164972582900264
ACH-000265,-0.08876036978683037
ACH-000266,-0.015326576217110888
ACH-000272,-0.03450472544742335
ACH-000274,-0.06512795697017494
ACH-000277,0.104638021979941
ACH-000278,-0.031967856621272064
ACH-000279,-0.012409700990764558
ACH-000280,-0.16573540383649796
ACH-000281,-0.04821705375768981
ACH-000288,0.04881324049566973
ACH-000291,0.0304932584679995
ACH-000293,-0.08490395913568298
ACH-000294,-0.02855515780181129
ACH-000295,-0.2924963054885959
ACH-000296,-0.2032051356635396
ACH-000302,-0.051937103748275655
ACH-000304,0.09383610335162673
ACH-000307,0.042179626614552775
ACH-000308,0.0133682348049986
ACH-000310,-0.008477193699617505
ACH-000311,-0.1745928576089634
ACH-000312,-0.0681564813968878
ACH-000315,-0.11123075928043133
ACH-000316,0.03898289483996728
ACH-000317,-0.05143523052693605
ACH-000318,0.026029141559162763
ACH-000319,-0.069899641344688
ACH-000320,-0.061761833965244387
ACH-000322,0.08559014420655134
ACH-000323,0.02389096363771624
ACH-000324,0.14597937724546084
ACH-000329,0.04040738731363735
ACH-000330,0.0954312018459004
ACH-000331,-0.009654185030305877
ACH-000332,0.03011692617559726
ACH-000334,-0.042693043424655734
ACH-000335,0.03306501060464703
ACH-000336,-0.07509563351234118
ACH-000337,-0.09891918422229198
ACH-000338,-0.4690344865000378
ACH-000339,-0.03952874288390927
ACH-000341,0.2407814565359273
ACH-000348,0.0568288899760805
ACH-000350,-0.11676679761225865
ACH-000352,0.009601142637297869
ACH-000356,0.07381450655222747
ACH-000361,-0.4490012800735532
ACH-000362,-0.06038103636852435
ACH-000363,-0.0028686695917140115
ACH-000364,-0.30480835008358714
ACH-000365,-0.06575253885358262
ACH-000366,-0.05039237188114698
ACH-000368,-0.23497955870181406
ACH-000374,-0.0015922821525619624
ACH-000375,-0.09068212126521626
ACH-000376,-0.1882284688106192
ACH-000381,-0.1656737879668941
ACH-000383,-0.03933977456461106
ACH-000387,0.048539803622234284
ACH-000389,-0.07486538323065517
ACH-000390,-0.0719018909805971
ACH-000393,-0.12252336618405599
ACH-000395,-0.32782943868319897
ACH-000396,-0.10969339993678437
ACH-000397,0.06594325235373491
ACH-000401,-0.03595787485077123
