,VOPP1 (81552)
ACH-000183,-0.10539948581733448
ACH-000188,-0.1754903878221941
ACH-000189,-0.07442139904350865
ACH-000190,-0.24098660778792466
ACH-000198,-0.17969557446029275
ACH-000203,-0.318320568509202
ACH-000204,-0.17057709198256252
ACH-000206,-0.3423934209638403
ACH-000207,-0.20526484352771293
ACH-000208,-0.5801078019077798
ACH-000210,-0.3855334649484167
ACH-000211,-0.14418310817290925
ACH-000215,-0.3302023039630456
ACH-000221,-0.4845731141972568
ACH-000222,-0.0973983790743111
ACH-000223,-0.3566548938789352
ACH-000226,-0.2599420542639228
ACH-000227,-0.16335672005173793
ACH-000228,-0.2887841360650728
ACH-000231,-0.1511487096628501
ACH-000232,-0.28908825725505205
ACH-000233,-0.11454432385636595
ACH-000234,-0.1466183669482421
ACH-000235,-0.2792624312703484
ACH-000237,-0.2651354872386984
ACH-000238,-0.22980217243807105
ACH-000242,0.10245497125523596
ACH-000243,-0.19609817084375586
ACH-000244,-0.27571312428103684
ACH-000246,-0.22792454627984554
ACH-000248,0.0014633731608597704
ACH-000250,-0.2460223379740367
ACH-000251,0.16118735566886586
ACH-000252,-0.15095501037105913
ACH-000253,-0.23219407716753
ACH-000255,-0.24151759567518305
ACH-000256,0.07869129423824986
ACH-000257,-0.08781110472185913
ACH-000258,-0.2915142060059131
ACH-000259,-0.20426314172325774
ACH-000260,-0.14810233112109586
ACH-000261,-0.1899337168521047
ACH-000262,-0.4343658559552583
ACH-000263,-0.15291392191817196
ACH-000264,-0.33609927604444034
ACH-000265,-0.20047319989536602
ACH-000266,-0.305760750328555
ACH-000272,-0.5043091756604667
ACH-000274,-0.2839266860096478
ACH-000277,-0.0741258152843542
ACH-000278,-0.2262043701296168
ACH-000279,-0.2405388630780287
ACH-000280,-0.3771736740300933
ACH-000281,-0.3122373628403952
ACH-000288,-0.17466410006690908
ACH-000291,-0.20954403149153306
ACH-000293,-0.2305004744519481
ACH-000294,-0.47395583641963707
ACH-000295,-0.09805938136521547
ACH-000296,-0.06146173966683743
ACH-000302,-0.20939434384932867
ACH-000304,-0.3907496825517269
ACH-000307,-0.27021634645278736
ACH-000308,-0.19505733144595327
ACH-000310,-0.23723947184498964
ACH-000311,-0.14732734966018615
ACH-000312,-0.16936018210340198
ACH-000315,-0.2930267472617191
ACH-000316,-0.4029619256421253
ACH-000317,0.2164811319824308
ACH-000318,-0.19761228228363348
ACH-000319,-0.3102437305726624
ACH-000320,-0.2429868711330636
ACH-000322,-0.21651511998576345
ACH-000323,-0.2478830838982393
ACH-000324,-0.2436882579314499
ACH-000329,-0.2521367805120374
ACH-000330,-0.4710875453910235
ACH-000331,-0.2312920086292413
ACH-000332,-0.13932330055449416
ACH-000334,-0.27027496405551465
ACH-000335,-0.06573669073206664
ACH-000336,-0.2334234077650573
ACH-000337,-0.11574892132029185
ACH-000338,-0.4259642049453321
ACH-000339,-0.13542161009948206
ACH-000341,-0.1584652534636634
ACH-000348,-0.16306928836062448
ACH-000350,-0.24684316095080344
ACH-000352,-0.10502363589602327
ACH-000356,-0.2134883252418049
ACH-000361,-0.06538437763901782
ACH-000362,-0.1858701874840391
ACH-000363,-0.2412146647931896
ACH-000364,-0.25172204551772315
ACH-000365,-0.4625512099779831
ACH-000366,-0.17029620378098573
ACH-000368,-0.14567239324931827
ACH-000374,-0.2638602325080787
ACH-000375,-0.061504625598024124
ACH-000376,-0.11783996094406395
ACH-000381,-0.2222776021180641
ACH-000383,-0.18593074512408853
ACH-000387,-0.1161297749258614
ACH-000389,-0.11247275099525032
ACH-000390,-0.3723554248420761
ACH-000393,-0.23628865358424164
ACH-000395,-0.234969258639362
ACH-000396,-0.254747994333904
ACH-000397,-0.23912567455711084
ACH-000401,-0.20861050339722245
ACH-000402,-0.4350651558405493
ACH-000403,-0.2083399870757427
ACH-000404,0.10174168571509196
ACH-000406,-0.3138768690663256
ACH-000407,-0.20938402902677766
ACH-000408,-0.15005197165980771
ACH-000410,-0.3851560850861672
ACH-000411,-0.1339170877402317
ACH-000414,-0.26015978861470945
ACH-000415,-0.23864926437553946
ACH-000416,-0.34188185260147297
ACH-000420,-0.29318850499501586
ACH-000421,-0.1814806859036081
ACH-000424,-0.1924455252381807
ACH-000425,-0.12430630596130235
ACH-000426,-0.22731392032015416
ACH-000427,-0.1440069818869664
ACH-000433,-0.2557465217577157
ACH-000435,-0.2588253355405696
ACH-000436,-0.2493231643672019
ACH-000444,-0.2433957015418672
ACH-000445,-0.2860784781692022
ACH-000448,-0.17331747416937635
ACH-000450,-0.025784643460006983
ACH-000452,-0.3608465708054031
ACH-000454,-0.5226252724338879
ACH-000458,-0.09070979309672324
ACH-000459,-0.12299256480632816
ACH-000460,-0.1584995999303184
ACH-000461,-0.2879939831465499
ACH-000463,-0.2964776616815256
ACH-000464,-0.3377562738227237
ACH-000466,-0.13663874483665664
ACH-000467,-0.2747651616934291
ACH-000468,-0.2484088659324175
ACH-000469,-0.1622311506353962
ACH-000470,-0.26334839184432496
ACH-000471,-0.1942542267750796
ACH-000472,-0.21781135126479007
ACH-000473,-0.4904938181700261
ACH-000475,-0.16140586475906316
ACH-000476,-0.1196016767560228
ACH-000477,-0.13806186990972227
ACH-000479,-0.032056668673469124
ACH-000480,-0.1732547501466558
ACH-000481,-0.29256874132016514
ACH-000483,-0.16821918823623327
ACH-000484,-0.1844822355913889
ACH-000485,-0.2648733169446764
ACH-000486,-0.1627939638072156
ACH-000487,-0.29318535958592434
ACH-000488,-0.33732168478317576
ACH-000490,-0.3049310094026484
ACH-000491,-0.14542912881669487
ACH-000495,-0.17011919551839932
ACH-000496,-0.11323681899870447
ACH-000499,-0.11502312964282163
ACH-000500,-0.241381583288152
ACH-000502,-0.24703648869417175
ACH-000503,0.007151007426533107
ACH-000505,-0.16590127909744412
ACH-000507,-0.14200227500350135
ACH-000510,-0.13048159424390113
ACH-000511,-0.2614963062765105
ACH-000512,-0.4214239062864689
ACH-000516,-0.29797907350719033
ACH-000517,-0.21110105880920474
ACH-000518,-0.2790640425641761
ACH-000520,-0.2640856644078679
ACH-000521,-0.21752775487752304
ACH-000522,-0.2535601692340039
ACH-000524,-0.2421584464826117
ACH-000527,-0.14846868524615445
ACH-000528,-0.3007249187128456
ACH-000537,-0.2682017257353858
ACH-000541,-0.07784628545682926
ACH-000542,-0.3152926765640091
ACH-000544,-0.5178077814213939
ACH-000545,-0.2538621297220505
ACH-000547,0.006038474579534618
ACH-000548,-0.16118026457432608
ACH-000549,-0.21329082593546453
ACH-000550,-0.24929220300153504
ACH-000552,-0.2605322204384196
ACH-000556,-0.2041571651836239
ACH-000557,-0.1980207359545539
ACH-000569,-0.3659548515439811
ACH-000570,-0.0368901657613842
ACH-000571,-0.13043689041481854
ACH-000573,-0.1938231535320367
ACH-000576,0.010004089003606591
ACH-000579,-0.1512418347848477
ACH-000580,-0.22306594515260852
ACH-000584,-0.21520394679806948
ACH-000585,-0.1227975427463062
ACH-000588,-0.3171800914495466
ACH-000589,-0.026594679551023532
ACH-000591,-0.20236428125516626
ACH-000593,-0.2794945000831345
ACH-000600,-0.10531750262577047
ACH-000601,-0.16810880486812885
ACH-000605,-0.3856925581692562
ACH-000606,-0.22780859714482185
ACH-000608,-0.2869200855288966
ACH-000614,-0.17080923951298704
ACH-000616,-0.2281189429725461
ACH-000618,-0.3157617494883521
ACH-000619,-0.24506278531179154
ACH-000620,-0.2385743341334527
ACH-000621,-0.3675320055340535
ACH-000622,-0.2020260007318026
ACH-000623,-0.2777450051855536
ACH-000624,-0.19144846345407865
ACH-000627,-0.10930929486808742
ACH-000630,-0.08979995904079331
ACH-000631,-0.4851651954763821
ACH-000632,-0.23144264473967305
ACH-000633,-0.14105199584620115
ACH-000637,-0.10771844016401293
ACH-000638,-0.2549047391694877
ACH-000646,-0.2538506459700578
ACH-000647,-0.19988581878342895
ACH-000648,-0.046823765309551804
ACH-000649,-0.2682293429562093
ACH-000651,-0.16686386305166825
ACH-000652,-0.22187219698028854
ACH-000653,-0.3919513683555188
ACH-000657,-0.13658334883409556
ACH-000658,-0.2722937245789679
ACH-000661,-0.07315201277917092
ACH-000662,0.3088758172002753
ACH-000663,-0.04957968742634107
ACH-000665,-0.20117204509830725
ACH-000671,-0.07748296455408063
ACH-000672,-0.3489349880237881
ACH-000673,-0.2400312658136985
ACH-000676,-0.3124457352528669
ACH-000677,-0.18946363677454806
ACH-000681,-0.1797756985176128
ACH-000683,-0.045750534593945735
ACH-000684,-0.18015524989415332
ACH-000688,-0.26165738873625105
ACH-000693,-0.14889202149461736
ACH-000694,-0.2244577709229036
ACH-000695,-0.2569398413736477
ACH-000696,-0.2572433091501499
ACH-000697,-0.05755842717187981
ACH-000699,-0.2072485558327733
ACH-000701,-0.3912829590826499
ACH-000706,-0.42637751573461097
ACH-000711,-0.18655598966827566
ACH-000713,-0.2358512774945734
ACH-000714,-0.16301177712312914
ACH-000718,-0.09825352156230197
ACH-000720,-0.26745315236138123
ACH-000721,-0.21536418377944627
ACH-000724,-0.39756462493445627
ACH-000725,-0.21576035715827172
ACH-000732,-0.3017037733484311
ACH-000734,-0.19610082737892265
ACH-000735,-0.4671421145146204
ACH-000736,-0.05303228671121527
ACH-000738,-0.16543857750136856
ACH-000746,-0.4960821523241207
ACH-000747,-0.23442457472126624
ACH-000748,-0.3055267844626784
ACH-000753,-0.27231650319886386
ACH-000756,0.029395087374062406
ACH-000757,-0.26721634158366875
ACH-000758,-0.15186073297686706
ACH-000760,-0.3327104418887797
ACH-000762,-0.1618332316320529
ACH-000763,-0.475418278817796
ACH-000764,-0.3132684559051093
ACH-000765,-0.35219959214403634
ACH-000766,-0.17825995750221788
ACH-000767,-0.1046680767928187
ACH-000768,-0.13364541277497058
ACH-000769,-0.14701029951604108
ACH-000770,-0.2431005349806596
ACH-000771,-0.2839247604801517
ACH-000773,-0.24800783264287474
ACH-000776,-0.4284037465270951
ACH-000777,-0.4538437303287103
ACH-000778,-0.28362116866834364
ACH-000781,-0.3018339787543521
ACH-000782,-0.21475131843943585
ACH-000783,-0.22109207521207594
ACH-000784,-0.05488568861518052
ACH-000785,-0.25394310021117633
ACH-000787,-0.2728262003696125
ACH-000788,-0.2568286861957645
ACH-000791,-0.15864463688996294
ACH-000792,0.004319990795067359
ACH-000794,-0.26720781642769703
ACH-000796,-0.30163631553878983
ACH-000798,-0.23090914624855546
ACH-000799,-0.2657303789564182
ACH-000800,-0.1780165745558928
ACH-000802,-0.2738184780632822
ACH-000804,-0.3637380900738037
ACH-000805,-0.37814259170328796
ACH-000809,-0.10029955033642003
ACH-000810,0.2862026893766869
ACH-000811,-0.2781964689191507
ACH-000817,-0.2268638053001639
ACH-000819,-0.2889288583590573
ACH-000820,-0.1283496459657608
ACH-000821,-0.05841597833700207
ACH-000822,-0.3729372670782034
ACH-000823,-0.3153960238661141
ACH-000824,-0.1737935245073914
ACH-000827,-0.19007601896077286
ACH-000829,-0.4745624639948658
ACH-000831,-0.3666302555955844
ACH-000832,-0.1411900387495369
ACH-000833,-0.05057667253258938
ACH-000834,-0.2985806229737508
ACH-000835,-0.33694172275413403
ACH-000836,-0.3402199507461081
ACH-000837,-0.17407157099071105
ACH-000838,-0.473993404095159
ACH-000839,-0.09759447911929532
ACH-000840,-0.057919432954692214
ACH-000841,-0.07438387332158433
ACH-000843,-0.2654307657048737
ACH-000846,0.0445153436172823
ACH-000847,-0.11381510607688552
ACH-000848,-0.2356890616331856
ACH-000849,-0.3442888069566281
ACH-000851,-0.3094458664871663
ACH-000855,-0.21699797173889301
ACH-000856,-0.07884376360625565
ACH-000858,-0.23166317931733085
ACH-000859,-0.19244923900575986
ACH-000861,-0.22962530337092996
ACH-000862,-0.29684335035618925
ACH-000865,-0.23657254916253395
ACH-000866,-0.2396826630696004
ACH-000867,-0.30162930722065884
ACH-000869,-0.23967023890531414
ACH-000872,-0.1551827925808795
ACH-000873,-0.2573160625400152
ACH-000876,-0.3216883153645699
ACH-000878,-0.19721226820644205
ACH-000880,-0.2717271669688345
ACH-000881,-0.28777217533668553
ACH-000882,-0.13352939293164312
ACH-000884,-0.11228109262028453
ACH-000885,-0.24042744026124874
ACH-000887,-0.2705801446399701
ACH-000889,-0.16008954748906176
ACH-000896,-0.12529234634240954
ACH-000898,-0.3001171557393397
ACH-000900,-0.2463897486883143
ACH-000901,-0.1636199695229796
ACH-000905,-0.3335645726542543
ACH-000906,-0.35294012970700683
ACH-000907,-0.19244104231581124
ACH-000910,-0.1380813804150543
ACH-000911,-0.17775184861768265
ACH-000912,-0.08736372353464313
ACH-000913,-0.2346084035692264
ACH-000915,-0.2438083355862921
ACH-000916,-0.3559861306680663
ACH-000917,-0.32779045452046146
ACH-000920,-0.1653910768914319
ACH-000921,-0.2131083239034449
ACH-000924,-0.3757463045175997
ACH-000926,-0.2036413394999138
ACH-000928,-0.3088513513789774
ACH-000929,-0.3089403194290664
ACH-000932,-0.13291524731899515
ACH-000935,-0.2458785068031292
ACH-000936,-0.3427181160490396
ACH-000937,-0.016314141707856403
ACH-000938,-0.06529166734493469
ACH-000939,-0.11600798866006992
ACH-000941,-0.16065961729474576
ACH-000943,-0.2319910155595783
ACH-000946,-0.12020054535025004
ACH-000947,-0.2378603717386783
ACH-000948,-0.1680573819813957
ACH-000950,-0.3548213603735149
ACH-000953,0.031420681087473284
ACH-000954,-0.5108598619065915
ACH-000957,-0.3491812040841241
ACH-000958,-0.24713222679453425
ACH-000960,-0.1798060623359333
ACH-000963,-0.05991528626676632
ACH-000968,-0.11416067037270446
ACH-000969,-0.22427331966192848
ACH-000972,0.021720113898022596
ACH-000973,-0.22246416192036
ACH-000974,-0.20178833048522893
ACH-000978,-0.2514213676443915
ACH-000984,-0.18732400427157034
ACH-000986,-0.23216006333557804
ACH-000988,-0.3642380928812147
ACH-000993,-0.21311598340941032
ACH-000994,-0.015597349004572474
ACH-000996,-0.1414653335043545
ACH-001001,-0.26566619148993903
ACH-001020,-0.2557804161113395
ACH-001028,-0.3042428314454203
ACH-001031,-0.2798218484520026
ACH-001038,-0.06939301298067167
ACH-001048,-0.12850155001627464
ACH-001050,-0.09884057643336998
ACH-001053,-0.06815992017611636
ACH-001054,-0.20892303142589305
ACH-001061,-0.14454437082944813
ACH-001067,-0.18138575938690124
ACH-001075,-0.2555258977526253
ACH-001096,-0.2349019291529894
ACH-001111,-0.39457440081231737
ACH-001119,-0.6216989524750752
ACH-001128,-0.2822742580557453
ACH-001134,-0.2113833334068589
ACH-001151,-0.24834881763225905
ACH-001163,-0.4638907968836761
ACH-001164,-0.14028316450591408
ACH-001183,-0.19614229776174552
ACH-001192,-0.4939303882646779
ACH-001193,-0.3050486114695999
ACH-001196,-0.3622505746367472
ACH-001197,-0.1647534338006447
ACH-001205,-0.16179552322896126
ACH-001211,-0.39006413150166425
ACH-001212,-0.09329402108419314
ACH-001228,-0.058507390106533615
ACH-001232,-0.2484398883034774
ACH-001239,-0.14857077527728893
ACH-001270,-0.001408777713105164
ACH-001274,-0.18917791604651152
ACH-001275,-0.11215452359394468
ACH-001277,-0.3511435338009354
ACH-001278,-0.1649200306178575
ACH-001280,-0.0690191486609905
ACH-001283,-0.27412819604572924
ACH-001289,-0.17400826011093234
ACH-001300,-0.2663311260369429
ACH-001301,-0.2583519301950258
ACH-001302,-0.3947705688479786
ACH-001306,-0.2411519529735588
ACH-001318,-0.5504503594256891
ACH-001322,-0.352011318986567
ACH-001328,-0.4351126592578667
ACH-001332,-0.4106416342830777
ACH-001336,-0.3885278812509527
ACH-001346,-0.14228240463933753
ACH-001353,-0.16419940995186935
ACH-001354,0.08345801578388462
ACH-001367,-0.11914750821760615
ACH-001368,-0.3157183967953969
ACH-001374,0.3018305954339376
ACH-001377,-0.2517126263318454
ACH-001380,-0.2482305443726796
ACH-001391,-0.17845133237827504
ACH-001408,-0.1729646892786881
ACH-001430,-0.2997722543318369
ACH-001431,-0.3233350823208449
ACH-001450,-0.14183303440081754
ACH-001496,-0.2957802559019128
ACH-001500,-0.27481005462034963
ACH-001523,-0.4138636437489077
ACH-001532,-0.1573812333595353
ACH-001550,-0.19651109493082133
ACH-001552,-0.21026514133794896
ACH-001554,-0.255460766362401
ACH-001654,-0.3283549569048904
ACH-001735,-0.08009144712885488
ACH-001736,-0.28907206739062075
ACH-001737,-0.07993300350793435
ACH-001740,-0.2304957731163595
ACH-001745,-0.13684218687560992
ACH-001765,-0.15800551195353804
