,CENPN (55839)
ACH-000766,-0.7054312117485891
ACH-000767,-1.3435441401194967
ACH-000768,-0.8615545289029869
ACH-000769,-0.9674304572359176
ACH-000770,-0.8871141033747644
ACH-000771,-0.9410272493943128
ACH-000773,-1.0759835300249778
ACH-000776,-0.8093004514124348
ACH-000777,-1.0269128916173536
ACH-000778,-0.9689246951265134
ACH-000781,-0.95856029917988
ACH-000782,-0.7673035602597346
ACH-000783,-0.8364348023416734
ACH-000784,-1.0899065774634915
ACH-000785,-0.8770753881469733
ACH-000787,-0.9899226028115854
ACH-000788,-1.220829312415241
ACH-000791,-0.9605629097761302
ACH-000792,-1.1115192669461016
ACH-000794,-0.9881936724779286
ACH-000796,-1.1670250534909814
ACH-000798,-1.1367707115391672
ACH-000799,-1.3491327640721231
ACH-000800,-1.0469273883885601
ACH-000802,-0.9681305847189138
ACH-000804,-1.1292484561179787
ACH-000805,-1.033758467710436
ACH-000809,-0.8318606358867929
ACH-000810,-0.9879852056079113
ACH-000811,-0.9901314694464364
ACH-000817,-1.2330239389888489
ACH-000819,-0.8956062823871807
ACH-000820,-0.9245471233232612
ACH-000821,-0.9189943972965926
ACH-000822,-0.8261024941376264
ACH-000823,-0.950036525822608
ACH-000824,-0.9962235592247128
ACH-000827,-1.0244603373163852
ACH-000829,-0.9443724098404076
ACH-000831,-1.0185368351584614
ACH-000832,-1.1519972545906163
ACH-000833,-1.0289371761780108
ACH-000834,-0.8874695657029602
ACH-000835,-1.031868392057069
ACH-000836,-0.5503613058432303
ACH-000837,-0.9935625806067718
ACH-000838,-1.1666633223563494
ACH-000839,-1.1081508314201112
ACH-000840,-0.7792247451643893
ACH-000841,-0.8439238069189179
ACH-000843,-0.8797035016614542
ACH-000846,-1.0264436537436603
ACH-000847,-0.8209556819952701
ACH-000848,-1.1705805884269629
ACH-000849,-1.0683784155608105
ACH-000851,-1.0763289510021121
ACH-000855,-0.8881924773483933
ACH-000856,-0.8036030700428825
ACH-000858,-1.0255272606271846
ACH-000859,-1.116469931814695
ACH-000861,-0.7511914373969221
ACH-000862,-0.9597290548930788
ACH-000865,-0.9945195691118616
ACH-000866,-1.2208063665876472
ACH-000867,-0.982346466707466
ACH-000869,-1.2030215036106409
ACH-000872,-0.9104132013881171
ACH-000873,-1.0441567507635547
ACH-000876,-1.107943529274405
ACH-000878,-1.0638370711917908
ACH-000880,-0.8349623693265198
ACH-000881,-0.9223570352394204
ACH-000882,-0.8936759512510564
ACH-000884,-1.221890456585157
ACH-000885,-1.1293883510349711
ACH-000887,-0.942359535155616
ACH-000889,-0.9619428218243664
ACH-000896,-0.8683011296542403
ACH-000898,-0.8762934617319786
ACH-000900,-1.0454439496905112
ACH-000901,-0.93363167788928
ACH-000905,-1.1023203036488056
ACH-000906,-1.0409796908226083
ACH-000907,-1.1559287969076109
ACH-000910,-1.0993873591098395
ACH-000911,-0.9954067497582584
ACH-000912,-0.9283128593396066
ACH-000913,-0.9490410107446492
ACH-000915,-0.9590007337975665
ACH-000916,-1.181013457998819
ACH-000917,-0.8668973471924872
ACH-000920,-0.904392958593534
ACH-000921,-1.0928679917175004
ACH-000924,-0.8996928431478934
ACH-000926,-0.9486477907454699
ACH-000928,-1.1941303932540162
ACH-000929,-0.8922523030046963
ACH-000932,-1.0330930482401937
ACH-000935,-0.8577907752883956
ACH-000936,-1.0499427097241574
ACH-000937,-1.2380782684125522
ACH-000938,-0.9811792168666263
ACH-000939,-0.7245127972964525
ACH-000941,-1.0481712775558565
ACH-000943,-0.9069068923493568
ACH-000946,-1.1241229407517626
ACH-000947,-1.0852192524121085
ACH-000948,-0.7703782043367124
ACH-000950,-0.9206013279531956
ACH-000953,-0.9739214342926324
ACH-000954,-1.3759922797498234
ACH-000957,-0.9754939794232352
ACH-000958,-0.8718034033608761
ACH-000960,-0.822823239131811
ACH-000963,-0.8632156157612223
ACH-000968,-0.9381686754298572
ACH-000969,-0.8377928018603451
ACH-000972,-1.0493163958665466
ACH-000973,-0.9501393432732702
ACH-000974,-1.129608185933472
ACH-000978,-1.0882714172057566
ACH-000984,-1.1100527313610316
ACH-000986,-1.0099732098773682
ACH-000988,-1.0131989453721701
ACH-000993,-1.0141974336603408
ACH-000994,-0.8815666448298177
ACH-000996,-1.0189942241642234
ACH-001001,-0.9726000686316304
ACH-001020,-0.8884296513108281
ACH-001028,-1.1615715333545062
ACH-001031,-0.8438820616884735
ACH-001038,-1.2069330337759907
ACH-001048,-1.0198420018323595
ACH-001050,-1.1828877085093197
ACH-001053,-1.0407378947865815
ACH-001054,-1.0549607251996471
ACH-001061,-1.076359205813194
ACH-001067,-1.0520412206690577
ACH-001075,-0.8220652686962885
ACH-001096,-1.0126399888278874
ACH-001111,-1.06921846300325
ACH-001119,-1.147965590533247
ACH-001128,-0.3341297621995709
ACH-001134,-0.903673001012198
ACH-001151,-1.1584179399565857
ACH-001163,-1.2353808905730417
ACH-001164,-0.8582912826695839
ACH-001183,-1.0977963387330198
ACH-001192,-1.0152069706178966
ACH-001193,-1.0293424377996314
ACH-001196,-1.142635614819304
ACH-001197,-1.2351145098595293
ACH-001205,-1.1616553399786795
ACH-001211,-0.9255004269767644
ACH-001212,-1.086695879669724
ACH-001228,-1.2000675786470685
ACH-001232,-1.2776825861430523
ACH-001239,-0.9842227918303168
ACH-001270,-1.0703774094369911
ACH-001274,-1.0385210793189237
ACH-001275,-1.1341337751560032
ACH-001277,-1.1559374868177428
ACH-001278,-0.9205911892656606
ACH-001280,-0.9870156231490552
ACH-001283,-1.2198240399604872
ACH-001289,-0.7052669898605459
ACH-001300,-1.025302085464348
ACH-001301,-1.045344613961485
ACH-001302,-1.0264332419086333
ACH-001306,-1.076690467879921
ACH-001318,-1.2087744758340924
ACH-001322,-1.071157776757278
ACH-001328,-1.1306403416761677
ACH-001332,-1.082356153771046
ACH-001336,-1.2899171055241845
ACH-001346,-0.9412844552144508
ACH-001353,-1.0142096871688255
ACH-001354,-1.2661024115351185
ACH-001367,-1.1922028430981733
ACH-001368,-1.0932291036228579
ACH-001374,-1.332722120626179
ACH-001377,-1.0570471017112557
ACH-001380,-1.0027923358067412
ACH-001391,-0.9562480835495716
ACH-001408,-0.8172091893037148
ACH-001430,-1.0685585817020593
ACH-001431,-1.3216910141141731
ACH-001450,-1.083501085741509
ACH-001496,-0.7009901477512743
ACH-001500,-0.8221535728083026
ACH-001523,-0.8878259962189351
ACH-001532,-0.9572847940625064
ACH-001550,-0.6649188946406029
ACH-001552,-1.1186755681299296
ACH-001554,-0.9632315623606416
ACH-001654,-0.998301442848418
ACH-001735,-0.9222792451066052
ACH-001736,-1.1301061236557854
ACH-001737,-1.2370262747368843
ACH-001740,-1.0909726752743572
ACH-001745,-0.9700663525995572
ACH-001765,-1.068717874078999
