,CENPN (55839)
ACH-000004,-1.0455606534153017
ACH-000005,-0.7563337261087472
ACH-000007,-1.2190350130316296
ACH-000009,-1.0275175509119323
ACH-000011,-0.8812018244502877
ACH-000012,-1.0034712317777217
ACH-000013,-1.0309461036117171
ACH-000014,-1.1696216293496482
ACH-000015,-1.0619438088582966
ACH-000017,-1.1108353726590812
ACH-000018,-0.9845056602625408
ACH-000019,-0.9502040869333134
ACH-000021,-0.9968549066512784
ACH-000022,-0.9514969443646106
ACH-000025,-1.0885330686784624
ACH-000028,-0.8762916359680072
ACH-000030,-1.084063482241918
ACH-000035,-0.982859555976232
ACH-000036,-0.8078701600758625
ACH-000037,-0.6917315085007739
ACH-000039,-0.9817286602419296
ACH-000040,-1.112506346638484
ACH-000041,-1.1012261395861724
ACH-000042,-1.2345197298127837
ACH-000045,-1.0459467195421246
ACH-000047,-1.1023982272998232
ACH-000052,-1.2136697388297073
ACH-000053,-1.039481557631988
ACH-000054,-0.9999679768557131
ACH-000055,-1.1341206418089436
ACH-000060,-0.8428231256202015
ACH-000067,-1.139635259612263
ACH-000070,-0.9135572316823232
ACH-000075,-0.8272773387218217
ACH-000078,-1.0884648066746991
ACH-000082,-0.9119502937950424
ACH-000085,-0.7234321363048667
ACH-000086,-1.2104141451983064
ACH-000087,-1.0772351609666626
ACH-000092,-1.1017238175072472
ACH-000095,-1.0743786679046647
ACH-000097,-1.0454093638298787
ACH-000098,-1.122041376347015
ACH-000099,-1.0178844413859909
ACH-000108,-1.0971633607037221
ACH-000113,-0.9531282414976348
ACH-000116,-0.8966514104864459
ACH-000118,-0.9723383486489277
ACH-000120,-1.0698478321538945
ACH-000123,-0.9722614961940242
ACH-000127,-1.0487101362099198
ACH-000128,-0.9321130501350054
ACH-000132,-1.4838594002407708
ACH-000133,-0.9889445695876382
ACH-000137,-1.1218245801524702
ACH-000138,-1.048061214256521
ACH-000142,-1.0333011759122208
ACH-000143,-0.9702592272366928
ACH-000146,-0.6654395415566373
ACH-000148,-0.8887274166859549
ACH-000150,-0.7638456728382897
ACH-000152,-0.9832195498102924
ACH-000153,-1.1000914755996518
ACH-000159,-0.8103233934565088
ACH-000160,-0.6705586614174446
ACH-000163,-1.062943797178375
ACH-000167,-0.7278731827963832
ACH-000168,-1.0069806354469608
ACH-000169,-1.1241163227357809
ACH-000178,-0.9824219477947782
ACH-000183,-1.1807714508937628
ACH-000188,-0.8260233831144641
ACH-000189,-1.1020917515705844
ACH-000190,-0.5977390324836708
ACH-000198,-1.1395534092715658
ACH-000203,-1.5758123174276073
ACH-000204,-0.9650483559192188
ACH-000206,-1.0041640809460497
ACH-000207,-0.7974415927847283
ACH-000208,-1.0746569659014098
ACH-000210,-1.4491252563514483
ACH-000211,-1.2488480833722104
ACH-000215,-1.1918109434528676
ACH-000221,-1.1199377214467294
ACH-000222,-1.0360990257403675
ACH-000223,-0.9684943747735212
ACH-000226,-1.0112217943834754
ACH-000227,-1.0493945717875606
ACH-000228,-0.764529836110159
ACH-000231,-1.248609364513254
ACH-000232,-1.017000980548367
ACH-000233,-0.9998846315880816
ACH-000234,-1.1532511301939636
ACH-000235,-1.0620109220598382
ACH-000237,-0.9517128300251748
ACH-000238,-1.0256122130369565
ACH-000242,-0.727505739875115
ACH-000243,-0.9222034940520298
ACH-000244,-0.870287903044457
ACH-000246,-1.001221570212358
ACH-000248,-1.363480303189021
ACH-000250,-1.0264992607691763
ACH-000251,-1.0540077040766904
ACH-000252,-1.1200600428228893
ACH-000253,-0.8879076531433799
ACH-000255,-0.8215471974962455
ACH-000256,-1.0545212730949938
ACH-000257,-1.4239437594837825
ACH-000258,-1.1040429820353477
ACH-000259,-0.8791843241187965
ACH-000260,-1.0770226345559115
ACH-000261,-0.9836777371974844
ACH-000262,-0.9883811102175166
ACH-000263,-1.1889159043428204
ACH-000264,-1.2313980455918505
ACH-000265,-1.048408008208368
ACH-000266,-1.0810343808132097
ACH-000272,-1.1387980352321692
ACH-000274,-1.3093115590367197
ACH-000277,-0.922331747940568
ACH-000278,-1.0941620200698292
ACH-000279,-1.2513194968353032
ACH-000280,-0.8599175158570441
ACH-000281,-1.1823577560673362
ACH-000288,-1.2067016501263896
ACH-000291,-1.0817870661945037
ACH-000293,-0.8311851378073684
ACH-000294,-0.9550701220989912
ACH-000295,-1.250415475814344
ACH-000296,-1.1740041555992824
ACH-000302,-0.8647766254377588
ACH-000304,-0.8394621700147317
ACH-000307,-0.902385822302265
ACH-000308,-1.1323680578139632
ACH-000310,-1.314912880675838
ACH-000311,-0.9675938870421512
ACH-000312,-0.912175120401232
ACH-000315,-1.158882946821123
ACH-000316,-0.9234092904582512
ACH-000317,-0.8731745720488867
ACH-000318,-0.9037814322718128
ACH-000319,-1.1351360087257159
ACH-000320,-0.9830006985900214
ACH-000322,-1.1399411351123676
ACH-000323,-0.9688611704787762
ACH-000324,-1.0592118135828943
ACH-000329,-1.0081994613262264
ACH-000330,-1.0855987611572764
ACH-000331,-1.0170811193455271
ACH-000332,-0.9126419169144244
ACH-000334,-0.9900352673367988
ACH-000335,-1.1142408326647977
ACH-000336,-0.8940759691172261
ACH-000337,-1.3801273390069817
ACH-000338,-1.102942481081681
ACH-000339,-1.0588713912810876
ACH-000341,-1.02780509874618
ACH-000348,-0.9736155020283368
ACH-000350,-0.7794398669966996
ACH-000352,-1.0685939315075377
ACH-000356,-1.2721335498456794
ACH-000361,-1.0472748830233236
ACH-000362,-0.8542131036942522
ACH-000363,-0.644503012615499
ACH-000364,-0.9914175606224742
ACH-000365,-0.9509504315033536
ACH-000366,-1.051441260075983
ACH-000368,-1.2608669336122722
ACH-000374,-1.2886586427501596
ACH-000375,-1.0620031233887801
ACH-000376,-1.0387314647195696
ACH-000381,-1.0006871682650589
ACH-000383,-1.1294950256429268
ACH-000387,-0.9588383991731168
ACH-000389,-0.8857100956319092
ACH-000390,-1.0098142759726465
ACH-000393,-1.2207854881449944
ACH-000395,-1.1494711490480385
ACH-000396,-0.9984131194026578
ACH-000397,-1.119386007971515
ACH-000401,-0.8335866300324433
ACH-000402,-0.9480011833208034
ACH-000403,-1.2304131415788804
ACH-000404,-0.98406324146681
ACH-000406,-0.9876827829608932
ACH-000407,-1.0767987476223957
ACH-000408,-0.992411190037632
ACH-000410,-0.7867641267089435
ACH-000411,-0.9932023275339724
ACH-000414,-0.9174432587104414
ACH-000415,-0.7957595861350947
ACH-000416,-1.2330335192428827
ACH-000420,-0.7820406116957884
ACH-000421,-0.8085761498345075
ACH-000424,-0.9110408404453808
ACH-000425,-1.3057425501765012
ACH-000426,-1.0161966029028822
ACH-000427,-0.7212845373831619
ACH-000433,-0.8945057185475888
ACH-000435,-1.000946123995631
ACH-000436,-0.9183190045092542
ACH-000444,-1.0690589056609756
ACH-000445,-1.0185586789756809
ACH-000448,-1.1366132655664656
ACH-000450,-1.2308617062542702
ACH-000452,-1.0620751926274463
ACH-000454,-1.0319053531386375
ACH-000458,-0.9156491281242676
ACH-000459,-0.836982776907986
ACH-000460,-0.9433037899462836
ACH-000461,-0.9841698553001914
ACH-000463,-1.106247455379341
ACH-000464,-1.1032605602930852
ACH-000466,-0.9076076843231548
ACH-000467,-1.078081859233182
ACH-000468,-1.1290162001235218
ACH-000469,-1.197055438449711
ACH-000470,-1.202685220952414
ACH-000471,-1.3134537179189385
ACH-000472,-1.2042537938203943
ACH-000473,-1.0372696707926614
ACH-000475,-1.1335885189454051
ACH-000476,-1.0169547277714517
ACH-000477,-0.7095131247850207
ACH-000479,-1.2847039146368746
ACH-000480,-0.9029523468491376
ACH-000481,-1.0746457636628983
ACH-000483,-0.7936771450490236
ACH-000484,-0.9980680397877176
ACH-000485,-1.0009936995056992
ACH-000486,-0.7323759659197614
ACH-000487,-1.1969057224831008
ACH-000488,-1.0045203729716892
ACH-000490,-0.9888791962167984
ACH-000491,-0.8386505396149985
ACH-000495,-1.4803062851822608
ACH-000496,-1.0092686840023566
ACH-000499,-1.106493859893532
ACH-000500,-1.0957016766464491
ACH-000502,-1.0912607329135198
ACH-000503,-1.0100829842388914
ACH-000505,-1.156935829951218
ACH-000507,-0.9064393418437052
ACH-000510,-1.0332924490303304
ACH-000511,-1.196806291153968
ACH-000512,-1.241365726329554
ACH-000516,-0.9816753413203548
ACH-000517,-0.7109684601241475
ACH-000518,-0.933542285140521
ACH-000520,-1.2611593686841849
ACH-000521,-0.658410363287434
ACH-000522,-1.3009888386420658
ACH-000524,-0.8800254358947308
ACH-000527,-0.9412043180681068
ACH-000528,-1.0506202176577375
ACH-000537,-0.8488339952597322
ACH-000541,-1.008121425913501
ACH-000542,-1.1085753463203147
ACH-000544,-0.9550783307076384
ACH-000545,-0.8201670946753835
ACH-000547,-1.0554550420295694
ACH-000548,-1.0195598105493224
ACH-000549,-1.1217349436728947
ACH-000550,-1.1271307818069245
ACH-000552,-1.1437647431943805
ACH-000556,-0.7506388874947125
ACH-000557,-1.1023143727451226
ACH-000569,-0.9088832104397632
ACH-000570,-1.1591434777228968
ACH-000571,-0.9201704564560782
ACH-000573,-1.1590060800028246
ACH-000576,-0.8467573766939531
ACH-000579,-0.6155730246151633
ACH-000580,-1.01185862644391
ACH-000584,-0.9527556300569928
ACH-000585,-1.0181968256697305
ACH-000588,-0.7415715476451982
ACH-000589,-1.007979360947842
ACH-000591,-1.0743354012877977
ACH-000593,-1.0651939184802852
ACH-000600,-0.7191788640066216
ACH-000601,-0.9670062259988879
ACH-000605,-0.8253351989074587
ACH-000606,-1.0214251922516635
ACH-000608,-1.1877833836565868
ACH-000614,-0.7858167922559853
ACH-000616,-0.9192828716773234
ACH-000618,-0.8167047934394278
ACH-000619,-1.1976246932440728
ACH-000620,-0.9793170661141234
ACH-000621,-0.9837161633696322
ACH-000622,-1.2095914882505654
ACH-000623,-0.8487115095620698
ACH-000624,-1.131489495356994
ACH-000627,-1.0938250720362186
ACH-000630,-0.8698078990065623
ACH-000631,-0.8953090270329069
ACH-000632,-1.0182913993345903
ACH-000633,-0.8661387314029784
ACH-000637,-0.6721586838760295
ACH-000638,-0.8919775478296017
ACH-000646,-0.8598707553835776
ACH-000647,-1.0587979294244918
ACH-000648,-0.8732523947734019
ACH-000649,-0.9189667598901938
ACH-000651,-0.8392162792277845
ACH-000652,-0.9291778143598004
ACH-000653,-0.9810331247418425
ACH-000657,-0.9468623478878088
ACH-000658,-0.9678144519365184
ACH-000661,-0.93608050188883
ACH-000662,-1.058107117325557
ACH-000663,-0.7333882694203157
ACH-000665,-1.1999035958188602
ACH-000671,-0.9359140888518492
ACH-000672,-1.0169650291801848
ACH-000673,-1.2119595392911464
ACH-000676,-0.9060988013207432
ACH-000677,-0.4232345379581711
ACH-000681,-0.7200108913540225
ACH-000683,-0.9391727139015276
ACH-000684,-1.0231569070082862
ACH-000688,-1.2713724683649454
ACH-000693,-0.8744551336841574
ACH-000694,-1.1189156522385943
ACH-000695,-1.2461343723924747
ACH-000696,-1.1157563986162558
ACH-000697,-0.9449707139918048
ACH-000699,-1.0002775985659498
ACH-000701,-0.844347381897176
ACH-000706,-0.9704092519875528
ACH-000711,-1.075905673899304
ACH-000713,-1.2148860162608104
ACH-000714,-1.1347101426151809
ACH-000718,-1.1620394456476426
ACH-000720,-1.098855266023818
ACH-000721,-1.1807483392838805
ACH-000724,-0.9471768974880318
ACH-000725,-1.4979052548996856
ACH-000732,-1.2035613023797065
ACH-000734,-1.0401910594922439
ACH-000735,-0.9133655734052166
ACH-000736,-0.9614567384428327
ACH-000738,-1.0392431651276923
ACH-000746,-1.221352541794922
ACH-000747,-0.9767744715449896
ACH-000748,-0.7500230760189174
ACH-000753,-1.0304406979148866
ACH-000756,-1.1297325067366966
ACH-000757,-1.1045785109587545
ACH-000758,-0.904912179326108
ACH-000760,-1.0171413774717155
ACH-000762,-0.9723590883828376
ACH-000763,-1.067840328423406
ACH-000764,-1.113925803754835
ACH-000765,-1.1120763151966313
