,SETDB1 (9869)
ACH-000004,-0.20156477551022814
ACH-000005,-0.2550569501609244
ACH-000007,-0.32268444705502897
ACH-000009,-0.7392917944420959
ACH-000011,-0.6967338931364359
ACH-000012,-0.3961913555877138
ACH-000013,-0.4601172781099648
ACH-000014,-0.8707026524559721
ACH-000015,-0.3291346095531648
ACH-000017,-0.5495424870041921
ACH-000018,-0.2655537471232953
ACH-000019,-0.4785621625345768
ACH-000021,-0.6042260681117033
ACH-000022,-0.4980239570729433
ACH-000025,-0.7735074294069326
ACH-000028,-0.4736702880579997
ACH-000030,-0.3303880605275584
ACH-000035,-0.4312514179040104
ACH-000036,-0.7261699623111583
ACH-000037,-0.4767569584395285
ACH-000039,-0.7835921381476373
ACH-000040,-0.6463774851563998
ACH-000041,-0.3381464654665343
ACH-000042,-0.5382657608967779
ACH-000045,-0.4958197714450298
ACH-000047,-0.4399180740486587
ACH-000052,-0.8629921803032288
ACH-000053,-0.36937697686034304
ACH-000054,-0.6117756367646815
ACH-000055,-0.2682452693650962
ACH-000060,-0.5972842906398337
ACH-000067,-0.2457681179695072
ACH-000070,-0.5707275986672457
ACH-000075,-0.34557347903314106
ACH-000078,-0.2775226901389296
ACH-000082,-0.5763111803289451
ACH-000085,-0.54969573675299
ACH-000086,-0.5402613612010038
ACH-000087,-1.0282440129744297
ACH-000092,-0.2151829402493066
ACH-000095,-0.2711202963489965
ACH-000097,-0.5730117866699596
ACH-000098,-0.37931992452231694
ACH-000099,-0.30441333668909537
ACH-000108,-0.4494174922338926
ACH-000113,-0.9607497101870104
ACH-000116,-0.3883547780430272
ACH-000118,-0.5859458209246519
ACH-000120,-0.4583432003822178
ACH-000123,-0.39400114725958746
ACH-000127,-0.4763293727151911
ACH-000128,-0.4272246807955759
ACH-000132,-0.29644162905325483
ACH-000133,-0.38752164607856
ACH-000137,-0.5636575020927697
ACH-000138,-0.5752361144625648
ACH-000142,-0.7899985904176143
ACH-000143,-0.7756010705690639
ACH-000146,-1.5095148891181196
ACH-000148,-0.5325370227964006
ACH-000150,-0.3491661298201059
ACH-000152,-0.3922342713334808
ACH-000153,-0.8938849332937995
ACH-000159,-0.4233863629028767
ACH-000160,-0.3070868232833377
ACH-000163,-0.6156639831431656
ACH-000167,-0.059290147118022114
ACH-000168,-0.7486333945528394
ACH-000169,-0.35747719708693154
ACH-000178,-0.6926314976074273
ACH-000183,-0.5887539589623303
ACH-000188,-0.4389689513916312
ACH-000189,-0.4619645688159637
ACH-000190,-0.13034600765224913
ACH-000198,-0.3922823454382341
ACH-000203,-0.5084368567048047
ACH-000204,-0.6353793749713299
ACH-000206,-0.6861516406388402
ACH-000207,-0.5267375955716386
ACH-000208,-0.14611969841358438
ACH-000210,-0.7009423840118634
ACH-000211,-0.7701220301299414
ACH-000215,-0.7481715127312674
ACH-000221,-0.35614552549808143
