,ARSB (411)
ACH-000004,-0.21523269122247168
ACH-000005,-0.5960603598870182
ACH-000007,-0.16310692766130105
ACH-000009,-0.29121566042130004
ACH-000011,-0.192976057146166
ACH-000012,-0.233751572689916
ACH-000013,-0.2970299221628778
ACH-000014,-0.375286820866784
ACH-000015,-0.24624650138456336
ACH-000017,-0.19527971104470612
ACH-000018,-0.26602583862328016
ACH-000019,-0.25239629344529324
ACH-000021,-0.3119995163067547
ACH-000022,-0.26010982860977977
ACH-000025,-0.1997832784889376
ACH-000028,-0.2888741786983228
ACH-000030,-0.3604853016618198
ACH-000035,-0.13055776642135675
ACH-000036,-0.32229711523777704
ACH-000037,-0.2818872059474897
ACH-000039,-0.35408355754808857
ACH-000040,-0.14488960619236918
ACH-000041,-0.28757910482684945
ACH-000042,-0.3260789327742053
ACH-000045,-0.18475654574989134
ACH-000047,-0.21905450301630652
ACH-000052,-0.21566812297591934
ACH-000053,-0.2491356638552013
ACH-000054,-0.3068782146808258
ACH-000055,-0.32981071411665563
ACH-000060,-0.1618405619613485
ACH-000067,-0.04900140483759177
ACH-000070,-0.1875199791263674
ACH-000075,-0.4067319097216416
ACH-000078,-0.2172350554672227
ACH-000082,-0.26189781508825705
ACH-000085,-0.2511211000976645
ACH-000086,-0.2526236140890661
ACH-000087,-0.4218325906099257
ACH-000092,-0.18753984675667065
ACH-000095,-0.18556120042167856
ACH-000097,-0.1589359422947242
ACH-000098,-0.2520683346119918
ACH-000099,-0.442816976822859
ACH-000108,-0.212796022447314
ACH-000113,-0.2796710302282687
ACH-000116,-0.19753373951686184
ACH-000118,-0.1903249368897472
ACH-000120,-0.2639503265292797
ACH-000123,-0.2377013094504352
ACH-000127,-0.1749578215101016
ACH-000128,-0.24236914788938416
ACH-000132,-0.2441911822093965
ACH-000133,-0.2585436004490503
ACH-000137,-0.1934943847448996
ACH-000138,-0.21614198432845308
ACH-000142,-0.20625259737108706
ACH-000143,-0.2674079631687452
ACH-000146,-0.11080844007734736
ACH-000148,-0.2065533601098423
ACH-000150,-0.14042147795955034
ACH-000152,-0.09652940776632578
ACH-000153,-0.30985221532814977
ACH-000159,-0.30449655863509023
ACH-000160,-0.2716423579002422
ACH-000163,-0.22301904877955145
ACH-000167,-0.17280557540880562
ACH-000168,-0.09936869403961987
ACH-000169,-0.3227024835828228
ACH-000178,-0.2703634791184138
ACH-000183,-0.2586064734819142
ACH-000188,-0.3580293338550912
ACH-000189,-0.08331698115496625
ACH-000190,-0.21558435885356186
ACH-000198,-0.3185165614711932
ACH-000203,-0.8516327318212451
ACH-000204,-0.25634806755491524
ACH-000206,0.0056027348405999254
ACH-000207,-0.06615975815549857
ACH-000208,-0.3008016308549072
