,ALDOB (229)
ACH-000004,0.013775838785898277
ACH-000005,-0.13655059070968809
ACH-000007,0.0027727629947089816
ACH-000009,-0.06867484139076506
ACH-000011,-0.14344966421278488
ACH-000012,-0.029035047810706874
ACH-000013,-0.027701803878491502
ACH-000014,-0.03145876249198728
ACH-000015,-0.2568056798205838
ACH-000017,0.16209723273249035
ACH-000018,0.008844858969549889
ACH-000019,-0.057827769550783975
ACH-000021,-0.04001955728730014
ACH-000022,-0.06263162929946048
ACH-000025,-0.04637288256880453
ACH-000028,-0.07223482495321402
ACH-000030,0.0018723357383509157
ACH-000035,-0.14239967803999753
ACH-000036,-0.0749402515726149
ACH-000037,-0.07830878172225503
ACH-000039,-0.0384136595679468
ACH-000040,-0.05524135439076861
ACH-000041,0.12654118787513974
ACH-000042,-0.018754891361633018
ACH-000045,0.2079655604335998
ACH-000047,-0.13663363631951653
ACH-000052,-0.07405488403267996
ACH-000053,-0.020424998068797454
ACH-000054,-0.013570414999095094
ACH-000055,-0.16384369345286584
ACH-000060,-0.0578511615217428
ACH-000067,-0.04308890916305198
ACH-000070,0.05854846301632372
ACH-000075,-0.017988218122476488
ACH-000078,0.029458574609005733
ACH-000082,-0.06617884707063673
ACH-000085,-0.0564187194204363
ACH-000086,-0.027941523213490808
ACH-000087,-0.17328655397675596
ACH-000092,0.0585698666330343
ACH-000095,0.017403905732804637
ACH-000097,-0.040026802740263684
ACH-000098,-0.04734564627465087
ACH-000099,-0.031038813098744813
ACH-000108,0.07779570261849597
ACH-000113,-0.06857905651200691
ACH-000116,0.03846792153246652
ACH-000118,-0.21607781869073686
ACH-000120,0.15240789261915824
ACH-000123,-0.08798272528332292
ACH-000127,-0.005966660959540834
ACH-000128,0.020192568757309248
ACH-000132,0.002210280098142169
ACH-000133,-0.0622166716613532
ACH-000137,-0.006965842346958049
ACH-000138,0.03607200882633073
ACH-000142,-0.0694002324179469
ACH-000143,0.1323735354630038
ACH-000146,-0.037775459641381036
ACH-000148,-0.14373863144999327
ACH-000150,0.033812307810873785
ACH-000152,0.07447511556960218
ACH-000153,0.06770168870119335
ACH-000159,-0.0793038057171102
ACH-000160,0.06446275521930828
ACH-000163,0.0511822459901491
ACH-000167,-0.08273205786097981
ACH-000168,0.01081998346089246
ACH-000169,-0.17799436973698846
ACH-000178,-0.017404156659122715
ACH-000183,0.04815124644548111
ACH-000188,-0.004596000726078383
ACH-000189,0.09574845539271026
ACH-000190,-0.011661506991299765
ACH-000198,-0.08562308199219053
ACH-000203,0.04987547246516457
ACH-000204,-0.016925531166761668
ACH-000206,-0.07791710290046355
ACH-000207,0.07240944950277538
ACH-000208,0.20236715146050469
ACH-000210,-0.21990770593364872
ACH-000211,0.004309613959318182
ACH-000215,-0.01839636660727786
ACH-000221,0.11497057028927672
ACH-000222,0.09101190769523776
ACH-000223,-0.05759193717497605
ACH-000226,-0.14171151364306006
ACH-000227,-0.08879366883158464
ACH-000228,-0.12468176350563433
ACH-000231,-0.06177126375062186
ACH-000232,-0.05893528747167805
ACH-000233,-0.02308521681263142
ACH-000234,-0.07215509988276993
ACH-000235,-0.032996947421411474
ACH-000237,-0.006348890367932947
ACH-000238,-0.15010520004907832
ACH-000242,-0.13271451676738008
ACH-000243,-0.027018052076597087
ACH-000244,-0.17391106193493575
ACH-000246,-0.04858402555354018
ACH-000248,-0.09859121169574656
ACH-000250,-0.023859574244399426
ACH-000251,0.1509733818846413
ACH-000252,-0.10011873438291134
ACH-000253,-0.13096356280248486
ACH-000255,0.007214446496682519
ACH-000256,-0.15784277294522106
ACH-000257,0.0371126647899146
ACH-000258,-0.2299787543381976
ACH-000259,0.0657898784126695
ACH-000260,0.04774296253524592
ACH-000261,-0.036361812485914136
ACH-000262,-0.08386650719218312
ACH-000263,-0.008818206836880619
ACH-000264,-0.09239093262618213
ACH-000265,-0.09651214602613828
ACH-000266,0.0140828026771427
ACH-000272,-0.08510094809150615
ACH-000274,0.02396779616321338
ACH-000277,-0.1345330434871804
ACH-000278,0.05090212938937131
ACH-000279,-0.001311098561502467
ACH-000280,0.07816172536687006
ACH-000281,-0.03194403944038388
ACH-000288,0.08401255233181229
ACH-000291,0.04816882260460146
ACH-000293,-0.14714968450578012
ACH-000294,0.15157373643476765
ACH-000295,-0.08478971925670467
ACH-000296,0.017164955725762942
ACH-000302,-0.057572347291114025
ACH-000304,-0.15668603279530602
ACH-000307,-0.006982586148292431
ACH-000308,-0.0424485649170618
ACH-000310,-0.007280710655084868
ACH-000311,0.10972897097789122
ACH-000312,0.002742749838993461
ACH-000315,-0.056277713513142924
ACH-000316,-0.08259528071573778
ACH-000317,0.11999491556698108
ACH-000318,-0.1970300631971
ACH-000319,-0.008717555892103315
ACH-000320,0.028623709589762483
ACH-000322,-0.11091420828531023
ACH-000323,0.01358392438226216
ACH-000324,-0.12511369980068465
ACH-000329,0.05896755226365263
ACH-000330,0.1057405815794574
ACH-000331,-0.12924797086543235
ACH-000332,0.05448100232902788
ACH-000334,0.13082259464194915
ACH-000335,-0.14742058100456468
ACH-000336,0.18570920941652644
ACH-000337,0.06690876505970805
ACH-000338,0.1662729289319098
ACH-000339,-0.053767291350708624
ACH-000341,0.07798972728534323
ACH-000348,-0.10377865566963257
ACH-000350,0.017418906961898486
ACH-000352,-0.06226778170119261
ACH-000356,-0.061958496953238414
ACH-000361,-0.18815572178934165
ACH-000362,0.01839427969987912
ACH-000363,0.03400391404801167
ACH-000364,-0.03411434076110634
ACH-000365,0.04791324530804332
ACH-000366,-0.05214698577683883
ACH-000368,-0.036112813778333766
ACH-000374,0.0016128677208466756
ACH-000375,0.06593645180194442
ACH-000376,0.05479923450516761
ACH-000381,-0.05288671908011975
ACH-000383,-0.08187486643338324
ACH-000387,0.00936671947168608
ACH-000389,0.051755523563374616
ACH-000390,-0.10096038209549317
ACH-000393,0.06517218433885676
ACH-000395,-0.024233633225771056
ACH-000396,0.0737067653495429
ACH-000397,-0.073054409998725
ACH-000401,0.036553156873561116
ACH-000402,0.05037088150887244
ACH-000403,-0.03438997404905901
ACH-000404,-0.011856876509870369
ACH-000406,-0.052851140320375765
ACH-000407,-0.07567609691442351
ACH-000408,0.13494881652797214
ACH-000410,-0.0882986309741542
ACH-000411,-0.13145112901590414
ACH-000414,0.0355893718678836
ACH-000415,-0.02761019282537532
ACH-000416,-0.11329684366060225
ACH-000420,0.05384118860758238
ACH-000421,-0.04195674656269228
ACH-000424,0.08811808584678565
ACH-000425,-0.18737258243041574
ACH-000426,0.04924019645390138
ACH-000427,-0.24326026625372854
ACH-000433,0.08311855482441277
ACH-000435,0.3152500648443271
ACH-000436,-0.017712381899515094
ACH-000444,-0.3089807054145461
ACH-000445,-0.08553599437170346
ACH-000448,-0.1081393797661432
ACH-000450,0.12950816935292536
ACH-000452,0.014912631812934203
ACH-000454,-0.16240376240164756
ACH-000458,-0.14159962355221012
ACH-000459,-0.08113383853337408
ACH-000460,-0.013229781386663385
ACH-000461,0.01712447756167605
ACH-000463,-0.07487916260079226
ACH-000464,-0.046023190312913735
ACH-000466,0.06121191107781674
ACH-000467,-0.1697030689634104
ACH-000468,-0.016589603168695847
ACH-000469,-0.03148561342276525
ACH-000470,-0.12392339217956433
ACH-000471,-0.020698494458937542
ACH-000472,-0.02776560917110693
ACH-000473,0.14252632404179275
ACH-000475,-0.042010986332611966
ACH-000476,0.1402940979736737
ACH-000477,-0.1153578194183296
ACH-000479,0.23403845691345398
ACH-000480,0.011907896081255956
ACH-000481,0.04089185835690447
ACH-000483,-0.09908164218068652
ACH-000484,-0.1051153880772922
ACH-000485,-0.06193275358991857
ACH-000486,-0.07980526792352012
ACH-000487,-0.044110024352548814
ACH-000488,-0.059170481315681464
ACH-000490,0.11615360585913788
ACH-000491,-0.030222399719594614
ACH-000495,-0.07086481127926311
ACH-000496,0.03893411228681292
ACH-000499,0.2216975789402771
ACH-000500,-0.30478264018293344
ACH-000502,-0.02777836296699027
ACH-000503,0.13552941447224925
ACH-000505,-0.0567609138040799
ACH-000507,-0.08799666506522029
ACH-000510,-0.016635727065253236
ACH-000511,0.0026220693498671165
ACH-000512,0.16587902821593453
ACH-000516,-0.03948358962408844
ACH-000517,-0.03869609042431114
ACH-000518,0.015002805044738237
ACH-000520,0.07827906808291106
ACH-000521,-0.03848039310546426
ACH-000522,-0.06791252115180553
ACH-000524,0.05089404977203727
ACH-000527,-0.004068168110183461
ACH-000528,-0.07140751373390343
ACH-000537,0.0010254140129480657
ACH-000541,-0.026415428840419444
ACH-000542,-0.033197640073293816
ACH-000544,0.0001102201722578032
ACH-000545,0.047405815474986034
ACH-000547,0.0529540340987906
ACH-000548,-0.05586173458559676
ACH-000549,0.08118677708816384
ACH-000550,-0.0014118549879176571
ACH-000552,-0.2682961032114554
ACH-000556,-0.005048427040277981
ACH-000557,0.017697470006285278
ACH-000569,-0.09998405985031776
ACH-000570,-0.11801292804363155
ACH-000571,-0.06554463498570419
ACH-000573,-0.13798679832674668
ACH-000576,0.050289361356705434
ACH-000579,-0.15460331741076164
ACH-000580,0.09868948459196346
ACH-000584,-0.13848093560425198
ACH-000585,-0.013488343328531905
ACH-000588,0.02975894531114565
ACH-000589,0.0683173510580985
ACH-000591,0.07714895097199784
ACH-000593,-0.03051395974501983
ACH-000600,0.028479201443805592
ACH-000601,-0.0234234086153576
ACH-000605,-0.033780559309198835
ACH-000606,-0.04041340718438887
ACH-000608,-0.009394154940978628
ACH-000614,-0.044306367369321316
ACH-000616,0.003829140533589247
ACH-000618,-0.0032422366645344747
ACH-000619,-0.04969016533407747
ACH-000620,-0.023078803369550874
ACH-000621,-0.07264478958879286
ACH-000622,-0.1781632573424364
ACH-000623,0.014865608183259563
ACH-000624,-0.05968223939639986
ACH-000627,-0.08670386240897694
ACH-000630,-0.03901908156671045
ACH-000631,-0.20607207370025066
ACH-000632,-0.04845193518882762
ACH-000633,-0.10387209236254548
ACH-000637,-0.12166571381702705
ACH-000638,-0.06353150407492843
ACH-000646,-0.06415305969003722
ACH-000647,-0.019159805168209112
ACH-000648,-0.08740060097442644
ACH-000649,0.03538466206334461
ACH-000651,-0.10694371784219428
ACH-000652,-0.034129380458513985
ACH-000653,0.0029343642495802628
ACH-000657,0.01853272081487209
ACH-000658,-0.13139985382860905
ACH-000661,-0.17153595358500107
ACH-000662,0.07732404293713868
ACH-000663,-0.1183313020284987
ACH-000665,-0.09455181976671392
ACH-000671,-0.054722561611035565
ACH-000672,-0.11778463821861815
ACH-000673,0.07105339288589821
ACH-000676,-0.022565362085409237
ACH-000677,-0.08678697559753082
ACH-000681,-0.12506418152640278
ACH-000683,-0.06761295822273766
ACH-000684,0.2433136699214168
ACH-000688,-0.05254395306209377
ACH-000693,-0.09102388300056498
ACH-000694,-0.07442743951825025
ACH-000695,-0.14955256405664175
ACH-000696,-0.0728780084450334
ACH-000697,-0.07757283684435327
ACH-000699,0.022454695142793638
ACH-000701,-0.1566581283961223
ACH-000706,0.01608618441062637
ACH-000711,-0.035322159156333625
ACH-000713,0.007672565364302189
ACH-000714,0.07213466007112845
ACH-000718,0.07527685382457924
ACH-000720,-0.009414730044194184
ACH-000721,-0.03471591800488885
ACH-000724,0.08633728973896954
ACH-000725,-0.007531389542718359
ACH-000732,0.10748670005742483
ACH-000734,-0.041250074870661436
ACH-000735,-0.1780394245133051
ACH-000736,-0.06679055971024209
ACH-000738,-0.12695424900661118
ACH-000746,-0.19836598889384588
ACH-000747,-0.01661020177295391
ACH-000748,-0.12565827036463564
ACH-000753,0.06651027288374728
ACH-000756,-0.024065096962480728
ACH-000757,-0.12690881668898113
ACH-000758,-0.09358387517447923
ACH-000760,-0.08073190732362337
ACH-000762,0.054279555305290925
ACH-000763,-0.12436679941568035
ACH-000764,-0.35457188729751393
ACH-000765,-0.1567690096462797
ACH-000766,0.03882729819202156
ACH-000767,-0.061563519481624834
ACH-000768,-0.10967405157834978
ACH-000769,-0.1071164477556058
ACH-000770,0.04915343091153217
ACH-000771,-0.15777366158405487
ACH-000773,0.1913096843884184
ACH-000776,-0.09548151676128272
ACH-000777,-0.09160801404856952
ACH-000778,-0.07345638743556715
ACH-000781,-0.06515942705524737
ACH-000782,-0.1747443013058301
ACH-000783,-0.02942704592486768
ACH-000784,-0.044691283555122426
ACH-000785,0.019567856218913597
ACH-000787,0.03487489371196403
ACH-000788,-0.007667403613729806
ACH-000791,0.022113806901524997
ACH-000792,0.08527260697351466
ACH-000794,-0.03423208485033656
ACH-000796,-0.06263951251524656
ACH-000798,0.0203407541709743
ACH-000799,-0.32488988913848554
ACH-000800,0.12371969540383322
ACH-000802,-0.0820409170526456
ACH-000804,-0.002724760985560739
ACH-000805,-0.2516047107898033
ACH-000809,0.04516961735246546
ACH-000810,0.07107897634274919
ACH-000811,-0.1386357592388644
ACH-000817,0.06509197847680576
ACH-000819,-0.09063966464923412
ACH-000820,-0.2122463620667527
ACH-000821,0.0018053466483057392
ACH-000822,-0.14766430130407776
ACH-000823,-0.18729125517350872
ACH-000824,0.006790208922699918
ACH-000827,-0.04426280324792834
ACH-000829,0.12895593248408002
ACH-000831,-0.21537618093077435
ACH-000832,-0.08721714894503048
ACH-000833,-0.09884491685249673
ACH-000834,-0.08854861182941923
ACH-000835,-0.17205147087761632
ACH-000836,0.03321300796151884
ACH-000837,-0.09978571020795332
ACH-000838,0.06420452253934382
ACH-000839,-0.08763690857993904
ACH-000840,0.11509240496880682
ACH-000841,0.04658785165411125
ACH-000843,-0.07524069935745799
ACH-000846,0.05230275482723328
ACH-000847,-0.14195658316670795
ACH-000848,-0.02380972149621986
ACH-000849,-0.0021682267903947016
ACH-000851,0.027758842726274227
ACH-000855,-0.1039830183907988
ACH-000856,-0.07744782618645246
ACH-000858,-0.08808363945809011
ACH-000859,0.09102300365670117
ACH-000861,0.010898677505344696
ACH-000862,-0.0648940144187973
ACH-000865,-0.047121640464189284
ACH-000866,-0.14743426378077604
ACH-000867,0.016913672415824085
ACH-000869,-0.13704889029456144
ACH-000872,-0.1467999085406146
ACH-000873,-0.11814492081722446
ACH-000876,0.00017326275929902706
ACH-000878,-0.13543281327983414
ACH-000880,-0.18560818519302047
ACH-000881,-0.01449468902881541
ACH-000882,-0.0653830419792307
ACH-000884,-0.05103846161487574
ACH-000885,-0.053309128882674105
ACH-000887,-0.1049495005359855
ACH-000889,0.026453938318889945
ACH-000896,0.04965049571289598
ACH-000898,-0.06568996415562782
ACH-000900,-0.04322366270473474
ACH-000901,0.03160686802683154
ACH-000905,0.024307956833398942
ACH-000906,-0.0654106532537733
ACH-000907,0.023839360744987662
ACH-000910,-0.0486872532017819
ACH-000911,0.013240702524815427
ACH-000912,-0.24790442775767765
ACH-000913,-0.05352261505321805
ACH-000915,-0.07744580603047926
ACH-000916,0.023785015391154445
ACH-000917,0.0009945011407158457
ACH-000920,0.11264896954884825
ACH-000921,0.01076309908309963
ACH-000924,-0.007539026997074498
ACH-000926,0.09633208108712453
ACH-000928,-0.2118524763219672
ACH-000929,-0.10277080057682922
ACH-000932,0.06710682882798047
ACH-000935,-0.21000111242914052
ACH-000936,-0.09835911256952368
ACH-000937,-0.022241093464591584
ACH-000938,0.09452904099753237
ACH-000939,-0.1108459917170933
ACH-000941,-0.06929829384409883
ACH-000943,-0.0123052806314213
ACH-000946,-0.047587561300874416
ACH-000947,-0.06630256288191151
ACH-000948,-0.11040531492084707
ACH-000950,-0.14527454736213366
ACH-000953,0.024969572244046497
ACH-000954,-0.29842083260844715
ACH-000957,-0.0646706579336035
ACH-000958,-0.13475547852312225
ACH-000960,-0.023565579212508715
ACH-000963,0.043335167383280485
ACH-000968,-0.0740203903041329
ACH-000969,-0.20156693864948552
ACH-000972,0.1356141161668702
ACH-000973,0.010499386942453977
ACH-000974,-0.05459553144112817
ACH-000978,0.03505987990465148
ACH-000984,-0.10283526939555224
ACH-000986,-0.010652214651814464
ACH-000988,-0.08508244632812305
ACH-000993,0.08302145025374788
ACH-000994,0.0019212317949905766
ACH-000996,-0.15085297167657374
ACH-001001,0.0288330928307728
ACH-001020,-0.12696029610295687
ACH-001028,-0.11861868117177768
ACH-001031,-0.15739774544412768
ACH-001038,-0.05807368540512356
ACH-001048,-0.036300374529220865
ACH-001050,0.008582263992409439
ACH-001053,-0.16703166450361875
ACH-001054,-0.0183399089754212
ACH-001061,-0.08176986377225574
ACH-001067,0.027906419463112075
ACH-001075,0.16704647376064735
ACH-001096,-0.10698055489676384
ACH-001111,-0.12784138444501691
ACH-001119,-0.014854455301561754
ACH-001128,0.07142048695731812
ACH-001134,0.1129547729815094
ACH-001151,-0.11928390003474185
ACH-001163,-0.08553670169400379
ACH-001164,-0.09007387694607348
ACH-001183,-0.07366131910684404
ACH-001192,-0.0705362075727811
ACH-001193,-0.04335965474684522
ACH-001196,-0.019934730980210025
ACH-001197,-0.028879957294792164
ACH-001205,-0.028178338593193724
ACH-001211,-0.09872172775407276
ACH-001212,0.200020929294982
ACH-001228,-0.08535525058064629
ACH-001232,0.16255758361034714
ACH-001239,-0.03682512225877177
ACH-001270,0.05109144353140861
ACH-001274,-0.0336813784969493
ACH-001275,-0.18932129308285034
ACH-001277,0.04650721888678106
ACH-001278,0.0970859010718449
ACH-001280,-0.05412639853883363
ACH-001283,-0.0617127180484044
ACH-001289,0.03530611559396691
ACH-001300,0.060280520870761786
ACH-001301,-0.12837095098347173
ACH-001302,0.05844697672449287
ACH-001306,0.07019769093662677
ACH-001318,-0.059772515102408164
ACH-001322,0.17073112926563305
ACH-001328,0.060135519148670026
ACH-001332,-0.08950206668846497
ACH-001336,0.011757868118633812
ACH-001346,-0.04597045105446142
ACH-001353,0.03686663396392362
ACH-001354,-0.08011628743427658
ACH-001367,0.0005739641085090449
ACH-001368,-0.0940337445044604
ACH-001374,0.10139239016100343
ACH-001377,-0.056545055905376326
ACH-001380,-0.024733328822058046
ACH-001391,-0.1836057366759457
ACH-001408,0.015529213810639632
ACH-001430,-0.2861304141891537
ACH-001431,0.15337897971657596
ACH-001450,0.10470661218741574
ACH-001496,-0.0025610820114885307
ACH-001500,0.23300782206520498
ACH-001523,0.011354299601355238
ACH-001532,-6.081292940312343e-06
ACH-001550,-0.0507729841395941
ACH-001552,0.20248907281135156
ACH-001554,-0.07360650954754898
ACH-001654,-0.006975280895958653
ACH-001735,0.041712598264352585
ACH-001736,0.08478648291538378
ACH-001737,0.01773676292988235
ACH-001740,-0.04117149270174678
ACH-001745,-0.014701597472738215
ACH-001765,0.0025596296119098864
