,PREPL (9581)
ACH-000004,-0.09162837615885024
ACH-000005,0.019983496932555942
ACH-000007,-0.14829346768145393
ACH-000009,-0.027265026645014
ACH-000011,0.12495490539347995
ACH-000012,-0.04620062212282795
ACH-000013,-0.08663366161421769
ACH-000014,-0.13696465685856568
ACH-000015,0.022753702441055183
ACH-000017,0.02091940905542426
ACH-000018,-0.1237496190127996
ACH-000019,-0.15917249909013562
ACH-000021,-0.034758226944845004
ACH-000022,-0.2611974690130457
ACH-000025,0.017475770896396056
ACH-000028,-0.07333029609639695
ACH-000030,-0.03638718581755064
ACH-000035,-0.1839418203516025
ACH-000036,-0.061429119883556614
ACH-000037,-0.15066563420302045
ACH-000039,-0.01205755635499862
ACH-000040,-0.10254949339970906
ACH-000041,-0.0672988209677203
ACH-000042,0.006638747065358307
ACH-000045,0.12290946931098275
ACH-000047,-0.041600501871474814
ACH-000052,0.06966977674136088
ACH-000053,0.053738625216616896
ACH-000054,0.020273234372825282
ACH-000055,0.12861812209041687
ACH-000060,0.08903137925787784
ACH-000067,-0.06491144539248113
ACH-000070,-0.20950265619851646
ACH-000075,-0.10560650647176917
ACH-000078,-0.1080755530585687
ACH-000082,0.02383479543743005
ACH-000085,0.26442085072349764
ACH-000086,-0.11215089365357747
ACH-000087,-0.0406562284367687
ACH-000092,-0.13594973613460207
ACH-000095,-0.00931151067774952
ACH-000097,-0.06252980074584108
ACH-000098,-0.06801782772432782
ACH-000099,-0.06394684786303505
ACH-000108,-0.06302504505392857
ACH-000113,-0.972757031037299
ACH-000116,-0.0856475595613449
ACH-000118,0.00155909035540144
ACH-000120,-0.006002449564819535
ACH-000123,-0.11075876133775688
ACH-000127,-0.07697766853934118
ACH-000128,0.007689439301654328
ACH-000132,-0.1763873155958819
ACH-000133,0.03659229094161834
ACH-000137,0.02351321669923166
ACH-000138,0.02642782161041868
ACH-000142,-0.12416937217163375
ACH-000143,-0.20922057726821808
ACH-000146,-0.0007070402778558957
ACH-000148,-0.07129935095420664
ACH-000150,0.10129324800505908
ACH-000152,0.032764788937188025
ACH-000153,-0.1028537882653457
ACH-000159,0.004487287035005129
ACH-000160,-0.10351414843025243
ACH-000163,0.20918289010191726
ACH-000167,-0.045864879994244385
ACH-000168,0.109356149334148
ACH-000169,-0.017987731630362536
ACH-000178,0.029648089416255637
ACH-000183,-0.06779862060718098
ACH-000188,0.03311501165356564
ACH-000189,-0.14759424993568587
ACH-000190,-0.10358348856610798
ACH-000198,-0.16423675378741587
ACH-000203,0.19779760482485134
ACH-000204,0.2871057125943203
ACH-000206,-0.014402023127399188
ACH-000207,-0.15015944101026932
ACH-000208,-0.010771568659233104
ACH-000210,-0.10892563652858243
ACH-000211,-0.08948295363483255
ACH-000215,-0.037699127627352745
ACH-000221,0.1819310321421108
ACH-000222,-0.1508157509373452
ACH-000223,-0.052111365553661256
ACH-000226,-0.03484969886235706
ACH-000227,-0.11594550677987105
ACH-000228,0.054114727407634775
ACH-000231,-0.0301909527051582
ACH-000232,-0.014855806654088009
ACH-000233,0.041773870025200194
ACH-000234,-0.1252633956995169
ACH-000235,-0.024799602742270502
ACH-000237,-0.019155373121198943
ACH-000238,0.05163268089804165
ACH-000242,-0.229878113759408
ACH-000243,-0.06432883979531484
ACH-000244,0.09627926435516572
ACH-000246,0.0001341511736809174
ACH-000248,-0.017983887815617886
ACH-000250,0.03315953875997068
ACH-000251,-0.15211547154299174
ACH-000252,-0.10757474703888772
ACH-000253,-0.1618268406602405
ACH-000255,-0.061105527700739126
ACH-000256,-0.14342711158050794
ACH-000257,0.10287352507624824
ACH-000258,-0.006738616376901025
ACH-000259,-0.1230487653872462
ACH-000260,0.04973880890963794
ACH-000261,-0.14584061027289347
ACH-000262,-0.023653086423384213
ACH-000263,-0.0171281117182081
ACH-000264,-0.04979697781885098
ACH-000265,-0.06328224066123597
ACH-000266,0.011648461903916382
ACH-000272,-0.1314890986046661
ACH-000274,-0.0959697576872404
ACH-000277,-0.025703293021284792
ACH-000278,-0.008358181949003384
ACH-000279,-0.08455345298975367
ACH-000280,-0.04813340162825233
ACH-000281,-0.05429989524972618
ACH-000288,-0.054586120085970836
ACH-000291,-0.018771284227152137
ACH-000293,-0.19337560309541904
ACH-000294,-0.012331724316638834
ACH-000295,-0.1049594337025775
ACH-000296,-0.2383947056691789
ACH-000302,0.07259530754856909
ACH-000304,0.14129811693174685
ACH-000307,-0.05234232740097699
ACH-000308,0.015165658813271938
ACH-000310,0.040733395487648864
ACH-000311,0.009757783905740176
ACH-000312,-0.10241875602195342
ACH-000315,0.20623148577960065
ACH-000316,-0.03715025631724979
ACH-000317,0.05233785843893907
ACH-000318,-0.08392655551406775
ACH-000319,-0.09722999940262468
ACH-000320,0.025409453689336725
ACH-000322,0.043405125530644524
ACH-000323,-0.061343354583324995
ACH-000324,-0.057306366825187076
ACH-000329,-0.004141190526412458
ACH-000330,-0.154404604304132
ACH-000331,0.04670242213747184
ACH-000332,-0.04381432927153347
ACH-000334,-0.14273617804654734
ACH-000335,-0.006373433740894118
ACH-000336,-0.11473181377273264
ACH-000337,0.2241063070213248
ACH-000338,-0.18972665647731726
ACH-000339,0.04553263826061973
ACH-000341,0.014743210241044497
ACH-000348,-0.020687751951916016
ACH-000350,0.055768399463758056
ACH-000352,-0.007404281997110844
ACH-000356,-0.0670298949437233
ACH-000361,-0.1458958164430434
ACH-000362,0.008633705284893172
ACH-000363,-0.06535049464311023
ACH-000364,-0.10338995466368936
ACH-000365,-0.047059997774591966
ACH-000366,-0.07545337009898602
ACH-000368,0.042121594167719066
ACH-000374,-0.0046773331902942505
ACH-000375,-0.015768017263723025
ACH-000376,-0.029372910934738226
ACH-000381,-0.1958976421228012
ACH-000383,-0.04598238459034474
ACH-000387,-0.07893827462597715
ACH-000389,-0.06862589647980298
ACH-000390,-0.07059302548330944
ACH-000393,-0.1142801232081572
ACH-000395,-0.08806273321767384
ACH-000396,-0.1821668354880165
ACH-000397,0.0033852210755321408
ACH-000401,-0.06348462840444509
ACH-000402,0.26587587747708713
ACH-000403,0.06608355188946724
ACH-000404,-0.35391749507981496
ACH-000406,0.03912165032389185
ACH-000407,-0.1044532817439998
ACH-000408,0.004925075414845827
ACH-000410,-0.03516581446488077
ACH-000411,0.005011332955943636
ACH-000414,-0.04756874062420336
ACH-000415,-0.052908340791677236
ACH-000416,0.03013716884004303
ACH-000420,-0.14605384301266128
ACH-000421,-0.025276886494548324
ACH-000424,0.20267467264491013
ACH-000425,-0.1345512965551017
