,CASQ2 (845)
ACH-000004,-0.046796517130062464
ACH-000005,-0.4056316410058493
ACH-000007,-0.05320903689209544
ACH-000009,-0.12568500310602665
ACH-000011,-0.17578430749024984
ACH-000012,-0.32738953406385896
ACH-000013,-0.254046676670087
ACH-000014,-0.2909764651073808
ACH-000015,-0.3124278176544675
ACH-000017,-0.22366085061579827
ACH-000018,-0.24409674503718745
ACH-000019,-0.19193309861082472
ACH-000021,-0.15506579896305808
ACH-000022,-0.24356497649487086
ACH-000025,-0.3847189436358275
ACH-000028,-0.5229036254007219
ACH-000030,-0.19857575292417776
ACH-000035,-0.5112378062554788
ACH-000036,-0.10662778300422256
ACH-000037,0.0382879828114679
ACH-000039,0.10563687327515983
ACH-000040,-0.08277621434601369
ACH-000041,-0.22044331409943888
ACH-000042,-0.13238941270559212
ACH-000045,-0.1814124496863963
ACH-000047,-0.11687448028915595
ACH-000052,-0.323190513138197
ACH-000053,-0.21818172406238032
ACH-000054,-0.04585741661666337
ACH-000055,-0.09066124815455208
ACH-000060,-0.3436828773719029
ACH-000067,-0.24618247505221705
ACH-000070,-0.27158322335484664
ACH-000075,-0.17134688896224612
ACH-000078,-0.11817154691908252
ACH-000082,-0.2356909804163293
ACH-000085,-0.3035115358208321
ACH-000086,-0.22643859644234085
ACH-000087,-0.08092222070743757
ACH-000092,-0.3009365365001168
ACH-000095,-0.10226636967836764
ACH-000097,-0.16223835380308052
ACH-000098,-0.16634076265528142
ACH-000099,-0.12362392483492132
ACH-000108,-0.14199120387273104
ACH-000113,-0.18395306972366865
ACH-000116,-0.09167056984402057
ACH-000118,-0.25589510410858635
ACH-000120,-0.04203668729244092
ACH-000123,-0.12708910879309504
ACH-000127,-0.2096771042061249
ACH-000128,-0.10246442961096752
ACH-000132,-0.19753226403127028
ACH-000133,-0.13757188223920475
ACH-000137,-0.3788533232831885
ACH-000138,-0.08991960355669508
ACH-000142,-0.2023565730531534
ACH-000143,-0.2308223656980847
ACH-000146,-0.23100336779257294
ACH-000148,-0.07879222459982642
ACH-000150,-0.19183780284723184
ACH-000152,-0.22948016576107685
ACH-000153,-0.28897606015083244
ACH-000159,-0.261315293138624
ACH-000160,-0.006854748049738676
ACH-000163,-0.05180436141704948
ACH-000167,0.17439531608191342
ACH-000168,-0.0769019781983222
ACH-000169,-0.17661688005385173
ACH-000178,-0.09332037176232387
ACH-000183,-0.16540024066718784
ACH-000188,-0.2553125092569217
ACH-000189,-0.06956861336036697
ACH-000190,-0.07524125482740687
ACH-000198,-0.1495918861437153
ACH-000203,-0.3013505310519248
ACH-000204,-0.21485952754002455
ACH-000206,-0.1581950164693774
ACH-000207,-0.3842008641466024
ACH-000208,-0.22134133044071427
ACH-000210,-0.2462238182199369
ACH-000211,-0.11637816514858924
ACH-000215,-0.1952725212667746
ACH-000221,-0.31978446840675256
ACH-000222,-0.2203413662080992
ACH-000223,-0.02627497429691428
ACH-000226,-0.15877628392782592
ACH-000227,-0.2999848172109208
ACH-000228,-0.2026479879393171
ACH-000231,-0.19801775714591616
ACH-000232,-0.17252854067502418
ACH-000233,0.03758814803690611
ACH-000234,-0.0990275549810174
ACH-000235,-0.16157450639879808
ACH-000237,-0.0802221125165879
ACH-000238,-0.2294051355604852
ACH-000242,-0.4829889350918797
ACH-000243,-0.14573259063864866
ACH-000244,-0.07209975165391744
ACH-000246,-0.2112907949704249
ACH-000248,-0.04802597471200256
ACH-000250,-0.2353681588868519
ACH-000251,0.12140848256315767
ACH-000252,-0.5787726681077303
ACH-000253,-0.08775910182704401
ACH-000255,-0.2856576622148296
ACH-000256,-0.20431731759624613
ACH-000257,-0.3132948740074133
ACH-000258,-0.2326562795458175
ACH-000259,-0.16154425457679092
ACH-000260,-0.17363587838591354
ACH-000261,-0.25217188551643616
ACH-000262,-0.3159802464147268
ACH-000263,-0.15223347269059473
ACH-000264,-0.19827056677304594
ACH-000265,-0.2628823974154585
ACH-000266,-0.0784164609828802
ACH-000272,-0.20700746796377534
ACH-000274,-0.2256619569067174
ACH-000277,-0.006805254742486144
ACH-000278,-0.05099939188511588
ACH-000279,-0.21421968246931855
ACH-000280,-0.2471742071316376
ACH-000281,0.07643430142054664
ACH-000288,-0.2435231447800851
ACH-000291,-0.135595461781336
ACH-000293,-0.19366568513156812
ACH-000294,-0.19262879582331816
ACH-000295,-0.11033353712210532
ACH-000296,-0.2696791813041197
ACH-000302,-0.2336257459780934
ACH-000304,-0.4755649614233068
ACH-000307,-0.057636897862512526
ACH-000308,-0.2844103432720353
ACH-000310,-0.2618665629721528
ACH-000311,-0.10498767967041987
ACH-000312,-0.3120292055578162
ACH-000315,-0.1316986792802785
ACH-000316,-0.17395245431416842
ACH-000317,-0.28932057024156355
ACH-000318,-0.12017362383066968
ACH-000319,-0.20235893698782345
ACH-000320,-0.12189596060585135
ACH-000322,-0.10462219806672383
ACH-000323,-0.2876082276378699
ACH-000324,-0.17683607665158904
ACH-000329,-0.15111458579353965
ACH-000330,-0.13984923080214626
ACH-000331,-0.3768087846735573
ACH-000332,-0.11814913818191858
ACH-000334,-0.11361796876080828
ACH-000335,-0.5259363218470549
ACH-000336,0.186302772860154
ACH-000337,-0.15336172364270365
ACH-000338,-0.046141949842262366
ACH-000339,-0.1626024848388823
ACH-000341,-0.20045330372101489
ACH-000348,-0.20782785441170404
ACH-000350,-0.08976143432500927
ACH-000352,-0.14598503207764166
ACH-000356,-0.34315816479136474
ACH-000361,-0.1708783837850705
ACH-000362,-0.08946549772364616
ACH-000363,-0.11371887615939748
ACH-000364,-0.12953027551986826
ACH-000365,-0.1963940812557075
ACH-000366,-0.1164738548057524
ACH-000368,-0.2939911723081445
ACH-000374,-0.22889288431406546
ACH-000375,-0.20047478237398925
ACH-000376,-0.12901591220232764
ACH-000381,-0.10325516734213896
ACH-000383,-0.21931559344602564
ACH-000387,-0.22332939425021814
ACH-000389,-0.12287278811440107
ACH-000390,-0.1751357490276968
ACH-000393,-0.23257500310459814
ACH-000395,-0.42883443123155424
ACH-000396,-0.6128087410490392
ACH-000397,-0.02523145258311225
ACH-000401,-0.3196621698936092
ACH-000402,-0.033939826592951784
ACH-000403,-0.19949590464908515
ACH-000404,-0.15490067079717096
ACH-000406,-0.19223161869322775
ACH-000407,-0.34633495725014585
ACH-000408,-0.17266662450600476
ACH-000410,-0.22443628827458487
ACH-000411,-0.1636263571058057
ACH-000414,-0.16557540429662254
ACH-000415,-0.27373381915653056
ACH-000416,-0.1529086232587884
ACH-000420,-0.2513582866813684
ACH-000421,-0.10226334831819897
ACH-000424,-0.363529150180014
ACH-000425,-0.15321411263335782
ACH-000426,0.12166305600199695
ACH-000427,-0.10146312606105486
ACH-000433,-0.2722477243932302
ACH-000435,-0.3665455868392112
ACH-000436,0.017570687136159144
ACH-000444,-0.2662841353708535
ACH-000445,-0.19650468046367214
ACH-000448,-0.09004384420480692
ACH-000450,-0.03051825621967392
ACH-000452,-0.08555517840946247
ACH-000454,-0.2816837836394537
ACH-000458,-0.2991325716415789
ACH-000459,-0.242738411615614
ACH-000460,-0.1447590361741589
ACH-000461,-0.2214334217836953
ACH-000463,-0.1312699701735154
ACH-000464,-0.156902997171756
ACH-000466,-0.20482608428139812
ACH-000467,-0.17113713791599527
ACH-000468,-0.10843973365471322
ACH-000469,-0.25050969436809906
ACH-000470,-0.10627021432522868
ACH-000471,-0.10149276899463228
ACH-000472,-0.12467836137133373
ACH-000473,-0.2260984510590127
ACH-000475,-0.08948013581346627
ACH-000476,-0.20584104451999596
ACH-000477,-0.017119107597017867
ACH-000479,-0.10372127253824484
ACH-000480,-0.13286837503746846
ACH-000481,-0.23973196296021415
ACH-000483,-0.16820744280953862
ACH-000484,-0.0845436526518233
ACH-000485,-0.21649132810491645
ACH-000486,-0.2614898991936818
ACH-000487,-0.19823913301831333
ACH-000488,-0.20992183597597935
ACH-000490,-0.23585934216156296
ACH-000491,-0.21847052256285254
ACH-000495,-0.2216522260021181
ACH-000496,-0.3050841733342564
ACH-000499,-0.3079446403142175
ACH-000500,0.07328109858972591
ACH-000502,-0.14300589886301562
ACH-000503,-0.041621550507068415
ACH-000505,-0.1101529177683916
ACH-000507,-0.17460508144496262
ACH-000510,-0.13160204256885402
ACH-000511,-0.15799917694164098
ACH-000512,-0.10651993752137127
ACH-000516,-0.19916761307782133
ACH-000517,-0.12581968325738888
ACH-000518,-0.1330131393487952
ACH-000520,-0.1668169021218339
ACH-000521,-0.04874076268906618
ACH-000522,-0.2523877409900123
ACH-000524,-0.06150855502854264
ACH-000527,-0.17844893985533478
ACH-000528,-0.12330315373690508
ACH-000537,-0.22952307718337334
ACH-000541,-0.3201501748029631
ACH-000542,-0.1301943558414499
ACH-000544,-0.19241307473517494
ACH-000545,-0.15721172868613706
ACH-000547,-0.026918606437211272
ACH-000548,-0.1120672901337848
ACH-000549,-0.17954344025078475
ACH-000550,-0.15056031037807108
ACH-000552,-0.236427278686156
ACH-000556,-0.292338579903241
ACH-000557,-0.0016410064952161348
ACH-000569,-0.3010353290874428
ACH-000570,-0.25433381778832165
ACH-000571,-0.18072617855443104
ACH-000573,-0.16409994942896894
ACH-000576,-0.05825179689497378
ACH-000579,-0.335857276048207
ACH-000580,-0.023334502555134418
ACH-000584,-0.10982168677297936
ACH-000585,-0.1837522200394239
ACH-000588,-0.3194510574382731
ACH-000589,-0.26108326092028994
ACH-000591,-0.272730895484262
ACH-000593,-0.15469529743014526
ACH-000600,-0.15757677622536473
ACH-000601,-0.0838450361103236
ACH-000605,-0.7089880576271786
ACH-000606,-0.2877123476774071
ACH-000608,-0.052348472081240265
ACH-000614,-0.09541584034771618
ACH-000616,-0.08298266542802743
