,DNLZ (728489)
ACH-000208,-0.9367686490256244
ACH-000210,-0.2965192010667739
ACH-000211,-0.2616642724973767
ACH-000215,-0.6054884636082929
ACH-000221,-0.5064267483085246
ACH-000222,-0.3524941419552581
ACH-000223,-0.25109644862510616
ACH-000226,-0.5161613193478827
ACH-000227,-0.2167496415587921
ACH-000228,-0.5639449270183757
ACH-000231,-0.5126938033305889
ACH-000232,-0.4512956675332715
ACH-000233,-0.33496719945230136
ACH-000234,-0.41117108460939816
ACH-000235,-0.4614535721159277
ACH-000237,-0.3818315434795102
ACH-000238,-0.6252669336163461
ACH-000242,-0.020353822381976187
ACH-000243,-0.5511386390920838
ACH-000244,-0.2920925125857027
ACH-000246,-0.3685785885151661
ACH-000248,-0.598148221704396
ACH-000250,-0.22011706743624224
ACH-000251,-0.496334785955919
ACH-000252,-0.4960121736035562
ACH-000253,-0.11100941291014726
ACH-000255,-0.6233129049844961
ACH-000256,-0.4457727489463002
ACH-000257,-0.3065151782606492
ACH-000258,-0.4147747320475872
ACH-000259,-0.4258267533770838
ACH-000260,-0.5238105417095495
ACH-000261,-0.1333192460185224
ACH-000262,-0.3789816056087614
ACH-000263,-0.13108574277736998
ACH-000264,-0.21526177590665027
ACH-000265,-0.5339745216850741
ACH-000266,-0.40776491369993983
ACH-000272,-0.1187098626984775
ACH-000274,-0.2391707339384296
ACH-000277,-0.29742077532693295
ACH-000278,-0.18511514184650826
ACH-000279,-0.5245053560140774
ACH-000280,-0.402638805668495
ACH-000281,-0.5407429164278845
ACH-000288,-0.430458657671868
ACH-000291,-0.265294212997719
ACH-000293,-0.1706300424225151
ACH-000294,-1.0287259564872684
ACH-000295,-0.4369537657101974
ACH-000296,-0.6275044832802157
ACH-000302,-0.4860903548579485
ACH-000304,-0.3317899265465007
ACH-000307,-0.6353203071656968
ACH-000308,-0.202252476902073
ACH-000310,-0.33154374965301275
ACH-000311,-0.4114188798874934
ACH-000312,-0.3117902245976737
ACH-000315,-0.4000321413190043
ACH-000316,-0.5870184763832258
ACH-000317,-0.5083714507589903
ACH-000318,-0.7424209615782371
ACH-000319,-0.3405452952393726
ACH-000320,-0.5610022395046886
ACH-000322,-0.4984728449619114
ACH-000323,-0.5191961635672562
ACH-000324,-0.4587007397388121
ACH-000329,-0.4381894208582249
ACH-000330,-0.5217102239645365
ACH-000331,-0.43049635477922604
ACH-000332,-0.3275382369687622
ACH-000334,-0.4884389614768227
ACH-000335,-0.5967818874798904
ACH-000336,-0.30560698466699143
ACH-000337,-0.4578615953378402
ACH-000338,-1.091135444055332
ACH-000339,-0.26421603616066913
ACH-000341,-0.4182170643164611
ACH-000348,-0.5417847512629205
ACH-000350,-0.06827913626000512
ACH-000352,-0.09436926414825164
ACH-000356,-0.44725027869538986
ACH-000361,-0.3778965605071066
ACH-000362,-0.3009360321252513
ACH-000363,-0.2104859892838887
ACH-000364,-0.5159721539469788
ACH-000365,-0.5671492352859578
ACH-000366,-0.5767321359598436
ACH-000368,-0.6320910875505731
ACH-000374,-0.43511385129766816
ACH-000375,-0.4567218003542717
ACH-000376,-0.4929523982532231
ACH-000381,-0.3562279931451105
ACH-000383,-0.4115209280236648
ACH-000387,-0.4433208213361777
ACH-000389,-0.4763359774307235
ACH-000390,-0.25697416745483426
ACH-000393,-0.2304974418129481
ACH-000395,-0.16076733334338097
ACH-000396,-0.3992149335938172
ACH-000397,-0.1144492675956509
ACH-000401,-0.3186663740921905
ACH-000402,-0.4599865017934021
ACH-000403,-0.2152822984406101
ACH-000404,-0.3138104716337772
ACH-000406,-0.6599745185952368
ACH-000407,-0.38876149906009183
ACH-000408,-0.6887456138687313
ACH-000410,-0.33095721313831405
ACH-000411,-0.22933153164734646
ACH-000414,-0.22459283864819746
ACH-000415,-0.50435075698508
ACH-000416,-0.2876164008633804
ACH-000420,-0.24618911482777545
ACH-000421,-0.2978434490143753
ACH-000424,-0.4141613080959728
ACH-000425,-0.2495879438877129
ACH-000426,-0.16315565587347106
ACH-000427,-0.3685353475391033
ACH-000433,-0.44979797731804944
ACH-000435,-0.4170061639090839
ACH-000436,-0.17144310177506494
ACH-000444,-0.22291479392955454
ACH-000445,-0.7383435894203767
ACH-000448,-0.2302144842612444
ACH-000450,-0.4879196304007586
ACH-000452,-0.4954103851684056
ACH-000454,-0.542797962594236
ACH-000458,-0.4592442761285625
ACH-000459,-0.7329192626250491
ACH-000460,-0.5144043866473486
ACH-000461,-0.16446966412143668
ACH-000463,-0.3872925455938864
ACH-000464,-0.6413006374151027
ACH-000466,-0.2472038599479757
ACH-000467,-0.2833117453502745
ACH-000468,-0.3311663775789791
ACH-000469,-0.6348139159987531
ACH-000470,-0.4207730416879855
ACH-000471,-0.37348260782634896
ACH-000472,-0.2964006052696863
ACH-000473,-0.9126574092279442
ACH-000475,-0.383998080315606
ACH-000476,-0.1482313073407621
ACH-000477,-0.482563726336619
ACH-000479,-0.4220529006676728
ACH-000480,-0.4947727687897538
ACH-000481,-0.24297134341196425
ACH-000483,-0.4792647706939345
ACH-000484,-0.108020604397079
ACH-000485,-0.4155732228804965
ACH-000486,-0.5337761023117321
ACH-000487,-0.3258256765025646
ACH-000488,-0.3242530830923513
ACH-000490,-0.3965071400992981
ACH-000491,-0.3819426299947578
ACH-000495,-0.5595965336326549
ACH-000496,-0.466494916137528
ACH-000499,-0.7272740346162088
ACH-000500,-0.2941578498259872
ACH-000502,-0.3698947446369244
ACH-000503,-0.6471718411401627
ACH-000505,-0.22592861968528136
ACH-000507,-0.3078080314823473
ACH-000510,-0.5531119662170704
ACH-000511,-0.4974120415631768
ACH-000512,-0.4039151816652706
ACH-000516,-0.17492024581495655
ACH-000517,-0.19139370191439647
ACH-000518,-0.4173303937063696
ACH-000520,-0.4024034178073378
ACH-000521,-0.6379128774842575
ACH-000522,-0.22616113479392855
ACH-000524,-0.10607623583327597
ACH-000527,-0.3964913305984823
ACH-000528,-0.1476506217745817
ACH-000537,-0.6593845508488203
ACH-000541,-0.07401463493740154
ACH-000542,-0.5201924425302958
ACH-000544,-0.6076194205521857
ACH-000545,-0.4853242894700106
ACH-000547,-0.4294584297478247
ACH-000548,-0.41336901518265
ACH-000549,-0.4732502382161329
ACH-000550,-0.4460737993023692
ACH-000552,-0.498681666718416
ACH-000556,-0.13996706111830198
ACH-000557,-0.43850631324143496
ACH-000569,-0.05799197013846723
ACH-000570,-0.7000439787053419
ACH-000571,-0.3170808940561965
ACH-000573,-0.2709851991335909
ACH-000576,-0.2997301686881903
ACH-000579,-0.4670669004536065
ACH-000580,-0.44279996107708336
ACH-000584,-0.8838708229423856
ACH-000585,-0.3919283962498827
ACH-000588,-0.4653891320850424
ACH-000589,-0.39611948053434987
ACH-000591,-0.605168334259176
ACH-000593,-0.5413652868267563
ACH-000600,-0.2043155639222296
ACH-000601,-0.39014937765641494
ACH-000605,-0.34838410406202786
ACH-000606,-0.5976977016646512
ACH-000608,-0.22134564009684565
ACH-000614,-0.24202549011780444
ACH-000616,-0.2993308742276728
ACH-000618,-0.5165760037691189
ACH-000619,-0.5940018611830702
ACH-000620,-0.1469474855300229
ACH-000621,-0.32999898897623536
ACH-000622,-0.5477530389626136
ACH-000623,-0.4324422358112744
ACH-000624,-0.32403407085519603
ACH-000627,-0.5508206531855626
ACH-000630,-0.6093299242049244
ACH-000631,-0.4341875403207108
ACH-000632,-0.5108697901625805
ACH-000633,-0.06007187834001285
ACH-000637,-0.3085909732554077
ACH-000638,-0.48572082280985496
ACH-000646,-0.3302322369639741
ACH-000647,-0.4633372361117018
ACH-000648,-0.3972663105894745
ACH-000649,-0.6752330029933609
ACH-000651,-0.6871665500533108
ACH-000652,-0.3253163801385697
ACH-000653,-0.5118006415697036
ACH-000657,-0.3003221573293344
ACH-000658,-0.1916016432857372
ACH-000661,-0.35659210555674753
ACH-000662,-0.27894359285088216
ACH-000663,-0.6798790844010536
ACH-000665,-0.14854148267731945
ACH-000671,-0.4917400004739311
ACH-000672,-0.34838624096190324
ACH-000673,-0.2446050529659515
ACH-000676,-0.6518030229639851
ACH-000677,-0.24256478664534056
ACH-000681,-0.4601315076810634
ACH-000683,-0.4245854495234757
ACH-000684,-0.5612910976866805
ACH-000688,-0.31672987072155034
ACH-000693,-0.5201302679032112
ACH-000694,-0.5819131623442261
ACH-000695,-0.14861507911702346
ACH-000696,-0.4135239226725477
ACH-000697,-0.5574208200805523
ACH-000699,-0.2430115693747935
ACH-000701,-0.1943054664649889
ACH-000706,-0.4677232018528562
ACH-000711,-0.3983629466740327
ACH-000713,-0.4477808045391293
ACH-000714,-0.37450243291234825
ACH-000718,-0.2717566875853512
ACH-000720,-0.1952930952469617
ACH-000721,-0.2905931578356015
ACH-000724,-0.37784414664720095
ACH-000725,-0.26412160604140594
ACH-000732,-0.6642558396148432
ACH-000734,-0.6292052613185324
ACH-000735,-0.5489993384653806
ACH-000736,-0.22448623505419968
ACH-000738,-0.5448952672200063
ACH-000746,-0.38897055953455817
ACH-000747,-0.4853631792286348
ACH-000748,-0.5495612998412466
ACH-000753,-0.5859160546809712
ACH-000756,-0.6666447209411451
ACH-000757,-0.345556365183468
ACH-000758,-0.547696523617591
ACH-000760,-0.5673380445179415
ACH-000762,-0.4610696592228988
ACH-000763,-0.0107830736370549
ACH-000764,-0.709514642787828
ACH-000765,-0.4661448572690358
ACH-000766,-0.2319450015007176
ACH-000767,-0.335243434297342
ACH-000768,-0.5660079442385079
ACH-000769,-0.6002448670352206
ACH-000770,-0.4387617906543058
ACH-000771,-0.43650369183044746
ACH-000773,-0.2247360539061368
ACH-000776,-0.43049338824740296
ACH-000777,-0.4777103280855765
ACH-000778,-0.306530947612922
ACH-000781,-0.5692630740042733
ACH-000782,-0.40434712306048254
ACH-000783,-0.138123308475772
ACH-000784,-0.4818661306128936
ACH-000785,-0.3078634937775403
ACH-000787,-0.3912485303702941
ACH-000788,-0.5782661027626953
ACH-000791,-0.2965427230554549
ACH-000792,-0.7057947752914275
ACH-000794,-0.4045020768981134
ACH-000796,-0.17125642737134242
ACH-000798,-0.10202396074008632
ACH-000799,-0.15941565867477595
ACH-000800,-0.3337719326932969
ACH-000802,-0.6531082738349324
ACH-000804,-0.23843648120185784
ACH-000805,-0.3328134844682551
ACH-000809,-0.4880280869395903
ACH-000810,-0.3158325000747903
ACH-000811,-0.32779243078778497
ACH-000817,-0.211189017818456
ACH-000819,-0.906019499292308
ACH-000820,-0.0920047664451661
ACH-000821,-0.3462767511435366
ACH-000822,-0.10644230320386408
ACH-000823,-0.6791976078392691
ACH-000824,-0.24772342354152424
ACH-000827,-0.3591298231661888
ACH-000829,-0.13486718566232414
ACH-000831,-0.4655728617387792
ACH-000832,-0.7073300976682872
ACH-000833,-0.03302959259315217
ACH-000834,-0.3734692207609019
ACH-000835,-0.6450912615257046
ACH-000836,-0.4506635451155437
ACH-000837,-0.3988928402610505
ACH-000838,-0.3792396296039474
ACH-000839,-0.4945589973107371
ACH-000840,-0.3455241340875923
ACH-000841,-0.4057931908109963
ACH-000843,-0.5250373265912934
ACH-000846,-0.12110422241414134
ACH-000847,-0.5846335377944915
ACH-000848,-0.6246818846152554
ACH-000849,-0.5003417989641925
ACH-000851,-0.5299742757131959
ACH-000855,-0.5071526279464806
ACH-000856,-0.514385886343812
ACH-000858,-0.5261315440175631
ACH-000859,-0.2540973574542882
ACH-000861,-0.4144560179003516
ACH-000862,-0.3469763639384316
ACH-000865,-0.6668583715651756
ACH-000866,-0.4252372268347364
ACH-000867,-0.052073312294677716
ACH-000869,-0.6567971444467882
ACH-000872,-0.6813315141131429
ACH-000873,-0.6339028894606866
ACH-000876,-0.31529857449121523
ACH-000878,-0.4849372198055755
ACH-000880,-0.2966524220851276
ACH-000881,-0.5629615425176246
ACH-000882,-0.5440557938896361
ACH-000884,-0.6801992816355126
ACH-000885,-0.3873445623619019
ACH-000887,-0.7229606153857113
ACH-000889,-0.3976996430644962
ACH-000896,-0.6765873027945674
ACH-000898,-0.3370912115808256
ACH-000900,-0.4423256674009319
ACH-000901,-0.16427353096863276
ACH-000905,-0.5731134280254481
ACH-000906,-0.5429766846679005
ACH-000907,-0.4378687027871397
ACH-000910,-0.4334236180993496
ACH-000911,-0.2787103318457399
ACH-000912,-0.5632858800232714
ACH-000913,-0.6054586469212746
ACH-000915,-0.5408992179464291
ACH-000916,-0.25313506968370003
ACH-000917,-0.43648015493997694
ACH-000920,-0.34527066933808903
ACH-000921,-0.6281831603313857
ACH-000924,-0.13141906712716572
ACH-000926,-0.2881764905654951
ACH-000928,-0.5838373796211553
ACH-000929,-0.7298537402069284
ACH-000932,-0.4938561630825502
ACH-000935,-0.4620430996866374
ACH-000936,-0.5358340281901952
ACH-000937,-0.4565493608159506
ACH-000938,-0.3997431492679501
ACH-000939,-0.7168431536943737
ACH-000941,-0.10525185339735378
ACH-000943,-0.22098888267501296
ACH-000946,-0.4468179737296972
ACH-000947,-0.5573506072002464
ACH-000948,-0.23121912843576825
ACH-000950,-0.7181634475949309
ACH-000953,-0.5311417155137419
ACH-000954,-0.676281712479448
ACH-000957,-0.4888588493756181
ACH-000958,-0.02378840216741073
ACH-000960,-0.4821558321359095
ACH-000963,-0.4814545058278729
ACH-000968,-0.3681211305764505
ACH-000969,-0.17357608043448833
ACH-000972,0.1799453157812866
ACH-000973,-0.6089515442118228
ACH-000974,-0.5105129645362708
ACH-000978,-0.5476750421792629
ACH-000984,-0.22791656844889804
ACH-000986,-0.6882903730187101
ACH-000988,-0.4633264805676817
ACH-000993,-0.4137930737897351
ACH-000994,-0.2684938032311289
ACH-000996,-0.3871436850476144
ACH-001001,-0.469311449493066
ACH-001020,-0.4948697089243717
ACH-001028,-0.3868852444763763
ACH-001031,-0.35202123410860986
ACH-001038,-0.4309897687830041
ACH-001048,-0.2549217760733655
ACH-001050,-0.3377623555698241
ACH-001053,-0.7469469105776578
ACH-001054,-0.6539842552456052
ACH-001061,-0.6946677308253276
ACH-001067,-0.4456640732435425
ACH-001075,-0.6245226091221254
ACH-001096,-0.33208183382004997
ACH-001111,-0.1350700172579978
ACH-001119,-0.3555518194467636
ACH-001128,-0.9556955064144677
ACH-001134,-0.4811300236384009
ACH-001151,-0.38012474520695777
ACH-001163,-0.3433223577242928
ACH-001164,-0.5532822540804034
ACH-001183,-0.3244482292323512
ACH-001192,-0.6190935687481758
ACH-001193,-0.6814213433407106
ACH-001196,-0.28012606949756713
ACH-001197,-0.3739115770689801
ACH-001205,-0.3412626852995939
ACH-001211,-0.37753081218337103
ACH-001212,-0.4185154203418871
ACH-001228,-0.3652061149886307
ACH-001232,-0.78739639790918
ACH-001239,-0.4040229047716356
ACH-001270,-0.3633008367316812
ACH-001274,-0.20560915875259184
ACH-001275,-0.3453437684623935
ACH-001277,-0.5013556298716472
ACH-001278,-0.5727831232676464
ACH-001280,-0.1278452474524515
ACH-001283,-0.4548869886094232
ACH-001289,-0.11991163046377742
ACH-001300,-0.4511655411287271
ACH-001301,-0.3700225459771804
ACH-001302,-0.3763395975668892
ACH-001306,-0.30670748596284697
ACH-001318,-0.5086748303586316
ACH-001322,-0.33880293994874755
ACH-001328,-0.5390098005360983
ACH-001332,-0.7873743769784469
ACH-001336,-0.5605127983808086
ACH-001346,-0.5486002640349487
ACH-001353,-0.6070710319246441
ACH-001354,-0.6553538461139506
ACH-001367,-0.3673351955102376
ACH-001368,-0.3221794272545668
ACH-001374,-0.12486461599033907
ACH-001377,-0.3903456840877484
ACH-001380,-0.4453417446152788
ACH-001391,-0.14773743954134302
ACH-001408,-0.4539107011299064
ACH-001430,-0.2795554214545251
ACH-001431,-0.5178515500771151
ACH-001450,-0.8471961541585716
ACH-001496,-0.5771109016785879
ACH-001500,-0.3710615850678184
ACH-001523,-0.4086756857462061
ACH-001532,-0.2718120047483492
ACH-001550,-0.4631451024695366
ACH-001552,-0.5135462191036692
ACH-001554,-0.359863006957767
ACH-001654,-0.5803413296725218
ACH-001735,-0.27933630140137217
ACH-001736,-0.4807232698340274
ACH-001737,0.023694041431472183
ACH-001740,-0.26154454605717314
ACH-001745,-0.37603127624456223
ACH-001765,-0.2798680574349402
