,COQ2 (27235)
ACH-000004,-0.3335470230525245
ACH-000005,-0.7988698004444071
ACH-000007,-0.5631038959188929
ACH-000009,-0.3413124880183671
ACH-000011,-0.27020124149111074
ACH-000012,-0.385255688127216
ACH-000013,-0.4207042352862078
ACH-000014,-0.529608089285567
ACH-000015,-0.4342773505144203
ACH-000017,-0.4329322208184643
ACH-000018,-0.4499639015989699
ACH-000019,-0.5924980170326906
ACH-000021,-0.4576194993976149
ACH-000022,-0.5007287991859988
ACH-000025,-0.6883364201093247
ACH-000028,-0.7134940103773814
ACH-000030,-0.4556073428649819
ACH-000035,-0.4107715485759086
ACH-000036,-0.07393982350272557
ACH-000037,-0.43808929024052573
ACH-000039,-0.5423734402975247
ACH-000040,-0.32023387548132265
ACH-000041,-0.3715640034112029
ACH-000042,-0.4272213426103743
ACH-000045,-0.4501388514609778
ACH-000047,-0.7221659069447613
ACH-000052,-0.39250654024375575
ACH-000053,-0.4867156887943697
ACH-000054,-0.5397064396701943
ACH-000055,-0.2481945500148399
ACH-000060,-0.6470264226033224
ACH-000067,-0.4008684732838346
ACH-000070,-0.4405700891465541
ACH-000075,-0.2798263398614564
ACH-000078,-0.3409143710420222
ACH-000082,-0.41446967905594295
ACH-000085,-0.43891973323888783
ACH-000086,-0.3834967740823599
ACH-000087,-0.5877976100654451
ACH-000092,-0.36058956108277096
ACH-000095,-0.2383110032561792
ACH-000097,-0.3155637355884828
ACH-000098,-0.4617124947648914
ACH-000099,-0.3186837446162478
ACH-000108,-0.2796001582174939
ACH-000113,-0.5574239974641916
ACH-000116,-0.6505632811901477
ACH-000118,-0.6341102884556714
ACH-000120,-0.33439867373036797
ACH-000123,-0.2868868895392645
ACH-000127,-0.33661669633090985
ACH-000128,-0.4599901609918962
ACH-000132,-0.4178778597583627
ACH-000133,-0.4380798298817038
ACH-000137,-0.2848616079924681
ACH-000138,-0.5085683686725699
ACH-000142,-0.35097738190778777
ACH-000143,-0.34008707094234264
ACH-000146,-0.4570741784975097
ACH-000148,-0.5620634007227078
ACH-000150,-0.33429069997442
ACH-000152,-0.3712923018384333
ACH-000153,-0.4542200959442225
ACH-000159,-0.6739024951516521
ACH-000160,-0.6109793110775904
ACH-000163,-0.4919573704932274
ACH-000167,-0.2784821559982213
ACH-000168,-0.3905945077470302
ACH-000169,-0.6153266825030329
ACH-000178,-0.3901051735386028
ACH-000183,-0.5316936536448987
ACH-000188,-0.19448986531998216
ACH-000189,-0.59426973883113
ACH-000190,-0.44854148802273697
ACH-000198,-0.4559205421601672
ACH-000203,-0.5503605356494736
ACH-000204,-0.7972768071169258
ACH-000206,-0.506428716766349
ACH-000207,-0.3787769174860084
ACH-000208,-0.435825623110674
ACH-000210,-0.3125643923802192
ACH-000211,-0.4440727249951508
ACH-000215,-0.3545736525888477
ACH-000221,-0.18899005298261887
ACH-000222,-0.2237780990513552
ACH-000223,-0.4794874669030775
ACH-000226,-0.5578490193069964
ACH-000227,-0.4336090577547384
ACH-000228,-0.3636167723641812
ACH-000231,-0.4003454226911767
ACH-000232,-0.32433936901139176
ACH-000233,-0.31394148669367905
ACH-000234,-0.3292558925814453
ACH-000235,-0.35382258831289737
ACH-000237,-0.3009856506999047
ACH-000238,-0.2484992038174928
ACH-000242,-0.2980075830787475
ACH-000243,-0.3887986682066911
ACH-000244,-0.19201934688765007
ACH-000246,-0.7882843868185964
ACH-000248,-0.42225716562908666
ACH-000250,-0.2418981447888921
ACH-000251,-0.4967447014183425
ACH-000252,0.04161877250604011
ACH-000253,-0.3441559632853649
ACH-000255,-0.3377837866049407
ACH-000256,-0.28950988590471843
ACH-000257,-0.4836751007705663
ACH-000258,-0.23737564930734645
ACH-000259,-0.4497940465795016
ACH-000260,-0.09449424997865448
ACH-000261,-0.4303753098407866
ACH-000262,-0.5427959187450421
ACH-000263,-0.2320284636025873
ACH-000264,-0.3529002041895193
ACH-000265,-0.5502708671397424
ACH-000266,-0.3323344425403608
ACH-000272,-0.4799046635585119
ACH-000274,-0.4354987827509013
ACH-000277,-0.6938139977770365
ACH-000278,-0.3794328618221861
ACH-000279,-0.5268845580575171
ACH-000280,-0.5092471367076133
ACH-000281,-0.2509884882622664
ACH-000288,-0.3169135248101275
ACH-000291,-0.416319461791236
ACH-000293,-0.4576310561795953
ACH-000294,-0.24152747406541686
ACH-000295,-0.27787110986075925
ACH-000296,-0.1737195951663428
ACH-000302,-0.6059045946560299
ACH-000304,-0.7454868213595958
ACH-000307,-0.4599086599823944
ACH-000308,-0.4008655228775754
ACH-000310,-0.2461541691794801
ACH-000311,-0.3413509940501832
ACH-000312,-0.504813966100602
ACH-000315,-0.5635681344239793
ACH-000316,-0.23314346009416556
ACH-000317,-0.8511931409447933
ACH-000318,-0.4838628674466766
ACH-000319,-0.22944679834405846
ACH-000320,-0.3860564959347416
ACH-000322,-0.4854420594924982
ACH-000323,-0.3664255707920884
ACH-000324,-0.21670938329281852
ACH-000329,-0.4661555888285666
ACH-000330,-0.4027002005892275
ACH-000331,-0.4134353786177859
ACH-000332,-0.24310690596634066
ACH-000334,-0.5313023714527654
ACH-000335,-0.4849378998116565
ACH-000336,-0.972039541391848
ACH-000337,-0.6610803622242557
ACH-000338,-0.15558712102808106
ACH-000339,-0.4318848896608007
ACH-000341,-0.1843548062583711
ACH-000348,-0.5643416497614535
ACH-000350,-0.6347572667634919
ACH-000352,-0.4162202518313183
ACH-000356,-0.6431975811220593
ACH-000361,-0.305723120795556
ACH-000362,-0.437972361367416
ACH-000363,-0.5727659021739039
ACH-000364,-0.4779387449557371
ACH-000365,-0.5250056692812918
ACH-000366,-0.3933911206463237
ACH-000368,-0.44616225751252253
ACH-000374,-0.5113106340570728
ACH-000375,-0.2696241333532583
ACH-000376,-0.547421045992088
ACH-000381,-0.4234120561632091
ACH-000383,-0.4158066482068961
ACH-000387,-0.4947746211779305
ACH-000389,-0.1236721884508719
ACH-000390,-0.5124499974500677
ACH-000393,-0.2340711887001781
ACH-000395,-0.30241116912067045
ACH-000396,-0.5156108538131061
ACH-000397,-0.3560413636220744
ACH-000401,-0.4708494779536593
ACH-000402,-0.4716982279079278
ACH-000403,-0.5856838589600594
ACH-000404,-0.21445813974106906
ACH-000406,-0.6752702235143415
ACH-000407,-0.5077632887821499
ACH-000408,-0.31526998884742075
ACH-000410,-0.43471897787203
ACH-000411,-0.28439130801445683
ACH-000414,-0.4957422647550836
ACH-000415,-0.5029995548742561
ACH-000416,-0.4171709609513567
ACH-000420,-0.29346001341920863
ACH-000421,-0.412029715059017
ACH-000424,-0.3418091240911948
ACH-000425,-0.32531480818366365
ACH-000426,-0.4701955150734688
ACH-000427,-0.46183595013726203
ACH-000433,-0.421995401664524
ACH-000435,-0.2399516061756313
ACH-000436,-0.2879895210899303
ACH-000444,-0.3207167107486942
ACH-000445,-0.35712517872545635
ACH-000448,-0.409329165771818
ACH-000450,-0.6295424950324804
ACH-000452,-0.293402261492971
ACH-000454,-0.7102275966278104
ACH-000458,-0.5260559636422529
ACH-000459,-0.7159842834531182
ACH-000460,-0.6597278834987483
ACH-000461,-0.5243863769898315
ACH-000463,-0.25093699636867306
ACH-000464,-0.482430872245766
ACH-000466,-0.3001367147492172
ACH-000467,-0.5069127768757881
ACH-000468,-0.2911004747699216
ACH-000469,-0.4470851889309153
ACH-000470,-0.1636978957016637
ACH-000471,-0.29733569604319515
ACH-000472,-0.3081153762152191
ACH-000473,-0.6744127759263302
ACH-000475,-0.483413204853783
ACH-000476,-0.6079990491771856
ACH-000477,-0.6335299728060102
ACH-000479,-0.8106359543294342
ACH-000480,-0.5807842585453373
ACH-000481,-0.4247587370107391
ACH-000483,-0.5274316759572298
ACH-000484,-0.2577181178242382
ACH-000485,-0.4069693446350971
ACH-000486,-0.20744082682190612
ACH-000487,-0.43461364938779057
ACH-000488,-0.5578527710829381
ACH-000490,-0.5229185169713718
ACH-000491,-0.4373950172060821
ACH-000495,-0.3315895344697113
ACH-000496,-0.2860851101295092
ACH-000499,-0.5959538519188826
ACH-000500,-0.3625976906626493
ACH-000502,-0.30523495181272264
ACH-000503,-0.5856554682138463
ACH-000505,-0.3439282221291985
ACH-000507,-0.3883698479311707
ACH-000510,-0.5059735721518278
ACH-000511,-0.2700462453505104
ACH-000512,-0.7469665643650893
ACH-000516,-0.4379390310943195
ACH-000517,-0.43966823882000616
ACH-000518,-0.14782441468085658
ACH-000520,-0.20985826758473514
ACH-000521,-0.5005019423513035
ACH-000522,-0.5471344714689244
ACH-000524,-0.4010058536284635
ACH-000527,-0.4116937239448332
ACH-000528,-0.7431571545875886
ACH-000537,-0.4733529705383966
ACH-000541,-0.2641010036585262
ACH-000542,-0.2693913407994842
ACH-000544,-0.5347805921121407
ACH-000545,-0.5981122522366629
ACH-000547,-0.7390543827081615
ACH-000548,-0.356027333694216
ACH-000549,-0.3541423554408178
ACH-000550,-0.1857557108162782
ACH-000552,-0.6839225894963262
ACH-000556,-0.475943461122364
ACH-000557,-0.4399628010147884
ACH-000569,-0.5135593393118046
ACH-000570,-0.4199222920944875
ACH-000571,-0.3674646730599749
ACH-000573,-0.3956865362700382
ACH-000576,-0.18704391826872185
ACH-000579,-0.4246430273664762
ACH-000580,-0.6366639706666174
ACH-000584,-0.2809144543951252
ACH-000585,-0.4057158157550028
ACH-000588,-0.7491601465994014
ACH-000589,-0.7400580285253335
ACH-000591,-0.3799105138929148
ACH-000593,-0.6714628099407519
ACH-000600,-0.5505222802346137
ACH-000601,-0.32009296873202403
ACH-000605,-0.2773182096931252
ACH-000606,-0.7130438899927241
ACH-000608,-0.35712250264720496
ACH-000614,-0.542846454717561
ACH-000616,-0.3287155808050721
ACH-000618,-1.2715190307769164
ACH-000619,-0.6307330546842221
ACH-000620,-0.5378060122341057
ACH-000621,-0.2925407405110733
ACH-000622,-0.330074390852976
ACH-000623,-0.18793259605622475
ACH-000624,-0.3059462151877387
ACH-000627,-0.3569392899044281
ACH-000630,-0.3278621155745953
ACH-000631,-0.3839654974014629
ACH-000632,-0.1887965494749408
ACH-000633,-0.7790734038149236
ACH-000637,-0.5845817106559074
ACH-000638,-0.3688736946276239
ACH-000646,-0.3899757541704737
