,EQTN (54586)
ACH-000004,0.22152327905409488
ACH-000005,0.1587679152306246
ACH-000007,0.33795221710685824
ACH-000009,0.3306941643964265
ACH-000011,0.3129591628370894
ACH-000012,0.4223372557010433
ACH-000013,0.3981132440850884
ACH-000014,0.3121217407547449
ACH-000015,0.3525465081854597
ACH-000017,0.2219470029474365
ACH-000018,0.3898068285368653
ACH-000019,0.31828101414283
ACH-000021,0.3440972032088511
ACH-000022,0.2912442254791909
ACH-000025,0.35547194856158193
ACH-000028,0.3709209928390631
ACH-000030,0.2401803754191573
ACH-000035,0.32746884841864515
ACH-000036,0.2887694010925265
ACH-000037,0.2700974912260118
ACH-000039,0.4486281234522826
ACH-000040,0.24674794782449985
ACH-000041,0.28994593460811524
ACH-000042,0.31447033990351936
ACH-000045,0.3305190214394973
ACH-000047,0.2805497617585434
ACH-000052,0.3312222831585922
ACH-000053,0.2897453674247385
ACH-000054,0.2313610145531347
ACH-000055,0.30537541150958875
ACH-000060,0.3257069785913882
ACH-000067,0.37826250334618494
ACH-000070,0.326213536543839
ACH-000075,0.3519239821323121
ACH-000078,0.2593613455765897
ACH-000082,0.2469780697439181
ACH-000085,0.2723121605668387
ACH-000086,0.4032332814126132
ACH-000087,0.20889762210481555
ACH-000092,0.23615944831288385
ACH-000095,0.31728364440989704
ACH-000097,0.3434107722801095
ACH-000098,0.2613752766023771
ACH-000099,0.3241385540129859
ACH-000108,0.4148267802181958
ACH-000113,0.25890095208492936
ACH-000116,0.2072982449790593
ACH-000118,0.26506112695289363
ACH-000120,0.43879907882773816
ACH-000123,0.3290380453771856
ACH-000127,0.33816285034327626
ACH-000128,0.2648902005862409
ACH-000132,0.3451902027839023
ACH-000133,0.3796454655649049
ACH-000137,0.17402218892613727
ACH-000138,0.3672111115217944
ACH-000142,0.3524180094394998
ACH-000143,0.09070163793891653
ACH-000146,0.28908181237999303
ACH-000148,0.2897184556911772
ACH-000150,0.3944352023310792
ACH-000152,0.3681023409679231
ACH-000153,0.5035146746299707
ACH-000159,0.2825334765017805
ACH-000160,0.3489895437960293
ACH-000163,0.37992799018103374
ACH-000167,0.2604132747048372
ACH-000168,0.2338264381394162
ACH-000169,0.223866976987994
ACH-000178,0.3069527029338827
ACH-000183,0.2877904992465878
ACH-000188,0.34374207839246984
ACH-000189,0.2895706258235062
ACH-000190,0.2508910729443025
ACH-000198,0.4009655368442842
ACH-000203,0.20518482274081729
ACH-000204,0.3276454141597753
ACH-000206,0.3982444435713325
ACH-000207,0.2621749212942277
ACH-000208,0.3857377866088323
ACH-000210,0.0035121454362627047
ACH-000211,0.2533519799231542
ACH-000215,0.28929029895678626
ACH-000221,0.4958387827122852
ACH-000222,0.2831071963569417
ACH-000223,0.3118979684960932
ACH-000226,0.31745658915654623
ACH-000227,0.3063473503836916
ACH-000228,0.3302650432286614
ACH-000231,0.2845395698206025
ACH-000232,0.4028162582127448
ACH-000233,0.2263248763655097
ACH-000234,0.32756968646274903
ACH-000235,0.2914644040917708
ACH-000237,0.2861042131686877
ACH-000238,0.12167250835612853
ACH-000242,0.19662710181324264
ACH-000243,0.19619807731219194
ACH-000244,0.262294437508507
ACH-000246,0.3199705218185521
ACH-000248,0.33476139653925835
ACH-000250,0.30817420709599586
ACH-000251,0.22324022325250964
ACH-000252,0.4589035909317402
ACH-000253,0.2831367606457365
ACH-000255,0.15838729856479947
ACH-000256,0.3954288395715291
ACH-000257,0.2794512262150021
ACH-000258,0.4553090583398242
ACH-000259,0.36316590563843293
ACH-000260,0.2825715761202926
ACH-000261,0.3219189439827541
ACH-000262,0.4033788653544933
ACH-000263,0.41977161656455936
ACH-000264,0.3441910131894049
ACH-000265,0.20115724007835786
ACH-000266,0.2705834236742974
ACH-000272,0.33217352749637835
ACH-000274,0.2627692248435027
ACH-000277,0.3319637721165793
ACH-000278,0.34340218980317605
ACH-000279,0.30407667555659873
ACH-000280,0.13515828211605688
ACH-000281,0.3333598436767554
ACH-000288,0.2829899272340841
ACH-000291,0.11292998360542088
ACH-000293,0.3056548883902692
ACH-000294,0.3893624106028468
ACH-000295,0.3582990079530692
ACH-000296,0.31039494797022826
ACH-000302,0.2584977179683953
ACH-000304,0.3907509318548256
ACH-000307,0.26606320879001105
ACH-000308,0.2631105018839264
ACH-000310,0.3993350084402367
ACH-000311,0.2719363031617352
ACH-000312,0.2450531613053829
ACH-000315,0.22740742689512375
ACH-000316,0.22907552036867765
ACH-000317,0.30670073227179856
ACH-000318,0.30133895674076394
ACH-000319,0.33348948291083513
ACH-000320,0.27616954191154586
ACH-000322,0.4542901223437211
ACH-000323,0.3237261403560522
