,ADRBK1 (156)
ACH-000004,-0.05067494029499902
ACH-000005,0.013699688204453494
ACH-000007,-0.5373295249082238
ACH-000009,-0.3768844755499898
ACH-000011,0.08991125656045397
ACH-000012,-0.30603998021579304
ACH-000013,-0.1508824354080629
ACH-000014,-0.032452688315480864
ACH-000015,0.17136030824192555
ACH-000017,-0.6341155872643928
ACH-000018,-0.08741192891603199
ACH-000019,-0.32558368350006434
ACH-000021,-0.17373889481312288
ACH-000022,-0.7699973852845947
ACH-000025,-0.07832416813699017
ACH-000028,-0.3943785242204397
ACH-000030,-0.1458211079496158
ACH-000035,-0.09756991662573802
ACH-000036,-0.1385758389707241
ACH-000037,-0.2317861201327944
ACH-000039,-0.22148408732933397
ACH-000040,-0.047800020470499055
ACH-000041,-0.10895179205666668
ACH-000042,-0.08675677864048134
ACH-000045,-0.19094416648848334
ACH-000047,-0.14502919347784365
ACH-000052,-0.16420791412965724
ACH-000053,-0.4277008660849621
ACH-000054,-0.0812929383156574
ACH-000055,-0.24389589931222355
ACH-000060,-0.0682206686989434
ACH-000067,-0.1322331647558908
ACH-000070,-0.02922899339444718
ACH-000075,0.06047984659613804
ACH-000078,-0.009835131708827813
ACH-000082,-0.1562227475758542
ACH-000085,-0.2598381284812377
ACH-000086,-0.22827094478683235
ACH-000087,-0.1430781942779915
ACH-000092,-0.02167846314904313
ACH-000095,-0.042705086465780015
ACH-000097,-0.6054916279112534
ACH-000098,0.016441123001221462
ACH-000099,-0.004688243046144821
ACH-000108,-0.10654637424912712
ACH-000113,0.03995198081996966
ACH-000116,-0.2577588392252703
ACH-000118,-0.3940839861673561
ACH-000120,-0.20389024868851371
ACH-000123,-0.16841038698103986
ACH-000127,-0.2412957298141573
ACH-000128,-0.10187683606199688
ACH-000132,-0.005461410074024445
ACH-000133,-0.2469097100423879
ACH-000137,-0.04088509543878141
ACH-000138,-0.3416354244396131
ACH-000142,-0.29291770055762584
ACH-000143,-0.2922409837886636
ACH-000146,0.047032595062762236
ACH-000148,-0.04321069347033731
ACH-000150,-0.11430549005654393
ACH-000152,-0.2201952717139789
ACH-000153,-0.2834582263076996
ACH-000159,-0.1093701378859166
ACH-000160,-0.3687841800760964
ACH-000163,-0.20924962536488004
ACH-000167,-0.29889867306040635
ACH-000168,0.005321002941160559
ACH-000169,-0.18024146108663053
ACH-000178,-0.07967733703207966
ACH-000183,-0.2584393961873289
ACH-000188,-0.3441619868657944
ACH-000189,-0.05644450449258333
ACH-000190,-0.04460212838930458
ACH-000198,-0.1475195503613621
ACH-000203,-0.37074286772099424
ACH-000204,-0.17291393652790926
ACH-000206,0.3011048307397441
ACH-000207,-0.5258402843944407
ACH-000208,-0.2488622338804285
ACH-000210,-0.3792732036151879
ACH-000211,-0.21435902839511656
ACH-000215,-0.1101400455403329
ACH-000221,-0.14333939621046074
ACH-000222,-0.21964684545630694
ACH-000223,-0.26418740706740296
ACH-000226,-0.1369742403448723
ACH-000227,-0.08251261103504946
ACH-000228,-0.2403369562241573
ACH-000231,-0.0659894359842015
ACH-000232,0.027146485882154504
ACH-000233,-0.256926839079372
ACH-000234,-0.17282309283235509
ACH-000235,-0.3012881599139005
ACH-000237,0.0687015982946991
ACH-000238,-0.12903827734905432
ACH-000242,0.006753448549252055
ACH-000243,-0.4867752660377138
ACH-000244,-0.28383894524363
ACH-000246,-0.20797849927238324
