,NRG4 (145957)
ACH-000004,0.010194258463196349
ACH-000005,-0.3339135080630153
ACH-000007,0.11504144151357233
ACH-000009,-0.005589000909309118
ACH-000011,0.01648512390558642
ACH-000012,-0.06402154985265791
ACH-000013,0.024144111041816692
ACH-000014,0.14299173485673491
ACH-000015,0.15803616755833427
ACH-000017,0.1294718398521574
ACH-000018,0.12245330411785575
ACH-000019,0.1006105235205128
ACH-000021,0.08187366508026231
ACH-000022,-0.0234687187755094
ACH-000025,0.04646231417611447
ACH-000028,0.0772129180576564
ACH-000030,-0.06895962963028593
ACH-000035,0.14265719261850998
ACH-000036,0.046437453892697836
ACH-000037,-0.037170990468966526
ACH-000039,-0.02241638258164641
ACH-000040,-0.0233926740190858
ACH-000041,0.1852686225463556
ACH-000042,-0.04613015458507155
ACH-000045,0.03325567628255228
ACH-000047,-0.06601685405208926
ACH-000052,0.1151565491813113
ACH-000053,0.03184130358430793
ACH-000054,-0.044165183047447536
ACH-000055,-0.07645302759891938
ACH-000060,0.015786802009384256
ACH-000067,-0.0041774822224891935
ACH-000070,0.1281967754373134
ACH-000075,0.033162020234544135
ACH-000078,0.08431583829921342
ACH-000082,0.1081917750575239
ACH-000085,0.0902776548004206
ACH-000086,0.0017949385130956574
ACH-000087,-0.013925908318104814
ACH-000092,-0.014730753540158247
ACH-000095,0.022069358894476542
ACH-000097,0.02266154936455958
ACH-000098,0.15738222935108398
ACH-000099,0.06622733634807103
ACH-000108,0.012808209272000656
ACH-000113,0.08816922654953177
ACH-000116,0.08870165930545654
ACH-000118,-0.013835672370851818
ACH-000120,0.04922177898897478
ACH-000123,0.05612878523874065
ACH-000127,0.09854021069853773
ACH-000128,-0.046364394015698064
ACH-000132,0.07688878005825434
ACH-000133,0.10990181733819177
ACH-000137,0.13196437962108434
ACH-000138,0.1329717636855806
ACH-000142,0.20049542694202102
ACH-000143,0.14636458239134106
ACH-000146,-0.0002829405667084435
ACH-000148,0.027472037416958115
ACH-000150,-0.07287525265801544
ACH-000152,0.13001434203321774
ACH-000153,0.1011625805556692
ACH-000159,-0.003987627949038405
ACH-000160,-0.0925155664479848
ACH-000163,-0.010424106088617194
ACH-000167,-0.13673255146920751
ACH-000168,0.06011581813928495
ACH-000169,-0.013669062137318048
ACH-000178,0.025813952687465284
ACH-000183,0.19060482032039744
ACH-000188,-0.2170945994718955
ACH-000189,-0.0010605241090187586
ACH-000190,0.2422768907206995
ACH-000198,0.09866475241533784
ACH-000203,0.057912348748245475
ACH-000204,-0.12512323925100172
ACH-000206,0.030547389661252464
ACH-000207,0.034543191296622894
ACH-000208,-0.34113864410188216
ACH-000210,-0.057347403296117615
